kind,study,workload,agents,review_ticks,risk,left,right,primary,planned_pairs,completed_pairs,mean_loss_difference,ci_low,ci_high,left_wins,ties,left_losses,actual_order_differences,mean_incorrect_difference,incorrect_ci_low,incorrect_ci_high,mean_loss_per_job_difference,per_job_ci_low,per_job_ci_high,lower_loss_more_incorrect,lower_incorrect_higher_loss,common_objective_0_difference,common_objective_0_ci_low,common_objective_0_ci_high,common_objective_4_difference,common_objective_4_ci_low,common_objective_4_ci_high,common_objective_8_difference,common_objective_8_ci_low,common_objective_8_ci_high
policy,core,competition,3,1,analytical,competition|a3|s1|analytical|delay|lambda0,competition|a3|s1|analytical|greedy|lambda0,False,8,8,0.0,0.0,0.0,0,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
policy,core,competition,3,1,frozen,competition|a3|s1|frozen|delay|lambda0,competition|a3|s1|frozen|greedy|lambda0,False,8,8,-0.5,-1.5,0.0,1,7,0,8,-0.125,-0.375,0.0,-0.08333333333333333,-0.25,0.0,0,0,-0.5,-1.5,0.0,-1.0,-3.0,0.0,-1.5,-4.5,0.0
policy,core,competition,3,1,pooled,competition|a3|s1|pooled|delay|lambda0,competition|a3|s1|pooled|greedy|lambda0,False,8,8,-0.5,-1.5,0.0,1,7,0,8,-0.125,-0.375,0.0,-0.08333333333333333,-0.25,0.0,0,0,-0.5,-1.5,0.0,-1.0,-3.0,0.0,-1.5,-4.5,0.0
policy,core,competition,3,2,analytical,competition|a3|s2|analytical|delay|lambda0,competition|a3|s2|analytical|greedy|lambda0,False,8,8,-0.5,-1.5,0.0,1,7,0,6,-0.125,-0.375,0.0,-0.08333333333333333,-0.25,0.0,0,0,-0.5,-1.5,0.0,-1.0,-3.0,0.0,-1.5,-4.5,0.0
policy,core,competition,3,2,frozen,competition|a3|s2|frozen|delay|lambda0,competition|a3|s2|frozen|greedy|lambda0,True,8,8,0.0,0.0,0.0,0,8,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
policy,core,competition,3,2,pooled,competition|a3|s2|pooled|delay|lambda0,competition|a3|s2|pooled|greedy|lambda0,False,8,8,0.0,0.0,0.0,0,8,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
policy,core,larger,3,1,frozen,larger|a3|s1|frozen|delay|lambda0,larger|a3|s1|frozen|edf|lambda0,False,4,4,-1.25,-2.5,0.0,2,2,0,3,0.0,0.0,0.0,-0.1388888888888889,-0.2777777777777778,0.0,0,0,-1.25,-2.5,0.0,-1.25,-2.5,0.0,-1.25,-2.5,0.0
policy,core,larger,3,1,frozen,larger|a3|s1|frozen|delay|lambda0,larger|a3|s1|frozen|fcfs|lambda0,False,4,4,-0.75,-5.25,3.5,2,1,1,4,-0.25,-0.75,0.0,-0.08333333333333331,-0.5833333333333334,0.3888888888888889,0,0,-0.75,-5.25,3.5,-1.75,-8.25,3.5,-2.75,-11.25,3.5
policy,core,larger,3,1,frozen,larger|a3|s1|frozen|delay|lambda0,larger|a3|s1|frozen|greedy|lambda0,False,4,4,-2.0,-5.5,1.0,3,0,1,4,-0.5,-1.0,0.0,-0.2222222222222222,-0.6111111111111112,0.1111111111111111,0,0,-2.0,-5.5,1.0,-4.0,-8.5,0.5,-6.0,-12.5,0.5
policy,core,larger,3,2,frozen,larger|a3|s2|frozen|delay|lambda0,larger|a3|s2|frozen|edf|lambda0,False,4,4,-3.5,-10.5,0.0,1,3,0,3,-0.25,-0.75,0.0,-0.38888888888888895,-1.166666666666667,0.0,0,0,-3.5,-10.5,0.0,-4.5,-13.5,0.0,-5.5,-16.5,0.0
policy,core,larger,3,2,frozen,larger|a3|s2|frozen|delay|lambda0,larger|a3|s2|frozen|fcfs|lambda0,False,4,4,1.5,0.0,3.0,0,2,2,4,0.0,0.0,0.0,0.16666666666666669,0.0,0.3333333333333335,0,0,1.5,0.0,3.0,1.5,0.0,3.0,1.5,0.0,3.0
policy,core,larger,3,2,frozen,larger|a3|s2|frozen|delay|lambda0,larger|a3|s2|frozen|greedy|lambda0,False,4,4,-0.75,-6.75,3.5,1,1,2,4,0.0,-0.75,0.75,-0.08333333333333331,-0.75,0.38888888888888895,0,0,-0.75,-6.75,3.5,-0.75,-9.5,5.5,-0.75,-12.5,8.25
policy,core,larger,6,1,frozen,larger|a6|s1|frozen|delay|lambda0,larger|a6|s1|frozen|edf|lambda0,False,4,4,-8.0,-14.5,-3.5,4,0,0,4,0.5,0.0,1.0,-0.4444444444444444,-0.8055555555555556,-0.19444444444444445,2,0,-8.0,-14.5,-3.5,-6.0,-11.25,-3.0,-4.0,-8.25,-0.25
policy,core,larger,6,1,frozen,larger|a6|s1|frozen|delay|lambda0,larger|a6|s1|frozen|fcfs|lambda0,False,4,4,-8.75,-14.75,-3.5,4,0,0,4,-0.5,-1.0,0.0,-0.48611111111111105,-0.8194444444444444,-0.19444444444444445,0,0,-8.75,-14.75,-3.5,-10.75,-18.75,-4.0,-12.75,-22.0,-4.75
policy,core,larger,6,1,frozen,larger|a6|s1|frozen|delay|lambda0,larger|a6|s1|frozen|greedy|lambda0,False,4,4,-5.5,-10.75,-0.75,3,0,1,4,-0.5,-1.0,0.0,-0.3055555555555555,-0.5972222222222222,-0.04166666666666666,0,0,-5.5,-10.75,-0.75,-7.5,-13.75,-1.5,-9.5,-17.5,-1.5
policy,core,larger,6,2,frozen,larger|a6|s2|frozen|delay|lambda0,larger|a6|s2|frozen|edf|lambda0,False,4,4,-7.25,-12.25,-2.0,3,1,0,4,-0.25,-1.0,0.5,-0.40277777777777773,-0.6805555555555556,-0.11111111111111105,1,0,-7.25,-12.25,-2.0,-8.25,-14.5,-3.5,-9.25,-18.5,-1.25
policy,core,larger,6,2,frozen,larger|a6|s2|frozen|delay|lambda0,larger|a6|s2|frozen|fcfs|lambda0,False,4,4,-1.5,-7.0,4.0,2,0,2,4,-0.25,-0.75,0.0,-0.08333333333333326,-0.38888888888888884,0.22222222222222232,0,0,-1.5,-7.0,4.0,-2.5,-9.0,4.0,-3.5,-11.0,4.0
policy,core,larger,6,2,frozen,larger|a6|s2|frozen|delay|lambda0,larger|a6|s2|frozen|greedy|lambda0,False,4,4,-2.5,-6.0,1.0,2,1,1,3,-0.5,-1.0,0.0,-0.13888888888888884,-0.3333333333333335,0.05555555555555558,0,1,-2.5,-6.0,1.0,-4.5,-9.5,-1.0,-6.5,-13.0,-1.5
policy,core,original,3,1,analytical,original|a3|s1|analytical|delay|lambda0,original|a3|s1|analytical|greedy|lambda0,False,8,8,-1.375,-3.75,0.0,2,6,0,4,-0.25,-0.625,0.0,-0.22916666666666669,-0.625,0.0,0,0,-1.375,-3.75,0.0,-2.375,-6.0,0.0,-3.375,-8.125,0.0
policy,core,original,3,1,frozen,original|a3|s1|frozen|delay|lambda0,original|a3|s1|frozen|greedy|lambda0,False,8,8,-1.375,-3.75,0.0,2,6,0,3,-0.25,-0.625,0.0,-0.22916666666666669,-0.625,0.0,0,0,-1.375,-3.75,0.0,-2.375,-6.0,0.0,-3.375,-8.125,0.0
policy,core,original,3,1,pooled,original|a3|s1|pooled|delay|lambda0,original|a3|s1|pooled|greedy|lambda0,False,8,8,-1.375,-3.75,0.0,2,6,0,3,-0.25,-0.625,0.0,-0.22916666666666669,-0.625,0.0,0,0,-1.375,-3.75,0.0,-2.375,-6.0,0.0,-3.375,-8.125,0.0
policy,core,original,3,2,analytical,original|a3|s2|analytical|delay|lambda0,original|a3|s2|analytical|greedy|lambda0,False,8,8,0.0,0.0,0.0,0,8,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
policy,core,original,3,2,frozen,original|a3|s2|frozen|delay|lambda0,original|a3|s2|frozen|greedy|lambda0,True,8,8,0.0,0.0,0.0,0,8,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
policy,core,original,3,2,pooled,original|a3|s2|pooled|delay|lambda0,original|a3|s2|pooled|greedy|lambda0,False,8,8,0.0,0.0,0.0,0,8,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
risk,core,competition,3,1,analytical,competition|a3|s1|analytical|delay|lambda0,competition|a3|s1|frozen|delay|lambda0,False,8,8,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
risk,core,competition,3,1,analytical,competition|a3|s1|analytical|greedy|lambda0,competition|a3|s1|frozen|greedy|lambda0,False,8,8,-0.5,-1.5,0.0,1,7,0,5,-0.125,-0.375,0.0,-0.08333333333333333,-0.25,0.0,0,0,-0.5,-1.5,0.0,-1.0,-3.0,0.0,-1.5,-4.5,0.0
risk,core,competition,3,1,pooled,competition|a3|s1|pooled|delay|lambda0,competition|a3|s1|frozen|delay|lambda0,False,8,8,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
risk,core,competition,3,1,pooled,competition|a3|s1|pooled|greedy|lambda0,competition|a3|s1|frozen|greedy|lambda0,False,8,8,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
risk,core,competition,3,2,analytical,competition|a3|s2|analytical|delay|lambda0,competition|a3|s2|frozen|delay|lambda0,False,8,8,-0.5,-1.5,0.0,1,7,0,2,-0.125,-0.375,0.0,-0.08333333333333333,-0.25,0.0,0,0,-0.5,-1.5,0.0,-1.0,-3.0,0.0,-1.5,-4.5,0.0
risk,core,competition,3,2,analytical,competition|a3|s2|analytical|greedy|lambda0,competition|a3|s2|frozen|greedy|lambda0,False,8,8,0.0,0.0,0.0,0,8,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
risk,core,competition,3,2,pooled,competition|a3|s2|pooled|delay|lambda0,competition|a3|s2|frozen|delay|lambda0,False,8,8,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
risk,core,competition,3,2,pooled,competition|a3|s2|pooled|greedy|lambda0,competition|a3|s2|frozen|greedy|lambda0,False,8,8,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
risk,core,original,3,1,analytical,original|a3|s1|analytical|delay|lambda0,original|a3|s1|frozen|delay|lambda0,False,8,8,-0.375,-1.125,0.0,1,7,0,3,0.0,0.0,0.0,-0.06249999999999997,-0.18749999999999992,0.0,0,0,-0.375,-1.125,0.0,-0.375,-1.125,0.0,-0.375,-1.125,0.0
risk,core,original,3,1,analytical,original|a3|s1|analytical|greedy|lambda0,original|a3|s1|frozen|greedy|lambda0,False,8,8,-0.375,-1.125,0.0,1,7,0,2,0.0,0.0,0.0,-0.06249999999999997,-0.18749999999999992,0.0,0,0,-0.375,-1.125,0.0,-0.375,-1.125,0.0,-0.375,-1.125,0.0
risk,core,original,3,1,pooled,original|a3|s1|pooled|delay|lambda0,original|a3|s1|frozen|delay|lambda0,False,8,8,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
risk,core,original,3,1,pooled,original|a3|s1|pooled|greedy|lambda0,original|a3|s1|frozen|greedy|lambda0,False,8,8,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
risk,core,original,3,2,analytical,original|a3|s2|analytical|delay|lambda0,original|a3|s2|frozen|delay|lambda0,False,8,8,-0.375,-1.125,0.0,1,7,0,3,-0.125,-0.375,0.0,-0.0625,-0.1875,0.0,0,0,-0.375,-1.125,0.0,-0.875,-2.625,0.0,-1.375,-4.125,0.0
risk,core,original,3,2,analytical,original|a3|s2|analytical|greedy|lambda0,original|a3|s2|frozen|greedy|lambda0,False,8,8,-0.375,-1.125,0.0,1,7,0,2,-0.125,-0.375,0.0,-0.0625,-0.1875,0.0,0,0,-0.375,-1.125,0.0,-0.875,-2.625,0.0,-1.375,-4.125,0.0
risk,core,original,3,2,pooled,original|a3|s2|pooled|delay|lambda0,original|a3|s2|frozen|delay|lambda0,False,8,8,0.0,0.0,0.0,0,8,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
risk,core,original,3,2,pooled,original|a3|s2|pooled|greedy|lambda0,original|a3|s2|frozen|greedy|lambda0,False,8,8,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
