workload,agents,review_ticks,risk,policy,closure_penalty,study,planned_episodes,completed_episodes,total_loss,mean_loss,mean_loss_ci_low,mean_loss_ci_high,mean_loss_per_job,correct_jobs,incorrect_jobs,jobs,mean_incorrect_jobs,corrections,reviews_completed,review_utilization,initially_infeasible_expiries,zero_value_expiries,missed_opportunities,wrong_missed_opportunities,objective_missed_opportunities,mean_augmented_loss,dispatch_opportunities,competitive_dispatches,same_state_search_greedy_differences,same_state_search_edf_differences,analytical_search_choice_changes,pooled_search_choice_changes,max_agent_loss,max_agent_incorrect,mean_common_objective_0,mean_common_objective_4,mean_common_objective_8
competition,3,2,pooled,delay,0,core,8,8,8.0,1.0,0.0,3.0,0.16666666666666666,46,2,48,0.25,4,32,0.6666666666666666,0,0,16,2,16,1.0,32,25,6,13,3,0,4.0,1,1.0,2.0,3.0
competition,3,2,pooled,greedy,0,core,8,8,8.0,1.0,0.0,3.0,0.16666666666666666,46,2,48,0.25,4,32,0.6666666666666666,0,0,16,2,16,1.0,32,21,6,10,2,0,4.0,1,1.0,2.0,3.0
larger,3,1,frozen,delay,0,core,4,4,21.0,5.25,2.5,7.0,0.5833333333333334,36,0,36,0.0,11,36,0.375,0,0,0,0,0,5.25,36,22,13,5,2,1,6.0,0,5.25,5.25,5.25
larger,3,1,frozen,edf,0,core,4,4,26.0,6.5,2.5,9.0,0.7222222222222222,36,0,36,0.0,11,36,0.375,0,0,0,0,0,6.5,36,22,13,6,2,2,9.0,0,6.5,6.5,6.5
larger,3,1,frozen,fcfs,0,core,4,4,24.0,6.0,1.5,10.5,0.6666666666666666,35,1,36,0.25,9,33,0.34375,0,0,3,1,3,6.0,33,22,16,5,2,1,13.0,1,6.0,7.0,8.0
larger,3,1,frozen,greedy,0,core,4,4,29.0,7.25,3.5,11.0,0.8055555555555556,34,2,36,0.5,8,29,0.30208333333333337,0,0,7,2,7,7.25,29,22,17,5,3,1,13.0,1,7.25,9.25,11.25
larger,3,2,frozen,delay,0,core,4,4,54.0,13.5,5.5,19.0,1.5,32,4,36,1.0,6,27,0.5625,1,0,8,4,8,13.5,27,16,7,3,2,1,16.0,1,13.5,17.5,21.5
larger,3,2,frozen,edf,0,core,4,4,68.0,17.0,6.5,26.5,1.8888888888888888,31,5,36,1.25,6,27,0.5625,1,0,8,5,8,17.0,27,17,7,3,2,1,16.0,1,17.0,22.0,27.0
larger,3,2,frozen,fcfs,0,core,4,4,48.0,12.0,5.5,16.0,1.3333333333333333,32,4,36,1.0,6,25,0.5208333333333334,1,0,10,4,10,12.0,25,13,7,2,2,0,16.0,1,12.0,16.0,20.0
larger,3,2,frozen,greedy,0,core,4,4,57.0,14.25,12.5,16.0,1.5833333333333333,32,4,36,1.0,6,23,0.4791666666666667,1,0,12,4,12,14.25,23,12,8,2,1,0,16.0,1,14.25,18.25,22.25
larger,6,1,frozen,delay,0,core,4,4,63.0,15.75,8.25,24.0,0.875,67,5,72,1.25,19,61,0.6354166666666666,0,3,8,4,8,15.75,61,49,27,17,9,1,13.0,1,15.75,20.75,25.75
larger,6,1,frozen,edf,0,core,4,4,95.0,23.75,13.0,38.25,1.3194444444444444,69,3,72,0.75,21,65,0.6770833333333333,0,3,4,2,4,23.75,65,53,28,29,15,4,25.0,1,23.75,26.75,29.75
larger,6,1,frozen,fcfs,0,core,4,4,98.0,24.5,14.0,35.0,1.3611111111111112,65,7,72,1.75,16,53,0.5520833333333334,0,3,16,6,16,24.5,53,43,26,19,16,0,22.0,2,24.5,31.5,38.5
larger,6,1,frozen,greedy,0,core,4,4,85.0,21.25,14.0,27.0,1.1805555555555556,65,7,72,1.75,16,50,0.5208333333333334,0,3,19,6,19,21.25,50,41,25,14,11,0,13.0,1,21.25,28.25,35.25
larger,6,2,frozen,delay,0,core,4,4,150.0,37.5,29.0,46.0,2.0833333333333335,57,15,72,3.75,9,32,0.6666666666666666,3,3,34,14,34,37.5,32,25,6,13,5,1,22.0,2,37.5,52.5,67.5
larger,6,2,frozen,edf,0,core,4,4,179.0,44.75,35.0,53.5,2.486111111111111,56,16,72,4.0,8,33,0.6874999999999999,3,3,33,15,33,44.75,33,27,7,14,6,3,28.0,2,44.75,60.75,76.75
larger,6,2,frozen,fcfs,0,core,4,4,156.0,39.0,25.0,53.0,2.1666666666666665,56,16,72,4.0,7,31,0.6458333333333334,3,3,35,15,35,39.0,31,24,8,14,6,1,22.0,2,39.0,55.0,71.0
larger,6,2,frozen,greedy,0,core,4,4,160.0,40.0,28.0,52.0,2.2222222222222223,55,17,72,4.25,6,28,0.5833333333333334,3,3,38,16,38,40.0,28,25,8,11,4,0,22.0,2,40.0,57.0,74.0
original,3,1,analytical,delay,0,core,8,8,25.0,3.125,1.25,5.5,0.5208333333333334,44,4,48,0.5,9,33,0.34375,3,9,3,1,3,3.125,33,15,5,5,3,0,6.0,1,3.125,5.125,7.125
original,3,1,analytical,greedy,0,core,8,8,36.0,4.5,1.875,7.625,0.75,42,6,48,0.75,7,31,0.3229166666666667,3,9,5,3,5,4.5,31,14,5,4,3,0,9.0,1,4.5,7.5,10.5
original,3,1,frozen,delay,0,core,8,8,28.0,3.5,1.25,6.625,0.5833333333333334,44,4,48,0.5,9,33,0.34375,3,9,3,1,3,3.5,33,15,3,2,4,0,9.0,1,3.5,5.5,7.5
original,3,1,frozen,greedy,0,core,8,8,39.0,4.875,1.875,8.375,0.8125,42,6,48,0.75,7,31,0.3229166666666667,3,9,5,3,5,4.875,31,14,3,1,4,0,9.0,1,4.875,7.875,10.875
original,3,1,pooled,delay,0,core,8,8,28.0,3.5,1.25,6.625,0.5833333333333334,44,4,48,0.5,9,33,0.34375,3,9,3,1,3,3.5,33,15,3,2,4,0,9.0,1,3.5,5.5,7.5
original,3,1,pooled,greedy,0,core,8,8,39.0,4.875,1.875,8.375,0.8125,42,6,48,0.75,7,31,0.3229166666666667,3,9,5,3,5,4.875,31,14,3,1,4,0,9.0,1,4.875,7.875,10.875
original,3,2,analytical,delay,0,core,8,8,65.0,8.125,2.5,15.5,1.3541666666666667,40,8,48,1.0,5,23,0.47916666666666663,13,9,3,0,3,8.125,23,7,2,3,3,1,17.0,2,8.125,12.125,16.125
original,3,2,analytical,greedy,0,core,8,8,65.0,8.125,2.5,15.5,1.3541666666666667,40,8,48,1.0,5,22,0.4583333333333333,13,9,4,0,4,8.125,22,7,2,3,3,1,17.0,2,8.125,12.125,16.125
original,3,2,frozen,delay,0,core,8,8,68.0,8.5,2.5,16.125,1.4166666666666667,39,9,48,1.125,4,23,0.47916666666666663,13,9,3,1,3,8.5,23,7,1,0,4,1,17.0,2,8.5,13.0,17.5
original,3,2,frozen,greedy,0,core,8,8,68.0,8.5,2.5,16.125,1.4166666666666667,39,9,48,1.125,4,22,0.4583333333333333,13,9,4,1,4,8.5,22,7,1,0,4,1,17.0,2,8.5,13.0,17.5
original,3,2,pooled,delay,0,core,8,8,68.0,8.5,2.5,16.125,1.4166666666666667,39,9,48,1.125,4,23,0.47916666666666663,13,9,3,1,3,8.5,23,7,2,1,4,1,17.0,2,8.5,13.0,17.5
original,3,2,pooled,greedy,0,core,8,8,68.0,8.5,2.5,16.125,1.4166666666666667,39,9,48,1.125,4,22,0.4583333333333333,13,9,4,1,4,8.5,22,7,2,1,4,1,17.0,2,8.5,13.0,17.5
