variant,review_duration,policy,metric,bundles,mean_difference,ci_low,ci_high,wins,ties,losses
approve_block,1,no_review,operational_loss,32,0.0,0.0,0.0,0,32,0
approve_block,1,no_review,task_completed,32,0.0,0.0,0.0,0,32,0
approve_block,1,no_review,wrong_transactions,32,0.0,0.0,0.0,0,32,0
approve_block,1,no_review,review_busy_ticks,32,0.0,0.0,0.0,0,32,0
approve_block,1,fcfs,operational_loss,32,2.125,1.3333333333333333,2.9583333333333335,0,13,19
approve_block,1,fcfs,task_completed,32,-0.5312500000000001,-0.7395833333333333,-0.3333333333333333,19,13,0
approve_block,1,fcfs,wrong_transactions,32,0.0,0.0,0.0,0,32,0
approve_block,1,fcfs,review_busy_ticks,32,0.0,0.0,0.0,0,32,0
approve_block,1,edf,operational_loss,32,2.125,1.3333333333333333,2.9583333333333335,0,13,19
approve_block,1,edf,task_completed,32,-0.5312500000000001,-0.7395833333333333,-0.3333333333333333,19,13,0
approve_block,1,edf,wrong_transactions,32,0.0,0.0,0.0,0,32,0
approve_block,1,edf,review_busy_ticks,32,0.0,0.0,0.0,0,32,0
approve_block,1,uncertainty,operational_loss,32,2.125,1.3333333333333333,2.9583333333333335,0,13,19
approve_block,1,uncertainty,task_completed,32,-0.5312500000000001,-0.7395833333333333,-0.3333333333333333,19,13,0
approve_block,1,uncertainty,wrong_transactions,32,0.0,0.0,0.0,0,32,0
approve_block,1,uncertainty,review_busy_ticks,32,0.0,0.0,0.0,0,32,0
approve_block,1,greedy,operational_loss,32,2.125,1.3333333333333333,2.9583333333333335,0,13,19
approve_block,1,greedy,task_completed,32,-0.5312500000000001,-0.7395833333333333,-0.3333333333333333,19,13,0
approve_block,1,greedy,wrong_transactions,32,0.0,0.0,0.0,0,32,0
approve_block,1,greedy,review_busy_ticks,32,0.0,0.0,0.0,0,32,0
approve_block,1,search,operational_loss,32,2.125,1.3333333333333333,2.9583333333333335,0,13,19
approve_block,1,search,task_completed,32,-0.5312500000000001,-0.7395833333333333,-0.3333333333333333,19,13,0
approve_block,1,search,wrong_transactions,32,0.0,0.0,0.0,0,32,0
approve_block,1,search,review_busy_ticks,32,0.0,0.0,0.0,0,32,0
approve_block,2,no_review,operational_loss,32,0.0,0.0,0.0,0,32,0
approve_block,2,no_review,task_completed,32,0.0,0.0,0.0,0,32,0
approve_block,2,no_review,wrong_transactions,32,0.0,0.0,0.0,0,32,0
approve_block,2,no_review,review_busy_ticks,32,0.0,0.0,0.0,0,32,0
approve_block,2,fcfs,operational_loss,32,1.1666666666666667,0.625,1.75,0,19,13
approve_block,2,fcfs,task_completed,32,-0.2916666666666667,-0.4375,-0.15625,13,19,0
approve_block,2,fcfs,wrong_transactions,32,0.0,0.0,0.0,0,32,0
approve_block,2,fcfs,review_busy_ticks,32,0.0,0.0,0.0,0,32,0
approve_block,2,edf,operational_loss,32,1.3750000000000002,0.75,2.041666666666667,0,19,13
approve_block,2,edf,task_completed,32,-0.34375000000000006,-0.5104166666666666,-0.1875,13,19,0
approve_block,2,edf,wrong_transactions,32,0.0,0.0,0.0,0,32,0
approve_block,2,edf,review_busy_ticks,32,0.0,0.0,0.0,0,32,0
approve_block,2,uncertainty,operational_loss,32,1.7083333333333335,1.0,2.4583333333333335,0,16,16
approve_block,2,uncertainty,task_completed,32,-0.42708333333333337,-0.6145833333333333,-0.25,16,16,0
approve_block,2,uncertainty,wrong_transactions,32,0.0,0.0,0.0,0,32,0
approve_block,2,uncertainty,review_busy_ticks,32,0.0,0.0,0.0,0,32,0
approve_block,2,greedy,operational_loss,32,1.7083333333333335,1.0,2.4583333333333335,0,16,16
approve_block,2,greedy,task_completed,32,-0.42708333333333337,-0.6145833333333333,-0.25,16,16,0
approve_block,2,greedy,wrong_transactions,32,0.0,0.0,0.0,0,32,0
approve_block,2,greedy,review_busy_ticks,32,0.0,0.0,0.0,0,32,0
approve_block,2,search,operational_loss,32,1.5833333333333335,0.8750000000000001,2.3333333333333335,0,17,15
approve_block,2,search,task_completed,32,-0.41666666666666674,-0.6041666666666666,-0.23958333333333334,15,17,0
approve_block,2,search,wrong_transactions,32,0.0,0.0,0.0,0,32,0
approve_block,2,search,review_busy_ticks,32,0.0,0.0,0.0,0,32,0
complexity_time,1,no_review,operational_loss,32,0.0,0.0,0.0,0,32,0
complexity_time,1,no_review,task_completed,32,0.0,0.0,0.0,0,32,0
complexity_time,1,no_review,wrong_transactions,32,0.0,0.0,0.0,0,32,0
complexity_time,1,no_review,review_busy_ticks,32,0.0,0.0,0.0,0,32,0
complexity_time,1,fcfs,operational_loss,32,0.6666666666666666,0.08333333333333333,1.5,0,28,4
complexity_time,1,fcfs,task_completed,32,-0.05208333333333334,-0.10416666666666669,-0.010416666666666671,4,28,0
complexity_time,1,fcfs,wrong_transactions,32,0.05208333333333333,0.010416666666666666,0.10416666666666667,0,28,4
complexity_time,1,fcfs,review_busy_ticks,32,0.06249999999999997,-0.010416666666666692,0.14583333333333326,2,25,5
complexity_time,1,edf,operational_loss,32,0.0,0.0,0.0,0,32,0
complexity_time,1,edf,task_completed,32,0.0,0.0,0.0,0,32,0
complexity_time,1,edf,wrong_transactions,32,0.0,0.0,0.0,0,32,0
complexity_time,1,edf,review_busy_ticks,32,0.2395833333333333,0.11458333333333333,0.3749999999999999,0,20,12
complexity_time,1,uncertainty,operational_loss,32,0.25,0.0,0.6666666666666667,0,30,2
complexity_time,1,uncertainty,task_completed,32,-0.020833333333333343,-0.052083333333333356,0.0,2,30,0
complexity_time,1,uncertainty,wrong_transactions,32,0.020833333333333332,0.0,0.05208333333333333,0,30,2
complexity_time,1,uncertainty,review_busy_ticks,32,0.13541666666666663,0.04166666666666666,0.23958333333333331,1,23,8
complexity_time,1,greedy,operational_loss,32,0.25,0.0,0.6666666666666667,0,30,2
complexity_time,1,greedy,task_completed,32,-0.020833333333333343,-0.052083333333333356,0.0,2,30,0
complexity_time,1,greedy,wrong_transactions,32,0.020833333333333332,0.0,0.05208333333333333,0,30,2
complexity_time,1,greedy,review_busy_ticks,32,0.13541666666666663,0.04166666666666666,0.23958333333333331,1,23,8
complexity_time,1,search,operational_loss,32,0.16666666666666669,0.0,0.5,0,31,1
complexity_time,1,search,task_completed,32,-0.010416666666666671,-0.031250000000000014,0.0,1,31,0
complexity_time,1,search,wrong_transactions,32,0.010416666666666666,0.0,0.03125,0,31,1
complexity_time,1,search,review_busy_ticks,32,0.21874999999999997,0.1145833333333333,0.3333333333333333,0,20,12
complexity_time,2,no_review,operational_loss,32,0.0,0.0,0.0,0,32,0
complexity_time,2,no_review,task_completed,32,0.0,0.0,0.0,0,32,0
complexity_time,2,no_review,wrong_transactions,32,0.0,0.0,0.0,0,32,0
complexity_time,2,no_review,review_busy_ticks,32,0.0,0.0,0.0,0,32,0
complexity_time,2,fcfs,operational_loss,32,0.3333333333333334,0.0,0.8333333333333336,0,30,2
complexity_time,2,fcfs,task_completed,32,-0.03125000000000001,-0.08333333333333334,0.0,2,30,0
complexity_time,2,fcfs,wrong_transactions,32,0.03125,0.0,0.08333333333333334,0,30,2
complexity_time,2,fcfs,review_busy_ticks,32,0.010416666666666657,-0.13541666666666669,0.15625,3,23,6
complexity_time,2,edf,operational_loss,32,0.25,0.0,0.6666666666666667,0,30,2
complexity_time,2,edf,task_completed,32,-0.020833333333333343,-0.052083333333333356,0.0,2,30,0
complexity_time,2,edf,wrong_transactions,32,0.020833333333333332,0.0,0.05208333333333333,0,30,2
complexity_time,2,edf,review_busy_ticks,32,0.062499999999999986,-0.11458333333333337,0.21875,2,23,7
complexity_time,2,uncertainty,operational_loss,32,0.0,0.0,0.0,0,32,0
complexity_time,2,uncertainty,task_completed,32,0.0,0.0,0.0,0,32,0
complexity_time,2,uncertainty,wrong_transactions,32,0.0,0.0,0.0,0,32,0
complexity_time,2,uncertainty,review_busy_ticks,32,-0.010416666666666657,-0.1875,0.13541666666666666,3,23,6
complexity_time,2,greedy,operational_loss,32,0.0,0.0,0.0,0,32,0
complexity_time,2,greedy,task_completed,32,0.0,0.0,0.0,0,32,0
complexity_time,2,greedy,wrong_transactions,32,0.0,0.0,0.0,0,32,0
complexity_time,2,greedy,review_busy_ticks,32,-0.010416666666666657,-0.1875,0.13541666666666666,3,23,6
complexity_time,2,search,operational_loss,32,0.25,0.0,0.6666666666666667,0,30,2
complexity_time,2,search,task_completed,32,-0.020833333333333343,-0.052083333333333356,0.0,2,30,0
complexity_time,2,search,wrong_transactions,32,0.020833333333333332,0.0,0.05208333333333333,0,30,2
complexity_time,2,search,review_busy_ticks,32,0.062499999999999986,-0.11458333333333337,0.21875,2,23,7
