method,demand,budget,projects,project_correct,project_correct_lo,project_correct_hi,artifact_accuracy,artifact_accuracy_lo,artifact_accuracy_hi,correct_artifacts,correct_artifacts_lo,correct_artifacts_hi,incorrect_artifacts,incorrect_artifacts_lo,incorrect_artifacts_hi,unresolved_artifacts,unresolved_artifacts_lo,unresolved_artifacts_hi,questions,questions_lo,questions_hi,answered_questions,answered_questions_lo,answered_questions_hi,distinct_decisions_requested,distinct_decisions_requested_lo,distinct_decisions_requested_hi,repeated_decision_questions,repeated_decision_questions_lo,repeated_decision_questions_hi,incorrect_reuse,incorrect_reuse_lo,incorrect_reuse_hi,reused_answers,reused_answers_lo,reused_answers_hi,maximum_error_fanout,maximum_error_fanout_lo,maximum_error_fanout_hi,revalidation_reads,revalidation_reads_lo,revalidation_reads_hi,version_checks,version_checks_lo,version_checks_hi,candidate_sources,candidate_sources_lo,candidate_sources_hi,scope_confirmations,scope_confirmations_lo,scope_confirmations_hi,changed_instruction_recoveries,changed_instruction_recoveries_lo,changed_instruction_recoveries_hi,changed_instruction_failures,changed_instruction_failures_lo,changed_instruction_failures_hi,failed_generation_calls,failed_generation_calls_lo,failed_generation_calls_hi,final_wrong_fields,final_wrong_fields_lo,final_wrong_fields_hi
global_barrier,2,2,8,0.375,0.125,0.5,0.5625,0.375,0.6875,1.125,0.75,1.375,0.0,0.0,0.0,0.875,0.625,1.25,3.5,2.625,4.375,2.0,2.0,2.0,2.5,2.125,2.875,1.0,0.375,1.625,0.0,0.0,0.0,4.875,3.75,6.0,0.0,0.0,0.0,3.5,2.375,4.5,3.125,2.125,4.0,4.875,3.75,6.0,0.0,0.0,0.0,0.375,0.125,0.5,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0
global_barrier,2,6,8,0.875,0.625,1.0,0.9375,0.8125,1.0,1.875,1.625,2.0,0.0,0.0,0.0,0.125,0.0,0.375,3.5,2.625,4.375,3.375,2.625,4.125,2.5,2.125,2.875,1.0,0.375,1.625,0.0,0.0,0.0,4.875,3.75,6.0,0.0,0.0,0.0,3.5,2.375,4.5,3.5,2.375,4.5,4.875,3.75,6.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
global_barrier,2,unlimited,8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.625,4.375,3.5,2.625,4.375,2.5,2.125,2.875,1.0,0.375,1.625,0.0,0.0,0.0,4.875,3.75,6.0,0.0,0.0,0.0,3.5,2.375,4.5,3.5,2.375,4.5,4.875,3.75,6.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
global_barrier,4,0,8,0.125,0.0,0.375,0.4375,0.34375,0.53125,1.75,1.375,2.125,0.0,0.0,0.0,2.25,1.875,2.625,5.125,3.5,6.75,0.0,0.0,0.0,2.5,2.125,2.875,2.625,1.375,4.0,0.0,0.0,0.0,7.875,6.0,9.875,0.0,0.0,0.0,5.375,3.375,7.125,3.125,1.375,4.75,4.875,3.75,6.0,0.0,0.0,0.0,0.375,0.125,0.5,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
global_barrier,4,2,8,0.375,0.125,0.5,0.625,0.5,0.71875,2.5,2.0,2.875,0.0,0.0,0.0,1.5,1.125,2.0,4.5,3.125,6.0,2.0,2.0,2.0,2.5,2.125,2.875,2.0,0.875,3.25,0.0,0.0,0.0,8.5,6.621875,10.5,0.0,0.0,0.0,5.375,3.375,7.125,4.75,3.0,6.25,5.5,4.25,6.75,0.0,0.0,0.0,0.375,0.125,0.5,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
global_barrier,4,6,8,0.875,0.625,1.0,0.9375,0.8125,1.0,3.75,3.25,4.0,0.0,0.0,0.0,0.25,0.0,0.75,3.625,2.625,4.75,3.375,2.625,4.125,2.5,2.125,2.875,1.125,0.375,2.0,0.0,0.0,0.0,9.375,7.496875,11.25,0.0,0.0,0.0,5.375,3.375,7.125,5.375,3.375,7.125,6.375,5.125,7.5,0.0,0.0,0.0,0.625,0.5,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
global_barrier,4,unlimited,8,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.625,4.375,3.5,2.625,4.375,2.5,2.125,2.875,1.0,0.375,1.625,0.0,0.0,0.0,9.5,7.5,11.375,0.0,0.0,0.0,5.375,3.375,7.125,5.375,3.375,7.125,6.5,5.125,7.625,0.0,0.0,0.0,0.625,0.5,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
global_barrier,6,0,8,0.125,0.0,0.375,0.39583333333333337,0.2708333333333333,0.5416666666666666,2.375,1.625,3.25,0.0,0.0,0.0,3.625,2.75,4.375,9.375,6.75,12.25,0.0,0.0,0.0,2.5,2.125,2.875,6.875,4.5,9.5,0.0,0.0,0.0,15.125,11.875,18.375,0.0,0.0,0.0,10.125,6.625,13.25,6.125,3.125,9.003124999999983,5.75,4.875,6.75,0.0,0.0,0.0,0.75,0.25,1.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
global_barrier,6,2,8,0.125,0.0,0.375,0.47916666666666663,0.3125,0.6458333333333333,2.875,1.875,3.875,0.0,0.0,0.0,3.125,2.125,4.125,7.875,5.125,10.875,2.0,2.0,2.0,2.5,2.125,2.875,5.375,2.75,8.125,0.0,0.0,0.0,16.625,13.125,19.875,0.0,0.0,0.0,10.125,6.625,13.25,8.875,5.875,11.5,6.75,5.875,7.625,0.0,0.0,0.0,0.75,0.25,1.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
global_barrier,6,6,8,0.75,0.5,1.0,0.8333333333333334,0.6666666666666666,1.0,5.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,5.625,3.75,7.5,4.375,3.625,5.125,2.5,2.125,2.875,3.125,1.5,4.75,0.0,0.0,0.0,18.875,15.0,22.125,0.0,0.0,0.0,10.125,6.625,13.25,10.125,6.625,13.25,8.0,6.875,9.0,0.0,0.0,0.0,1.25,1.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
global_barrier,6,unlimited,8,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.75,6.25,5.0,3.75,6.25,2.5,2.125,2.875,2.5,1.25,3.5,0.0,0.0,0.0,19.5,15.625,22.625,0.0,0.0,0.0,10.125,6.625,13.25,10.125,6.625,13.25,8.375,7.125,9.375,0.0,0.0,0.0,1.25,1.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dependency_barrier,2,0,8,0.125,0.0,0.375,0.3125,0.25,0.4375,0.625,0.5,0.875,0.0,0.0,0.0,1.375,1.125,1.5,3.5,2.625,4.375,0.0,0.0,0.0,2.5,2.125,2.875,1.0,0.375,1.625,0.0,0.0,0.0,4.875,3.75,6.0,0.0,0.0,0.0,2.25,1.5,2.875,1.875,0.75,2.875,3.625,2.875,4.5,0.0,0.0,0.0,0.375,0.125,0.5,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0
dependency_barrier,2,2,8,0.375,0.125,0.5,0.5625,0.375,0.6875,1.125,0.75,1.375,0.0,0.0,0.0,0.875,0.625,1.25,3.5,2.625,4.375,2.0,2.0,2.0,2.5,2.125,2.875,1.0,0.375,1.625,0.0,0.0,0.0,4.875,3.75,6.0,0.0,0.0,0.0,2.25,1.5,2.875,3.125,2.125,4.0,3.625,2.875,4.5,0.0,0.0,0.0,0.375,0.125,0.5,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0
dependency_barrier,2,6,8,0.875,0.625,1.0,0.9375,0.8125,1.0,1.875,1.625,2.0,0.0,0.0,0.0,0.125,0.0,0.375,3.5,2.625,4.375,3.375,2.625,4.125,2.5,2.125,2.875,1.0,0.375,1.625,0.0,0.0,0.0,4.875,3.75,6.0,0.0,0.0,0.0,2.25,1.5,2.875,3.5,2.375,4.5,3.625,2.875,4.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dependency_barrier,2,unlimited,8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.625,4.375,3.5,2.625,4.375,2.5,2.125,2.875,1.0,0.375,1.625,0.0,0.0,0.0,4.875,3.75,6.0,0.0,0.0,0.0,2.25,1.5,2.875,3.5,2.375,4.5,3.625,2.875,4.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dependency_barrier,4,0,8,0.125,0.0,0.375,0.4375,0.34375,0.53125,1.75,1.375,2.125,0.0,0.0,0.0,2.25,1.875,2.625,5.125,3.5,6.75,0.0,0.0,0.0,2.5,2.125,2.875,2.625,1.375,4.0,0.0,0.0,0.0,7.875,6.0,9.875,0.0,0.0,0.0,3.375,2.0,4.5,3.125,1.375,4.75,3.625,2.875,4.5,0.0,0.0,0.0,0.375,0.125,0.5,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
dependency_barrier,4,2,8,0.375,0.125,0.5,0.625,0.5,0.71875,2.5,2.0,2.875,0.0,0.0,0.0,1.5,1.125,2.0,4.5,3.125,6.0,2.0,2.0,2.0,2.5,2.125,2.875,2.0,0.875,3.25,0.0,0.0,0.0,8.5,6.621875,10.5,0.0,0.0,0.0,3.375,2.0,4.5,4.75,3.0,6.25,4.25,3.5,5.25,0.0,0.0,0.0,0.375,0.125,0.5,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
dependency_barrier,4,6,8,0.875,0.625,1.0,0.9375,0.8125,1.0,3.75,3.25,4.0,0.0,0.0,0.0,0.25,0.0,0.75,3.625,2.625,4.75,3.375,2.625,4.125,2.5,2.125,2.875,1.125,0.375,2.0,0.0,0.0,0.0,9.375,7.496875,11.25,0.0,0.0,0.0,3.375,2.0,4.5,5.375,3.375,7.125,5.125,4.5,5.875,0.0,0.0,0.0,0.625,0.5,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dependency_barrier,4,unlimited,8,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.625,4.375,3.5,2.625,4.375,2.5,2.125,2.875,1.0,0.375,1.625,0.0,0.0,0.0,9.5,7.5,11.375,0.0,0.0,0.0,3.375,2.0,4.5,5.375,3.375,7.125,5.25,4.5,6.0,0.0,0.0,0.0,0.625,0.5,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dependency_barrier,6,0,8,0.125,0.0,0.375,0.39583333333333337,0.2708333333333333,0.5416666666666666,2.375,1.625,3.25,0.0,0.0,0.0,3.625,2.75,4.375,9.375,6.75,12.25,0.0,0.0,0.0,2.5,2.125,2.875,6.875,4.5,9.5,0.0,0.0,0.0,15.125,11.875,18.375,0.0,0.0,0.0,6.125,3.875,8.125,6.125,3.125,9.003124999999983,4.25,3.625,5.25,0.0,0.0,0.0,0.75,0.25,1.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
dependency_barrier,6,2,8,0.125,0.0,0.375,0.47916666666666663,0.3125,0.6458333333333333,2.875,1.875,3.875,0.0,0.0,0.0,3.125,2.125,4.125,7.875,5.125,10.875,2.0,2.0,2.0,2.5,2.125,2.875,5.375,2.75,8.125,0.0,0.0,0.0,16.625,13.125,19.875,0.0,0.0,0.0,6.375,4.125,8.25,8.875,5.875,11.5,5.5,4.75,6.25,0.0,0.0,0.0,0.75,0.25,1.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
dependency_barrier,6,6,8,0.75,0.5,1.0,0.8333333333333334,0.6666666666666666,1.0,5.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,5.625,3.75,7.5,4.375,3.625,5.125,2.5,2.125,2.875,3.125,1.5,4.75,0.0,0.0,0.0,18.875,15.0,22.125,0.0,0.0,0.0,6.375,4.125,8.25,10.125,6.625,13.25,6.75,6.25,7.375,0.0,0.0,0.0,1.25,1.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dependency_barrier,6,unlimited,8,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.75,6.25,5.0,3.75,6.25,2.5,2.125,2.875,2.5,1.25,3.5,0.0,0.0,0.0,19.5,15.625,22.625,0.0,0.0,0.0,6.375,4.125,8.25,10.125,6.625,13.25,7.125,6.625,7.625,0.0,0.0,0.0,1.25,1.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_source_guard,2,0,8,0.125,0.0,0.375,0.4375,0.3125,0.625,0.875,0.625,1.25,0.0,0.0,0.0,1.125,0.75,1.375,2.875,1.75,4.0,0.0,0.0,0.0,2.0,1.25,2.625,0.875,0.375,1.375,0.0,0.0,0.0,5.5,4.125,7.0,0.0,0.0,0.0,1.875,1.0,2.625,1.875,0.75,2.875,3.875,3.125,4.75,0.0,0.0,0.0,0.375,0.125,0.5,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0
no_source_guard,2,2,8,0.75,0.5,1.0,0.75,0.5,1.0,1.5,1.0,2.0,0.0,0.0,0.0,0.5,0.0,1.0,2.875,1.75,4.0,1.875,1.625,2.0,2.0,1.25,2.625,0.875,0.375,1.375,0.0,0.0,0.0,5.5,4.125,7.0,0.0,0.0,0.0,1.875,1.0,2.625,3.125,2.125,4.0,3.875,3.125,4.75,0.0,0.0,0.0,0.375,0.125,0.5,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0
no_source_guard,2,6,8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.875,1.75,4.0,2.875,1.75,4.0,2.0,1.25,2.625,0.875,0.375,1.375,0.0,0.0,0.0,5.5,4.125,7.0,0.0,0.0,0.0,1.875,1.0,2.625,3.5,2.375,4.5,3.875,3.125,4.75,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_source_guard,2,unlimited,8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.875,1.75,4.0,2.875,1.75,4.0,2.0,1.25,2.625,0.875,0.375,1.375,0.0,0.0,0.0,5.5,4.125,7.0,0.0,0.0,0.0,1.875,1.0,2.625,3.5,2.375,4.5,3.875,3.125,4.75,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_source_guard,4,0,8,0.125,0.0,0.375,0.625,0.46875,0.78125,2.5,1.875,3.125,0.0,0.0,0.0,1.5,0.875,2.125,3.875,1.75,5.875,0.0,0.0,0.0,2.0,1.25,2.625,1.875,0.5,3.25,0.0,0.0,0.0,9.125,6.625,11.75,0.0,0.0,0.0,2.625,1.0,4.0,3.125,1.375,4.75,3.875,3.125,4.75,0.0,0.0,0.0,0.375,0.125,0.5,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
no_source_guard,4,2,8,0.75,0.5,1.0,0.78125,0.5625,1.0,3.125,2.25,4.0,0.0,0.0,0.0,0.875,0.0,1.75,3.5,1.75,5.25,1.875,1.625,2.0,2.0,1.25,2.625,1.5,0.375,2.625,0.0,0.0,0.0,9.5,7.125,12.0,0.0,0.0,0.0,2.625,1.0,4.0,4.75,3.0,6.25,4.25,3.625,4.875,0.0,0.0,0.0,0.375,0.125,0.5,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
no_source_guard,4,6,8,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.875,1.75,4.0,2.875,1.75,4.0,2.0,1.25,2.625,0.875,0.375,1.375,0.0,0.0,0.0,10.125,7.875,12.25,0.0,0.0,0.0,2.625,1.0,4.0,5.375,3.375,7.125,4.875,4.375,5.375,0.0,0.0,0.0,0.625,0.5,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_source_guard,4,unlimited,8,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.875,1.75,4.0,2.875,1.75,4.0,2.0,1.25,2.625,0.875,0.375,1.375,0.0,0.0,0.0,10.125,7.875,12.25,0.0,0.0,0.0,2.625,1.0,4.0,5.375,3.375,7.125,4.875,4.375,5.375,0.0,0.0,0.0,0.625,0.5,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_source_guard,6,0,8,0.125,0.0,0.375,0.5208333333333333,0.37499999999999994,0.6875,3.125,2.25,4.125,0.0,0.0,0.0,2.875,1.875,3.75,7.375,4.121875,10.625,0.0,0.0,0.0,2.0,1.25,2.625,5.375,2.75,8.0,0.0,0.0,0.0,17.125,13.125,21.375,0.0,0.0,0.0,4.875,2.5,7.25,6.125,3.125,9.003124999999983,4.5,3.875,5.25,0.0,0.0,0.0,0.75,0.25,1.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
no_source_guard,6,2,8,0.25,0.0,0.625,0.6041666666666667,0.375,0.8333333333333333,3.625,2.25,5.0,0.0,0.0,0.0,2.375,1.0,3.75,6.125,3.125,9.125,2.0,2.0,2.0,2.0,1.25,2.625,4.125,1.75,6.503124999999983,0.0,0.0,0.0,18.375,14.25,22.25,0.0,0.0,0.0,5.25,2.5,7.75,8.875,5.875,11.5,5.75,5.25,6.25,0.0,0.0,0.0,0.75,0.25,1.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
no_source_guard,6,6,8,0.75,0.5,1.0,0.875,0.75,1.0,5.25,4.5,6.0,0.0,0.0,0.0,0.75,0.0,1.5,4.875,2.875,6.75,3.875,2.875,4.75,2.0,1.25,2.625,2.875,1.5,4.125,0.0,0.0,0.0,19.625,15.5,23.125,0.0,0.0,0.0,5.25,2.5,7.75,10.125,6.625,13.25,6.5,6.25,6.75,0.0,0.0,0.0,1.25,1.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_source_guard,6,unlimited,8,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.375,2.875,5.75,4.375,2.875,5.75,2.0,1.25,2.625,2.375,1.25,3.125,0.0,0.0,0.0,20.125,16.125,23.5,0.0,0.0,0.0,5.25,2.5,7.75,10.125,6.625,13.25,6.75,6.375,7.25,0.0,0.0,0.0,1.25,1.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_scope,2,0,8,0.125,0.0,0.375,0.4375,0.3125,0.625,0.875,0.625,1.25,0.0,0.0,0.0,1.125,0.75,1.375,3.0,1.625,4.375,0.0,0.0,0.0,2.0,1.3718750000000002,2.625,1.0,0.375,1.625,0.0,0.0,0.0,5.375,4.0,6.875,0.0,0.0,0.0,2.125,1.375,2.628124999999983,2.0,0.875,3.0,3.375,2.625,4.25,0.0,0.0,0.0,0.375,0.125,0.5,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0
no_scope,2,2,8,0.625,0.25,0.875,0.6875,0.4375,0.9375,1.375,0.875,1.875,0.0,0.0,0.0,0.625,0.125,1.125,3.0,1.625,4.375,1.75,1.375,2.0,2.0,1.3718750000000002,2.625,1.0,0.375,1.625,0.0,0.0,0.0,5.375,4.0,6.875,0.0,0.0,0.0,2.125,1.375,2.628124999999983,3.125,2.125,4.0,3.375,2.625,4.25,0.0,0.0,0.0,0.375,0.125,0.5,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0
no_scope,2,6,8,0.875,0.625,1.0,0.9375,0.8125,1.0,1.875,1.625,2.0,0.0,0.0,0.0,0.125,0.0,0.375,3.0,1.625,4.375,2.875,1.625,4.0,2.0,1.3718750000000002,2.625,1.0,0.375,1.625,0.0,0.0,0.0,5.375,4.0,6.875,0.0,0.0,0.0,2.125,1.375,2.628124999999983,3.5,2.375,4.5,3.375,2.625,4.25,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_scope,2,unlimited,8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.625,4.375,3.0,1.625,4.375,2.0,1.3718750000000002,2.625,1.0,0.375,1.625,0.0,0.0,0.0,5.375,4.0,6.875,0.0,0.0,0.0,2.125,1.375,2.628124999999983,3.5,2.375,4.5,3.375,2.625,4.25,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_scope,4,0,8,0.125,0.0,0.375,0.59375,0.40625,0.78125,2.375,1.625,3.125,0.0,0.0,0.0,1.625,0.875,2.375,4.125,1.75,6.5,0.0,0.0,0.0,2.0,1.3718750000000002,2.625,2.125,0.4968750000000002,3.875,0.0,0.0,0.0,8.875,6.496875,11.75,0.0,0.0,0.0,3.125,1.75,4.25,3.375,1.625,5.0,3.375,2.625,4.25,0.0,0.0,0.0,0.375,0.125,0.5,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
no_scope,4,2,8,0.625,0.25,0.875,0.75,0.53125,0.96875,3.0,2.125,3.875,0.0,0.0,0.0,1.0,0.125,1.875,3.75,1.625,5.875,1.75,1.375,2.0,2.0,1.3718750000000002,2.625,1.75,0.375,3.125,0.0,0.0,0.0,9.25,6.875,11.875,0.0,0.0,0.0,3.125,1.75,4.25,4.75,3.0,6.25,3.75,3.25,4.5,0.0,0.0,0.0,0.375,0.125,0.5,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
no_scope,4,6,8,0.875,0.625,1.0,0.9375,0.8125,1.0,3.75,3.25,4.0,0.0,0.0,0.0,0.25,0.0,0.75,3.125,1.625,4.625,2.875,1.625,4.0,2.0,1.3718750000000002,2.625,1.125,0.375,2.0,0.0,0.0,0.0,9.875,7.75,12.0,0.0,0.0,0.0,3.125,1.75,4.25,5.375,3.375,7.125,4.375,3.875,4.875,0.0,0.0,0.0,0.625,0.5,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_scope,4,unlimited,8,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.625,4.375,3.0,1.625,4.375,2.0,1.3718750000000002,2.625,1.0,0.375,1.625,0.0,0.0,0.0,10.0,7.75,12.125,0.0,0.0,0.0,3.125,1.75,4.25,5.375,3.375,7.125,4.5,3.875,5.125,0.0,0.0,0.0,0.625,0.5,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_scope,6,0,8,0.125,0.0,0.375,0.5,0.3333333333333333,0.6666666666666666,3.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,4.0,7.875,4.0,12.0,0.0,0.0,0.0,2.0,1.3718750000000002,2.625,5.875,2.625,9.25,0.0,0.0,0.0,16.625,12.5,21.0,0.0,0.0,0.0,5.75,3.5,7.875,6.5,3.5,9.25,4.0,3.375,5.0,0.0,0.0,0.0,0.75,0.25,1.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
no_scope,6,2,8,0.25,0.0,0.625,0.5833333333333334,0.35416666666666663,0.8125,3.5,2.125,4.875,0.0,0.0,0.0,2.5,1.125,3.875,6.875,3.25,10.625,1.875,1.625,2.0,2.0,1.3718750000000002,2.625,4.875,1.875,8.125,0.0,0.0,0.0,17.625,13.625,21.75,0.0,0.0,0.0,6.0,3.75,8.0,8.875,5.875,11.5,5.0,4.375,5.625,0.0,0.0,0.0,0.75,0.25,1.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
no_scope,6,6,8,0.75,0.5,1.0,0.8333333333333334,0.6666666666666666,1.0,5.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,5.125,2.875,7.375,3.875,2.625,4.875,2.0,1.3718750000000002,2.625,3.125,1.5,4.75,0.0,0.0,0.0,19.375,15.371875,22.875,0.0,0.0,0.0,6.0,3.75,8.0,10.125,6.625,13.25,6.0,5.5,6.375,0.0,0.0,0.0,1.25,1.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_scope,6,unlimited,8,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.75,6.125,4.5,2.75,6.125,2.0,1.3718750000000002,2.625,2.5,1.25,3.5,0.0,0.0,0.0,20.0,16.0,23.253124999999983,0.0,0.0,0.0,6.0,3.75,8.0,10.125,6.625,13.25,6.375,5.75,7.0,0.0,0.0,0.0,1.25,1.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
confirm_records,2,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,8.375,7.125,9.375,0.0,0.0,0.0,5.375,4.875,5.875,3.0,1.875,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.375,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.875,3.75,6.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
confirm_records,2,2,8,0.0,0.0,0.0,0.0625,0.0,0.1875,0.125,0.0,0.375,0.0,0.0,0.0,1.875,1.625,2.0,8.375,7.125,9.375,2.0,2.0,2.0,5.375,4.875,5.875,3.0,1.875,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.375,4.5,1.75,1.375,2.0,0.0,0.0,0.0,4.875,3.75,6.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
confirm_records,2,6,8,0.125,0.0,0.375,0.375,0.1875,0.625,0.75,0.375,1.25,0.0,0.0,0.0,1.25,0.75,1.625,8.375,7.125,9.375,5.875,5.625,6.0,5.375,4.875,5.875,3.0,1.875,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.375,4.5,3.5,2.375,4.5,0.0,0.0,0.0,4.875,3.75,6.0,0.125,0.0,0.375,0.375,0.125,0.5,0.0,0.0,0.0,0.0,0.0,0.0
confirm_records,2,unlimited,8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.375,7.125,9.375,8.375,7.125,9.375,5.375,4.875,5.875,3.0,1.875,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.375,4.5,3.5,2.375,4.5,0.0,0.0,0.0,4.875,3.75,6.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
