blocked_unresolved,bundle_id,completed_reviews,corrections,expired_useful_opportunities,greedy_search_different_heads,multi_eligible_dispatches,operational_loss,policy,replicate,review_busy_ticks,review_duration,review_utilization,service_failure_loss,status,task_completed,total_waiting_ticks,unstaged_failures,variant,wrong_transaction_loss,wrong_transactions,planning_seconds,max_planning_seconds
0,stage6_01,2,0,0,0,2,0,uncertainty,1,4,2,0.8,0,completed,3,2,0,complexity_time,0,0,0.0001118299551308155,4.478497430682182e-05
0,stage6_01,2,0,0,0,2,0,greedy,1,4,2,0.8,0,completed,3,2,0,complexity_time,0,0,8.973595686256886e-05,3.4469994716346264e-05
0,stage6_01,2,0,0,0,2,0,search,1,4,2,0.8,0,completed,3,2,0,complexity_time,0,0,0.0001392740523442626,5.7418947108089924e-05
0,stage6_01,0,0,0,0,4,0,no_review,1,0,2,0.0,0,completed,3,0,0,complexity_time,0,0,0.00015438301488757133,4.2952015064656734e-05
0,stage6_01,3,0,0,0,2,0,fcfs,2,3,1,0.6,0,completed,3,2,0,reference,0,0,0.00010524410754442215,3.826501779258251e-05
0,stage6_01,3,0,0,0,2,0,edf,2,3,1,0.6,0,completed,3,2,0,reference,0,0,0.00010113103780895472,3.4207943826913834e-05
0,stage6_01,3,0,0,0,2,0,uncertainty,2,3,1,0.6,0,completed,3,2,0,reference,0,0,0.00010714004747569561,3.3798045478761196e-05
0,stage6_01,3,0,0,0,2,0,greedy,2,3,1,0.6,0,completed,3,2,0,reference,0,0,0.00010715704411268234,3.556697629392147e-05
0,stage6_01,3,0,0,0,2,0,search,2,3,1,0.6,0,completed,3,2,0,reference,0,0,0.0001240269048139453,4.1357940062880516e-05
0,stage6_01,0,0,0,0,5,0,no_review,2,0,1,0.0,0,completed,3,0,0,reference,0,0,0.00015134795103222132,4.0323007851839066e-05
0,stage6_01,2,0,0,0,2,0,fcfs,2,4,2,0.8,0,completed,3,2,0,reference,0,0,9.1398018412292e-05,3.1088944524526596e-05
0,stage6_01,2,0,0,0,2,0,edf,2,4,2,0.8,0,completed,3,2,0,reference,0,0,0.00010771711822599173,4.333397373557091e-05
0,stage6_01,2,0,0,0,2,0,uncertainty,2,4,2,0.8,0,completed,3,2,0,reference,0,0,0.00011036812793463469,4.345097113400698e-05
0,stage6_01,2,0,0,0,2,0,greedy,2,4,2,0.8,0,completed,3,2,0,reference,0,0,0.00016405282076448202,9.092292748391628e-05
0,stage6_01,2,0,0,0,2,0,search,2,4,2,0.8,0,completed,3,2,0,reference,0,0,0.0001241328427568078,4.7961948439478874e-05
0,stage6_01,0,0,0,0,4,0,no_review,2,0,2,0.0,0,completed,3,0,0,reference,0,0,0.00015570595860481262,4.68279467895627e-05
0,stage6_01,3,0,0,0,2,0,fcfs,2,3,1,0.6,0,completed,3,2,0,approve_block,0,0,0.00012371805496513844,5.713303107768297e-05
0,stage6_01,3,0,0,0,2,0,edf,2,3,1,0.6,0,completed,3,2,0,approve_block,0,0,0.00013041426427662373,5.768600385636091e-05
0,stage6_01,3,0,0,0,2,0,uncertainty,2,3,1,0.6,0,completed,3,2,0,approve_block,0,0,0.00011046289000660181,3.9199949242174625e-05
0,stage6_01,3,0,0,0,2,0,greedy,2,3,1,0.6,0,completed,3,2,0,approve_block,0,0,0.00010103581007570028,3.5035889595746994e-05
0,stage6_01,3,0,0,0,2,0,search,2,3,1,0.6,0,completed,3,2,0,approve_block,0,0,0.00013861095067113638,4.6598026528954506e-05
0,stage6_01,0,0,0,0,5,0,no_review,2,0,1,0.0,0,completed,3,0,0,approve_block,0,0,0.00015386613085865974,4.175701178610325e-05
0,stage6_01,2,0,0,0,2,0,fcfs,2,4,2,0.8,0,completed,3,2,0,approve_block,0,0,0.0001186770386993885,4.66969795525074e-05
0,stage6_01,2,0,0,0,2,0,edf,2,4,2,0.8,0,completed,3,2,0,approve_block,0,0,0.00010534608736634254,3.954803105443716e-05
0,stage6_01,2,0,0,0,2,0,uncertainty,2,4,2,0.8,0,completed,3,2,0,approve_block,0,0,0.00011353299487382174,4.80778981000185e-05
0,stage6_01,2,0,0,0,2,0,greedy,2,4,2,0.8,0,completed,3,2,0,approve_block,0,0,0.00012813997454941273,5.978299304842949e-05
0,stage6_01,2,0,0,0,2,0,search,2,4,2,0.8,0,completed,3,2,0,approve_block,0,0,0.00012767408043146133,5.048094317317009e-05
0,stage6_01,0,0,0,0,4,0,no_review,2,0,2,0.0,0,completed,3,0,0,approve_block,0,0,0.00014964991714805365,3.926397766917944e-05
0,stage6_01,3,0,0,0,2,0,fcfs,2,3,1,0.6,0,completed,3,2,0,complexity_time,0,0,0.00010036712046712637,3.841705620288849e-05
0,stage6_01,3,0,0,0,2,0,edf,2,3,1,0.6,0,completed,3,2,0,complexity_time,0,0,0.00010776787530630827,3.4223892726004124e-05
0,stage6_01,3,0,0,0,2,0,uncertainty,2,3,1,0.6,0,completed,3,2,0,complexity_time,0,0,0.0001263448502868414,4.8039015382528305e-05
0,stage6_01,3,0,0,0,2,0,greedy,2,3,1,0.6,0,completed,3,2,0,complexity_time,0,0,0.00011629203800112009,4.297192208468914e-05
0,stage6_01,3,0,0,0,2,0,search,2,3,1,0.6,0,completed,3,2,0,complexity_time,0,0,0.00016962410882115364,7.351895328611135e-05
0,stage6_01,0,0,0,0,5,0,no_review,2,0,1,0.0,0,completed,3,0,0,complexity_time,0,0,0.0001568139996379614,4.2082974687218666e-05
0,stage6_01,2,0,0,0,2,0,fcfs,2,4,2,0.8,0,completed,3,2,0,complexity_time,0,0,8.79459548741579e-05,3.09039605781436e-05
0,stage6_01,2,0,0,0,2,0,edf,2,4,2,0.8,0,completed,3,2,0,complexity_time,0,0,0.00011833489406853914,4.964391700923443e-05
0,stage6_01,2,0,0,0,2,0,uncertainty,2,4,2,0.8,0,completed,3,2,0,complexity_time,0,0,0.00011291494593024254,4.718196578323841e-05
0,stage6_01,2,0,0,0,2,0,greedy,2,4,2,0.8,0,completed,3,2,0,complexity_time,0,0,0.00012019008863717318,4.885205999016762e-05
0,stage6_01,2,0,0,0,2,0,search,2,4,2,0.8,0,completed,3,2,0,complexity_time,0,0,0.00012889096979051828,6.0469028539955616e-05
0,stage6_01,0,0,0,0,4,0,no_review,2,0,2,0.0,0,completed,3,0,0,complexity_time,0,0,0.00015747814904898405,4.509999416768551e-05
0,stage6_02,2,0,0,0,1,4,edf,0,4,2,0.8,4,completed,2,2,1,reference,0,0,5.90180279687047e-05,3.284995909780264e-05
0,stage6_02,2,0,0,0,1,4,uncertainty,0,4,2,0.8,4,completed,2,2,1,reference,0,0,7.185398135334253e-05,3.412901423871517e-05
0,stage6_02,2,0,0,0,1,4,greedy,0,4,2,0.8,4,completed,2,2,1,reference,0,0,6.905593909323215e-05,3.4008058719336987e-05
0,stage6_02,2,0,0,0,1,4,search,0,4,2,0.8,4,completed,2,2,1,reference,0,0,6.693403702229261e-05,3.9746053516864777e-05
0,stage6_02,0,0,0,0,1,4,no_review,0,0,2,0.0,4,completed,2,0,1,reference,0,0,0.0001002579228952527,2.9080896638333797e-05
0,stage6_02,2,0,0,0,1,4,fcfs,0,4,2,0.8,4,completed,2,2,1,reference,0,0,6.898585706949234e-05,3.382295835763216e-05
0,stage6_02,2,0,0,0,1,4,edf,0,2,1,0.4,4,completed,2,1,1,reference,0,0,7.334013935178518e-05,3.5062083043158054e-05
0,stage6_02,2,0,0,0,1,4,uncertainty,0,2,1,0.4,4,completed,2,1,1,reference,0,0,7.225514855235815e-05,3.294192720204592e-05
0,stage6_02,2,0,0,0,1,4,greedy,0,2,1,0.4,4,completed,2,1,1,reference,0,0,6.999284960329533e-05,3.456103149801493e-05
0,stage6_02,2,0,0,0,1,4,search,0,2,1,0.4,4,completed,2,1,1,reference,0,0,0.00010110391303896904,5.276198498904705e-05
0,stage6_02,0,0,0,0,2,4,no_review,0,0,1,0.0,4,completed,2,0,1,reference,0,0,0.00010956381447613239,3.07129230350256e-05
0,stage6_02,2,0,0,0,1,4,fcfs,0,2,1,0.4,4,completed,2,1,1,reference,0,0,7.872807327657938e-05,3.86600149795413e-05
0,stage6_02,2,0,0,0,1,4,edf,0,4,2,0.8,4,completed,2,2,1,approve_block,0,0,5.7930126786231995e-05,3.220303915441036e-05
0,stage6_02,2,0,0,0,1,4,uncertainty,0,4,2,0.8,4,completed,2,2,1,approve_block,0,0,6.426998879760504e-05,3.318896051496267e-05
0,stage6_02,2,0,0,0,1,4,greedy,0,4,2,0.8,4,completed,2,2,1,approve_block,0,0,6.230396684259176e-05,3.361294511705637e-05
0,stage6_02,2,0,0,0,1,4,search,0,4,2,0.8,4,completed,2,2,1,approve_block,0,0,0.00013603491242974997,9.199499618262053e-05
0,stage6_02,0,0,0,0,1,4,no_review,0,0,2,0.0,4,completed,2,0,1,approve_block,0,0,0.00010706600733101368,2.935808151960373e-05
0,stage6_02,2,0,0,0,1,4,fcfs,0,4,2,0.8,4,completed,2,2,1,approve_block,0,0,6.995315197855234e-05,3.3523072488605976e-05
0,stage6_02,2,0,0,0,1,4,edf,0,2,1,0.4,4,completed,2,1,1,approve_block,0,0,8.720485493540764e-05,4.8893969506025314e-05
0,stage6_02,2,0,0,0,1,4,uncertainty,0,2,1,0.4,4,completed,2,1,1,approve_block,0,0,6.0900929383933544e-05,3.2060896046459675e-05
0,stage6_02,2,0,0,0,1,4,greedy,0,2,1,0.4,4,completed,2,1,1,approve_block,0,0,9.705894626677036e-05,5.689007230103016e-05
0,stage6_02,2,0,0,0,1,4,search,0,2,1,0.4,4,completed,2,1,1,approve_block,0,0,0.00010146584827452898,5.6702992878854275e-05
0,stage6_02,0,0,0,0,2,4,no_review,0,0,1,0.0,4,completed,2,0,1,approve_block,0,0,0.00010485295206308365,2.9011978767812252e-05
0,stage6_02,2,0,0,0,1,4,fcfs,0,2,1,0.4,4,completed,2,1,1,approve_block,0,0,7.611408364027739e-05,4.0297978557646275e-05
0,stage6_02,2,0,0,0,1,4,edf,0,4,2,0.8,4,completed,2,2,1,complexity_time,0,0,8.066394366323948e-05,4.084897227585316e-05
0,stage6_02,2,0,0,0,1,4,uncertainty,0,4,2,0.8,4,completed,2,2,1,complexity_time,0,0,7.948209531605244e-05,4.030007403343916e-05
0,stage6_02,2,0,0,0,1,4,greedy,0,4,2,0.8,4,completed,2,2,1,complexity_time,0,0,9.346706792712212e-05,5.065405275672674e-05
0,stage6_02,2,0,0,0,1,4,search,0,4,2,0.8,4,completed,2,2,1,complexity_time,0,0,6.988516543060541e-05,3.997806925326586e-05
0,stage6_02,0,0,0,0,1,4,no_review,0,0,2,0.0,4,completed,2,0,1,complexity_time,0,0,0.00011260295286774635,3.233295865356922e-05
0,stage6_02,2,0,0,0,1,4,fcfs,0,4,2,0.8,4,completed,2,2,1,complexity_time,0,0,6.647815462201834e-05,3.144401125609875e-05
0,stage6_02,2,0,0,0,1,4,edf,0,2,1,0.4,4,completed,2,1,1,complexity_time,0,0,7.753889076411724e-05,3.982195630669594e-05
0,stage6_02,2,0,0,0,1,4,uncertainty,0,2,1,0.4,4,completed,2,1,1,complexity_time,0,0,7.371301762759686e-05,3.413902595639229e-05
0,stage6_02,2,0,0,0,1,4,greedy,0,2,1,0.4,4,completed,2,1,1,complexity_time,0,0,7.50889303162694e-05,3.463693428784609e-05
0,stage6_02,2,0,0,0,1,4,search,0,2,1,0.4,4,completed,2,1,1,complexity_time,0,0,0.00010238494724035263,5.024997517466545e-05
0,stage6_02,0,0,0,0,2,4,no_review,0,0,1,0.0,4,completed,2,0,1,complexity_time,0,0,0.00011930393520742655,3.978097811341286e-05
0,stage6_02,2,0,0,0,1,4,fcfs,0,2,1,0.4,4,completed,2,1,1,complexity_time,0,0,7.334386464208364e-05,3.4486991353332996e-05
0,stage6_02,1,0,0,0,0,8,edf,1,2,2,0.4,8,completed,1,0,2,reference,0,0,2.5865971110761166e-05,2.0544975996017456e-05
0,stage6_02,1,0,0,0,0,8,uncertainty,1,2,2,0.4,8,completed,1,0,2,reference,0,0,2.6766094379127026e-05,2.103706356137991e-05
0,stage6_02,1,0,0,0,0,8,greedy,1,2,2,0.4,8,completed,1,0,2,reference,0,0,3.263901453465223e-05,2.1848012693226337e-05
0,stage6_02,1,0,0,0,0,8,search,1,2,2,0.4,8,completed,1,0,2,reference,0,0,3.676384221762419e-05,3.158894833177328e-05
0,stage6_02,0,0,0,0,0,8,no_review,1,0,2,0.0,8,completed,1,0,2,reference,0,0,3.7847901694476604e-05,1.9638915546238422e-05
0,stage6_02,1,0,0,0,0,8,fcfs,1,2,2,0.4,8,completed,1,0,2,reference,0,0,2.6458874344825745e-05,2.0870007574558258e-05
0,stage6_02,1,0,0,0,0,8,edf,1,1,1,0.2,8,completed,1,0,2,reference,0,0,2.864294219762087e-05,2.1336018107831478e-05
0,stage6_02,1,0,0,0,0,8,uncertainty,1,1,1,0.2,8,completed,1,0,2,reference,0,0,2.8815935365855694e-05,2.2478983737528324e-05
0,stage6_02,1,0,0,0,0,8,greedy,1,1,1,0.2,8,completed,1,0,2,reference,0,0,2.8767157346010208e-05,2.2594002075493336e-05
0,stage6_02,1,0,0,0,0,8,search,1,1,1,0.2,8,completed,1,0,2,reference,0,0,3.2059033401310444e-05,2.604397013783455e-05
0,stage6_02,0,0,0,0,0,8,no_review,1,0,1,0.0,8,completed,1,0,2,reference,0,0,3.992090933024883e-05,1.774192787706852e-05
0,stage6_02,1,0,0,0,0,8,fcfs,1,1,1,0.2,8,completed,1,0,2,reference,0,0,2.535386011004448e-05,1.9058003090322018e-05
0,stage6_02,1,0,0,0,0,8,edf,1,2,2,0.4,8,completed,1,0,2,approve_block,0,0,2.7839909307658672e-05,2.265197690576315e-05
0,stage6_02,1,0,0,0,0,8,uncertainty,1,2,2,0.4,8,completed,1,0,2,approve_block,0,0,3.244192339479923e-05,2.2302963770926e-05
0,stage6_02,1,0,0,0,0,8,greedy,1,2,2,0.4,8,completed,1,0,2,approve_block,0,0,2.826389390975237e-05,2.283998765051365e-05
0,stage6_02,1,0,0,0,0,8,search,1,2,2,0.4,8,completed,1,0,2,approve_block,0,0,3.147113602608442e-05,2.6673078536987305e-05
0,stage6_02,0,0,0,0,0,8,no_review,1,0,2,0.0,8,completed,1,0,2,approve_block,0,0,3.762601409107447e-05,1.9664992578327656e-05
0,stage6_02,1,0,0,0,0,8,fcfs,1,2,2,0.4,8,completed,1,0,2,approve_block,0,0,2.6438850909471512e-05,2.080993726849556e-05
0,stage6_02,1,0,0,0,0,8,edf,1,1,1,0.2,8,completed,1,0,2,approve_block,0,0,2.9533985070884228e-05,2.381799276918173e-05
0,stage6_02,1,0,0,0,0,8,uncertainty,1,1,1,0.2,8,completed,1,0,2,approve_block,0,0,2.7956790290772915e-05,2.0818901248276234e-05
0,stage6_02,1,0,0,0,0,8,greedy,1,1,1,0.2,8,completed,1,0,2,approve_block,0,0,2.9158196412026882e-05,2.159806899726391e-05
0,stage6_02,1,0,0,0,0,8,search,1,1,1,0.2,8,completed,1,0,2,approve_block,0,0,3.11118783429265e-05,2.58350046351552e-05
0,stage6_02,0,0,0,0,0,8,no_review,1,0,1,0.0,8,completed,1,0,2,approve_block,0,0,3.617093898355961e-05,1.907499972730875e-05
0,stage6_02,1,0,0,0,0,8,fcfs,1,1,1,0.2,8,completed,1,0,2,approve_block,0,0,2.4716020561754704e-05,1.9559054635465145e-05
0,stage6_02,1,0,0,0,0,8,edf,1,2,2,0.4,8,completed,1,0,2,complexity_time,0,0,2.8996961191296577e-05,2.1922984160482883e-05
0,stage6_02,1,0,0,0,0,8,uncertainty,1,2,2,0.4,8,completed,1,0,2,complexity_time,0,0,2.8912094421684742e-05,2.1766056306660175e-05
0,stage6_02,1,0,0,0,0,8,greedy,1,2,2,0.4,8,completed,1,0,2,complexity_time,0,0,2.8024893254041672e-05,2.1366984583437443e-05
0,stage6_02,1,0,0,0,0,8,search,1,2,2,0.4,8,completed,1,0,2,complexity_time,0,0,3.3972086384892464e-05,2.816098276525736e-05
0,stage6_02,0,0,0,0,0,8,no_review,1,0,2,0.0,8,completed,1,0,2,complexity_time,0,0,3.905512858182192e-05,2.1076994016766548e-05
0,stage6_02,1,0,0,0,0,8,fcfs,1,2,2,0.4,8,completed,1,0,2,complexity_time,0,0,3.971485421061516e-05,2.7030939236283302e-05
0,stage6_02,1,0,0,0,0,8,edf,1,1,1,0.2,8,completed,1,0,2,complexity_time,0,0,2.7725123800337315e-05,2.1502026356756687e-05
0,stage6_02,1,0,0,0,0,8,uncertainty,1,1,1,0.2,8,completed,1,0,2,complexity_time,0,0,2.681114710867405e-05,2.1892949007451534e-05
0,stage6_02,1,0,0,0,0,8,greedy,1,1,1,0.2,8,completed,1,0,2,complexity_time,0,0,3.155181184411049e-05,2.346397377550602e-05
0,stage6_02,1,0,0,0,0,8,search,1,1,1,0.2,8,completed,1,0,2,complexity_time,0,0,3.552110865712166e-05,2.741802018135786e-05
0,stage6_02,0,0,0,0,0,8,no_review,1,0,1,0.0,8,completed,1,0,2,complexity_time,0,0,3.809004556387663e-05,2.0088977180421352e-05
0,stage6_02,1,0,0,0,0,8,fcfs,1,1,1,0.2,8,completed,1,0,2,complexity_time,0,0,2.446095459163189e-05,1.9103987142443657e-05
0,stage6_02,2,0,0,0,1,4,edf,2,4,2,0.8,4,completed,2,2,1,reference,0,0,7.566297426819801e-05,3.697792999446392e-05
0,stage6_02,2,0,0,0,1,4,uncertainty,2,4,2,0.8,4,completed,2,2,1,reference,0,0,7.152510806918144e-05,3.452796954661608e-05
0,stage6_02,2,0,0,0,1,4,greedy,2,4,2,0.8,4,completed,2,2,1,reference,0,0,7.725891191512346e-05,3.7307036109268665e-05
0,stage6_02,2,0,0,0,1,4,search,2,4,2,0.8,4,completed,2,2,1,reference,0,0,8.259702008217573e-05,4.0809973143041134e-05
0,stage6_02,0,0,0,0,1,4,no_review,2,0,2,0.0,4,completed,2,0,1,reference,0,0,0.00011647818610072136,3.785407170653343e-05
0,stage6_02,2,0,0,0,1,4,fcfs,2,4,2,0.8,4,completed,2,2,1,reference,0,0,6.232806481420994e-05,2.907391171902418e-05
0,stage6_02,2,0,0,0,1,4,edf,2,2,1,0.4,4,completed,2,1,1,reference,0,0,0.00010490405838936567,5.911907646805048e-05
0,stage6_02,2,0,0,0,1,4,uncertainty,2,2,1,0.4,4,completed,2,1,1,reference,0,0,7.377681322395802e-05,3.482098691165447e-05
0,stage6_02,2,0,0,0,1,4,greedy,2,2,1,0.4,4,completed,2,1,1,reference,0,0,9.798281826078892e-05,5.564896855503321e-05
0,stage6_02,2,0,0,0,1,4,search,2,2,1,0.4,4,completed,2,1,1,reference,0,0,9.402574505656958e-05,4.681898280978203e-05
0,stage6_02,0,0,0,0,2,4,no_review,2,0,1,0.0,4,completed,2,0,1,reference,0,0,0.00011955108493566513,4.070193972438574e-05
0,stage6_02,2,0,0,0,1,4,fcfs,2,2,1,0.4,4,completed,2,1,1,reference,0,0,6.288080476224422e-05,2.9676943086087704e-05
0,stage6_02,2,0,0,0,1,4,edf,2,4,2,0.8,4,completed,2,2,1,approve_block,0,0,7.245293818414211e-05,3.3150892704725266e-05
0,stage6_02,2,0,0,0,1,4,uncertainty,2,4,2,0.8,4,completed,2,2,1,approve_block,0,0,8.200306911021471e-05,4.434597212821245e-05
0,stage6_02,2,0,0,0,1,4,greedy,2,4,2,0.8,4,completed,2,2,1,approve_block,0,0,7.203593850135803e-05,3.391597419977188e-05
0,stage6_02,2,0,0,0,1,4,search,2,4,2,0.8,4,completed,2,2,1,approve_block,0,0,9.654113091528416e-05,5.015800707042217e-05
0,stage6_02,0,0,0,0,1,4,no_review,2,0,2,0.0,4,completed,2,0,1,approve_block,0,0,0.00011952291242778301,3.465497866272926e-05
0,stage6_02,2,0,0,0,1,4,fcfs,2,4,2,0.8,4,completed,2,2,1,approve_block,0,0,7.351103704422712e-05,3.807700704783201e-05
0,stage6_02,2,0,0,0,1,4,edf,2,2,1,0.4,4,completed,2,1,1,approve_block,0,0,8.196907583624125e-05,4.1808001697063446e-05
0,stage6_02,2,0,0,0,1,4,uncertainty,2,2,1,0.4,4,completed,2,1,1,approve_block,0,0,7.731688674539328e-05,3.862590529024601e-05
0,stage6_02,2,0,0,0,1,4,greedy,2,2,1,0.4,4,completed,2,1,1,approve_block,0,0,0.00010535994078963995,5.927402526140213e-05
0,stage6_02,2,0,0,0,1,4,search,2,2,1,0.4,4,completed,2,1,1,approve_block,0,0,0.0001049309503287077,5.1832059398293495e-05
0,stage6_02,0,0,0,0,2,4,no_review,2,0,1,0.0,4,completed,2,0,1,approve_block,0,0,9.95720038190484e-05,2.9454007744789124e-05
0,stage6_02,2,0,0,0,1,4,fcfs,2,2,1,0.4,4,completed,2,1,1,approve_block,0,0,6.970600225031376e-05,3.5755918361246586e-05
0,stage6_02,2,0,0,0,1,4,edf,2,4,2,0.8,4,completed,2,2,1,complexity_time,0,0,9.873800445348024e-05,5.570100620388985e-05
0,stage6_02,2,0,0,0,1,4,uncertainty,2,4,2,0.8,4,completed,2,2,1,complexity_time,0,0,8.105486631393433e-05,4.414597060531378e-05
0,stage6_02,2,0,0,0,1,4,greedy,2,4,2,0.8,4,completed,2,2,1,complexity_time,0,0,7.620500400662422e-05,3.7207966670393944e-05
0,stage6_02,2,0,0,0,1,4,search,2,4,2,0.8,4,completed,2,2,1,complexity_time,0,0,8.18789703771472e-05,4.249904304742813e-05
0,stage6_02,0,0,0,0,1,4,no_review,2,0,2,0.0,4,completed,2,0,1,complexity_time,0,0,0.00011310586705803871,3.112794365733862e-05
0,stage6_02,2,0,0,0,1,4,fcfs,2,4,2,0.8,4,completed,2,2,1,complexity_time,0,0,8.365395478904247e-05,4.767498467117548e-05
0,stage6_02,2,0,0,0,1,4,edf,2,2,1,0.4,4,completed,2,1,1,complexity_time,0,0,7.75330699980259e-05,3.6949990317225456e-05
0,stage6_02,2,0,0,0,1,4,uncertainty,2,2,1,0.4,4,completed,2,1,1,complexity_time,0,0,7.281522266566753e-05,3.384298179298639e-05
0,stage6_02,2,0,0,0,1,4,greedy,2,2,1,0.4,4,completed,2,1,1,complexity_time,0,0,8.136301767081022e-05,4.1328021325170994e-05
0,stage6_02,2,0,0,0,1,4,search,2,2,1,0.4,4,completed,2,1,1,complexity_time,0,0,8.635816629976034e-05,4.644202999770641e-05
0,stage6_02,0,0,0,0,2,4,no_review,2,0,1,0.0,4,completed,2,0,1,complexity_time,0,0,0.00010779011063277721,2.9901042580604553e-05
0,stage6_02,2,0,0,0,1,4,fcfs,2,2,1,0.4,4,completed,2,1,1,complexity_time,0,0,7.594900671392679e-05,3.810599446296692e-05
0,stage6_03,2,1,0,0,0,4,uncertainty,0,2,1,0.3333333333333333,4,completed,2,0,1,reference,0,0,4.945625551044941e-05,2.1817046217620373e-05
0,stage6_03,2,1,0,0,0,4,greedy,0,2,1,0.3333333333333333,4,completed,2,0,1,reference,0,0,5.1826005801558495e-05,2.4404958821833134e-05
0,stage6_03,2,1,0,0,0,4,search,0,2,1,0.3333333333333333,4,completed,2,0,1,reference,0,0,5.355395842343569e-05,2.7527916245162487e-05
0,stage6_03,0,0,1,0,1,12,no_review,0,0,1,0.0,8,completed,1,0,1,reference,4,1,0.00011250388342887163,3.230990841984749e-05
0,stage6_03,2,1,0,0,0,4,fcfs,0,2,1,0.3333333333333333,4,completed,2,0,1,reference,0,0,4.3635955080389977e-05,1.9386992789804935e-05
0,stage6_03,2,1,0,0,0,4,edf,0,2,1,0.3333333333333333,4,completed,2,0,1,reference,0,0,5.832419265061617e-05,2.628506626933813e-05
0,stage6_03,2,1,0,0,0,4,uncertainty,0,4,2,0.6666666666666666,4,completed,2,1,1,reference,0,0,7.043802179396152e-05,4.258297849446535e-05
0,stage6_03,2,1,0,0,0,4,greedy,0,4,2,0.6666666666666666,4,completed,2,1,1,reference,0,0,5.599588621407747e-05,2.817693166434765e-05
0,stage6_03,2,1,0,0,0,4,search,0,4,2,0.6666666666666666,4,completed,2,1,1,reference,0,0,5.626690108329058e-05,2.5238958187401295e-05
0,stage6_03,0,0,1,0,0,12,no_review,0,0,2,0.0,8,completed,1,0,1,reference,4,1,9.974208660423756e-05,2.170505467802286e-05
0,stage6_03,2,1,0,0,0,4,fcfs,0,4,2,0.6666666666666666,4,completed,2,1,1,reference,0,0,6.462307646870613e-05,3.95430251955986e-05
0,stage6_03,2,1,0,0,0,4,edf,0,4,2,0.6666666666666666,4,completed,2,1,1,reference,0,0,6.095587741583586e-05,3.433297388255596e-05
1,stage6_03,2,0,0,0,0,8,uncertainty,0,2,1,0.3333333333333333,8,completed,1,0,1,approve_block,0,0,5.494698416441679e-05,2.5324057787656784e-05
1,stage6_03,2,0,0,0,0,8,greedy,0,2,1,0.3333333333333333,8,completed,1,0,1,approve_block,0,0,4.42061573266983e-05,2.222508192062378e-05
1,stage6_03,2,0,0,0,0,8,search,0,2,1,0.3333333333333333,8,completed,1,0,1,approve_block,0,0,6.610376294702291e-05,2.6420922949910164e-05
0,stage6_03,0,0,1,0,1,12,no_review,0,0,1,0.0,8,completed,1,0,1,approve_block,4,1,0.00011884223204106092,3.7678051739931107e-05
1,stage6_03,2,0,0,0,0,8,fcfs,0,2,1,0.3333333333333333,8,completed,1,0,1,approve_block,0,0,4.150101449340582e-05,1.89139973372221e-05
1,stage6_03,2,0,0,0,0,8,edf,0,2,1,0.3333333333333333,8,completed,1,0,1,approve_block,0,0,6.160209886729717e-05,2.9722927138209343e-05
1,stage6_03,2,0,0,0,0,8,uncertainty,0,4,2,0.6666666666666666,8,completed,1,1,1,approve_block,0,0,6.979203317314386e-05,3.430899232625961e-05
1,stage6_03,2,0,0,0,0,8,greedy,0,4,2,0.6666666666666666,8,completed,1,1,1,approve_block,0,0,4.787789657711983e-05,2.2060004994273186e-05
1,stage6_03,2,0,0,0,0,8,search,0,4,2,0.6666666666666666,8,completed,1,1,1,approve_block,0,0,9.322201367467642e-05,5.929498001933098e-05
0,stage6_03,0,0,1,0,0,12,no_review,0,0,2,0.0,8,completed,1,0,1,approve_block,4,1,0.00011810893192887306,3.628106787800789e-05
1,stage6_03,2,0,0,0,0,8,fcfs,0,4,2,0.6666666666666666,8,completed,1,1,1,approve_block,0,0,5.6387041695415974e-05,3.1313044019043446e-05
1,stage6_03,2,0,0,0,0,8,edf,0,4,2,0.6666666666666666,8,completed,1,1,1,approve_block,0,0,6.216904148459435e-05,3.58739634975791e-05
0,stage6_03,2,1,0,0,0,4,uncertainty,0,2,1,0.3333333333333333,4,completed,2,0,1,complexity_time,0,0,4.972994793206453e-05,2.409704029560089e-05
0,stage6_03,2,1,0,0,0,4,greedy,0,2,1,0.3333333333333333,4,completed,2,0,1,complexity_time,0,0,5.1122973673045635e-05,2.412893809378147e-05
0,stage6_03,2,1,0,0,0,4,search,0,2,1,0.3333333333333333,4,completed,2,0,1,complexity_time,0,0,5.847611464560032e-05,2.620008308440447e-05
0,stage6_03,0,0,1,0,1,12,no_review,0,0,1,0.0,8,completed,1,0,1,complexity_time,4,1,0.00011255790013819933,2.8587994165718555e-05
0,stage6_03,2,1,0,0,0,4,fcfs,0,2,1,0.3333333333333333,4,completed,2,0,1,complexity_time,0,0,4.645087756216526e-05,2.0470935851335526e-05
0,stage6_03,2,1,0,0,0,4,edf,0,2,1,0.3333333333333333,4,completed,2,0,1,complexity_time,0,0,4.4304062612354755e-05,2.1644984371960163e-05
0,stage6_03,2,1,0,0,0,4,uncertainty,0,4,2,0.6666666666666666,4,completed,2,1,1,complexity_time,0,0,6.370013579726219e-05,3.725208807736635e-05
0,stage6_03,2,1,0,0,0,4,greedy,0,4,2,0.6666666666666666,4,completed,2,1,1,complexity_time,0,0,7.953692693263292e-05,4.439894109964371e-05
