variant,review_duration,comparison,metric,bundles,mean_difference,ci_low,ci_high,wins,ties,losses
reference,1,search-greedy,operational_loss,8,0.0,0.0,0.0,0,8,0
reference,1,search-greedy,task_completed,8,0.0,0.0,0.0,0,8,0
reference,1,search-greedy,wrong_transactions,8,0.0,0.0,0.0,0,8,0
reference,1,search-greedy,review_busy_ticks,8,0.20833333333333337,0.0,0.45833333333333337,0,5,3
reference,1,search-edf,operational_loss,8,0.0,0.0,0.0,0,8,0
reference,1,search-edf,task_completed,8,0.0,0.0,0.0,0,8,0
reference,1,search-edf,wrong_transactions,8,0.0,0.0,0.0,0,8,0
reference,1,search-edf,review_busy_ticks,8,0.0,0.0,0.0,0,8,0
reference,1,search-fcfs,operational_loss,8,0.0,0.0,0.0,0,8,0
reference,1,search-fcfs,task_completed,8,0.0,0.0,0.0,0,8,0
reference,1,search-fcfs,wrong_transactions,8,0.0,0.0,0.0,0,8,0
reference,1,search-fcfs,review_busy_ticks,8,0.0,0.0,0.0,0,8,0
reference,1,search-uncertainty,operational_loss,8,0.0,0.0,0.0,0,8,0
reference,1,search-uncertainty,task_completed,8,0.0,0.0,0.0,0,8,0
reference,1,search-uncertainty,wrong_transactions,8,0.0,0.0,0.0,0,8,0
reference,1,search-uncertainty,review_busy_ticks,8,0.20833333333333337,0.0,0.45833333333333337,0,5,3
reference,1,search-no_review,operational_loss,8,-6.333333333333333,-11.000000000000002,-2.0,5,3,0
reference,1,search-no_review,task_completed,8,0.5,0.1666666666666667,0.8333333333333335,5,3,0
reference,1,search-no_review,wrong_transactions,8,-0.5,-0.8333333333333333,-0.16666666666666666,5,3,0
reference,1,search-no_review,review_busy_ticks,8,2.125,1.7083333333333335,2.5416666666666665,0,0,8
reference,2,search-greedy,operational_loss,8,2.3333333333333335,0.0,6.333333333333334,0,6,2
reference,2,search-greedy,task_completed,8,-0.16666666666666669,-0.4166666666666667,0.0,0,6,2
reference,2,search-greedy,wrong_transactions,8,0.16666666666666666,0.0,0.4166666666666667,0,6,2
reference,2,search-greedy,review_busy_ticks,8,0.16666666666666669,0.0,0.5,0,7,1
reference,2,search-edf,operational_loss,8,0.3333333333333333,0.0,1.0,0,7,1
reference,2,search-edf,task_completed,8,-0.041666666666666685,-0.12500000000000006,0.0,0,7,1
reference,2,search-edf,wrong_transactions,8,0.041666666666666664,0.0,0.125,0,7,1
reference,2,search-edf,review_busy_ticks,8,0.0,0.0,0.0,0,8,0
reference,2,search-fcfs,operational_loss,8,0.3333333333333333,0.0,1.0,0,7,1
reference,2,search-fcfs,task_completed,8,-0.041666666666666685,-0.12500000000000006,0.0,0,7,1
reference,2,search-fcfs,wrong_transactions,8,0.041666666666666664,0.0,0.125,0,7,1
reference,2,search-fcfs,review_busy_ticks,8,0.0,0.0,0.0,0,8,0
reference,2,search-uncertainty,operational_loss,8,2.3333333333333335,0.0,6.333333333333334,0,6,2
reference,2,search-uncertainty,task_completed,8,-0.16666666666666669,-0.4166666666666667,0.0,0,6,2
reference,2,search-uncertainty,wrong_transactions,8,0.16666666666666666,0.0,0.4166666666666667,0,6,2
reference,2,search-uncertainty,review_busy_ticks,8,0.16666666666666669,0.0,0.5,0,7,1
reference,2,search-no_review,operational_loss,8,-4.0,-8.000000000000002,0.0,3,5,0
reference,2,search-no_review,task_completed,8,0.33333333333333337,0.0,0.6666666666666667,3,5,0
reference,2,search-no_review,wrong_transactions,8,-0.3333333333333333,-0.6666666666666666,0.0,3,5,0
reference,2,search-no_review,review_busy_ticks,8,3.666666666666667,3.25,4.083333333333334,0,0,8
approve_block,1,search-greedy,operational_loss,8,0.0,0.0,0.0,0,8,0
approve_block,1,search-greedy,task_completed,8,0.0,0.0,0.0,0,8,0
approve_block,1,search-greedy,wrong_transactions,8,0.0,0.0,0.0,0,8,0
approve_block,1,search-greedy,review_busy_ticks,8,0.20833333333333337,0.0,0.45833333333333337,0,5,3
approve_block,1,search-edf,operational_loss,8,0.0,0.0,0.0,0,8,0
approve_block,1,search-edf,task_completed,8,0.0,0.0,0.0,0,8,0
approve_block,1,search-edf,wrong_transactions,8,0.0,0.0,0.0,0,8,0
approve_block,1,search-edf,review_busy_ticks,8,0.0,0.0,0.0,0,8,0
approve_block,1,search-fcfs,operational_loss,8,0.0,0.0,0.0,0,8,0
approve_block,1,search-fcfs,task_completed,8,0.0,0.0,0.0,0,8,0
approve_block,1,search-fcfs,wrong_transactions,8,0.0,0.0,0.0,0,8,0
approve_block,1,search-fcfs,review_busy_ticks,8,0.0,0.0,0.0,0,8,0
approve_block,1,search-uncertainty,operational_loss,8,0.0,0.0,0.0,0,8,0
approve_block,1,search-uncertainty,task_completed,8,0.0,0.0,0.0,0,8,0
approve_block,1,search-uncertainty,wrong_transactions,8,0.0,0.0,0.0,0,8,0
approve_block,1,search-uncertainty,review_busy_ticks,8,0.20833333333333337,0.0,0.45833333333333337,0,5,3
approve_block,1,search-no_review,operational_loss,8,-4.333333333333334,-7.666666666666667,-1.329166666666689,5,3,0
approve_block,1,search-no_review,task_completed,8,0.0,0.0,0.0,0,8,0
approve_block,1,search-no_review,wrong_transactions,8,-0.5,-0.8333333333333333,-0.16666666666666666,5,3,0
approve_block,1,search-no_review,review_busy_ticks,8,2.125,1.7083333333333335,2.5416666666666665,0,0,8
approve_block,2,search-greedy,operational_loss,8,1.6666666666666665,0.0,4.666666666666667,0,6,2
approve_block,2,search-greedy,task_completed,8,0.0,0.0,0.0,0,8,0
approve_block,2,search-greedy,wrong_transactions,8,0.16666666666666666,0.0,0.4166666666666667,0,6,2
approve_block,2,search-greedy,review_busy_ticks,8,0.16666666666666669,0.0,0.5,0,7,1
approve_block,2,search-edf,operational_loss,8,0.16666666666666663,0.0,0.4999999999999999,0,7,1
approve_block,2,search-edf,task_completed,8,0.0,0.0,0.0,0,8,0
approve_block,2,search-edf,wrong_transactions,8,0.041666666666666664,0.0,0.125,0,7,1
approve_block,2,search-edf,review_busy_ticks,8,0.0,0.0,0.0,0,8,0
approve_block,2,search-fcfs,operational_loss,8,0.16666666666666663,0.0,0.4999999999999999,0,7,1
approve_block,2,search-fcfs,task_completed,8,0.0,0.0,0.0,0,8,0
approve_block,2,search-fcfs,wrong_transactions,8,0.041666666666666664,0.0,0.125,0,7,1
approve_block,2,search-fcfs,review_busy_ticks,8,0.0,0.0,0.0,0,8,0
approve_block,2,search-uncertainty,operational_loss,8,1.6666666666666665,0.0,4.666666666666667,0,6,2
approve_block,2,search-uncertainty,task_completed,8,0.0,0.0,0.0,0,8,0
approve_block,2,search-uncertainty,wrong_transactions,8,0.16666666666666666,0.0,0.4166666666666667,0,6,2
approve_block,2,search-uncertainty,review_busy_ticks,8,0.16666666666666669,0.0,0.5,0,7,1
approve_block,2,search-no_review,operational_loss,8,-2.666666666666667,-5.666666666666667,0.0,3,5,0
approve_block,2,search-no_review,task_completed,8,0.0,0.0,0.0,0,8,0
approve_block,2,search-no_review,wrong_transactions,8,-0.3333333333333333,-0.6666666666666666,0.0,3,5,0
approve_block,2,search-no_review,review_busy_ticks,8,3.666666666666667,3.25,4.083333333333334,0,0,8
complexity_time,1,search-greedy,operational_loss,8,0.0,0.0,0.0,0,8,0
complexity_time,1,search-greedy,task_completed,8,0.0,0.0,0.0,0,8,0
complexity_time,1,search-greedy,wrong_transactions,8,0.0,0.0,0.0,0,8,0
complexity_time,1,search-greedy,review_busy_ticks,8,0.20833333333333331,0.0,0.4583333333333333,0,5,3
complexity_time,1,search-edf,operational_loss,8,0.0,0.0,0.0,0,8,0
complexity_time,1,search-edf,task_completed,8,0.0,0.0,0.0,0,8,0
complexity_time,1,search-edf,wrong_transactions,8,0.0,0.0,0.0,0,8,0
complexity_time,1,search-edf,review_busy_ticks,8,0.0,0.0,0.0,0,8,0
complexity_time,1,search-fcfs,operational_loss,8,0.0,0.0,0.0,0,8,0
complexity_time,1,search-fcfs,task_completed,8,0.0,0.0,0.0,0,8,0
complexity_time,1,search-fcfs,wrong_transactions,8,0.0,0.0,0.0,0,8,0
complexity_time,1,search-fcfs,review_busy_ticks,8,0.04166666666666663,0.0,0.12499999999999989,0,7,1
complexity_time,1,search-uncertainty,operational_loss,8,0.0,0.0,0.0,0,8,0
complexity_time,1,search-uncertainty,task_completed,8,0.0,0.0,0.0,0,8,0
complexity_time,1,search-uncertainty,wrong_transactions,8,0.0,0.0,0.0,0,8,0
complexity_time,1,search-uncertainty,review_busy_ticks,8,0.20833333333333331,0.0,0.4583333333333333,0,5,3
complexity_time,1,search-no_review,operational_loss,8,-6.333333333333333,-11.000000000000002,-2.0,5,3,0
complexity_time,1,search-no_review,task_completed,8,0.5,0.1666666666666667,0.8333333333333335,5,3,0
complexity_time,1,search-no_review,wrong_transactions,8,-0.5,-0.8333333333333333,-0.16666666666666666,5,3,0
complexity_time,1,search-no_review,review_busy_ticks,8,2.375,1.875,2.9583333333333335,0,0,8
complexity_time,2,search-greedy,operational_loss,8,2.3333333333333335,0.0,6.333333333333334,0,6,2
complexity_time,2,search-greedy,task_completed,8,-0.16666666666666669,-0.4166666666666667,0.0,0,6,2
complexity_time,2,search-greedy,wrong_transactions,8,0.16666666666666666,0.0,0.4166666666666667,0,6,2
complexity_time,2,search-greedy,review_busy_ticks,8,0.12500000000000006,-0.12499999999999989,0.5,1,6,1
complexity_time,2,search-edf,operational_loss,8,0.3333333333333333,0.0,1.0,0,7,1
complexity_time,2,search-edf,task_completed,8,-0.041666666666666685,-0.12500000000000006,0.0,0,7,1
complexity_time,2,search-edf,wrong_transactions,8,0.041666666666666664,0.0,0.125,0,7,1
complexity_time,2,search-edf,review_busy_ticks,8,-0.04166666666666663,-0.12499999999999989,0.0,1,7,0
complexity_time,2,search-fcfs,operational_loss,8,0.3333333333333333,0.0,1.0,0,7,1
complexity_time,2,search-fcfs,task_completed,8,-0.041666666666666685,-0.12500000000000006,0.0,0,7,1
complexity_time,2,search-fcfs,wrong_transactions,8,0.041666666666666664,0.0,0.125,0,7,1
complexity_time,2,search-fcfs,review_busy_ticks,8,-0.04166666666666663,-0.12499999999999989,0.0,1,7,0
complexity_time,2,search-uncertainty,operational_loss,8,2.3333333333333335,0.0,6.333333333333334,0,6,2
complexity_time,2,search-uncertainty,task_completed,8,-0.16666666666666669,-0.4166666666666667,0.0,0,6,2
complexity_time,2,search-uncertainty,wrong_transactions,8,0.16666666666666666,0.0,0.4166666666666667,0,6,2
complexity_time,2,search-uncertainty,review_busy_ticks,8,0.12500000000000006,-0.12499999999999989,0.5,1,6,1
complexity_time,2,search-no_review,operational_loss,8,-3.6666666666666665,-8.0,0.0,3,5,0
complexity_time,2,search-no_review,task_completed,8,0.2916666666666667,0.0,0.625,3,5,0
complexity_time,2,search-no_review,wrong_transactions,8,-0.29166666666666663,-0.625,0.0,3,5,0
complexity_time,2,search-no_review,review_busy_ticks,8,3.75,3.2083333333333335,4.291666666666667,0,0,8
