bundle_id,variant,review_duration,comparison,metric,difference
stage6_02,reference,1,search-no_review,task_completed,0.0
stage6_03,reference,1,search-no_review,task_completed,0.6666666666666667
stage6_04,reference,1,search-no_review,task_completed,0.6666666666666667
stage6_05,reference,1,search-no_review,task_completed,0.0
stage6_06,reference,1,search-no_review,task_completed,0.3333333333333335
stage6_07,reference,1,search-no_review,task_completed,1.0
stage6_00,reference,1,search-no_review,wrong_transactions,-1.3333333333333333
stage6_01,reference,1,search-no_review,wrong_transactions,0.0
stage6_02,reference,1,search-no_review,wrong_transactions,0.0
stage6_03,reference,1,search-no_review,wrong_transactions,-0.6666666666666666
stage6_04,reference,1,search-no_review,wrong_transactions,-0.6666666666666666
stage6_05,reference,1,search-no_review,wrong_transactions,0.0
stage6_06,reference,1,search-no_review,wrong_transactions,-0.3333333333333333
stage6_07,reference,1,search-no_review,wrong_transactions,-1.0
stage6_00,reference,1,search-no_review,review_busy_ticks,2.3333333333333335
stage6_01,reference,1,search-no_review,review_busy_ticks,3.0
stage6_02,reference,1,search-no_review,review_busy_ticks,1.6666666666666667
stage6_03,reference,1,search-no_review,review_busy_ticks,1.6666666666666667
stage6_04,reference,1,search-no_review,review_busy_ticks,1.6666666666666667
stage6_05,reference,1,search-no_review,review_busy_ticks,1.3333333333333333
stage6_06,reference,1,search-no_review,review_busy_ticks,2.3333333333333335
stage6_07,reference,1,search-no_review,review_busy_ticks,3.0
stage6_00,reference,2,search-greedy,operational_loss,0.0
stage6_01,reference,2,search-greedy,operational_loss,0.0
stage6_02,reference,2,search-greedy,operational_loss,0.0
stage6_03,reference,2,search-greedy,operational_loss,0.0
stage6_04,reference,2,search-greedy,operational_loss,0.0
stage6_05,reference,2,search-greedy,operational_loss,0.0
stage6_06,reference,2,search-greedy,operational_loss,2.6666666666666665
stage6_07,reference,2,search-greedy,operational_loss,16.0
stage6_00,reference,2,search-greedy,task_completed,0.0
stage6_01,reference,2,search-greedy,task_completed,0.0
stage6_02,reference,2,search-greedy,task_completed,0.0
stage6_03,reference,2,search-greedy,task_completed,0.0
stage6_04,reference,2,search-greedy,task_completed,0.0
stage6_05,reference,2,search-greedy,task_completed,0.0
stage6_06,reference,2,search-greedy,task_completed,-0.3333333333333335
stage6_07,reference,2,search-greedy,task_completed,-1.0
stage6_00,reference,2,search-greedy,wrong_transactions,0.0
stage6_01,reference,2,search-greedy,wrong_transactions,0.0
stage6_02,reference,2,search-greedy,wrong_transactions,0.0
stage6_03,reference,2,search-greedy,wrong_transactions,0.0
stage6_04,reference,2,search-greedy,wrong_transactions,0.0
stage6_05,reference,2,search-greedy,wrong_transactions,0.0
stage6_06,reference,2,search-greedy,wrong_transactions,0.3333333333333333
stage6_07,reference,2,search-greedy,wrong_transactions,1.0
stage6_00,reference,2,search-greedy,review_busy_ticks,1.3333333333333335
stage6_01,reference,2,search-greedy,review_busy_ticks,0.0
stage6_02,reference,2,search-greedy,review_busy_ticks,0.0
stage6_03,reference,2,search-greedy,review_busy_ticks,0.0
stage6_04,reference,2,search-greedy,review_busy_ticks,0.0
stage6_05,reference,2,search-greedy,review_busy_ticks,0.0
stage6_06,reference,2,search-greedy,review_busy_ticks,0.0
stage6_07,reference,2,search-greedy,review_busy_ticks,0.0
stage6_00,reference,2,search-edf,operational_loss,0.0
stage6_01,reference,2,search-edf,operational_loss,0.0
stage6_02,reference,2,search-edf,operational_loss,0.0
stage6_03,reference,2,search-edf,operational_loss,0.0
stage6_04,reference,2,search-edf,operational_loss,0.0
stage6_05,reference,2,search-edf,operational_loss,0.0
stage6_06,reference,2,search-edf,operational_loss,2.6666666666666665
stage6_07,reference,2,search-edf,operational_loss,0.0
stage6_00,reference,2,search-edf,task_completed,0.0
stage6_01,reference,2,search-edf,task_completed,0.0
stage6_02,reference,2,search-edf,task_completed,0.0
stage6_03,reference,2,search-edf,task_completed,0.0
stage6_04,reference,2,search-edf,task_completed,0.0
stage6_05,reference,2,search-edf,task_completed,0.0
stage6_06,reference,2,search-edf,task_completed,-0.3333333333333335
stage6_07,reference,2,search-edf,task_completed,0.0
stage6_00,reference,2,search-edf,wrong_transactions,0.0
stage6_01,reference,2,search-edf,wrong_transactions,0.0
stage6_02,reference,2,search-edf,wrong_transactions,0.0
stage6_03,reference,2,search-edf,wrong_transactions,0.0
stage6_04,reference,2,search-edf,wrong_transactions,0.0
stage6_05,reference,2,search-edf,wrong_transactions,0.0
stage6_06,reference,2,search-edf,wrong_transactions,0.3333333333333333
stage6_07,reference,2,search-edf,wrong_transactions,0.0
stage6_00,reference,2,search-edf,review_busy_ticks,0.0
stage6_01,reference,2,search-edf,review_busy_ticks,0.0
stage6_02,reference,2,search-edf,review_busy_ticks,0.0
stage6_03,reference,2,search-edf,review_busy_ticks,0.0
stage6_04,reference,2,search-edf,review_busy_ticks,0.0
stage6_05,reference,2,search-edf,review_busy_ticks,0.0
stage6_06,reference,2,search-edf,review_busy_ticks,0.0
stage6_07,reference,2,search-edf,review_busy_ticks,0.0
stage6_00,reference,2,search-fcfs,operational_loss,0.0
stage6_01,reference,2,search-fcfs,operational_loss,0.0
stage6_02,reference,2,search-fcfs,operational_loss,0.0
stage6_03,reference,2,search-fcfs,operational_loss,0.0
stage6_04,reference,2,search-fcfs,operational_loss,0.0
stage6_05,reference,2,search-fcfs,operational_loss,0.0
stage6_06,reference,2,search-fcfs,operational_loss,2.6666666666666665
stage6_07,reference,2,search-fcfs,operational_loss,0.0
stage6_00,reference,2,search-fcfs,task_completed,0.0
stage6_01,reference,2,search-fcfs,task_completed,0.0
stage6_02,reference,2,search-fcfs,task_completed,0.0
stage6_03,reference,2,search-fcfs,task_completed,0.0
stage6_04,reference,2,search-fcfs,task_completed,0.0
stage6_05,reference,2,search-fcfs,task_completed,0.0
stage6_06,reference,2,search-fcfs,task_completed,-0.3333333333333335
stage6_07,reference,2,search-fcfs,task_completed,0.0
stage6_00,reference,2,search-fcfs,wrong_transactions,0.0
stage6_01,reference,2,search-fcfs,wrong_transactions,0.0
stage6_02,reference,2,search-fcfs,wrong_transactions,0.0
stage6_03,reference,2,search-fcfs,wrong_transactions,0.0
stage6_04,reference,2,search-fcfs,wrong_transactions,0.0
stage6_05,reference,2,search-fcfs,wrong_transactions,0.0
stage6_06,reference,2,search-fcfs,wrong_transactions,0.3333333333333333
stage6_07,reference,2,search-fcfs,wrong_transactions,0.0
stage6_00,reference,2,search-fcfs,review_busy_ticks,0.0
stage6_01,reference,2,search-fcfs,review_busy_ticks,0.0
stage6_02,reference,2,search-fcfs,review_busy_ticks,0.0
stage6_03,reference,2,search-fcfs,review_busy_ticks,0.0
stage6_04,reference,2,search-fcfs,review_busy_ticks,0.0
stage6_05,reference,2,search-fcfs,review_busy_ticks,0.0
stage6_06,reference,2,search-fcfs,review_busy_ticks,0.0
stage6_07,reference,2,search-fcfs,review_busy_ticks,0.0
stage6_00,reference,2,search-uncertainty,operational_loss,0.0
stage6_01,reference,2,search-uncertainty,operational_loss,0.0
stage6_02,reference,2,search-uncertainty,operational_loss,0.0
stage6_03,reference,2,search-uncertainty,operational_loss,0.0
stage6_04,reference,2,search-uncertainty,operational_loss,0.0
stage6_05,reference,2,search-uncertainty,operational_loss,0.0
stage6_06,reference,2,search-uncertainty,operational_loss,2.6666666666666665
stage6_07,reference,2,search-uncertainty,operational_loss,16.0
stage6_00,reference,2,search-uncertainty,task_completed,0.0
stage6_01,reference,2,search-uncertainty,task_completed,0.0
stage6_02,reference,2,search-uncertainty,task_completed,0.0
stage6_03,reference,2,search-uncertainty,task_completed,0.0
stage6_04,reference,2,search-uncertainty,task_completed,0.0
stage6_05,reference,2,search-uncertainty,task_completed,0.0
stage6_06,reference,2,search-uncertainty,task_completed,-0.3333333333333335
stage6_07,reference,2,search-uncertainty,task_completed,-1.0
stage6_00,reference,2,search-uncertainty,wrong_transactions,0.0
stage6_01,reference,2,search-uncertainty,wrong_transactions,0.0
stage6_02,reference,2,search-uncertainty,wrong_transactions,0.0
stage6_03,reference,2,search-uncertainty,wrong_transactions,0.0
stage6_04,reference,2,search-uncertainty,wrong_transactions,0.0
stage6_05,reference,2,search-uncertainty,wrong_transactions,0.0
stage6_06,reference,2,search-uncertainty,wrong_transactions,0.3333333333333333
stage6_07,reference,2,search-uncertainty,wrong_transactions,1.0
stage6_00,reference,2,search-uncertainty,review_busy_ticks,1.3333333333333335
stage6_01,reference,2,search-uncertainty,review_busy_ticks,0.0
stage6_02,reference,2,search-uncertainty,review_busy_ticks,0.0
stage6_03,reference,2,search-uncertainty,review_busy_ticks,0.0
stage6_04,reference,2,search-uncertainty,review_busy_ticks,0.0
stage6_05,reference,2,search-uncertainty,review_busy_ticks,0.0
stage6_06,reference,2,search-uncertainty,review_busy_ticks,0.0
stage6_07,reference,2,search-uncertainty,review_busy_ticks,0.0
stage6_00,reference,2,search-no_review,operational_loss,-16.0
stage6_01,reference,2,search-no_review,operational_loss,0.0
stage6_02,reference,2,search-no_review,operational_loss,0.0
stage6_03,reference,2,search-no_review,operational_loss,-5.333333333333333
stage6_04,reference,2,search-no_review,operational_loss,-10.666666666666668
stage6_05,reference,2,search-no_review,operational_loss,0.0
stage6_06,reference,2,search-no_review,operational_loss,0.0
stage6_07,reference,2,search-no_review,operational_loss,0.0
stage6_00,reference,2,search-no_review,task_completed,1.3333333333333335
stage6_01,reference,2,search-no_review,task_completed,0.0
stage6_02,reference,2,search-no_review,task_completed,0.0
stage6_03,reference,2,search-no_review,task_completed,0.6666666666666667
stage6_04,reference,2,search-no_review,task_completed,0.6666666666666667
stage6_05,reference,2,search-no_review,task_completed,0.0
stage6_06,reference,2,search-no_review,task_completed,0.0
stage6_07,reference,2,search-no_review,task_completed,0.0
stage6_00,reference,2,search-no_review,wrong_transactions,-1.3333333333333333
stage6_01,reference,2,search-no_review,wrong_transactions,0.0
stage6_02,reference,2,search-no_review,wrong_transactions,0.0
stage6_03,reference,2,search-no_review,wrong_transactions,-0.6666666666666666
stage6_04,reference,2,search-no_review,wrong_transactions,-0.6666666666666666
stage6_05,reference,2,search-no_review,wrong_transactions,0.0
stage6_06,reference,2,search-no_review,wrong_transactions,0.0
stage6_07,reference,2,search-no_review,wrong_transactions,0.0
stage6_00,reference,2,search-no_review,review_busy_ticks,4.666666666666667
stage6_01,reference,2,search-no_review,review_busy_ticks,4.0
stage6_02,reference,2,search-no_review,review_busy_ticks,3.3333333333333335
stage6_03,reference,2,search-no_review,review_busy_ticks,3.3333333333333335
stage6_04,reference,2,search-no_review,review_busy_ticks,3.3333333333333335
stage6_05,reference,2,search-no_review,review_busy_ticks,2.6666666666666665
stage6_06,reference,2,search-no_review,review_busy_ticks,4.0
stage6_07,reference,2,search-no_review,review_busy_ticks,4.0
stage6_00,approve_block,1,search-greedy,operational_loss,0.0
stage6_01,approve_block,1,search-greedy,operational_loss,0.0
stage6_02,approve_block,1,search-greedy,operational_loss,0.0
stage6_03,approve_block,1,search-greedy,operational_loss,0.0
stage6_04,approve_block,1,search-greedy,operational_loss,0.0
stage6_05,approve_block,1,search-greedy,operational_loss,0.0
stage6_06,approve_block,1,search-greedy,operational_loss,0.0
stage6_07,approve_block,1,search-greedy,operational_loss,0.0
stage6_00,approve_block,1,search-greedy,task_completed,0.0
stage6_01,approve_block,1,search-greedy,task_completed,0.0
stage6_02,approve_block,1,search-greedy,task_completed,0.0
stage6_03,approve_block,1,search-greedy,task_completed,0.0
stage6_04,approve_block,1,search-greedy,task_completed,0.0
stage6_05,approve_block,1,search-greedy,task_completed,0.0
stage6_06,approve_block,1,search-greedy,task_completed,0.0
stage6_07,approve_block,1,search-greedy,task_completed,0.0
stage6_00,approve_block,1,search-greedy,wrong_transactions,0.0
stage6_01,approve_block,1,search-greedy,wrong_transactions,0.0
stage6_02,approve_block,1,search-greedy,wrong_transactions,0.0
stage6_03,approve_block,1,search-greedy,wrong_transactions,0.0
stage6_04,approve_block,1,search-greedy,wrong_transactions,0.0
stage6_05,approve_block,1,search-greedy,wrong_transactions,0.0
stage6_06,approve_block,1,search-greedy,wrong_transactions,0.0
stage6_07,approve_block,1,search-greedy,wrong_transactions,0.0
stage6_00,approve_block,1,search-greedy,review_busy_ticks,0.3333333333333335
stage6_01,approve_block,1,search-greedy,review_busy_ticks,0.0
stage6_02,approve_block,1,search-greedy,review_busy_ticks,0.0
stage6_03,approve_block,1,search-greedy,review_busy_ticks,0.0
stage6_04,approve_block,1,search-greedy,review_busy_ticks,0.0
stage6_05,approve_block,1,search-greedy,review_busy_ticks,0.0
stage6_06,approve_block,1,search-greedy,review_busy_ticks,0.3333333333333335
stage6_07,approve_block,1,search-greedy,review_busy_ticks,1.0
stage6_00,approve_block,1,search-edf,operational_loss,0.0
stage6_01,approve_block,1,search-edf,operational_loss,0.0
stage6_02,approve_block,1,search-edf,operational_loss,0.0
stage6_03,approve_block,1,search-edf,operational_loss,0.0
stage6_04,approve_block,1,search-edf,operational_loss,0.0
stage6_05,approve_block,1,search-edf,operational_loss,0.0
stage6_06,approve_block,1,search-edf,operational_loss,0.0
stage6_07,approve_block,1,search-edf,operational_loss,0.0
stage6_00,approve_block,1,search-edf,task_completed,0.0
stage6_01,approve_block,1,search-edf,task_completed,0.0
stage6_02,approve_block,1,search-edf,task_completed,0.0
stage6_03,approve_block,1,search-edf,task_completed,0.0
stage6_04,approve_block,1,search-edf,task_completed,0.0
stage6_05,approve_block,1,search-edf,task_completed,0.0
stage6_06,approve_block,1,search-edf,task_completed,0.0
stage6_07,approve_block,1,search-edf,task_completed,0.0
stage6_00,approve_block,1,search-edf,wrong_transactions,0.0
stage6_01,approve_block,1,search-edf,wrong_transactions,0.0
stage6_02,approve_block,1,search-edf,wrong_transactions,0.0
stage6_03,approve_block,1,search-edf,wrong_transactions,0.0
stage6_04,approve_block,1,search-edf,wrong_transactions,0.0
stage6_05,approve_block,1,search-edf,wrong_transactions,0.0
stage6_06,approve_block,1,search-edf,wrong_transactions,0.0
stage6_07,approve_block,1,search-edf,wrong_transactions,0.0
stage6_00,approve_block,1,search-edf,review_busy_ticks,0.0
stage6_01,approve_block,1,search-edf,review_busy_ticks,0.0
stage6_02,approve_block,1,search-edf,review_busy_ticks,0.0
stage6_03,approve_block,1,search-edf,review_busy_ticks,0.0
stage6_04,approve_block,1,search-edf,review_busy_ticks,0.0
stage6_05,approve_block,1,search-edf,review_busy_ticks,0.0
stage6_06,approve_block,1,search-edf,review_busy_ticks,0.0
stage6_07,approve_block,1,search-edf,review_busy_ticks,0.0
stage6_00,approve_block,1,search-fcfs,operational_loss,0.0
stage6_01,approve_block,1,search-fcfs,operational_loss,0.0
stage6_02,approve_block,1,search-fcfs,operational_loss,0.0
stage6_03,approve_block,1,search-fcfs,operational_loss,0.0
stage6_04,approve_block,1,search-fcfs,operational_loss,0.0
stage6_05,approve_block,1,search-fcfs,operational_loss,0.0
stage6_06,approve_block,1,search-fcfs,operational_loss,0.0
stage6_07,approve_block,1,search-fcfs,operational_loss,0.0
stage6_00,approve_block,1,search-fcfs,task_completed,0.0
stage6_01,approve_block,1,search-fcfs,task_completed,0.0
stage6_02,approve_block,1,search-fcfs,task_completed,0.0
stage6_03,approve_block,1,search-fcfs,task_completed,0.0
stage6_04,approve_block,1,search-fcfs,task_completed,0.0
stage6_05,approve_block,1,search-fcfs,task_completed,0.0
stage6_06,approve_block,1,search-fcfs,task_completed,0.0
stage6_07,approve_block,1,search-fcfs,task_completed,0.0
stage6_00,approve_block,1,search-fcfs,wrong_transactions,0.0
stage6_01,approve_block,1,search-fcfs,wrong_transactions,0.0
stage6_02,approve_block,1,search-fcfs,wrong_transactions,0.0
stage6_03,approve_block,1,search-fcfs,wrong_transactions,0.0
stage6_04,approve_block,1,search-fcfs,wrong_transactions,0.0
stage6_05,approve_block,1,search-fcfs,wrong_transactions,0.0
stage6_06,approve_block,1,search-fcfs,wrong_transactions,0.0
stage6_07,approve_block,1,search-fcfs,wrong_transactions,0.0
stage6_00,approve_block,1,search-fcfs,review_busy_ticks,0.0
stage6_01,approve_block,1,search-fcfs,review_busy_ticks,0.0
stage6_02,approve_block,1,search-fcfs,review_busy_ticks,0.0
stage6_03,approve_block,1,search-fcfs,review_busy_ticks,0.0
stage6_04,approve_block,1,search-fcfs,review_busy_ticks,0.0
stage6_05,approve_block,1,search-fcfs,review_busy_ticks,0.0
stage6_06,approve_block,1,search-fcfs,review_busy_ticks,0.0
stage6_07,approve_block,1,search-fcfs,review_busy_ticks,0.0
stage6_00,approve_block,1,search-uncertainty,operational_loss,0.0
stage6_01,approve_block,1,search-uncertainty,operational_loss,0.0
stage6_02,approve_block,1,search-uncertainty,operational_loss,0.0
stage6_03,approve_block,1,search-uncertainty,operational_loss,0.0
stage6_04,approve_block,1,search-uncertainty,operational_loss,0.0
stage6_05,approve_block,1,search-uncertainty,operational_loss,0.0
stage6_06,approve_block,1,search-uncertainty,operational_loss,0.0
stage6_07,approve_block,1,search-uncertainty,operational_loss,0.0
stage6_00,approve_block,1,search-uncertainty,task_completed,0.0
stage6_01,approve_block,1,search-uncertainty,task_completed,0.0
stage6_02,approve_block,1,search-uncertainty,task_completed,0.0
stage6_03,approve_block,1,search-uncertainty,task_completed,0.0
stage6_04,approve_block,1,search-uncertainty,task_completed,0.0
stage6_05,approve_block,1,search-uncertainty,task_completed,0.0
stage6_06,approve_block,1,search-uncertainty,task_completed,0.0
stage6_07,approve_block,1,search-uncertainty,task_completed,0.0
stage6_00,approve_block,1,search-uncertainty,wrong_transactions,0.0
stage6_01,approve_block,1,search-uncertainty,wrong_transactions,0.0
stage6_02,approve_block,1,search-uncertainty,wrong_transactions,0.0
stage6_03,approve_block,1,search-uncertainty,wrong_transactions,0.0
stage6_04,approve_block,1,search-uncertainty,wrong_transactions,0.0
stage6_05,approve_block,1,search-uncertainty,wrong_transactions,0.0
stage6_06,approve_block,1,search-uncertainty,wrong_transactions,0.0
stage6_07,approve_block,1,search-uncertainty,wrong_transactions,0.0
stage6_00,approve_block,1,search-uncertainty,review_busy_ticks,0.3333333333333335
stage6_01,approve_block,1,search-uncertainty,review_busy_ticks,0.0
stage6_02,approve_block,1,search-uncertainty,review_busy_ticks,0.0
stage6_03,approve_block,1,search-uncertainty,review_busy_ticks,0.0
stage6_04,approve_block,1,search-uncertainty,review_busy_ticks,0.0
stage6_05,approve_block,1,search-uncertainty,review_busy_ticks,0.0
stage6_06,approve_block,1,search-uncertainty,review_busy_ticks,0.3333333333333335
stage6_07,approve_block,1,search-uncertainty,review_busy_ticks,1.0
stage6_00,approve_block,1,search-no_review,operational_loss,-10.666666666666668
stage6_01,approve_block,1,search-no_review,operational_loss,0.0
stage6_02,approve_block,1,search-no_review,operational_loss,0.0
stage6_03,approve_block,1,search-no_review,operational_loss,-2.666666666666666
stage6_04,approve_block,1,search-no_review,operational_loss,-8.0
stage6_05,approve_block,1,search-no_review,operational_loss,0.0
stage6_06,approve_block,1,search-no_review,operational_loss,-1.333333333333333
stage6_07,approve_block,1,search-no_review,operational_loss,-12.0
stage6_00,approve_block,1,search-no_review,task_completed,0.0
stage6_01,approve_block,1,search-no_review,task_completed,0.0
stage6_02,approve_block,1,search-no_review,task_completed,0.0
stage6_03,approve_block,1,search-no_review,task_completed,0.0
stage6_04,approve_block,1,search-no_review,task_completed,0.0
stage6_05,approve_block,1,search-no_review,task_completed,0.0
stage6_06,approve_block,1,search-no_review,task_completed,0.0
stage6_07,approve_block,1,search-no_review,task_completed,0.0
stage6_00,approve_block,1,search-no_review,wrong_transactions,-1.3333333333333333
stage6_01,approve_block,1,search-no_review,wrong_transactions,0.0
stage6_02,approve_block,1,search-no_review,wrong_transactions,0.0
stage6_03,approve_block,1,search-no_review,wrong_transactions,-0.6666666666666666
stage6_04,approve_block,1,search-no_review,wrong_transactions,-0.6666666666666666
stage6_05,approve_block,1,search-no_review,wrong_transactions,0.0
