id,family,seed,method,budget,episode_seconds,planning_seconds,planning_calls,max_nodes
scope_exception_5000,scope_exception,5000,no_review,0,0.00012267602141946554,0,0,0
scope_exception_5000,scope_exception,5000,no_review,1,0.00010673492215573788,0,0,0
scope_exception_5000,scope_exception,5000,no_review,2,8.676305878907442e-05,0,0,0
scope_exception_5000,scope_exception,5000,no_review,4,8.048105519264936e-05,0,0,0
scope_exception_5000,scope_exception,5000,no_review,6,8.796900510787964e-05,0,0,0
scope_exception_5000,scope_exception,5000,no_review,unlimited,8.160492870956659e-05,0,0,0
scope_exception_5000,scope_exception,5000,memory,0,0.00010072602890431881,0,0,0
scope_exception_5000,scope_exception,5000,memory,1,0.00010533700697124004,0,0,0
scope_exception_5000,scope_exception,5000,memory,2,9.749096352607012e-05,0,0,0
scope_exception_5000,scope_exception,5000,memory,4,0.00010271300561726093,0,0,0
scope_exception_5000,scope_exception,5000,memory,6,0.00010479299817234278,0,0,0
scope_exception_5000,scope_exception,5000,memory,unlimited,0.00010058004409074783,0,0,0
scope_exception_5000,scope_exception,5000,uncertainty,0,0.00014428002759814262,0,0,0
scope_exception_5000,scope_exception,5000,uncertainty,1,0.00022135197650641203,0,0,0
scope_exception_5000,scope_exception,5000,uncertainty,2,0.00024018995463848114,0,0,0
scope_exception_5000,scope_exception,5000,uncertainty,4,0.0002767400583252311,0,0,0
scope_exception_5000,scope_exception,5000,uncertainty,6,0.00028412905521690845,0,0,0
scope_exception_5000,scope_exception,5000,uncertainty,unlimited,0.00028592091985046864,0,0,0
scope_exception_5000,scope_exception,5000,depth1,0,0.00011544802691787481,2.5067944079637527e-05,1,1
scope_exception_5000,scope_exception,5000,depth1,1,0.0004145849961787462,0.0002593458630144596,2,7
scope_exception_5000,scope_exception,5000,depth1,2,0.00064702401868999,0.00046123703941702843,3,7
scope_exception_5000,scope_exception,5000,depth1,4,0.0006832539802417159,0.000483538955450058,3,7
scope_exception_5000,scope_exception,5000,depth1,6,0.0006752250483259559,0.00048490206245332956,3,7
scope_exception_5000,scope_exception,5000,depth1,unlimited,0.0007468339754268527,0.000552679761312902,3,7
scope_exception_5000,scope_exception,5000,completion,0,9.518396109342575e-05,0,0,0
scope_exception_5000,scope_exception,5000,completion,1,0.000207260949537158,0,0,0
scope_exception_5000,scope_exception,5000,completion,2,0.00031735398806631565,0,0,0
scope_exception_5000,scope_exception,5000,completion,4,0.000491649960167706,0,0,0
scope_exception_5000,scope_exception,5000,completion,6,0.00047861901111900806,0,0,0
scope_exception_5000,scope_exception,5000,completion,unlimited,0.00048813701141625643,0,0,0
scope_exception_5000,scope_exception,5000,depth2,0,0.00016487494576722383,2.4795066565275192e-05,1,1
scope_exception_5000,scope_exception,5000,depth2,1,0.0006429079221561551,0.00038923288229852915,2,7
scope_exception_5000,scope_exception,5000,depth2,2,0.0012832928914576769,0.0010539510985836387,3,19
scope_exception_5000,scope_exception,5000,depth2,4,0.0012860819697380066,0.0010941880755126476,3,19
scope_exception_5000,scope_exception,5000,depth2,6,0.001357182045467198,0.0011370180873200297,3,19
scope_exception_5000,scope_exception,5000,depth2,unlimited,0.001280847005546093,0.001078994944691658,3,19
scope_exception_5000,scope_exception,5000,depth3,0,0.00010569603182375431,9.06200148165226e-06,1,1
scope_exception_5000,scope_exception,5000,depth3,1,0.00037205498665571213,0.0002294441219419241,2,7
scope_exception_5000,scope_exception,5000,depth3,2,0.0019701810088008642,0.0017547870520502329,3,19
scope_exception_5000,scope_exception,5000,depth3,4,0.0015450370265170932,0.0013417120790109038,3,27
scope_exception_5000,scope_exception,5000,depth3,6,0.0016343890456482768,0.0014343251241371036,3,27
scope_exception_5000,scope_exception,5000,depth3,unlimited,0.001588734914548695,0.0013990300940349698,3,27
scope_exception_5000,scope_exception,5000,generic2,0,0.00010049203410744667,8.788076229393482e-06,1,1
scope_exception_5000,scope_exception,5000,generic2,1,0.00036533200182020664,0.00022533186711370945,2,7
scope_exception_5000,scope_exception,5000,generic2,2,0.0010531969601288438,0.0008642520988360047,3,19
scope_exception_5000,scope_exception,5000,generic2,4,0.0012342339614406228,0.001031298073939979,3,19
scope_exception_5000,scope_exception,5000,generic2,6,0.0012985030189156532,0.0011031400645151734,3,19
scope_exception_5000,scope_exception,5000,generic2,unlimited,0.001554068992845714,0.0012975530698895454,3,19
scope_exception_5000,scope_exception,5000,no_scope,0,0.00011481903493404388,1.1267024092376232e-05,1,1
scope_exception_5000,scope_exception,5000,no_scope,1,0.0003383329603821039,0.00017560506239533424,2,5
scope_exception_5000,scope_exception,5000,no_scope,2,0.0006554080173373222,0.0004555148771032691,3,9
scope_exception_5000,scope_exception,5000,no_scope,4,0.0007111550075933337,0.0005067280726507306,3,9
scope_exception_5000,scope_exception,5000,no_scope,6,0.0006256899796426296,0.00042431894689798355,3,9
scope_exception_5000,scope_exception,5000,no_scope,unlimited,0.0006373780779540539,0.0004267970798537135,3,9
scope_exception_5000,scope_exception,5000,request_specific,0,0.00010843900963664055,1.0536052286624908e-05,1,1
scope_exception_5000,scope_exception,5000,request_specific,1,0.0007215359946712852,0.0004903370281681418,2,15
scope_exception_5000,scope_exception,5000,request_specific,2,0.004662077990360558,0.0044356409925967455,3,99
scope_exception_5000,scope_exception,5000,request_specific,4,0.009937641094438732,0.009608582011424005,4,99
scope_exception_5000,scope_exception,5000,request_specific,6,0.010772568988613784,0.010483521036803722,4,99
scope_exception_5000,scope_exception,5000,request_specific,unlimited,0.010181276011280715,0.009872348979115486,4,99
scope_exception_5001,scope_exception,5001,no_review,0,9.737804066389799e-05,0,0,0
scope_exception_5001,scope_exception,5001,no_review,1,8.851697202771902e-05,0,0,0
scope_exception_5001,scope_exception,5001,no_review,2,8.175300899893045e-05,0,0,0
scope_exception_5001,scope_exception,5001,no_review,4,8.32119258120656e-05,0,0,0
scope_exception_5001,scope_exception,5001,no_review,6,7.798802107572556e-05,0,0,0
scope_exception_5001,scope_exception,5001,no_review,unlimited,7.748405914753675e-05,0,0,0
scope_exception_5001,scope_exception,5001,memory,0,8.991197682917118e-05,0,0,0
scope_exception_5001,scope_exception,5001,memory,1,9.844591841101646e-05,0,0,0
scope_exception_5001,scope_exception,5001,memory,2,9.84719954431057e-05,0,0,0
scope_exception_5001,scope_exception,5001,memory,4,0.00013822305481880903,0,0,0
scope_exception_5001,scope_exception,5001,memory,6,0.00010429997928440571,0,0,0
scope_exception_5001,scope_exception,5001,memory,unlimited,0.00010079692583531141,0,0,0
scope_exception_5001,scope_exception,5001,uncertainty,0,9.17200231924653e-05,0,0,0
scope_exception_5001,scope_exception,5001,uncertainty,1,0.00019061693456023932,0,0,0
scope_exception_5001,scope_exception,5001,uncertainty,2,0.00023201294243335724,0,0,0
scope_exception_5001,scope_exception,5001,uncertainty,4,0.0002723259385675192,0,0,0
scope_exception_5001,scope_exception,5001,uncertainty,6,0.0002884379355236888,0,0,0
scope_exception_5001,scope_exception,5001,uncertainty,unlimited,0.0002747270045801997,0,0,0
scope_exception_5001,scope_exception,5001,depth1,0,9.945197962224483e-05,1.1952011846005917e-05,1,1
scope_exception_5001,scope_exception,5001,depth1,1,0.0003772570053115487,0.000229345983825624,2,7
scope_exception_5001,scope_exception,5001,depth1,2,0.0006297469371929765,0.0004309569485485554,3,7
scope_exception_5001,scope_exception,5001,depth1,4,0.0006501739844679832,0.00046325603034347296,3,7
scope_exception_5001,scope_exception,5001,depth1,6,0.0006994520081207156,0.0004818149609491229,3,7
scope_exception_5001,scope_exception,5001,depth1,unlimited,0.0007431550184264779,0.000513934064656496,3,7
scope_exception_5001,scope_exception,5001,completion,0,9.50229587033391e-05,0,0,0
scope_exception_5001,scope_exception,5001,completion,1,0.00020988704636693,0,0,0
scope_exception_5001,scope_exception,5001,completion,2,0.00029171397909522057,0,0,0
scope_exception_5001,scope_exception,5001,completion,4,0.00029903894755989313,0,0,0
scope_exception_5001,scope_exception,5001,completion,6,0.00030338496435433626,0,0,0
