policy,seed,scenario_hash,evidence,status,error,planned_calls,total_loss,accrued_loss,loss_upper_bound,correct_jobs,jobs_closed,reviews_started,reviews_completed,corrections,late_returns,expired_requests,review_busy_ticks,simulated_ticks_completed,incomplete_service,episode_wall_seconds,scheduled_calls,attempts,prompt_tokens,completion_tokens,unknown_token_attempts,request_wall_seconds,agents,closure_penalty,execution_index,horizon,jobs,phase,review_ticks,risk,run_id,workload
greedy,400,efc6a697a4b0ae44a033720cf848d64338e1c40591c5b22f55f2cc625f23cda4,live_gpu,completed,,12,12,12,58,5,6,5,5,2,0,1,5,12,,2.469641,12,12,2564,84,0,1.6972569078207016,3,0,0,12,6,risk_pilot,1,frozen,risk_pilot/original/400/a3/s1/frozen/greedy/lambda0,original
delay,400,efc6a697a4b0ae44a033720cf848d64338e1c40591c5b22f55f2cc625f23cda4,live_gpu,completed,,12,4,4,58,6,6,6,6,3,0,0,6,12,,2.397427,12,12,2618,84,0,1.6739505995064974,3,0,1,12,6,risk_pilot,1,frozen,risk_pilot/original/400/a3/s1/frozen/delay/lambda0,original
greedy,400,efc6a697a4b0ae44a033720cf848d64338e1c40591c5b22f55f2cc625f23cda4,live_gpu,completed,,12,12,12,58,5,6,5,5,2,0,1,5,12,,3.152655,12,12,2564,84,0,1.6688282173126936,3,0,2,12,6,risk_pilot,1,pooled,risk_pilot/original/400/a3/s1/pooled/greedy/lambda0,original
delay,400,efc6a697a4b0ae44a033720cf848d64338e1c40591c5b22f55f2cc625f23cda4,live_gpu,completed,,12,4,4,58,6,6,6,6,3,0,0,6,12,,2.378065,12,12,2618,84,0,1.6739460453391075,3,0,3,12,6,risk_pilot,1,pooled,risk_pilot/original/400/a3/s1/pooled/delay/lambda0,original
greedy,400,efc6a697a4b0ae44a033720cf848d64338e1c40591c5b22f55f2cc625f23cda4,live_gpu,completed,,12,12,12,58,5,6,5,5,2,0,1,5,12,,2.419926,12,12,2564,84,0,1.6856061033904552,3,0,4,12,6,risk_pilot,1,analytical,risk_pilot/original/400/a3/s1/analytical/greedy/lambda0,original
delay,400,efc6a697a4b0ae44a033720cf848d64338e1c40591c5b22f55f2cc625f23cda4,live_gpu,completed,,12,4,4,58,6,6,6,6,3,0,0,6,12,,2.477642,12,12,2618,84,0,1.6841103695333004,3,0,5,12,6,risk_pilot,1,analytical,risk_pilot/original/400/a3/s1/analytical/delay/lambda0,original
delay,400,efc6a697a4b0ae44a033720cf848d64338e1c40591c5b22f55f2cc625f23cda4,live_gpu,completed,,12,28,28,58,3,6,2,2,0,0,4,4,12,,2.511029,12,12,2510,84,0,1.7035609185695648,3,0,6,12,6,risk_pilot,2,pooled,risk_pilot/original/400/a3/s2/pooled/delay/lambda0,original
greedy,400,efc6a697a4b0ae44a033720cf848d64338e1c40591c5b22f55f2cc625f23cda4,live_gpu,completed,,12,28,28,58,3,6,2,2,0,0,4,4,12,,2.47358,12,12,2510,84,0,1.6813825871795416,3,0,7,12,6,risk_pilot,2,pooled,risk_pilot/original/400/a3/s2/pooled/greedy/lambda0,original
delay,400,efc6a697a4b0ae44a033720cf848d64338e1c40591c5b22f55f2cc625f23cda4,live_gpu,completed,,12,28,28,58,3,6,2,2,0,0,4,4,12,,2.577491,12,12,2510,84,0,1.6853596698492765,3,0,8,12,6,risk_pilot,2,analytical,risk_pilot/original/400/a3/s2/analytical/delay/lambda0,original
greedy,400,efc6a697a4b0ae44a033720cf848d64338e1c40591c5b22f55f2cc625f23cda4,live_gpu,completed,,12,28,28,58,3,6,2,2,0,0,4,4,12,,3.375482,12,12,2510,84,0,1.6792026367038488,3,0,9,12,6,risk_pilot,2,analytical,risk_pilot/original/400/a3/s2/analytical/greedy/lambda0,original
delay,400,efc6a697a4b0ae44a033720cf848d64338e1c40591c5b22f55f2cc625f23cda4,live_gpu,completed,,12,28,28,58,3,6,2,2,0,0,4,4,12,,2.509183,12,12,2510,84,0,1.6783472541719675,3,0,10,12,6,risk_pilot,2,frozen,risk_pilot/original/400/a3/s2/frozen/delay/lambda0,original
greedy,400,efc6a697a4b0ae44a033720cf848d64338e1c40591c5b22f55f2cc625f23cda4,live_gpu,completed,,12,28,28,58,3,6,2,2,0,0,4,4,12,,2.4865,12,12,2510,84,0,1.6747395731508732,3,0,11,12,6,risk_pilot,2,frozen,risk_pilot/original/400/a3/s2/frozen/greedy/lambda0,original
greedy,400,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.487145,12,12,2624,84,0,1.691013416275382,3,0,12,12,6,risk_pilot,1,frozen,risk_pilot/competition/400/a3/s1/frozen/greedy/lambda0,competition
delay,400,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.499308,12,12,2624,84,0,1.6728000789880753,3,0,13,12,6,risk_pilot,1,frozen,risk_pilot/competition/400/a3/s1/frozen/delay/lambda0,competition
greedy,400,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.474765,12,12,2624,84,0,1.667199606075883,3,0,14,12,6,risk_pilot,1,pooled,risk_pilot/competition/400/a3/s1/pooled/greedy/lambda0,competition
delay,400,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.527984,12,12,2624,84,0,1.6578060202300549,3,0,15,12,6,risk_pilot,1,pooled,risk_pilot/competition/400/a3/s1/pooled/delay/lambda0,competition
greedy,400,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.584709,12,12,2624,84,0,1.672822192311287,3,0,16,12,6,risk_pilot,1,analytical,risk_pilot/competition/400/a3/s1/analytical/greedy/lambda0,competition
delay,400,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,3.03985,12,12,2624,84,0,1.6591414865106344,3,0,17,12,6,risk_pilot,1,analytical,risk_pilot/competition/400/a3/s1/analytical/delay/lambda0,competition
delay,400,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.455485,12,12,2570,84,0,1.683586847037077,3,0,18,12,6,risk_pilot,2,pooled,risk_pilot/competition/400/a3/s2/pooled/delay/lambda0,competition
greedy,400,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.481652,12,12,2570,84,0,1.6616306155920029,3,0,19,12,6,risk_pilot,2,pooled,risk_pilot/competition/400/a3/s2/pooled/greedy/lambda0,competition
delay,400,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.39463,12,12,2570,84,0,1.6724673099815845,3,0,20,12,6,risk_pilot,2,analytical,risk_pilot/competition/400/a3/s2/analytical/delay/lambda0,competition
greedy,400,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.453477,12,12,2570,84,0,1.673533946275711,3,0,21,12,6,risk_pilot,2,analytical,risk_pilot/competition/400/a3/s2/analytical/greedy/lambda0,competition
delay,400,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.401399,12,12,2570,84,0,1.673097763210535,3,0,22,12,6,risk_pilot,2,frozen,risk_pilot/competition/400/a3/s2/frozen/delay/lambda0,competition
greedy,400,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.471395,12,12,2570,84,0,1.6787364650517702,3,0,23,12,6,risk_pilot,2,frozen,risk_pilot/competition/400/a3/s2/frozen/greedy/lambda0,competition
greedy,401,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.438281,12,12,2570,84,0,1.6818025335669518,3,0,24,12,6,risk_pilot,2,pooled,risk_pilot/competition/401/a3/s2/pooled/greedy/lambda0,competition
delay,401,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.410373,12,12,2570,84,0,1.6805900074541569,3,0,25,12,6,risk_pilot,2,pooled,risk_pilot/competition/401/a3/s2/pooled/delay/lambda0,competition
greedy,401,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.362072,12,12,2570,84,0,1.669197203591466,3,0,26,12,6,risk_pilot,2,analytical,risk_pilot/competition/401/a3/s2/analytical/greedy/lambda0,competition
delay,401,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.360984,12,12,2570,84,0,1.6656001340597868,3,0,27,12,6,risk_pilot,2,analytical,risk_pilot/competition/401/a3/s2/analytical/delay/lambda0,competition
greedy,401,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.393854,12,12,2570,84,0,1.680293133482337,3,0,28,12,6,risk_pilot,2,frozen,risk_pilot/competition/401/a3/s2/frozen/greedy/lambda0,competition
delay,401,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.416364,12,12,2570,84,0,1.682630380615592,3,0,29,12,6,risk_pilot,2,frozen,risk_pilot/competition/401/a3/s2/frozen/delay/lambda0,competition
delay,401,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.401159,12,12,2624,84,0,1.68004079349339,3,0,30,12,6,risk_pilot,1,analytical,risk_pilot/competition/401/a3/s1/analytical/delay/lambda0,competition
greedy,401,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.77221,12,12,2624,84,0,1.6659157406538725,3,0,31,12,6,risk_pilot,1,analytical,risk_pilot/competition/401/a3/s1/analytical/greedy/lambda0,competition
delay,401,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.460774,12,12,2624,84,0,1.6726479344069958,3,0,32,12,6,risk_pilot,1,frozen,risk_pilot/competition/401/a3/s1/frozen/delay/lambda0,competition
greedy,401,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.528462,12,12,2624,84,0,1.6842917129397392,3,0,33,12,6,risk_pilot,1,frozen,risk_pilot/competition/401/a3/s1/frozen/greedy/lambda0,competition
delay,401,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.515524,12,12,2624,84,0,1.690033482387662,3,0,34,12,6,risk_pilot,1,pooled,risk_pilot/competition/401/a3/s1/pooled/delay/lambda0,competition
greedy,401,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.464574,12,12,2624,84,0,1.6948648300021887,3,0,35,12,6,risk_pilot,1,pooled,risk_pilot/competition/401/a3/s1/pooled/greedy/lambda0,competition
greedy,401,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,live_gpu,completed,,12,0,0,43,6,6,3,3,0,0,3,6,12,,2.431839,12,12,2564,84,0,1.7027987409383059,3,0,36,12,6,risk_pilot,2,pooled,risk_pilot/original/401/a3/s2/pooled/greedy/lambda0,original
delay,401,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,live_gpu,completed,,12,0,0,43,6,6,3,3,0,0,3,6,12,,2.379156,12,12,2564,84,0,1.6876117940992117,3,0,37,12,6,risk_pilot,2,pooled,risk_pilot/original/401/a3/s2/pooled/delay/lambda0,original
greedy,401,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,live_gpu,completed,,12,0,0,43,6,6,3,3,0,0,3,6,12,,2.451742,12,12,2564,84,0,1.6769111342728138,3,0,38,12,6,risk_pilot,2,analytical,risk_pilot/original/401/a3/s2/analytical/greedy/lambda0,original
delay,401,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,live_gpu,completed,,12,0,0,43,6,6,3,3,0,0,3,6,12,,2.394747,12,12,2564,84,0,1.6821718718856573,3,0,39,12,6,risk_pilot,2,analytical,risk_pilot/original/401/a3/s2/analytical/delay/lambda0,original
greedy,401,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,live_gpu,completed,,12,0,0,43,6,6,3,3,0,0,3,6,12,,3.063041,12,12,2564,84,0,1.6806052327156067,3,0,40,12,6,risk_pilot,2,frozen,risk_pilot/original/401/a3/s2/frozen/greedy/lambda0,original
delay,401,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,live_gpu,completed,,12,0,0,43,6,6,3,3,0,0,3,6,12,,2.431023,12,12,2564,84,0,1.6819266565144062,3,0,41,12,6,risk_pilot,2,frozen,risk_pilot/original/401/a3/s2/frozen/delay/lambda0,original
delay,401,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,live_gpu,completed,,12,0,0,43,6,6,5,5,0,0,1,5,12,,2.484573,12,12,2618,84,0,1.680718008428812,3,0,42,12,6,risk_pilot,1,analytical,risk_pilot/original/401/a3/s1/analytical/delay/lambda0,original
greedy,401,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,live_gpu,completed,,12,0,0,43,6,6,5,5,0,0,1,5,12,,2.476897,12,12,2618,84,0,1.6896273735910654,3,0,43,12,6,risk_pilot,1,analytical,risk_pilot/original/401/a3/s1/analytical/greedy/lambda0,original
delay,401,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,live_gpu,completed,,12,0,0,43,6,6,5,5,0,0,1,5,12,,2.497586,12,12,2618,84,0,1.6836563479155302,3,0,44,12,6,risk_pilot,1,frozen,risk_pilot/original/401/a3/s1/frozen/delay/lambda0,original
greedy,401,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,live_gpu,completed,,12,0,0,43,6,6,5,5,0,0,1,5,12,,2.449425,12,12,2618,84,0,1.6743154376745224,3,0,45,12,6,risk_pilot,1,frozen,risk_pilot/original/401/a3/s1/frozen/greedy/lambda0,original
delay,401,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,live_gpu,completed,,12,0,0,43,6,6,5,5,0,0,1,5,12,,2.513716,12,12,2618,84,0,1.682015299797058,3,0,46,12,6,risk_pilot,1,pooled,risk_pilot/original/401/a3/s1/pooled/delay/lambda0,original
greedy,401,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,live_gpu,completed,,12,0,0,43,6,6,5,5,0,0,1,5,12,,2.486685,12,12,2618,84,0,1.6850601565092802,3,0,47,12,6,risk_pilot,1,pooled,risk_pilot/original/401/a3/s1/pooled/greedy/lambda0,original
greedy,402,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,live_gpu,completed,,12,0,0,46,5,6,4,4,1,0,2,4,12,,2.510532,12,12,2566,84,0,1.7188195511698723,3,0,48,12,6,risk_pilot,1,analytical,risk_pilot/original/402/a3/s1/analytical/greedy/lambda0,original
delay,402,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,live_gpu,completed,,12,0,0,46,5,6,4,4,1,0,2,4,12,,2.612404,12,12,2566,84,0,1.6938292998820543,3,0,49,12,6,risk_pilot,1,analytical,risk_pilot/original/402/a3/s1/analytical/delay/lambda0,original
greedy,402,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,live_gpu,completed,,12,0,0,46,5,6,4,4,1,0,2,4,12,,2.520698,12,12,2566,84,0,1.6839937660843134,3,0,50,12,6,risk_pilot,1,frozen,risk_pilot/original/402/a3/s1/frozen/greedy/lambda0,original
delay,402,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,live_gpu,completed,,12,0,0,46,5,6,4,4,1,0,2,4,12,,2.424381,12,12,2566,84,0,1.6671222634613514,3,0,51,12,6,risk_pilot,1,frozen,risk_pilot/original/402/a3/s1/frozen/delay/lambda0,original
greedy,402,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,live_gpu,completed,,12,0,0,46,5,6,4,4,1,0,2,4,12,,2.396969,12,12,2566,84,0,1.674334280192852,3,0,52,12,6,risk_pilot,1,pooled,risk_pilot/original/402/a3/s1/pooled/greedy/lambda0,original
delay,402,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,live_gpu,completed,,12,0,0,46,5,6,4,4,1,0,2,4,12,,2.790314,12,12,2566,84,0,1.6888830829411745,3,0,53,12,6,risk_pilot,1,pooled,risk_pilot/original/402/a3/s1/pooled/delay/lambda0,original
delay,402,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,live_gpu,completed,,12,0,0,46,5,6,3,3,1,0,3,6,12,,2.421544,12,12,2566,84,0,1.6721626315265894,3,0,54,12,6,risk_pilot,2,frozen,risk_pilot/original/402/a3/s2/frozen/delay/lambda0,original
greedy,402,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,live_gpu,completed,,12,0,0,46,5,6,2,2,1,0,4,4,12,,2.439381,12,12,2512,84,0,1.6621059626340866,3,0,55,12,6,risk_pilot,2,frozen,risk_pilot/original/402/a3/s2/frozen/greedy/lambda0,original
delay,402,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,live_gpu,completed,,12,0,0,46,5,6,3,3,1,0,3,6,12,,2.392017,12,12,2566,84,0,1.6876742746680975,3,0,56,12,6,risk_pilot,2,pooled,risk_pilot/original/402/a3/s2/pooled/delay/lambda0,original
greedy,402,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,live_gpu,completed,,12,0,0,46,5,6,2,2,1,0,4,4,12,,2.451221,12,12,2512,84,0,1.6852866224944592,3,0,57,12,6,risk_pilot,2,pooled,risk_pilot/original/402/a3/s2/pooled/greedy/lambda0,original
delay,402,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,live_gpu,completed,,12,0,0,46,5,6,3,3,1,0,3,6,12,,2.468063,12,12,2566,84,0,1.6746072098612785,3,0,58,12,6,risk_pilot,2,analytical,risk_pilot/original/402/a3/s2/analytical/delay/lambda0,original
greedy,402,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,live_gpu,completed,,12,0,0,46,5,6,2,2,1,0,4,4,12,,2.408699,12,12,2512,84,0,1.6907446961849928,3,0,59,12,6,risk_pilot,2,analytical,risk_pilot/original/402/a3/s2/analytical/greedy/lambda0,original
greedy,402,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,live_gpu,completed,,12,0,0,48,6,6,5,5,1,0,1,5,12,,2.438237,12,12,2570,84,0,1.6719620078802109,3,0,60,12,6,risk_pilot,1,analytical,risk_pilot/competition/402/a3/s1/analytical/greedy/lambda0,competition
delay,402,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,live_gpu,completed,,12,0,0,48,6,6,6,6,1,0,0,6,12,,2.404096,12,12,2624,84,0,1.6735721845179796,3,0,61,12,6,risk_pilot,1,analytical,risk_pilot/competition/402/a3/s1/analytical/delay/lambda0,competition
greedy,402,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,live_gpu,completed,,12,0,0,48,6,6,5,5,1,0,1,5,12,,2.438024,12,12,2570,84,0,1.6811921391636133,3,0,62,12,6,risk_pilot,1,frozen,risk_pilot/competition/402/a3/s1/frozen/greedy/lambda0,competition
delay,402,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,live_gpu,completed,,12,0,0,48,6,6,6,6,1,0,0,6,12,,2.428715,12,12,2624,84,0,1.6820522248744965,3,0,63,12,6,risk_pilot,1,frozen,risk_pilot/competition/402/a3/s1/frozen/delay/lambda0,competition
greedy,402,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,live_gpu,completed,,12,0,0,48,6,6,5,5,1,0,1,5,12,,2.417521,12,12,2570,84,0,1.6836879514157772,3,0,64,12,6,risk_pilot,1,pooled,risk_pilot/competition/402/a3/s1/pooled/greedy/lambda0,competition
delay,402,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,live_gpu,completed,,12,0,0,48,6,6,6,6,1,0,0,6,12,,2.466055,12,12,2624,84,0,1.675942875444889,3,0,65,12,6,risk_pilot,1,pooled,risk_pilot/competition/402/a3/s1/pooled/delay/lambda0,competition
delay,402,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,8,12,,2.397084,12,12,2570,84,0,1.6852215565741062,3,0,66,12,6,risk_pilot,2,frozen,risk_pilot/competition/402/a3/s2/frozen/delay/lambda0,competition
greedy,402,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,8,12,,2.409298,12,12,2570,84,0,1.679879629984498,3,0,67,12,6,risk_pilot,2,frozen,risk_pilot/competition/402/a3/s2/frozen/greedy/lambda0,competition
delay,402,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,8,12,,2.351658,12,12,2570,84,0,1.6727771256119013,3,0,68,12,6,risk_pilot,2,pooled,risk_pilot/competition/402/a3/s2/pooled/delay/lambda0,competition
greedy,402,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,8,12,,2.330431,12,12,2570,84,0,1.65750390291214,3,0,69,12,6,risk_pilot,2,pooled,risk_pilot/competition/402/a3/s2/pooled/greedy/lambda0,competition
delay,402,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,8,12,,2.384439,12,12,2570,84,0,1.681968692690134,3,0,70,12,6,risk_pilot,2,analytical,risk_pilot/competition/402/a3/s2/analytical/delay/lambda0,competition
greedy,402,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,8,12,,2.436675,12,12,2570,84,0,1.672323863953352,3,0,71,12,6,risk_pilot,2,analytical,risk_pilot/competition/402/a3/s2/analytical/greedy/lambda0,competition
greedy,403,c96d1c14ef04b88727042281368a6cf327773a11bdb01f8e6d56209b68b9c3d0,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.361796,12,12,2570,84,0,1.6696401331573725,3,0,72,12,6,risk_pilot,2,frozen,risk_pilot/competition/403/a3/s2/frozen/greedy/lambda0,competition
delay,403,c96d1c14ef04b88727042281368a6cf327773a11bdb01f8e6d56209b68b9c3d0,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.364154,12,12,2570,84,0,1.682700650766492,3,0,73,12,6,risk_pilot,2,frozen,risk_pilot/competition/403/a3/s2/frozen/delay/lambda0,competition
greedy,403,c96d1c14ef04b88727042281368a6cf327773a11bdb01f8e6d56209b68b9c3d0,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.420827,12,12,2570,84,0,1.681447310373187,3,0,74,12,6,risk_pilot,2,pooled,risk_pilot/competition/403/a3/s2/pooled/greedy/lambda0,competition
delay,403,c96d1c14ef04b88727042281368a6cf327773a11bdb01f8e6d56209b68b9c3d0,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.396647,12,12,2570,84,0,1.674374707043171,3,0,75,12,6,risk_pilot,2,pooled,risk_pilot/competition/403/a3/s2/pooled/delay/lambda0,competition
greedy,403,c96d1c14ef04b88727042281368a6cf327773a11bdb01f8e6d56209b68b9c3d0,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,3.164874,12,12,2570,84,0,1.6733104586601257,3,0,76,12,6,risk_pilot,2,analytical,risk_pilot/competition/403/a3/s2/analytical/greedy/lambda0,competition
delay,403,c96d1c14ef04b88727042281368a6cf327773a11bdb01f8e6d56209b68b9c3d0,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.420452,12,12,2570,84,0,1.6889878083020449,3,0,77,12,6,risk_pilot,2,analytical,risk_pilot/competition/403/a3/s2/analytical/delay/lambda0,competition
delay,403,c96d1c14ef04b88727042281368a6cf327773a11bdb01f8e6d56209b68b9c3d0,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.391712,12,12,2624,84,0,1.666352991014719,3,0,78,12,6,risk_pilot,1,pooled,risk_pilot/competition/403/a3/s1/pooled/delay/lambda0,competition
greedy,403,c96d1c14ef04b88727042281368a6cf327773a11bdb01f8e6d56209b68b9c3d0,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,4,12,,2.420007,12,12,2570,84,0,1.685081085190177,3,0,79,12,6,risk_pilot,1,pooled,risk_pilot/competition/403/a3/s1/pooled/greedy/lambda0,competition
delay,403,c96d1c14ef04b88727042281368a6cf327773a11bdb01f8e6d56209b68b9c3d0,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.435018,12,12,2624,84,0,1.6786420214921236,3,0,80,12,6,risk_pilot,1,analytical,risk_pilot/competition/403/a3/s1/analytical/delay/lambda0,competition
greedy,403,c96d1c14ef04b88727042281368a6cf327773a11bdb01f8e6d56209b68b9c3d0,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,4,12,,3.404952,12,12,2570,84,0,1.6701840441673994,3,0,81,12,6,risk_pilot,1,analytical,risk_pilot/competition/403/a3/s1/analytical/greedy/lambda0,competition
delay,403,c96d1c14ef04b88727042281368a6cf327773a11bdb01f8e6d56209b68b9c3d0,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.371165,12,12,2624,84,0,1.6674258653074503,3,0,82,12,6,risk_pilot,1,frozen,risk_pilot/competition/403/a3/s1/frozen/delay/lambda0,competition
