policy,seed,scenario_hash,evidence,status,error,planned_calls,total_loss,accrued_loss,loss_upper_bound,correct_jobs,jobs_closed,reviews_started,reviews_completed,corrections,late_returns,expired_requests,review_busy_ticks,simulated_ticks_completed,incomplete_service,episode_wall_seconds,scheduled_calls,attempts,prompt_tokens,completion_tokens,unknown_token_attempts,request_wall_seconds,agents,closure_penalty,execution_index,horizon,jobs,phase,review_ticks,risk,run_id,workload
greedy,403,c96d1c14ef04b88727042281368a6cf327773a11bdb01f8e6d56209b68b9c3d0,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,4,12,,2.418324,12,12,2570,84,0,1.7008401323109865,3,0,83,12,6,risk_pilot,1,frozen,risk_pilot/competition/403/a3/s1/frozen/greedy/lambda0,competition
greedy,403,64246fac866110750f9b381f55d9e8bf4cdec7672d465579f6b7e0a3cffa92cd,live_gpu,completed,,12,6,6,44,4,6,2,2,0,0,4,4,12,,2.797817,12,12,2508,84,0,1.6713608093559742,3,0,84,12,6,risk_pilot,2,frozen,risk_pilot/original/403/a3/s2/frozen/greedy/lambda0,original
delay,403,64246fac866110750f9b381f55d9e8bf4cdec7672d465579f6b7e0a3cffa92cd,live_gpu,completed,,12,6,6,44,4,6,2,2,0,0,4,4,12,,2.299752,12,12,2508,84,0,1.666639817878604,3,0,85,12,6,risk_pilot,2,frozen,risk_pilot/original/403/a3/s2/frozen/delay/lambda0,original
greedy,403,64246fac866110750f9b381f55d9e8bf4cdec7672d465579f6b7e0a3cffa92cd,live_gpu,completed,,12,6,6,44,4,6,2,2,0,0,4,4,12,,2.332886,12,12,2508,84,0,1.68189712241292,3,0,86,12,6,risk_pilot,2,pooled,risk_pilot/original/403/a3/s2/pooled/greedy/lambda0,original
delay,403,64246fac866110750f9b381f55d9e8bf4cdec7672d465579f6b7e0a3cffa92cd,live_gpu,completed,,12,6,6,44,4,6,2,2,0,0,4,4,12,,2.326189,12,12,2508,84,0,1.677847484126687,3,0,87,12,6,risk_pilot,2,pooled,risk_pilot/original/403/a3/s2/pooled/delay/lambda0,original
greedy,403,64246fac866110750f9b381f55d9e8bf4cdec7672d465579f6b7e0a3cffa92cd,live_gpu,completed,,12,6,6,44,4,6,2,2,0,0,4,4,12,,2.773715,12,12,2508,84,0,1.677056273445487,3,0,88,12,6,risk_pilot,2,analytical,risk_pilot/original/403/a3/s2/analytical/greedy/lambda0,original
delay,403,64246fac866110750f9b381f55d9e8bf4cdec7672d465579f6b7e0a3cffa92cd,live_gpu,completed,,12,6,6,44,4,6,2,2,0,0,4,4,12,,2.343882,12,12,2508,84,0,1.681711969897151,3,0,89,12,6,risk_pilot,2,analytical,risk_pilot/original/403/a3/s2/analytical/delay/lambda0,original
delay,403,64246fac866110750f9b381f55d9e8bf4cdec7672d465579f6b7e0a3cffa92cd,live_gpu,completed,,12,3,3,44,5,6,4,4,1,0,2,4,12,,2.336291,12,12,2562,84,0,1.6761776357889175,3,0,90,12,6,risk_pilot,1,pooled,risk_pilot/original/403/a3/s1/pooled/delay/lambda0,original
greedy,403,64246fac866110750f9b381f55d9e8bf4cdec7672d465579f6b7e0a3cffa92cd,live_gpu,completed,,12,6,6,44,4,6,3,3,0,0,3,3,12,,2.337943,12,12,2562,84,0,1.685504112392664,3,0,91,12,6,risk_pilot,1,pooled,risk_pilot/original/403/a3/s1/pooled/greedy/lambda0,original
delay,403,64246fac866110750f9b381f55d9e8bf4cdec7672d465579f6b7e0a3cffa92cd,live_gpu,completed,,12,3,3,44,5,6,4,4,1,0,2,4,12,,2.425734,12,12,2562,84,0,1.6758629381656647,3,0,92,12,6,risk_pilot,1,analytical,risk_pilot/original/403/a3/s1/analytical/delay/lambda0,original
greedy,403,64246fac866110750f9b381f55d9e8bf4cdec7672d465579f6b7e0a3cffa92cd,live_gpu,completed,,12,6,6,44,4,6,3,3,0,0,3,3,12,,2.382659,12,12,2562,84,0,1.6787258945405483,3,0,93,12,6,risk_pilot,1,analytical,risk_pilot/original/403/a3/s1/analytical/greedy/lambda0,original
delay,403,64246fac866110750f9b381f55d9e8bf4cdec7672d465579f6b7e0a3cffa92cd,live_gpu,completed,,12,3,3,44,5,6,4,4,1,0,2,4,12,,2.354523,12,12,2562,84,0,1.6888760421425104,3,0,94,12,6,risk_pilot,1,frozen,risk_pilot/original/403/a3/s1/frozen/delay/lambda0,original
greedy,403,64246fac866110750f9b381f55d9e8bf4cdec7672d465579f6b7e0a3cffa92cd,live_gpu,completed,,12,6,6,44,4,6,3,3,0,0,3,3,12,,2.327353,12,12,2562,84,0,1.6737560629844666,3,0,95,12,6,risk_pilot,1,frozen,risk_pilot/original/403/a3/s1/frozen/greedy/lambda0,original
greedy,404,252037109f73a6f0e3638e4af4baaafd5db8879fcb9c4a046f1678a59d2e71c0,live_gpu,completed,,12,13,13,80,6,6,5,5,3,0,1,5,12,,2.46947,12,12,2618,84,0,1.6964260209351778,3,0,96,12,6,risk_pilot,1,pooled,risk_pilot/original/404/a3/s1/pooled/greedy/lambda0,original
delay,404,252037109f73a6f0e3638e4af4baaafd5db8879fcb9c4a046f1678a59d2e71c0,live_gpu,completed,,12,13,13,80,6,6,5,5,3,0,1,5,12,,2.421032,12,12,2618,84,0,1.6756063401699066,3,0,97,12,6,risk_pilot,1,pooled,risk_pilot/original/404/a3/s1/pooled/delay/lambda0,original
greedy,404,252037109f73a6f0e3638e4af4baaafd5db8879fcb9c4a046f1678a59d2e71c0,live_gpu,completed,,12,10,10,80,6,6,5,5,3,0,1,5,12,,2.390148,12,12,2618,84,0,1.670893942937255,3,0,98,12,6,risk_pilot,1,analytical,risk_pilot/original/404/a3/s1/analytical/greedy/lambda0,original
delay,404,252037109f73a6f0e3638e4af4baaafd5db8879fcb9c4a046f1678a59d2e71c0,live_gpu,completed,,12,10,10,80,6,6,5,5,3,0,1,5,12,,2.418527,12,12,2618,84,0,1.669451043009758,3,0,99,12,6,risk_pilot,1,analytical,risk_pilot/original/404/a3/s1/analytical/delay/lambda0,original
greedy,404,252037109f73a6f0e3638e4af4baaafd5db8879fcb9c4a046f1678a59d2e71c0,live_gpu,completed,,12,13,13,80,6,6,5,5,3,0,1,5,12,,2.400717,12,12,2618,84,0,1.670785315334797,3,0,100,12,6,risk_pilot,1,frozen,risk_pilot/original/404/a3/s1/frozen/greedy/lambda0,original
delay,404,252037109f73a6f0e3638e4af4baaafd5db8879fcb9c4a046f1678a59d2e71c0,live_gpu,completed,,12,13,13,80,6,6,5,5,3,0,1,5,12,,2.423044,12,12,2618,84,0,1.6725180335342884,3,0,101,12,6,risk_pilot,1,frozen,risk_pilot/original/404/a3/s1/frozen/delay/lambda0,original
delay,404,252037109f73a6f0e3638e4af4baaafd5db8879fcb9c4a046f1678a59d2e71c0,live_gpu,completed,,12,20,20,80,6,6,4,4,3,0,2,8,12,,2.333079,12,12,2564,84,0,1.6766883190721273,3,0,102,12,6,risk_pilot,2,analytical,risk_pilot/original/404/a3/s2/analytical/delay/lambda0,original
greedy,404,252037109f73a6f0e3638e4af4baaafd5db8879fcb9c4a046f1678a59d2e71c0,live_gpu,completed,,12,20,20,80,6,6,4,4,3,0,2,8,12,,2.418787,12,12,2564,84,0,1.6821962092071772,3,0,103,12,6,risk_pilot,2,analytical,risk_pilot/original/404/a3/s2/analytical/greedy/lambda0,original
delay,404,252037109f73a6f0e3638e4af4baaafd5db8879fcb9c4a046f1678a59d2e71c0,live_gpu,completed,,12,23,23,80,5,6,4,4,2,0,2,8,12,,2.363773,12,12,2564,84,0,1.6673062946647406,3,0,104,12,6,risk_pilot,2,frozen,risk_pilot/original/404/a3/s2/frozen/delay/lambda0,original
greedy,404,252037109f73a6f0e3638e4af4baaafd5db8879fcb9c4a046f1678a59d2e71c0,live_gpu,completed,,12,23,23,80,5,6,4,4,2,0,2,8,12,,2.682385,12,12,2564,84,0,1.6803889255970716,3,0,105,12,6,risk_pilot,2,frozen,risk_pilot/original/404/a3/s2/frozen/greedy/lambda0,original
delay,404,252037109f73a6f0e3638e4af4baaafd5db8879fcb9c4a046f1678a59d2e71c0,live_gpu,completed,,12,23,23,80,5,6,4,4,2,0,2,8,12,,2.447485,12,12,2564,84,0,1.6802314016968012,3,0,106,12,6,risk_pilot,2,pooled,risk_pilot/original/404/a3/s2/pooled/delay/lambda0,original
greedy,404,252037109f73a6f0e3638e4af4baaafd5db8879fcb9c4a046f1678a59d2e71c0,live_gpu,completed,,12,23,23,80,5,6,4,4,2,0,2,8,12,,2.352216,12,12,2564,84,0,1.6745942272245884,3,0,107,12,6,risk_pilot,2,pooled,risk_pilot/original/404/a3/s2/pooled/greedy/lambda0,original
greedy,404,a5819423a90e946132a2853279b77cb92d70bf845db21f83bdaaad2550ab57eb,live_gpu,completed,,12,4,4,48,5,6,5,5,1,0,1,5,12,,2.923939,12,12,2624,84,0,1.6941526643931866,3,0,108,12,6,risk_pilot,1,pooled,risk_pilot/competition/404/a3/s1/pooled/greedy/lambda0,competition
delay,404,a5819423a90e946132a2853279b77cb92d70bf845db21f83bdaaad2550ab57eb,live_gpu,completed,,12,0,0,48,6,6,6,6,2,0,0,6,12,,2.40006,12,12,2624,84,0,1.6680249273777008,3,0,109,12,6,risk_pilot,1,pooled,risk_pilot/competition/404/a3/s1/pooled/delay/lambda0,competition
greedy,404,a5819423a90e946132a2853279b77cb92d70bf845db21f83bdaaad2550ab57eb,live_gpu,completed,,12,0,0,48,6,6,6,6,2,0,0,6,12,,2.968949,12,12,2624,84,0,1.6694690249860287,3,0,110,12,6,risk_pilot,1,analytical,risk_pilot/competition/404/a3/s1/analytical/greedy/lambda0,competition
delay,404,a5819423a90e946132a2853279b77cb92d70bf845db21f83bdaaad2550ab57eb,live_gpu,completed,,12,0,0,48,6,6,6,6,2,0,0,6,12,,2.361361,12,12,2624,84,0,1.6746971663087606,3,0,111,12,6,risk_pilot,1,analytical,risk_pilot/competition/404/a3/s1/analytical/delay/lambda0,competition
greedy,404,a5819423a90e946132a2853279b77cb92d70bf845db21f83bdaaad2550ab57eb,live_gpu,completed,,12,4,4,48,5,6,5,5,1,0,1,5,12,,2.391225,12,12,2624,84,0,1.6643013563007116,3,0,112,12,6,risk_pilot,1,frozen,risk_pilot/competition/404/a3/s1/frozen/greedy/lambda0,competition
delay,404,a5819423a90e946132a2853279b77cb92d70bf845db21f83bdaaad2550ab57eb,live_gpu,completed,,12,0,0,48,6,6,6,6,2,0,0,6,12,,2.383304,12,12,2624,84,0,1.67478172108531,3,0,113,12,6,risk_pilot,1,frozen,risk_pilot/competition/404/a3/s1/frozen/delay/lambda0,competition
delay,404,a5819423a90e946132a2853279b77cb92d70bf845db21f83bdaaad2550ab57eb,live_gpu,completed,,12,4,4,48,5,6,4,4,1,0,2,8,12,,2.804305,12,12,2570,84,0,1.6760366782546043,3,0,114,12,6,risk_pilot,2,analytical,risk_pilot/competition/404/a3/s2/analytical/delay/lambda0,competition
greedy,404,a5819423a90e946132a2853279b77cb92d70bf845db21f83bdaaad2550ab57eb,live_gpu,completed,,12,8,8,48,4,6,4,4,0,0,2,8,12,,2.332407,12,12,2570,84,0,1.6687051616609097,3,0,115,12,6,risk_pilot,2,analytical,risk_pilot/competition/404/a3/s2/analytical/greedy/lambda0,competition
delay,404,a5819423a90e946132a2853279b77cb92d70bf845db21f83bdaaad2550ab57eb,live_gpu,completed,,12,8,8,48,4,6,4,4,0,0,2,8,12,,2.337786,12,12,2570,84,0,1.680944062769413,3,0,116,12,6,risk_pilot,2,frozen,risk_pilot/competition/404/a3/s2/frozen/delay/lambda0,competition
greedy,404,a5819423a90e946132a2853279b77cb92d70bf845db21f83bdaaad2550ab57eb,live_gpu,completed,,12,8,8,48,4,6,4,4,0,0,2,8,12,,2.32123,12,12,2570,84,0,1.6625169403851032,3,0,117,12,6,risk_pilot,2,frozen,risk_pilot/competition/404/a3/s2/frozen/greedy/lambda0,competition
delay,404,a5819423a90e946132a2853279b77cb92d70bf845db21f83bdaaad2550ab57eb,live_gpu,completed,,12,8,8,48,4,6,4,4,0,0,2,8,12,,2.330705,12,12,2570,84,0,1.6754673551768064,3,0,118,12,6,risk_pilot,2,pooled,risk_pilot/competition/404/a3/s2/pooled/delay/lambda0,competition
greedy,404,a5819423a90e946132a2853279b77cb92d70bf845db21f83bdaaad2550ab57eb,live_gpu,completed,,12,8,8,48,4,6,4,4,0,0,2,8,12,,2.415876,12,12,2570,84,0,1.6758885867893696,3,0,119,12,6,risk_pilot,2,pooled,risk_pilot/competition/404/a3/s2/pooled/greedy/lambda0,competition
greedy,405,5a481b9b4aee7cccc85ee839f15fcb96322b9e102b937d366bc76be2d1240cec,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,8,12,,2.439103,12,12,2570,84,0,1.6788202729076147,3,0,120,12,6,risk_pilot,2,analytical,risk_pilot/competition/405/a3/s2/analytical/greedy/lambda0,competition
delay,405,5a481b9b4aee7cccc85ee839f15fcb96322b9e102b937d366bc76be2d1240cec,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,8,12,,2.33172,12,12,2570,84,0,1.6772313639521599,3,0,121,12,6,risk_pilot,2,analytical,risk_pilot/competition/405/a3/s2/analytical/delay/lambda0,competition
greedy,405,5a481b9b4aee7cccc85ee839f15fcb96322b9e102b937d366bc76be2d1240cec,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,8,12,,2.373179,12,12,2570,84,0,1.6898651700466871,3,0,122,12,6,risk_pilot,2,frozen,risk_pilot/competition/405/a3/s2/frozen/greedy/lambda0,competition
delay,405,5a481b9b4aee7cccc85ee839f15fcb96322b9e102b937d366bc76be2d1240cec,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,8,12,,2.35704,12,12,2570,84,0,1.6702736336737871,3,0,123,12,6,risk_pilot,2,frozen,risk_pilot/competition/405/a3/s2/frozen/delay/lambda0,competition
greedy,405,5a481b9b4aee7cccc85ee839f15fcb96322b9e102b937d366bc76be2d1240cec,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,8,12,,2.360707,12,12,2570,84,0,1.666618276387453,3,0,124,12,6,risk_pilot,2,pooled,risk_pilot/competition/405/a3/s2/pooled/greedy/lambda0,competition
delay,405,5a481b9b4aee7cccc85ee839f15fcb96322b9e102b937d366bc76be2d1240cec,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,8,12,,2.332658,12,12,2570,84,0,1.6536890380084515,3,0,125,12,6,risk_pilot,2,pooled,risk_pilot/competition/405/a3/s2/pooled/delay/lambda0,competition
delay,405,5a481b9b4aee7cccc85ee839f15fcb96322b9e102b937d366bc76be2d1240cec,live_gpu,completed,,12,0,0,48,6,6,6,6,1,0,0,6,12,,2.679547,12,12,2624,84,0,1.6660131309181452,3,0,126,12,6,risk_pilot,1,frozen,risk_pilot/competition/405/a3/s1/frozen/delay/lambda0,competition
greedy,405,5a481b9b4aee7cccc85ee839f15fcb96322b9e102b937d366bc76be2d1240cec,live_gpu,completed,,12,0,0,48,6,6,5,5,1,0,1,5,12,,2.411884,12,12,2624,84,0,1.6828319113701582,3,0,127,12,6,risk_pilot,1,frozen,risk_pilot/competition/405/a3/s1/frozen/greedy/lambda0,competition
delay,405,5a481b9b4aee7cccc85ee839f15fcb96322b9e102b937d366bc76be2d1240cec,live_gpu,completed,,12,0,0,48,6,6,6,6,1,0,0,6,12,,2.444486,12,12,2624,84,0,1.6693929862231016,3,0,128,12,6,risk_pilot,1,pooled,risk_pilot/competition/405/a3/s1/pooled/delay/lambda0,competition
greedy,405,5a481b9b4aee7cccc85ee839f15fcb96322b9e102b937d366bc76be2d1240cec,live_gpu,completed,,12,0,0,48,6,6,5,5,1,0,1,5,12,,3.164325,12,12,2624,84,0,1.6740735303610563,3,0,129,12,6,risk_pilot,1,pooled,risk_pilot/competition/405/a3/s1/pooled/greedy/lambda0,competition
delay,405,5a481b9b4aee7cccc85ee839f15fcb96322b9e102b937d366bc76be2d1240cec,live_gpu,completed,,12,0,0,48,6,6,6,6,1,0,0,6,12,,2.356611,12,12,2624,84,0,1.6721195615828037,3,0,130,12,6,risk_pilot,1,analytical,risk_pilot/competition/405/a3/s1/analytical/delay/lambda0,competition
greedy,405,5a481b9b4aee7cccc85ee839f15fcb96322b9e102b937d366bc76be2d1240cec,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,4,12,,2.359166,12,12,2570,84,0,1.66687130369246,3,0,131,12,6,risk_pilot,1,analytical,risk_pilot/competition/405/a3/s1/analytical/greedy/lambda0,competition
greedy,405,a9a1580815e0709f222de4bb287a14f9ed5113362b77b55212eb4253e6a31f8e,live_gpu,completed,,12,3,3,50,5,6,3,3,0,0,3,6,12,,2.317136,12,12,2562,84,0,1.6769822370260954,3,0,132,12,6,risk_pilot,2,analytical,risk_pilot/original/405/a3/s2/analytical/greedy/lambda0,original
delay,405,a9a1580815e0709f222de4bb287a14f9ed5113362b77b55212eb4253e6a31f8e,live_gpu,completed,,12,3,3,50,5,6,3,3,0,0,3,6,12,,2.35954,12,12,2562,84,0,1.6812105141580105,3,0,133,12,6,risk_pilot,2,analytical,risk_pilot/original/405/a3/s2/analytical/delay/lambda0,original
greedy,405,a9a1580815e0709f222de4bb287a14f9ed5113362b77b55212eb4253e6a31f8e,live_gpu,completed,,12,3,3,50,5,6,3,3,0,0,3,6,12,,2.299364,12,12,2562,84,0,1.6750680934637785,3,0,134,12,6,risk_pilot,2,frozen,risk_pilot/original/405/a3/s2/frozen/greedy/lambda0,original
delay,405,a9a1580815e0709f222de4bb287a14f9ed5113362b77b55212eb4253e6a31f8e,live_gpu,completed,,12,3,3,50,5,6,3,3,0,0,3,6,12,,2.321024,12,12,2562,84,0,1.663699110969901,3,0,135,12,6,risk_pilot,2,frozen,risk_pilot/original/405/a3/s2/frozen/delay/lambda0,original
greedy,405,a9a1580815e0709f222de4bb287a14f9ed5113362b77b55212eb4253e6a31f8e,live_gpu,completed,,12,3,3,50,5,6,3,3,0,0,3,6,12,,2.329511,12,12,2562,84,0,1.6671644560992718,3,0,136,12,6,risk_pilot,2,pooled,risk_pilot/original/405/a3/s2/pooled/greedy/lambda0,original
delay,405,a9a1580815e0709f222de4bb287a14f9ed5113362b77b55212eb4253e6a31f8e,live_gpu,completed,,12,3,3,50,5,6,3,3,0,0,3,6,12,,2.289275,12,12,2562,84,0,1.66606230661273,3,0,137,12,6,risk_pilot,2,pooled,risk_pilot/original/405/a3/s2/pooled/delay/lambda0,original
delay,405,a9a1580815e0709f222de4bb287a14f9ed5113362b77b55212eb4253e6a31f8e,live_gpu,completed,,12,3,3,50,5,6,3,3,0,0,3,3,12,,2.341582,12,12,2562,84,0,1.6736788265407085,3,0,138,12,6,risk_pilot,1,frozen,risk_pilot/original/405/a3/s1/frozen/delay/lambda0,original
greedy,405,a9a1580815e0709f222de4bb287a14f9ed5113362b77b55212eb4253e6a31f8e,live_gpu,completed,,12,3,3,50,5,6,3,3,0,0,3,3,12,,2.398332,12,12,2562,84,0,1.6758279725909233,3,0,139,12,6,risk_pilot,1,frozen,risk_pilot/original/405/a3/s1/frozen/greedy/lambda0,original
delay,405,a9a1580815e0709f222de4bb287a14f9ed5113362b77b55212eb4253e6a31f8e,live_gpu,completed,,12,3,3,50,5,6,3,3,0,0,3,3,12,,2.343088,12,12,2562,84,0,1.669330708682537,3,0,140,12,6,risk_pilot,1,pooled,risk_pilot/original/405/a3/s1/pooled/delay/lambda0,original
greedy,405,a9a1580815e0709f222de4bb287a14f9ed5113362b77b55212eb4253e6a31f8e,live_gpu,completed,,12,3,3,50,5,6,3,3,0,0,3,3,12,,2.300282,12,12,2562,84,0,1.6684678718447685,3,0,141,12,6,risk_pilot,1,pooled,risk_pilot/original/405/a3/s1/pooled/greedy/lambda0,original
delay,405,a9a1580815e0709f222de4bb287a14f9ed5113362b77b55212eb4253e6a31f8e,live_gpu,completed,,12,3,3,50,5,6,3,3,0,0,3,3,12,,3.103497,12,12,2562,84,0,1.6764244306832552,3,0,142,12,6,risk_pilot,1,analytical,risk_pilot/original/405/a3/s1/analytical/delay/lambda0,original
greedy,405,a9a1580815e0709f222de4bb287a14f9ed5113362b77b55212eb4253e6a31f8e,live_gpu,completed,,12,3,3,50,5,6,3,3,0,0,3,3,12,,2.401831,12,12,2562,84,0,1.659411646425724,3,0,143,12,6,risk_pilot,1,analytical,risk_pilot/original/405/a3/s1/analytical/greedy/lambda0,original
greedy,406,13bdeff3e089b0e14d41831575ce63079bcc59cef30c538b2f83633b6ad320a0,live_gpu,completed,,12,0,0,27,6,6,3,3,0,0,3,3,12,,2.324689,12,12,2512,84,0,1.675690159201622,3,0,144,12,6,risk_pilot,1,frozen,risk_pilot/original/406/a3/s1/frozen/greedy/lambda0,original
delay,406,13bdeff3e089b0e14d41831575ce63079bcc59cef30c538b2f83633b6ad320a0,live_gpu,completed,,12,0,0,27,6,6,3,3,0,0,3,3,12,,2.395086,12,12,2512,84,0,1.6705927848815918,3,0,145,12,6,risk_pilot,1,frozen,risk_pilot/original/406/a3/s1/frozen/delay/lambda0,original
greedy,406,13bdeff3e089b0e14d41831575ce63079bcc59cef30c538b2f83633b6ad320a0,live_gpu,completed,,12,0,0,27,6,6,3,3,0,0,3,3,12,,2.371953,12,12,2512,84,0,1.6627357993274927,3,0,146,12,6,risk_pilot,1,pooled,risk_pilot/original/406/a3/s1/pooled/greedy/lambda0,original
delay,406,13bdeff3e089b0e14d41831575ce63079bcc59cef30c538b2f83633b6ad320a0,live_gpu,completed,,12,0,0,27,6,6,3,3,0,0,3,3,12,,2.337795,12,12,2512,84,0,1.6664146650582552,3,0,147,12,6,risk_pilot,1,pooled,risk_pilot/original/406/a3/s1/pooled/delay/lambda0,original
greedy,406,13bdeff3e089b0e14d41831575ce63079bcc59cef30c538b2f83633b6ad320a0,live_gpu,completed,,12,0,0,27,6,6,3,3,0,0,3,3,12,,2.407626,12,12,2512,84,0,1.6832214538007975,3,0,148,12,6,risk_pilot,1,analytical,risk_pilot/original/406/a3/s1/analytical/greedy/lambda0,original
delay,406,13bdeff3e089b0e14d41831575ce63079bcc59cef30c538b2f83633b6ad320a0,live_gpu,completed,,12,0,0,27,6,6,3,3,0,0,3,3,12,,2.342833,12,12,2512,84,0,1.6669725216925144,3,0,149,12,6,risk_pilot,1,analytical,risk_pilot/original/406/a3/s1/analytical/delay/lambda0,original
delay,406,13bdeff3e089b0e14d41831575ce63079bcc59cef30c538b2f83633b6ad320a0,live_gpu,completed,,12,0,0,27,6,6,3,3,0,0,3,6,12,,2.35351,12,12,2512,84,0,1.6705885082483292,3,0,150,12,6,risk_pilot,2,pooled,risk_pilot/original/406/a3/s2/pooled/delay/lambda0,original
greedy,406,13bdeff3e089b0e14d41831575ce63079bcc59cef30c538b2f83633b6ad320a0,live_gpu,completed,,12,0,0,27,6,6,3,3,0,0,3,6,12,,2.344734,12,12,2512,84,0,1.6643587462604046,3,0,151,12,6,risk_pilot,2,pooled,risk_pilot/original/406/a3/s2/pooled/greedy/lambda0,original
delay,406,13bdeff3e089b0e14d41831575ce63079bcc59cef30c538b2f83633b6ad320a0,live_gpu,completed,,12,0,0,27,6,6,3,3,0,0,3,6,12,,2.527714,12,12,2512,84,0,1.6633123327046633,3,0,152,12,6,risk_pilot,2,analytical,risk_pilot/original/406/a3/s2/analytical/delay/lambda0,original
greedy,406,13bdeff3e089b0e14d41831575ce63079bcc59cef30c538b2f83633b6ad320a0,live_gpu,completed,,12,0,0,27,6,6,3,3,0,0,3,6,12,,2.33214,12,12,2512,84,0,1.667085850611329,3,0,153,12,6,risk_pilot,2,analytical,risk_pilot/original/406/a3/s2/analytical/greedy/lambda0,original
delay,406,13bdeff3e089b0e14d41831575ce63079bcc59cef30c538b2f83633b6ad320a0,live_gpu,completed,,12,0,0,27,6,6,3,3,0,0,3,6,12,,2.426184,12,12,2512,84,0,1.6820082236081362,3,0,154,12,6,risk_pilot,2,frozen,risk_pilot/original/406/a3/s2/frozen/delay/lambda0,original
greedy,406,13bdeff3e089b0e14d41831575ce63079bcc59cef30c538b2f83633b6ad320a0,live_gpu,completed,,12,0,0,27,6,6,3,3,0,0,3,6,12,,2.394414,12,12,2512,84,0,1.6814347691833973,3,0,155,12,6,risk_pilot,2,frozen,risk_pilot/original/406/a3/s2/frozen/greedy/lambda0,original
greedy,406,c90af1ad100faf1cda889ef486bed5903a2f5cbec7cb7222f18d9dd545788db7,live_gpu,completed,,12,0,0,48,6,6,5,5,1,0,1,5,12,,2.419194,12,12,2624,84,0,1.6712303161621094,3,0,156,12,6,risk_pilot,1,frozen,risk_pilot/competition/406/a3/s1/frozen/greedy/lambda0,competition
delay,406,c90af1ad100faf1cda889ef486bed5903a2f5cbec7cb7222f18d9dd545788db7,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.315289,12,12,2624,84,0,1.6567185521125793,3,0,157,12,6,risk_pilot,1,frozen,risk_pilot/competition/406/a3/s1/frozen/delay/lambda0,competition
greedy,406,c90af1ad100faf1cda889ef486bed5903a2f5cbec7cb7222f18d9dd545788db7,live_gpu,completed,,12,0,0,48,6,6,5,5,0,0,1,5,12,,2.446119,12,12,2624,84,0,1.6719266083091497,3,0,158,12,6,risk_pilot,1,pooled,risk_pilot/competition/406/a3/s1/pooled/greedy/lambda0,competition
delay,406,c90af1ad100faf1cda889ef486bed5903a2f5cbec7cb7222f18d9dd545788db7,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.448046,12,12,2624,84,0,1.6711218729615211,3,0,159,12,6,risk_pilot,1,pooled,risk_pilot/competition/406/a3/s1/pooled/delay/lambda0,competition
greedy,406,c90af1ad100faf1cda889ef486bed5903a2f5cbec7cb7222f18d9dd545788db7,live_gpu,completed,,12,0,0,48,6,6,5,5,0,0,1,5,12,,3.317784,12,12,2624,84,0,1.6623909529298544,3,0,160,12,6,risk_pilot,1,analytical,risk_pilot/competition/406/a3/s1/analytical/greedy/lambda0,competition
delay,406,c90af1ad100faf1cda889ef486bed5903a2f5cbec7cb7222f18d9dd545788db7,live_gpu,completed,,12,0,0,48,6,6,6,6,0,0,0,6,12,,2.358448,12,12,2624,84,0,1.6692185029387474,3,0,161,12,6,risk_pilot,1,analytical,risk_pilot/competition/406/a3/s1/analytical/delay/lambda0,competition
delay,406,c90af1ad100faf1cda889ef486bed5903a2f5cbec7cb7222f18d9dd545788db7,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.290997,12,12,2570,84,0,1.6725030075758696,3,0,162,12,6,risk_pilot,2,pooled,risk_pilot/competition/406/a3/s2/pooled/delay/lambda0,competition
greedy,406,c90af1ad100faf1cda889ef486bed5903a2f5cbec7cb7222f18d9dd545788db7,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.369984,12,12,2570,84,0,1.6818891000002623,3,0,163,12,6,risk_pilot,2,pooled,risk_pilot/competition/406/a3/s2/pooled/greedy/lambda0,competition
delay,406,c90af1ad100faf1cda889ef486bed5903a2f5cbec7cb7222f18d9dd545788db7,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.547904,12,12,2570,84,0,1.673461651429534,3,0,164,12,6,risk_pilot,2,analytical,risk_pilot/competition/406/a3/s2/analytical/delay/lambda0,competition
