MUL0036.json 0 [('ok', True), ('ok', True), ('ok', True)]
MUL0036.json 1 [('ok', True), ('ok', True), ('ok', True)]
MUL0049.json 0 [('ok', True), ('ok', True), ('ok', True)]
MUL0049.json 1 [('ok', True), ('ok', True), ('ok', True)]
MUL0051.json 0 [('ok', True), ('ok', True), ('ok', True)]
MUL0051.json 1 [('ok', True), ('ok', True), ('ok', True)]
MUL0055.json 0 [('ok', True), ('ok', True), ('ok', True)]
MUL0055.json 1 [('ok', True), ('ok', True), ('ok', True)]
MUL0065.json 0 [('ok', True), ('ok', True), ('ok', True)]
MUL0065.json 1 [('ok', True), ('ok', True), ('ok', True)]
MUL0082.json 0 [('ok', True), ('ok', True), ('ok', True)]
MUL0082.json 1 [('ok', True), ('ok', True), ('ok', True)]
MUL0093.json 0 [('ok', True), ('ok', True), ('ok', True)]
MUL0093.json 1 [('ok', True), ('ok', True), ('ok', True)]
MUL0106.json 0 [('ok', True), ('ok', True), ('ok', True)]
MUL0106.json 1 [('ok', True), ('ok', True), ('ok', True)]
MUL0126.json 0 [('ok', True), ('ok', True), ('ok', True)]
MUL0126.json 1 [('ok', True), ('ok', True), ('ok', True)]
MUL0128.json 0 [('ok', True), ('ok', True), ('ok', True)]
MUL0128.json 1 [('ok', True), ('ok', True), ('ok', True)]
MUL0129.json 0 [('ok', True), ('ok', True), ('ok', True)]
MUL0129.json 1 [('ok', True), ('ok', True), ('ok', True)]
MUL0135.json 0 [('ok', True), ('ok', True), ('ok', True)]
MUL0135.json 1 [('ok', True), ('ok', True), ('ok', True)]
