bundle_id,replicate,review_duration,policy,tick,pending,eligible,selected,greedy_choice,search_choice,edf_choice,planning_seconds,ordered_subsets_evaluated
development_00,4,2,uncertainty,6,0,0,,,,,6.789923645555973e-07,0
development_00,4,2,greedy,0,2,2,train:000,train:000,train:004,train:004,5.596398841589689e-05,0
development_00,4,2,greedy,2,1,1,train:009,train:009,train:009,train:009,4.055898170918226e-05,0
development_00,4,2,greedy,4,0,0,,,,,4.157016519457102e-06,0
development_00,4,2,greedy,5,0,0,,,,,7.520429790019989e-07,0
development_00,4,2,greedy,6,0,0,,,,,6.680493243038654e-07,0
development_00,4,2,search,0,2,2,train:004,train:000,train:004,train:004,4.5907043386250734e-05,5
development_00,4,2,search,2,2,2,train:000,train:000,train:000,train:000,5.404098192229867e-05,5
development_00,4,2,search,4,1,1,train:009,train:009,train:009,train:009,3.7483987398445606e-05,2
development_00,4,2,search,6,0,0,,,,,7.400987669825554e-06,0
development_00,4,1,no_review,0,2,2,,train:000,train:000,train:004,3.097800072282553e-05,0
development_00,4,1,no_review,1,3,3,,train:000,train:004,train:004,3.630202263593674e-05,0
development_00,4,1,no_review,2,2,2,,train:000,train:000,train:000,5.0640024710446596e-05,0
development_00,4,1,no_review,3,2,2,,train:000,train:000,train:000,2.2144988179206848e-05,0
development_00,4,1,no_review,4,1,1,,train:009,train:009,train:009,3.0450988560914993e-05,0
development_00,4,1,no_review,5,1,1,,train:009,train:009,train:009,1.1839030776172876e-05,0
development_00,4,1,no_review,6,0,0,,,,,3.4770346246659756e-06,0
development_00,4,1,fcfs,0,2,2,train:000,train:000,train:000,train:004,3.2185984309762716e-05,0
development_00,4,1,fcfs,1,2,2,train:004,train:009,train:004,train:004,3.0546041671186686e-05,0
development_00,4,1,fcfs,2,1,1,train:009,train:009,train:009,train:009,2.601795131340623e-05,0
development_00,4,1,fcfs,3,0,0,,,,,6.891030352562666e-06,0
development_00,4,1,fcfs,4,0,0,,,,,8.489587344229221e-07,0
development_00,4,1,fcfs,5,0,0,,,,,7.00994860380888e-07,0
development_00,4,1,fcfs,6,0,0,,,,,6.699701771140099e-07,0
development_00,4,1,edf,0,2,2,train:004,train:000,train:000,train:004,3.220699727535248e-05,0
development_00,4,1,edf,1,2,2,train:000,train:000,train:000,train:000,3.190804272890091e-05,0
development_00,4,1,edf,2,1,1,train:009,train:009,train:009,train:009,4.131603054702282e-05,0
development_00,4,1,edf,3,0,0,,,,,3.8869911804795265e-06,0
development_00,4,1,edf,4,0,0,,,,,7.360358722507954e-07,0
development_00,4,1,edf,5,0,0,,,,,7.180497050285339e-07,0
development_00,4,1,edf,6,0,0,,,,,6.729969754815102e-07,0
development_00,4,1,uncertainty,0,2,2,train:000,train:000,train:000,train:004,3.753002965822816e-05,0
development_00,4,1,uncertainty,1,2,2,train:009,train:009,train:004,train:004,3.497302532196045e-05,0
development_00,4,1,uncertainty,2,0,0,,,,,5.928974132984877e-06,0
development_00,4,1,uncertainty,3,0,0,,,,,9.409850463271141e-07,0
development_00,4,1,uncertainty,4,0,0,,,,,6.939517334103584e-07,0
development_00,4,1,uncertainty,5,0,0,,,,,6.67001586407423e-07,0
development_00,4,1,uncertainty,6,0,0,,,,,7.449998520314693e-07,0
development_00,4,1,greedy,0,2,2,train:000,train:000,train:000,train:004,4.02859877794981e-05,0
development_00,4,1,greedy,1,2,2,train:009,train:009,train:004,train:004,3.295001806691289e-05,0
development_00,4,1,greedy,2,0,0,,,,,5.511043127626181e-06,0
development_00,4,1,greedy,3,0,0,,,,,1.7490237951278687e-06,0
development_00,4,1,greedy,4,0,0,,,,,9.880168363451958e-07,0
development_00,4,1,greedy,5,0,0,,,,,9.639770723879337e-07,0
development_00,4,1,greedy,6,0,0,,,,,1.2500095181167126e-06,0
development_00,4,1,search,0,2,2,train:000,train:000,train:000,train:004,4.197005182504654e-05,5
development_00,4,1,search,1,2,2,train:004,train:009,train:004,train:004,4.509900463744998e-05,5
development_00,4,1,search,2,1,1,train:009,train:009,train:009,train:009,3.4931988921016455e-05,2
development_00,4,1,search,3,0,0,,,,,4.76400600746274e-06,0
development_00,4,1,search,4,0,0,,,,,1.3710232451558113e-06,0
development_00,4,1,search,5,0,0,,,,,7.069902494549751e-07,0
development_00,4,1,search,6,0,0,,,,,6.880145519971848e-07,0
development_01,2,1,fcfs,0,2,2,train:001,train:001,train:001,train:001,3.0354014597833157e-05,0
development_01,2,1,fcfs,1,2,2,train:016,train:019,train:016,train:016,2.917798701673746e-05,0
development_01,2,1,fcfs,2,1,1,train:019,train:019,train:019,train:019,2.924900036305189e-05,0
development_01,2,1,fcfs,3,0,0,,,,,6.746966391801834e-06,0
development_01,2,1,fcfs,4,0,0,,,,,7.029739208519459e-07,0
development_01,2,1,fcfs,5,0,0,,,,,6.780028343200684e-07,0
development_01,2,1,edf,0,2,2,train:001,train:001,train:001,train:001,4.493200685828924e-05,0
development_01,2,1,edf,1,2,2,train:016,train:019,train:016,train:016,3.234599716961384e-05,0
development_01,2,1,edf,2,1,1,train:019,train:019,train:019,train:019,3.06169968098402e-05,0
development_01,2,1,edf,3,0,0,,,,,4.165980499237776e-06,0
development_01,2,1,edf,4,0,0,,,,,7.119961082935333e-07,0
development_01,2,1,edf,5,0,0,,,,,6.959890015423298e-07,0
development_01,2,1,uncertainty,0,2,2,train:001,train:001,train:001,train:001,3.194401506334543e-05,0
development_01,2,1,uncertainty,1,2,2,train:019,train:019,train:016,train:016,3.369501791894436e-05,0
development_01,2,1,uncertainty,2,1,1,train:016,train:016,train:016,train:016,3.3253978472203016e-05,0
development_01,2,1,uncertainty,3,0,0,,,,,4.1780294850468636e-06,0
development_01,2,1,uncertainty,4,0,0,,,,,7.390044629573822e-07,0
development_01,2,1,uncertainty,5,0,0,,,,,7.399939931929111e-07,0
development_01,2,1,greedy,0,2,2,train:001,train:001,train:001,train:001,4.5388995204120874e-05,0
development_01,2,1,greedy,1,2,2,train:019,train:019,train:016,train:016,4.001299384981394e-05,0
development_01,2,1,greedy,2,1,1,train:016,train:016,train:016,train:016,4.50710067525506e-05,0
development_01,2,1,greedy,3,0,0,,,,,3.3659744076430798e-06,0
development_01,2,1,greedy,4,0,0,,,,,7.249764166772366e-07,0
development_01,2,1,greedy,5,0,0,,,,,6.830086931586266e-07,0
development_01,2,1,search,0,2,2,train:001,train:001,train:001,train:001,4.3640960939228535e-05,5
development_01,2,1,search,1,2,2,train:016,train:019,train:016,train:016,4.665902815759182e-05,5
development_01,2,1,search,2,1,1,train:019,train:019,train:019,train:019,4.14910027757287e-05,2
development_01,2,1,search,3,0,0,,,,,5.585025064647198e-06,0
development_01,2,1,search,4,0,0,,,,,1.428008545190096e-06,0
development_01,2,1,search,5,0,0,,,,,1.3390090316534042e-06,0
development_01,2,1,no_review,0,2,2,,train:001,train:001,train:001,3.0234979931265116e-05,0
development_01,2,1,no_review,1,3,3,,train:001,train:001,train:001,3.2985000871121883e-05,0
development_01,2,1,no_review,2,2,2,,train:019,train:016,train:016,5.038001108914614e-05,0
development_01,2,1,no_review,3,2,2,,train:019,train:016,train:016,2.3478001821786165e-05,0
development_01,2,1,no_review,4,2,2,,train:019,train:019,train:016,2.181698800995946e-05,0
development_01,2,1,no_review,5,0,0,,,,,5.361973308026791e-06,0
development_01,2,2,fcfs,0,2,2,train:001,train:001,train:001,train:001,3.0387018341571093e-05,0
development_01,2,2,fcfs,2,2,2,train:016,train:019,train:019,train:016,4.377495497465134e-05,0
development_01,2,2,fcfs,4,1,0,,,,,4.4320011511445045e-05,0
development_01,2,2,fcfs,5,0,0,,,,,3.569002728909254e-06,0
development_01,2,2,edf,0,2,2,train:001,train:001,train:001,train:001,3.4930999390780926e-05,0
development_01,2,2,edf,2,2,2,train:016,train:019,train:019,train:016,4.600296961143613e-05,0
development_01,2,2,edf,4,1,0,,,,,3.6909012123942375e-05,0
development_01,2,2,edf,5,0,0,,,,,3.731984179466963e-06,0
development_01,2,2,uncertainty,0,2,2,train:001,train:001,train:001,train:001,3.684597322717309e-05,0
development_01,2,2,uncertainty,2,2,2,train:019,train:019,train:019,train:016,4.6927016228437424e-05,0
development_01,2,2,uncertainty,4,1,0,,,,,3.225100226700306e-05,0
development_01,2,2,uncertainty,5,0,0,,,,,7.158960215747356e-06,0
development_01,2,2,greedy,0,2,2,train:001,train:001,train:001,train:001,3.6144047044217587e-05,0
development_01,2,2,greedy,2,2,2,train:019,train:019,train:019,train:016,5.387497367337346e-05,0
development_01,2,2,greedy,4,1,0,,,,,3.051903331652284e-05,0
development_01,2,2,greedy,5,0,0,,,,,6.64097024127841e-06,0
development_01,2,2,search,0,2,2,train:001,train:001,train:001,train:001,4.149897722527385e-05,5
development_01,2,2,search,2,2,2,train:019,train:019,train:019,train:016,5.825702100992203e-05,5
development_01,2,2,search,4,1,0,,,,,3.513001138344407e-05,0
development_01,2,2,search,5,0,0,,,,,3.4030526876449585e-06,0
development_01,2,2,no_review,0,2,2,,train:001,train:001,train:001,3.2051990274339914e-05,0
development_01,2,2,no_review,1,3,2,,train:019,train:016,train:016,3.249698784202337e-05,0
development_01,2,2,no_review,2,2,2,,train:019,train:019,train:016,5.763000808656216e-05,0
development_01,2,2,no_review,3,2,2,,train:019,train:019,train:016,2.323702210560441e-05,0
development_01,2,2,no_review,4,2,0,,,,,2.2124033421278e-05,0
development_01,2,2,no_review,5,0,0,,,,,4.041008651256561e-06,0
development_01,3,1,fcfs,0,2,2,train:001,train:001,train:001,train:001,3.905600169673562e-05,0
development_01,3,1,fcfs,1,2,2,train:016,train:019,train:016,train:016,3.292597830295563e-05,0
development_01,3,1,fcfs,2,1,1,train:019,train:019,train:019,train:019,3.4030003007501364e-05,0
development_01,3,1,fcfs,3,0,0,,,,,7.26897269487381e-06,0
development_01,3,1,fcfs,4,0,0,,,,,7.229973562061787e-07,0
development_01,3,1,fcfs,5,0,0,,,,,7.070484571158886e-07,0
development_01,3,1,edf,0,2,2,train:001,train:001,train:001,train:001,3.3454038202762604e-05,0
development_01,3,1,edf,1,2,2,train:016,train:019,train:016,train:016,3.3235002774745226e-05,0
development_01,3,1,edf,2,1,1,train:019,train:019,train:019,train:019,4.486198304221034e-05,0
development_01,3,1,edf,3,0,0,,,,,5.228037480264902e-06,0
development_01,3,1,edf,4,0,0,,,,,6.830086931586266e-07,0
development_01,3,1,edf,5,0,0,,,,,6.560003384947777e-07,0
development_01,3,1,uncertainty,0,2,2,train:001,train:001,train:001,train:001,3.294396447017789e-05,0
development_01,3,1,uncertainty,1,2,2,train:019,train:019,train:016,train:016,3.421795554459095e-05,0
development_01,3,1,uncertainty,2,1,1,train:016,train:016,train:016,train:016,3.4449039958417416e-05,0
development_01,3,1,uncertainty,3,0,0,,,,,5.164009053260088e-06,0
development_01,3,1,uncertainty,4,0,0,,,,,7.519847713410854e-07,0
development_01,3,1,uncertainty,5,0,0,,,,,8.050119504332542e-07,0
development_01,3,1,greedy,0,2,2,train:001,train:001,train:001,train:001,3.3124000765383244e-05,0
development_01,3,1,greedy,1,2,2,train:019,train:019,train:016,train:016,3.36900120601058e-05,0
development_01,3,1,greedy,2,1,1,train:016,train:016,train:016,train:016,3.2518000807613134e-05,0
development_01,3,1,greedy,3,0,0,,,,,3.833964001387358e-06,0
development_01,3,1,greedy,4,0,0,,,,,7.649650797247887e-07,0
development_01,3,1,greedy,5,0,0,,,,,7.220078259706497e-07,0
development_01,3,1,search,0,2,2,train:001,train:001,train:001,train:001,4.17970004491508e-05,5
development_01,3,1,search,1,2,2,train:016,train:019,train:016,train:016,4.277197876945138e-05,5
development_01,3,1,search,2,1,1,train:019,train:019,train:019,train:019,3.68239707313478e-05,2
development_01,3,1,search,3,0,0,,,,,4.155968781560659e-06,0
development_01,3,1,search,4,0,0,,,,,7.189810276031494e-07,0
development_01,3,1,search,5,0,0,,,,,6.820191629230976e-07,0
development_01,3,1,no_review,0,2,2,,train:001,train:001,train:001,3.2325973734259605e-05,0
development_01,3,1,no_review,1,3,3,,train:001,train:001,train:001,3.283098340034485e-05,0
development_01,3,1,no_review,2,2,2,,train:019,train:016,train:016,4.490697756409645e-05,0
development_01,3,1,no_review,3,2,2,,train:019,train:016,train:016,2.2061052732169628e-05,0
development_01,3,1,no_review,4,2,2,,train:019,train:019,train:016,2.1781015675514936e-05,0
development_01,3,1,no_review,5,0,0,,,,,1.1121039278805256e-05,0
development_01,3,2,fcfs,0,2,2,train:001,train:001,train:001,train:001,3.046001074835658e-05,0
development_01,3,2,fcfs,2,2,2,train:016,train:019,train:019,train:016,4.452600842341781e-05,0
development_01,3,2,fcfs,4,1,0,,,,,3.501900937408209e-05,0
development_01,3,2,fcfs,5,0,0,,,,,5.266978405416012e-06,0
development_01,3,2,edf,0,2,2,train:001,train:001,train:001,train:001,4.353903932496905e-05,0
development_01,3,2,edf,2,2,2,train:016,train:019,train:019,train:016,4.943599924445152e-05,0
development_01,3,2,edf,4,1,0,,,,,3.7323974538594484e-05,0
development_01,3,2,edf,5,0,0,,,,,5.856039933860302e-06,0
development_01,3,2,uncertainty,0,2,2,train:001,train:001,train:001,train:001,3.380898851901293e-05,0
development_01,3,2,uncertainty,2,2,2,train:019,train:019,train:019,train:016,4.955497570335865e-05,0
development_01,3,2,uncertainty,4,1,0,,,,,3.41840204782784e-05,0
development_01,3,2,uncertainty,5,0,0,,,,,3.1339586712419987e-06,0
development_01,3,2,greedy,0,2,2,train:001,train:001,train:001,train:001,3.3146003261208534e-05,0
development_01,3,2,greedy,2,2,2,train:019,train:019,train:019,train:016,4.8151006922125816e-05,0
development_01,3,2,greedy,4,1,0,,,,,4.101602826267481e-05,0
development_01,3,2,greedy,5,0,0,,,,,2.8629438020288944e-06,0
development_01,3,2,search,0,2,2,train:001,train:001,train:001,train:001,7.719895802438259e-05,5
development_01,3,2,search,2,2,2,train:019,train:019,train:019,train:016,6.304902490228415e-05,5
development_01,3,2,search,4,1,0,,,,,4.676205571740866e-05,0
development_01,3,2,search,5,0,0,,,,,4.6209897845983505e-06,0
development_01,3,2,no_review,0,2,2,,train:001,train:001,train:001,3.111397381871939e-05,0
development_01,3,2,no_review,1,3,2,,train:019,train:016,train:016,3.199500497430563e-05,0
