bundle_id,replicate,review_duration,policy,tick,pending,eligible,selected,greedy_choice,search_choice,edf_choice,planning_seconds,ordered_subsets_evaluated
development_00,2,2,no_review,0,2,2,,train:000,train:004,train:004,3.556901356205344e-05,0
development_00,2,2,no_review,1,2,1,,train:000,train:000,train:000,2.4973007384687662e-05,0
development_00,2,2,no_review,2,1,1,,train:000,train:000,train:000,3.87619948014617e-05,0
development_00,2,2,no_review,3,1,0,,,,,1.3612036127597094e-05,0
development_00,2,2,no_review,4,0,0,,,,,3.7159770727157593e-06,0
development_00,2,2,no_review,5,0,0,,,,,7.500057108700275e-07,0
development_00,2,2,no_review,6,0,0,,,,,7.170019671320915e-07,0
development_00,2,2,fcfs,0,2,2,train:000,train:000,train:004,train:004,3.277003997936845e-05,0
development_00,2,2,fcfs,2,0,0,,,,,6.271002348512411e-06,0
development_00,2,2,fcfs,3,0,0,,,,,1.1840020306408405e-06,0
development_00,2,2,fcfs,4,0,0,,,,,1.367996446788311e-06,0
development_00,2,2,fcfs,5,0,0,,,,,1.0630465112626553e-06,0
development_00,2,2,fcfs,6,0,0,,,,,1.1060037650167942e-06,0
development_00,2,2,edf,0,2,2,train:004,train:000,train:004,train:004,3.604998346418142e-05,0
development_00,2,2,edf,2,1,1,train:000,train:000,train:000,train:000,4.893401637673378e-05,0
development_00,2,2,edf,4,0,0,,,,,5.759007763117552e-06,0
development_00,2,2,edf,5,0,0,,,,,7.619964890182018e-07,0
development_00,2,2,edf,6,0,0,,,,,8.650240488350391e-07,0
development_00,2,2,uncertainty,0,2,2,train:000,train:000,train:004,train:004,4.289799835532904e-05,0
development_00,2,2,uncertainty,2,0,0,,,,,4.742993041872978e-06,0
development_00,2,2,uncertainty,3,0,0,,,,,7.739872671663761e-07,0
development_00,2,2,uncertainty,4,0,0,,,,,7.179914973676205e-07,0
development_00,2,2,uncertainty,5,0,0,,,,,7.279450073838234e-07,0
development_00,2,2,uncertainty,6,0,0,,,,,7.629860192537308e-07,0
development_00,2,2,greedy,0,2,2,train:000,train:000,train:004,train:004,5.639001028612256e-05,0
development_00,2,2,greedy,2,0,0,,,,,4.539964720606804e-06,0
development_00,2,2,greedy,3,0,0,,,,,8.300412446260452e-07,0
development_00,2,2,greedy,4,0,0,,,,,7.489579729735851e-07,0
development_00,2,2,greedy,5,0,0,,,,,7.240450941026211e-07,0
development_00,2,2,greedy,6,0,0,,,,,7.430207915604115e-07,0
development_00,2,2,search,0,2,2,train:004,train:000,train:004,train:004,4.5833003241568804e-05,5
development_00,2,2,search,2,1,1,train:000,train:000,train:000,train:000,5.2028975915163755e-05,2
development_00,2,2,search,4,0,0,,,,,5.175999831408262e-06,0
development_00,2,2,search,5,0,0,,,,,8.00006091594696e-07,0
development_00,2,2,search,6,0,0,,,,,7.210182957351208e-07,0
development_00,2,1,no_review,0,2,2,,train:000,train:000,train:004,3.1817995477467775e-05,0
development_00,2,1,no_review,1,2,2,,train:000,train:004,train:004,2.2499007172882557e-05,0
development_00,2,1,no_review,2,1,1,,train:000,train:000,train:000,3.296096110716462e-05,0
development_00,2,1,no_review,3,1,1,,train:000,train:000,train:000,1.2182979844510555e-05,0
development_00,2,1,no_review,4,0,0,,,,,4.678033292293549e-06,0
development_00,2,1,no_review,5,0,0,,,,,7.500057108700275e-07,0
development_00,2,1,no_review,6,0,0,,,,,6.699701771140099e-07,0
development_00,2,1,fcfs,0,2,2,train:000,train:000,train:000,train:004,2.9404996894299984e-05,0
development_00,2,1,fcfs,1,1,1,train:004,train:004,train:004,train:004,4.407402593642473e-05,0
development_00,2,1,fcfs,2,0,0,,,,,4.885019734501839e-06,0
development_00,2,1,fcfs,3,0,0,,,,,7.6700234785676e-07,0
development_00,2,1,fcfs,4,0,0,,,,,7.129856385290623e-07,0
development_00,2,1,fcfs,5,0,0,,,,,6.970367394387722e-07,0
development_00,2,1,fcfs,6,0,0,,,,,6.750342436134815e-07,0
development_00,2,1,edf,0,2,2,train:004,train:000,train:000,train:004,3.316602669656277e-05,0
development_00,2,1,edf,1,1,1,train:000,train:000,train:000,train:000,3.825302701443434e-05,0
development_00,2,1,edf,2,0,0,,,,,4.381989128887653e-06,0
development_00,2,1,edf,3,0,0,,,,,8.610077202320099e-07,0
development_00,2,1,edf,4,0,0,,,,,7.420312613248825e-07,0
development_00,2,1,edf,5,0,0,,,,,6.880145519971848e-07,0
development_00,2,1,edf,6,0,0,,,,,6.980262696743011e-07,0
development_00,2,1,uncertainty,0,2,2,train:000,train:000,train:000,train:004,3.993895370513201e-05,0
development_00,2,1,uncertainty,1,1,1,train:004,train:004,train:004,train:004,3.568799002096057e-05,0
development_00,2,1,uncertainty,2,0,0,,,,,3.2150419428944588e-06,0
development_00,2,1,uncertainty,3,0,0,,,,,7.390044629573822e-07,0
development_00,2,1,uncertainty,4,0,0,,,,,7.239868864417076e-07,0
development_00,2,1,uncertainty,5,0,0,,,,,6.990157999098301e-07,0
development_00,2,1,uncertainty,6,0,0,,,,,7.190392352640629e-07,0
development_00,2,1,greedy,0,2,2,train:000,train:000,train:000,train:004,3.4461962059140205e-05,0
development_00,2,1,greedy,1,1,1,train:004,train:004,train:004,train:004,3.976596053689718e-05,0
development_00,2,1,greedy,2,0,0,,,,,6.005982868373394e-06,0
development_00,2,1,greedy,3,0,0,,,,,1.5079858712852001e-06,0
development_00,2,1,greedy,4,0,0,,,,,1.3399985618889332e-06,0
development_00,2,1,greedy,5,0,0,,,,,1.3540266081690788e-06,0
development_00,2,1,greedy,6,0,0,,,,,1.3880198821425438e-06,0
development_00,2,1,search,0,2,2,train:000,train:000,train:000,train:004,4.605099093168974e-05,5
development_00,2,1,search,1,1,1,train:004,train:004,train:004,train:004,4.358903970569372e-05,2
development_00,2,1,search,2,0,0,,,,,3.8209836930036545e-06,0
development_00,2,1,search,3,0,0,,,,,7.740454748272896e-07,0
development_00,2,1,search,4,0,0,,,,,7.650232873857021e-07,0
development_00,2,1,search,5,0,0,,,,,7.030321285128593e-07,0
development_00,2,1,search,6,0,0,,,,,7.34988134354353e-07,0
development_00,3,2,no_review,0,2,2,,train:000,train:004,train:004,3.062700852751732e-05,0
development_00,3,2,no_review,1,3,2,,train:000,train:000,train:000,3.252195892855525e-05,0
development_00,3,2,no_review,2,2,2,,train:000,train:000,train:000,4.3594976887106895e-05,0
development_00,3,2,no_review,3,2,1,,train:009,train:009,train:009,2.2310996428132057e-05,0
development_00,3,2,no_review,4,1,1,,train:009,train:009,train:009,5.165499169379473e-05,0
development_00,3,2,no_review,5,1,0,,,,,2.0671985112130642e-05,0
development_00,3,2,no_review,6,0,0,,,,,4.357018042355776e-06,0
development_00,3,2,fcfs,0,2,2,train:000,train:000,train:004,train:004,3.192503936588764e-05,0
development_00,3,2,fcfs,2,1,1,train:009,train:009,train:009,train:009,4.340300802141428e-05,0
development_00,3,2,fcfs,4,0,0,,,,,3.7910067476332188e-06,0
development_00,3,2,fcfs,5,0,0,,,,,1.5350524336099625e-06,0
development_00,3,2,fcfs,6,0,0,,,,,7.42962583899498e-07,0
development_00,3,2,edf,0,2,2,train:004,train:000,train:004,train:004,5.7962024584412575e-05,0
development_00,3,2,edf,2,2,2,train:000,train:000,train:000,train:000,4.6874978579580784e-05,0
development_00,3,2,edf,4,1,1,train:009,train:009,train:009,train:009,3.605399979278445e-05,0
development_00,3,2,edf,6,0,0,,,,,4.97803557664156e-06,0
development_00,3,2,uncertainty,0,2,2,train:000,train:000,train:004,train:004,3.533298149704933e-05,0
development_00,3,2,uncertainty,2,1,1,train:009,train:009,train:009,train:009,3.871304215863347e-05,0
development_00,3,2,uncertainty,4,0,0,,,,,3.6070123314857483e-06,0
development_00,3,2,uncertainty,5,0,0,,,,,7.499475032091141e-07,0
development_00,3,2,uncertainty,6,0,0,,,,,7.34988134354353e-07,0
development_00,3,2,greedy,0,2,2,train:000,train:000,train:004,train:004,5.350296851247549e-05,0
development_00,3,2,greedy,2,1,1,train:009,train:009,train:009,train:009,4.0835002437233925e-05,0
development_00,3,2,greedy,4,0,0,,,,,3.422028385102749e-06,0
development_00,3,2,greedy,5,0,0,,,,,7.800408639013767e-07,0
development_00,3,2,greedy,6,0,0,,,,,7.34988134354353e-07,0
development_00,3,2,search,0,2,2,train:004,train:000,train:004,train:004,4.30050422437489e-05,5
development_00,3,2,search,2,2,2,train:000,train:000,train:000,train:000,5.640898598358035e-05,5
development_00,3,2,search,4,1,1,train:009,train:009,train:009,train:009,4.207401070743799e-05,2
development_00,3,2,search,6,0,0,,,,,9.862997103482485e-06,0
development_00,3,1,no_review,0,2,2,,train:000,train:000,train:004,3.201898653060198e-05,0
development_00,3,1,no_review,1,3,3,,train:000,train:004,train:004,3.266904968768358e-05,0
development_00,3,1,no_review,2,2,2,,train:000,train:000,train:000,7.693201769143343e-05,0
development_00,3,1,no_review,3,2,2,,train:000,train:000,train:000,4.325999179854989e-05,0
development_00,3,1,no_review,4,1,1,,train:009,train:009,train:009,6.561499321833253e-05,0
development_00,3,1,no_review,5,1,1,,train:009,train:009,train:009,1.6084988601505756e-05,0
development_00,3,1,no_review,6,0,0,,,,,2.0919018425047398e-05,0
development_00,3,1,fcfs,0,2,2,train:000,train:000,train:000,train:004,3.266503335908055e-05,0
development_00,3,1,fcfs,1,2,2,train:004,train:009,train:004,train:004,3.268499858677387e-05,0
development_00,3,1,fcfs,2,1,1,train:009,train:009,train:009,train:009,3.402301808819175e-05,0
development_00,3,1,fcfs,3,0,0,,,,,3.924011252820492e-06,0
development_00,3,1,fcfs,4,0,0,,,,,7.770140655338764e-07,0
development_00,3,1,fcfs,5,0,0,,,,,7.360358722507954e-07,0
development_00,3,1,fcfs,6,0,0,,,,,7.280032150447369e-07,0
development_00,3,1,edf,0,2,2,train:004,train:000,train:000,train:004,5.624699406325817e-05,0
development_00,3,1,edf,1,2,2,train:000,train:000,train:000,train:000,3.059697337448597e-05,0
development_00,3,1,edf,2,1,1,train:009,train:009,train:009,train:009,2.782896626740694e-05,0
development_00,3,1,edf,3,0,0,,,,,4.69299266114831e-06,0
development_00,3,1,edf,4,0,0,,,,,7.75966327637434e-07,0
development_00,3,1,edf,5,0,0,,,,,7.029739208519459e-07,0
development_00,3,1,edf,6,0,0,,,,,7.249764166772366e-07,0
development_00,3,1,uncertainty,0,2,2,train:000,train:000,train:000,train:004,5.604297621175647e-05,0
development_00,3,1,uncertainty,1,2,2,train:009,train:009,train:004,train:004,3.5563018172979355e-05,0
development_00,3,1,uncertainty,2,0,0,,,,,6.332003977149725e-06,0
development_00,3,1,uncertainty,3,0,0,,,,,1.1980300769209862e-06,0
development_00,3,1,uncertainty,4,0,0,,,,,1.3069948181509972e-06,0
development_00,3,1,uncertainty,5,0,0,,,,,6.509944796562195e-07,0
development_00,3,1,uncertainty,6,0,0,,,,,6.420304998755455e-07,0
development_00,3,1,greedy,0,2,2,train:000,train:000,train:000,train:004,5.6033022701740265e-05,0
development_00,3,1,greedy,1,2,2,train:009,train:009,train:004,train:004,3.8923986721783876e-05,0
development_00,3,1,greedy,2,0,0,,,,,5.300971679389477e-06,0
development_00,3,1,greedy,3,0,0,,,,,7.469789125025272e-07,0
development_00,3,1,greedy,4,0,0,,,,,7.320195436477661e-07,0
development_00,3,1,greedy,5,0,0,,,,,7.00994860380888e-07,0
development_00,3,1,greedy,6,0,0,,,,,6.42961822450161e-07,0
development_00,3,1,search,0,2,2,train:000,train:000,train:000,train:004,4.8450950998812914e-05,5
development_00,3,1,search,1,2,2,train:004,train:009,train:004,train:004,4.709704080596566e-05,5
development_00,3,1,search,2,1,1,train:009,train:009,train:009,train:009,4.18510171584785e-05,2
development_00,3,1,search,3,0,0,,,,,3.636989276856184e-06,0
development_00,3,1,search,4,0,0,,,,,7.170019671320915e-07,0
development_00,3,1,search,5,0,0,,,,,7.030321285128593e-07,0
development_00,3,1,search,6,0,0,,,,,6.939517334103584e-07,0
development_00,4,2,no_review,0,2,2,,train:000,train:004,train:004,3.72669892385602e-05,0
development_00,4,2,no_review,1,3,2,,train:000,train:000,train:000,3.340799594298005e-05,0
development_00,4,2,no_review,2,2,2,,train:000,train:000,train:000,5.756999598816037e-05,0
development_00,4,2,no_review,3,2,1,,train:009,train:009,train:009,2.6018009521067142e-05,0
development_00,4,2,no_review,4,1,1,,train:009,train:009,train:009,4.073197487741709e-05,0
development_00,4,2,no_review,5,1,0,,,,,1.4393008314073086e-05,0
development_00,4,2,no_review,6,0,0,,,,,4.292989615350962e-06,0
development_00,4,2,fcfs,0,2,2,train:000,train:000,train:004,train:004,3.830599598586559e-05,0
development_00,4,2,fcfs,2,1,1,train:009,train:009,train:009,train:009,5.939300172030926e-05,0
development_00,4,2,fcfs,4,0,0,,,,,4.74101398140192e-06,0
development_00,4,2,fcfs,5,0,0,,,,,7.08969309926033e-07,0
development_00,4,2,fcfs,6,0,0,,,,,7.200287654995918e-07,0
development_00,4,2,edf,0,2,2,train:004,train:000,train:004,train:004,3.484496846795082e-05,0
development_00,4,2,edf,2,2,2,train:000,train:000,train:000,train:000,5.252799019217491e-05,0
development_00,4,2,edf,4,1,1,train:009,train:009,train:009,train:009,3.374199150130153e-05,0
development_00,4,2,edf,6,0,0,,,,,2.997985575348139e-06,0
development_00,4,2,uncertainty,0,2,2,train:000,train:000,train:004,train:004,3.2580981496721506e-05,0
development_00,4,2,uncertainty,2,1,1,train:009,train:009,train:009,train:009,4.572595935314894e-05,0
development_00,4,2,uncertainty,4,0,0,,,,,5.223031621426344e-06,0
development_00,4,2,uncertainty,5,0,0,,,,,7.329508662223816e-07,0
