bundle_id,replicate,policy,review_duration,operational_loss,task_completed,wrong_transactions,service_failure_loss,wrong_transaction_loss,completed_reviews,corrections,expired_useful_opportunities,review_busy_ticks,review_utilization,total_waiting_ticks,multi_eligible_dispatches,greedy_search_different_heads,status,planning_seconds,max_planning_seconds,ordered_subsets_evaluated
development_00,2,no_review,2,16,1,1,8,8,0,0,1,0,0.0,0,1,1,completed,0.00011809903662651777,3.87619948014617e-05,0
development_00,2,fcfs,2,4,2,0,4,0,1,1,0,2,0.3333333333333333,0,1,1,completed,4.376209108158946e-05,3.277003997936845e-05,0
development_00,2,edf,2,4,2,0,4,0,2,1,0,4,0.6666666666666666,2,1,1,completed,9.2370028141886e-05,4.893401637673378e-05,0
development_00,2,uncertainty,2,4,2,0,4,0,1,1,0,2,0.3333333333333333,0,1,1,completed,5.0623901188373566e-05,4.289799835532904e-05,0
development_00,2,greedy,2,4,2,0,4,0,1,1,0,2,0.3333333333333333,0,1,1,completed,6.397604010999203e-05,5.639001028612256e-05,0
development_00,2,search,2,4,2,0,4,0,2,1,0,4,0.6666666666666666,2,1,1,completed,0.00010455900337547064,5.2028975915163755e-05,7
development_00,2,no_review,1,16,1,1,8,8,0,0,1,0,0.0,0,2,1,completed,0.0001055589527823031,3.296096110716462e-05,0
development_00,2,fcfs,1,4,2,0,4,0,2,1,0,2,0.3333333333333333,1,1,0,completed,8.121610153466463e-05,4.407402593642473e-05,0
development_00,2,edf,1,4,2,0,4,0,2,1,0,2,0.3333333333333333,1,1,0,completed,7.879012264311314e-05,3.825302701443434e-05,0
development_00,2,uncertainty,1,4,2,0,4,0,2,1,0,2,0.3333333333333333,1,1,0,completed,8.172303205356002e-05,3.993895370513201e-05,0
development_00,2,greedy,1,4,2,0,4,0,2,1,0,2,0.3333333333333333,1,1,0,completed,8.582393638789654e-05,3.976596053689718e-05,0
development_00,2,search,1,4,2,0,4,0,2,1,0,2,0.3333333333333333,1,1,0,completed,9.643810335546732e-05,4.605099093168974e-05,7
development_00,3,no_review,2,0,3,0,0,0,0,0,0,0,0.0,0,3,1,completed,0.00020573893561959267,5.165499169379473e-05,0
development_00,3,fcfs,2,0,3,0,0,0,2,0,0,4,0.6666666666666666,1,1,1,completed,8.13970691524446e-05,4.340300802141428e-05,0
development_00,3,edf,2,0,3,0,0,0,3,0,0,6,1.0,5,2,1,completed,0.00014586903853341937,5.7962024584412575e-05,0
development_00,3,uncertainty,2,0,3,0,0,0,2,0,0,4,0.6666666666666666,1,1,1,completed,7.913797162473202e-05,3.871304215863347e-05,0
development_00,3,greedy,2,0,3,0,0,0,2,0,0,4,0.6666666666666666,1,1,1,completed,9.92750283330679e-05,5.350296851247549e-05,0
development_00,3,search,2,0,3,0,0,0,3,0,0,6,1.0,5,2,1,completed,0.00015135103603824973,5.640898598358035e-05,12
development_00,3,no_review,1,0,3,0,0,0,0,0,0,0,0.0,0,4,1,completed,0.00028749904595315456,7.693201769143343e-05,0
development_00,3,fcfs,1,0,3,0,0,0,3,0,0,3,0.5,2,2,1,completed,0.00010553811443969607,3.402301808819175e-05,0
development_00,3,edf,1,0,3,0,0,0,3,0,0,3,0.5,2,2,0,completed,0.00012156984303146601,5.624699406325817e-05,0
development_00,3,uncertainty,1,0,3,0,0,0,2,0,0,2,0.3333333333333333,0,2,1,completed,0.0001017360482364893,5.604297621175647e-05,0
development_00,3,greedy,1,0,3,0,0,0,2,0,0,2,0.3333333333333333,0,2,1,completed,0.00010308093624189496,5.6033022701740265e-05,0
development_00,3,search,1,0,3,0,0,0,3,0,0,3,0.5,2,2,1,completed,0.00014314998406916857,4.8450950998812914e-05,12
development_00,4,no_review,2,0,3,0,0,0,0,0,0,0,0.0,0,3,1,completed,0.0002136809634976089,5.756999598816037e-05,0
development_00,4,fcfs,2,0,3,0,0,0,2,0,0,4,0.6666666666666666,1,1,1,completed,0.0001038690097630024,5.939300172030926e-05,0
development_00,4,edf,2,0,3,0,0,0,3,0,0,6,1.0,5,2,1,completed,0.0001241129357367754,5.252799019217491e-05,0
development_00,4,uncertainty,2,0,3,0,0,0,2,0,0,4,0.6666666666666666,1,1,1,completed,8.494191570207477e-05,4.572595935314894e-05,0
development_00,4,greedy,2,0,3,0,0,0,2,0,0,4,0.6666666666666666,1,1,1,completed,0.00010210007894784212,5.596398841589689e-05,0
development_00,4,search,2,0,3,0,0,0,3,0,0,6,1.0,5,2,1,completed,0.00014483300037682056,5.404098192229867e-05,12
development_00,4,no_review,1,0,3,0,0,0,0,0,0,0,0.0,0,4,1,completed,0.00018583209021016955,5.0640024710446596e-05,0
development_00,4,fcfs,1,0,3,0,0,0,3,0,0,3,0.5,2,2,1,completed,9.786093141883612e-05,3.2185984309762716e-05,0
development_00,4,edf,1,0,3,0,0,0,3,0,0,3,0.5,2,2,0,completed,0.00011144514428451657,4.131603054702282e-05,0
development_00,4,uncertainty,1,0,3,0,0,0,2,0,0,2,0.3333333333333333,0,2,1,completed,8.147896733134985e-05,3.753002965822816e-05,0
development_00,4,greedy,1,0,3,0,0,0,2,0,0,2,0.3333333333333333,0,2,1,completed,8.369807619601488e-05,4.02859877794981e-05,0
development_00,4,search,1,0,3,0,0,0,3,0,0,3,0.5,2,2,1,completed,0.00012953107943758368,4.509900463744998e-05,12
development_01,2,fcfs,1,0,3,0,0,0,3,0,0,3,0.6,2,2,1,completed,9.690894512459636e-05,3.0354014597833157e-05,0
development_01,2,edf,1,0,3,0,0,0,3,0,0,3,0.6,2,2,1,completed,0.00011346896644681692,4.493200685828924e-05,0
development_01,2,uncertainty,1,0,3,0,0,0,3,0,0,3,0.6,2,2,1,completed,0.00010455003939568996,3.369501791894436e-05,0
development_01,2,greedy,1,0,3,0,0,0,3,0,0,3,0.6,2,2,1,completed,0.00013524695532396436,4.5388995204120874e-05,0
development_01,2,search,1,0,3,0,0,0,3,0,0,3,0.6,2,2,1,completed,0.00014014303451403975,4.665902815759182e-05,12
development_01,2,no_review,1,0,3,0,0,0,0,0,0,0,0.0,0,5,2,completed,0.00016425695503130555,5.038001108914614e-05,0
development_01,2,fcfs,2,0,3,0,0,0,2,0,0,4,0.8,2,2,0,completed,0.00012205098755657673,4.4320011511445045e-05,0
development_01,2,edf,2,0,3,0,0,0,2,0,0,4,0.8,2,2,0,completed,0.00012157496530562639,4.600296961143613e-05,0
development_01,2,uncertainty,2,0,3,0,0,0,2,0,0,4,0.8,1,2,0,completed,0.00012318295193836093,4.6927016228437424e-05,0
development_01,2,greedy,2,0,3,0,0,0,2,0,0,4,0.8,1,2,0,completed,0.0001271790242753923,5.387497367337346e-05,0
development_01,2,search,2,0,3,0,0,0,2,0,0,4,0.8,1,2,0,completed,0.0001382890623062849,5.825702100992203e-05,10
development_01,2,no_review,2,0,3,0,0,0,0,0,0,0,0.0,0,4,1,completed,0.00017158105038106441,5.763000808656216e-05,0
development_01,3,fcfs,1,0,3,0,0,0,3,0,0,3,0.6,2,2,1,completed,0.00011471100151538849,3.905600169673562e-05,0
development_01,3,edf,1,0,3,0,0,0,3,0,0,3,0.6,2,2,1,completed,0.00011811807053163648,4.486198304221034e-05,0
development_01,3,uncertainty,1,0,3,0,0,0,3,0,0,3,0.6,2,2,1,completed,0.00010833196574822068,3.4449039958417416e-05,0
development_01,3,greedy,1,0,3,0,0,0,3,0,0,3,0.6,2,2,1,completed,0.00010465295054018497,3.36900120601058e-05,0
development_01,3,search,1,0,3,0,0,0,3,0,0,3,0.6,2,2,1,completed,0.00012694991892203689,4.277197876945138e-05,12
development_01,3,no_review,1,0,3,0,0,0,0,0,0,0,0.0,0,5,2,completed,0.00016502704238519073,4.490697756409645e-05,0
development_01,3,fcfs,2,0,3,0,0,0,2,0,0,4,0.8,2,2,0,completed,0.00011527200695127249,4.452600842341781e-05,0
development_01,3,edf,2,0,3,0,0,0,2,0,0,4,0.8,2,2,0,completed,0.00013615505304187536,4.943599924445152e-05,0
development_01,3,uncertainty,2,0,3,0,0,0,2,0,0,4,0.8,1,2,0,completed,0.00012068194337189198,4.955497570335865e-05,0
development_01,3,greedy,2,0,3,0,0,0,2,0,0,4,0.8,1,2,0,completed,0.00012517598224803805,4.8151006922125816e-05,0
development_01,3,search,2,0,3,0,0,0,2,0,0,4,0.8,1,2,0,completed,0.00019163102842867374,7.719895802438259e-05,10
development_01,3,no_review,2,0,3,0,0,0,0,0,0,0,0.0,0,4,1,completed,0.00016285490710288286,4.931294824928045e-05,0
development_01,4,fcfs,1,0,3,0,0,0,3,0,0,3,0.6,2,2,1,completed,0.00012102496111765504,5.4999953135848045e-05,0
development_01,4,edf,1,0,3,0,0,0,3,0,0,3,0.6,2,2,1,completed,0.000110793043859303,3.772700438275933e-05,0
development_01,4,uncertainty,1,0,3,0,0,0,3,0,0,3,0.6,2,2,1,completed,0.00011106400052085519,3.6372977774590254e-05,0
development_01,4,greedy,1,0,3,0,0,0,3,0,0,3,0.6,2,2,1,completed,0.0001650869962759316,6.025098264217377e-05,0
development_01,4,search,1,0,3,0,0,0,3,0,0,3,0.6,2,2,1,completed,0.00013681786367669702,5.069695180281997e-05,12
development_01,4,no_review,1,0,3,0,0,0,0,0,0,0,0.0,0,5,2,completed,0.00016667309682816267,4.797801375389099e-05,0
development_01,4,fcfs,2,0,3,0,0,0,2,0,0,4,0.8,2,2,0,completed,0.0001405689981766045,5.241000326350331e-05,0
development_01,4,edf,2,0,3,0,0,0,2,0,0,4,0.8,2,2,0,completed,0.00012006895849481225,5.123100709170103e-05,0
development_01,4,uncertainty,2,0,3,0,0,0,2,0,0,4,0.8,1,2,0,completed,0.00013229402247816324,5.950604099780321e-05,0
development_01,4,greedy,2,0,3,0,0,0,2,0,0,4,0.8,1,2,0,completed,0.00016445713117718697,5.300203338265419e-05,0
development_01,4,search,2,0,3,0,0,0,2,0,0,4,0.8,1,2,0,completed,0.00014997896505519748,7.19709787517786e-05,10
development_01,4,no_review,2,0,3,0,0,0,0,0,0,0,0.0,0,4,1,completed,0.0002118790289387107,6.367004243656993e-05,0
development_02,2,edf,2,0,3,0,0,0,3,0,0,6,1.0,5,2,2,completed,0.00013662100536748767,6.205501267686486e-05,0
development_02,2,uncertainty,2,0,3,0,0,0,2,0,0,4,0.6666666666666666,1,1,1,completed,7.646903395652771e-05,3.897002898156643e-05,0
development_02,2,greedy,2,0,3,0,0,0,2,0,0,4,0.6666666666666666,1,1,1,completed,8.630508091300726e-05,4.308903589844704e-05,0
development_02,2,search,2,0,3,0,0,0,3,0,0,6,1.0,5,2,2,completed,0.0001487870467826724,6.324402056634426e-05,12
development_02,2,no_review,2,0,3,0,0,0,0,0,0,0,0.0,0,3,3,completed,0.0001989399897865951,4.930596332997084e-05,0
development_02,2,fcfs,2,0,3,0,0,0,3,0,0,6,1.0,5,2,2,completed,0.00013351504458114505,6.489898078143597e-05,0
development_02,2,edf,1,0,3,0,0,0,3,0,0,3,0.5,2,2,2,completed,0.00010932004079222679,3.6286015529185534e-05,0
development_02,2,uncertainty,1,0,3,0,0,0,2,0,0,2,0.3333333333333333,0,2,2,completed,7.593497866764665e-05,3.5977980587631464e-05,0
development_02,2,greedy,1,0,3,0,0,0,2,0,0,2,0.3333333333333333,0,2,2,completed,8.071900811046362e-05,3.561901394277811e-05,0
development_02,2,search,1,0,3,0,0,0,3,0,0,3,0.5,2,2,2,completed,0.00014004996046423912,4.82049654237926e-05,12
development_02,2,no_review,1,0,3,0,0,0,0,0,0,0,0.0,0,4,4,completed,0.00019696698291227221,4.9085007049143314e-05,0
development_02,2,fcfs,1,0,3,0,0,0,3,0,0,3,0.5,2,2,2,completed,0.00010756996925920248,3.4097989555448294e-05,0
development_02,3,edf,2,4,2,0,4,0,2,0,0,4,0.6666666666666666,1,0,0,completed,6.596598541364074e-05,3.8583006244152784e-05,0
development_02,3,uncertainty,2,4,2,0,4,0,2,0,0,4,0.6666666666666666,1,0,0,completed,9.386095916852355e-05,6.283901166170835e-05,0
development_02,3,greedy,2,4,2,0,4,0,2,0,0,4,0.6666666666666666,1,0,0,completed,8.543900912627578e-05,5.807302659377456e-05,0
development_02,3,search,2,4,2,0,4,0,2,0,0,4,0.6666666666666666,1,0,0,completed,7.389206439256668e-05,3.9121019653975964e-05,4
development_02,3,no_review,2,4,2,0,4,0,0,0,0,0,0.0,0,2,2,completed,0.00014174793614074588,3.9534992538392544e-05,0
development_02,3,fcfs,2,4,2,0,4,0,2,0,0,4,0.6666666666666666,1,0,0,completed,6.44410029053688e-05,3.723101690411568e-05,0
development_02,3,edf,1,4,2,0,4,0,2,0,0,2,0.3333333333333333,0,0,0,completed,5.466613220050931e-05,2.3414031602442265e-05,0
development_02,3,uncertainty,1,4,2,0,4,0,2,0,0,2,0.3333333333333333,0,0,0,completed,7.069396087899804e-05,3.9414968341588974e-05,0
development_02,3,greedy,1,4,2,0,4,0,2,0,0,2,0.3333333333333333,0,0,0,completed,5.393504397943616e-05,2.219300949946046e-05,0
development_02,3,search,1,4,2,0,4,0,2,0,0,2,0.3333333333333333,0,0,0,completed,5.961599526926875e-05,2.7952948585152626e-05,4
development_02,3,no_review,1,4,2,0,4,0,0,0,0,0,0.0,0,3,3,completed,0.0001571719185449183,4.342198371887207e-05,0
development_02,3,fcfs,1,4,2,0,4,0,2,0,0,2,0.3333333333333333,0,0,0,completed,4.7358975280076265e-05,1.9268016330897808e-05,0
development_02,4,edf,2,0,3,0,0,0,3,0,0,6,1.0,5,2,2,completed,0.00011177902342751622,4.6481029130518436e-05,0
development_02,4,uncertainty,2,0,3,0,0,0,2,0,0,4,0.6666666666666666,1,1,1,completed,7.573195034638047e-05,3.382196882739663e-05,0
development_02,4,greedy,2,0,3,0,0,0,2,0,0,4,0.6666666666666666,1,1,1,completed,0.00010644004214555025,6.359495455399156e-05,0
development_02,4,search,2,0,3,0,0,0,3,0,0,6,1.0,5,2,2,completed,0.0001366310752928257,5.02160401083529e-05,12
development_02,4,no_review,2,0,3,0,0,0,0,0,0,0,0.0,0,3,3,completed,0.00019942602375522256,5.934102227911353e-05,0
development_02,4,fcfs,2,0,3,0,0,0,3,0,0,6,1.0,5,2,2,completed,0.00013086199760437012,6.049097282811999e-05,0
development_02,4,edf,1,0,3,0,0,0,3,0,0,3,0.5,2,2,2,completed,0.00012509815860539675,4.309602081775665e-05,0
development_02,4,uncertainty,1,0,3,0,0,0,2,0,0,2,0.3333333333333333,0,2,2,completed,8.844200056046247e-05,4.875200102105737e-05,0
development_02,4,greedy,1,0,3,0,0,0,2,0,0,2,0.3333333333333333,0,2,2,completed,8.568394696339965e-05,4.2162020690739155e-05,0
development_02,4,search,1,0,3,0,0,0,3,0,0,3,0.5,2,2,2,completed,0.00015011709183454514,5.247798981145024e-05,12
development_02,4,no_review,1,0,3,0,0,0,0,0,0,0,0.0,0,4,4,completed,0.0001916040200740099,4.573201294988394e-05,0
development_02,4,fcfs,1,0,3,0,0,0,3,0,0,3,0.5,2,2,2,completed,0.0001226369640789926,4.506699042394757e-05,0
development_03,2,uncertainty,1,0,3,0,0,0,2,2,0,2,0.4,0,2,2,completed,7.362401811406016e-05,3.3814983908087015e-05,0
development_03,2,greedy,1,0,3,0,0,0,2,2,0,2,0.4,0,2,2,completed,7.339997682720423e-05,3.4484954085201025e-05,0
development_03,2,search,1,0,3,0,0,0,3,2,0,3,0.6,2,2,2,completed,0.00017335795564576983,7.919000927358866e-05,12
development_03,2,no_review,1,28,1,2,8,20,0,0,2,0,0.0,0,5,4,completed,0.00016400008462369442,4.9788039177656174e-05,0
development_03,2,fcfs,1,0,3,0,0,0,3,2,0,3,0.6,2,2,2,completed,0.0001170099712908268,4.841800546273589e-05,0
development_03,2,edf,1,0,3,0,0,0,3,2,0,3,0.6,2,2,2,completed,0.00011801708023995161,4.627002635970712e-05,0
development_03,2,uncertainty,2,0,3,0,0,0,2,2,0,4,0.8,1,1,1,completed,0.00010272307554259896,6.211601430550218e-05,0
development_03,2,greedy,2,0,3,0,0,0,2,2,0,4,0.8,1,1,1,completed,7.841596379876137e-05,3.879895666614175e-05,0
development_03,2,search,2,12,2,1,4,8,2,1,1,4,0.8,1,2,1,completed,0.00018941593589261174,7.980497321113944e-05,10
development_03,2,no_review,2,28,1,2,8,20,0,0,2,0,0.0,0,4,2,completed,0.00023129908367991447,5.9376005083322525e-05,0
development_03,2,fcfs,2,16,2,1,4,12,2,1,1,4,0.8,2,2,1,completed,0.00015964795602485538,8.070201147347689e-05,0
development_03,2,edf,2,16,2,1,4,12,2,1,1,4,0.8,2,2,1,completed,0.00020279898308217525,0.00012828095350414515,0
development_03,3,uncertainty,1,4,2,0,4,0,2,1,0,2,0.4,1,1,1,completed,0.00014557293616235256,6.965501233935356e-05,0
development_03,3,greedy,1,4,2,0,4,0,2,1,0,2,0.4,1,1,1,completed,8.318305481225252e-05,3.653200110420585e-05,0
