record_kind,config,family,contrast,metric,mean,mc_se,mc_low,mc_high,seed_positive,seed_ties,seed_negative,raw_positive,raw_ties,raw_negative,seeds
computational_simulation,000_o0_ideal_short,original,G_minus_Q-source-aware,mean_wait,3.3021576553280916,0.036672708095343044,3.230279147461219,3.374036163194964,32,0,0,96,0,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-source-aware,unrelated_wait_sum,14.78154870282442,0.2608822377396881,14.270219516854631,15.292877888794209,32,0,0,96,0,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-source-aware,source_switches,-0.03125,0.017450486791127397,-0.0654529541106097,0.0029529541106096957,0,29,3,0,93,3,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-source-aware,source_returns,-0.03125,0.017450486791127397,-0.0654529541106097,0.0029529541106096957,0,29,3,0,93,3,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-source-aware,groups,2.8229166666666665,0.03341513819473858,2.757422995804979,2.888410337528354,32,0,0,96,0,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-source-aware,time_orientation,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-source-aware,time_question,-1.5797439896199634,0.33651080533633143,-2.239305168079173,-0.9201828111607538,0,15,17,0,74,22,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-source-aware,time_verification,-2.7628225643087045,0.4378987337894155,-3.621104082535959,-1.9045410460814503,0,6,26,0,57,39,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-source-aware,time_construction,-6.546830095073583,0.4687048455567026,-7.46549159236472,-5.628168597782445,0,0,32,0,29,67,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-source-aware,time_interaction,-0.1825434069045322,0.05293075902467103,-0.2862876945928874,-0.07879911921617698,0,21,11,0,82,14,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-source-aware,time_release,-0.1859014779722692,0.07130988824907303,-0.32566885894045233,-0.04613409700408605,0,23,9,0,83,13,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-source-aware,time_grouping,11.25784153387906,0.1307268295050926,11.001616948049078,11.51406611970904,32,0,0,96,0,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-source-aware,time_idle,-9.458868873342869e-15,6.581585063147977e-15,-2.2358775597112903e-14,3.441037850427165e-15,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,correct,-0.041666666666666664,0.04427330401075431,-0.1284423425277451,0.04510900919441178,6,17,9,7,78,11,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,incorrect,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,unfinished,0.041666666666666664,0.04427330401075431,-0.04510900919441178,0.1284423425277451,9,17,6,11,78,7,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,released,-0.041666666666666664,0.04427330401075431,-0.1284423425277451,0.04510900919441178,6,17,9,7,78,11,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,never_selected,0.041666666666666664,0.04427330401075431,-0.04510900919441178,0.1284423425277451,9,17,6,11,78,7,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,unstarted,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,deferred,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,blocked,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,approved_unreleased,0.020833333333333336,0.0332576425582221,-0.04435164608078198,0.08601831274744864,6,22,4,6,86,4,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,review_attempts,-0.041666666666666664,0.04427330401075431,-0.1284423425277451,0.04510900919441178,6,17,9,7,78,11,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,repairs,-0.041666666666666664,0.04427330401075431,-0.1284423425277451,0.04510900919441178,6,17,9,7,78,11,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,damage,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,carryover_harms,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,mean_wait,12.783145255139747,0.6646178964857833,11.480494178027612,14.085796332251881,32,0,0,92,0,4,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,unrelated_wait_sum,-162.3508757659588,13.137372747178585,-188.1001263504288,-136.60162518148877,0,0,32,36,0,60,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,source_switches,1.78125,0.0354482781125819,1.7117713748993395,1.8507286251006605,32,0,0,96,0,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,source_returns,1.78125,0.0354482781125819,1.7117713748993395,1.8507286251006605,32,0,0,96,0,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,groups,2.8229166666666665,0.03341513819473858,2.757422995804979,2.888410337528354,32,0,0,96,0,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,time_orientation,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,time_question,0.07083357887718036,0.3734075655573942,-0.6610452496153123,0.802712407369673,16,0,16,51,0,45,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,time_verification,-1.759908690417571,0.8123487135632887,-3.352112169001617,-0.16770521183352494,12,0,20,38,0,58,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,time_construction,-9.458320779547806,0.9462945790532723,-11.31305815449222,-7.603583404603393,2,0,30,18,0,78,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,time_interaction,-0.06024291905771644,0.08505025907098074,-0.22694142683683868,0.10645558872140579,8,14,10,11,71,14,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,time_release,-0.05020272373313854,0.0831026968282846,-0.21308400951657636,0.11267856205029926,7,12,13,10,71,15,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,time_grouping,11.25784153387906,0.1307268295050926,11.001616948049078,11.51406611970904,32,0,0,96,0,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_Q-sticky,time_idle,-9.418391992236744e-15,7.969976632207854e-15,-2.5039546191364137e-14,6.202762206890647e-15,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,correct,-0.6874999999999999,0.07322802189028566,-0.8310269229049598,-0.54397307709504,1,2,29,5,37,54,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,incorrect,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,unfinished,0.6874999999999999,0.07322802189028566,0.54397307709504,0.8310269229049598,29,2,1,54,37,5,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,released,-0.6874999999999999,0.07322802189028566,-0.8310269229049598,-0.54397307709504,1,2,29,5,37,54,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,never_selected,0.6874999999999999,0.07322802189028566,0.54397307709504,0.8310269229049598,29,2,1,54,37,5,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,unstarted,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,deferred,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,blocked,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,approved_unreleased,0.010416666666666666,0.03169486223530077,-0.05170526331452284,0.07253859664785617,5,23,4,6,85,5,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,review_attempts,-0.6874999999999999,0.07322802189028566,-0.8310269229049598,-0.54397307709504,1,2,29,5,37,54,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,repairs,5.489583333333333,0.0518138188034468,5.3880282484785775,5.5911384181880885,32,0,0,96,0,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,damage,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,carryover_harms,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,mean_wait,12.931876197532118,1.432910935381496,10.123370764184386,15.740381630879849,30,0,2,71,0,25,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,unrelated_wait_sum,92.99842460544728,7.974355273761703,77.36868826887435,108.62816094202022,32,0,0,70,0,26,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,source_switches,-5.020833333333334,0.0747419395445537,-5.167327534840659,-4.874339131826009,0,0,32,0,0,96,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,source_returns,-5.020833333333334,0.0747419395445537,-5.167327534840659,-4.874339131826009,0,0,32,0,0,96,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,groups,2.8229166666666665,0.03341513819473858,2.757422995804979,2.888410337528354,32,0,0,96,0,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,time_orientation,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,time_question,-6.705864810543359,0.5991661913456157,-7.8802305455807655,-5.531499075505952,1,0,31,14,9,73,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,time_verification,127.77104487968649,1.2479380975696186,125.32508620845003,130.21700355092293,32,0,0,96,0,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,time_construction,-129.61935978324402,1.5071705209687567,-132.5734140043428,-126.66530556214526,0,0,32,0,0,96,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,time_interaction,-1.3525423105073031,0.1392981938715205,-1.6255667704954833,-1.079517850519123,0,2,30,7,35,54,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,time_release,-1.3511195092708483,0.14113612942267664,-1.6277463229392946,-1.0744926956024021,1,1,30,7,33,56,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,time_grouping,11.25784153387906,0.1307268295050926,11.001616948049078,11.51406611970904,32,0,0,96,0,0,32
computational_simulation,000_o0_ideal_short,original,G_minus_M,time_idle,-1.3011871672722702e-14,9.701910440648706e-15,-3.202761613639417e-14,6.003872790948761e-15,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,correct,-0.35416666666666663,0.08589803386703458,-0.5225268130460544,-0.18580652028727884,5,6,21,24,26,46,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,incorrect,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,unfinished,0.35416666666666663,0.08589803386703458,0.18580652028727884,0.5225268130460544,21,6,5,46,26,24,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,released,-0.35416666666666663,0.08589803386703458,-0.5225268130460544,-0.18580652028727884,5,6,21,24,26,46,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,never_selected,0.35416666666666663,0.08589803386703458,0.18580652028727884,0.5225268130460544,21,6,5,46,26,24,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,unstarted,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,deferred,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,blocked,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,approved_unreleased,-0.03125,0.02743261130629815,-0.08501791816034437,0.022517918160344375,2,25,5,2,89,5,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,review_attempts,-0.35416666666666663,0.08589803386703458,-0.5225268130460544,-0.18580652028727884,5,6,21,24,26,46,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,repairs,5.59375,0.046697318562545984,5.50222325561741,5.68527674438259,32,0,0,96,0,0,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,damage,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,carryover_harms,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,mean_wait,6.10005252037145,1.4431161410734192,3.271544883867548,8.928560156875351,24,0,8,65,0,31,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,unrelated_wait_sum,29.568357729890877,7.979520232837022,13.928498073530315,45.20821738625144,25,0,7,62,0,34,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,source_switches,-0.35416666666666663,0.08589803386703458,-0.5225268130460544,-0.18580652028727884,5,6,21,24,26,46,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,source_returns,-0.35416666666666663,0.08589803386703458,-0.5225268130460544,-0.18580652028727884,5,6,21,24,26,46,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,groups,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,time_orientation,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,time_question,-3.2251055968686453,0.7206928051955936,-4.637663495052009,-1.8125476986852818,8,0,24,24,22,50,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,time_verification,132.72945158290145,1.3397088956655636,130.10362214739695,135.35528101840595,32,0,0,96,0,0,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,time_construction,-128.08726503211835,1.6126999464483378,-131.24815692715708,-124.92637313707961,0,0,32,0,0,96,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,time_interaction,-0.6824067642257521,0.15588650462055031,-0.9879443132820307,-0.37686921516947347,6,4,22,28,20,48,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,time_release,-0.734674189688698,0.16524130164024517,-1.0585471409035785,-0.4108012384738175,6,5,21,25,23,48,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,time_grouping,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q_minus_M,time_idle,-5.907022556280358e-15,9.644436250252002e-15,-2.4810117606774278e-14,1.2996072494213563e-14,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,correct,-0.20833333333333331,0.028983680985010515,-0.26514134806395395,-0.1515253186027127,0,12,20,0,76,20,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,incorrect,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,unfinished,0.20833333333333331,0.028983680985010515,0.1515253186027127,0.26514134806395395,20,12,0,20,76,0,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,released,-0.20833333333333331,0.028983680985010515,-0.26514134806395395,-0.1515253186027127,0,12,20,0,76,20,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,never_selected,0.20833333333333331,0.028983680985010515,0.1515253186027127,0.26514134806395395,20,12,0,20,76,0,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,unstarted,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,deferred,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,blocked,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,approved_unreleased,-0.010416666666666666,0.010416666666666664,-0.03083333333333333,0.009999999999999997,0,31,1,0,95,1,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,review_attempts,-0.20833333333333331,0.028983680985010515,-0.26514134806395395,-0.1515253186027127,0,12,20,0,76,20,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,repairs,0.020833333333333332,0.014491840492505258,-0.007570674031976973,0.049237340698643633,2,30,0,2,94,0,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,damage,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,carryover_harms,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,mean_wait,3.5296660218325764,0.19317661341840736,3.151039859532498,3.908292184132655,32,0,0,64,0,32,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,unrelated_wait_sum,48.64851817273198,2.2896999615168396,44.160706248158974,53.13633009730499,32,0,0,67,0,29,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,source_switches,-4.635416666666667,0.04060302341886241,-4.714998592567637,-4.555834740765697,0,0,32,0,0,96,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,source_returns,-4.635416666666667,0.04060302341886241,-4.714998592567637,-4.555834740765697,0,0,32,0,0,96,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,groups,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,time_orientation,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,time_question,-1.9010152240547504,0.2843848712053293,-2.458409571617196,-1.343620876492305,3,2,27,6,60,30,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,time_verification,-2.1955841389062454,0.576182207690541,-3.3249012659797055,-1.066267011832785,9,2,21,12,60,24,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,time_construction,5.014735343947898,0.7658174409015301,3.5137331597808985,6.515737528114897,24,8,0,24,72,0,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,time_interaction,-0.4875921393770189,0.053924678178122576,-0.5932845086061391,-0.38189977014789867,0,7,25,0,70,26,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,time_release,-0.43054384160988113,0.056389260511065714,-0.54106679221157,-0.3200208910081923,0,11,21,0,75,21,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,time_grouping,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q-source-aware_minus_Q,time_idle,2.354019756900528e-15,6.571948333231002e-15,-1.0526998976232234e-14,1.5235038490033292e-14,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q-sticky_minus_Q,correct,-0.29166666666666663,0.04427330401075431,-0.37844234252774506,-0.2048909908055882,0,11,21,2,64,30,32
computational_simulation,000_o0_ideal_short,original,Q-sticky_minus_Q,incorrect,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q-sticky_minus_Q,unfinished,0.29166666666666663,0.04427330401075431,0.2048909908055882,0.37844234252774506,21,11,0,30,64,2,32
computational_simulation,000_o0_ideal_short,original,Q-sticky_minus_Q,released,-0.29166666666666663,0.04427330401075431,-0.37844234252774506,-0.2048909908055882,0,11,21,2,64,30,32
computational_simulation,000_o0_ideal_short,original,Q-sticky_minus_Q,never_selected,0.29166666666666663,0.04427330401075431,0.2048909908055882,0.37844234252774506,21,11,0,30,64,2,32
computational_simulation,000_o0_ideal_short,original,Q-sticky_minus_Q,unstarted,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q-sticky_minus_Q,deferred,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q-sticky_minus_Q,blocked,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q-sticky_minus_Q,approved_unreleased,0.020833333333333332,0.025652331564505793,-0.02944523653309802,0.07111190319976468,4,26,2,4,90,2,32
computational_simulation,000_o0_ideal_short,original,Q-sticky_minus_Q,review_attempts,-0.29166666666666663,0.04427330401075431,-0.37844234252774506,-0.2048909908055882,0,11,21,2,64,30,32
computational_simulation,000_o0_ideal_short,original,Q-sticky_minus_Q,repairs,-0.06249999999999999,0.03797489030802867,-0.13693078500373618,0.011930785003736198,4,18,10,6,78,12,32
computational_simulation,000_o0_ideal_short,original,Q-sticky_minus_Q,damage,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q-sticky_minus_Q,carryover_harms,0.0,0.0,0.0,0.0,0,32,0,0,96,0,32
computational_simulation,000_o0_ideal_short,original,Q-sticky_minus_Q,mean_wait,-5.951321577979077,0.576783730716864,-7.08181769018413,-4.820825465774024,1,0,31,15,0,81,32
computational_simulation,000_o0_ideal_short,original,Q-sticky_minus_Q,unrelated_wait_sum,225.7809426415152,12.375623671671669,201.52472024503874,250.03716503799166,32,0,0,84,0,12,32
computational_simulation,000_o0_ideal_short,original,Q-sticky_minus_Q,source_switches,-6.447916666666667,0.06099785346420106,-6.567472459456501,-6.328360873876833,0,0,32,0,0,96,32
