record_kind,config,family,policy,metric,mean,mc_se,mc_low,mc_high,seeds,rotations
computational_simulation,013_o25_ideal_long,original,Q-source-aware,unrelated_wait_sum,1725.492691452521,5.908358293866058,1713.9123091965437,1737.0730737084984,32,3
computational_simulation,013_o25_ideal_long,original,Q-source-aware,source_switches,2.59375,0.02474952933914016,2.545240922495285,2.642259077504715,32,3
computational_simulation,013_o25_ideal_long,original,Q-source-aware,source_returns,1.59375,0.02474952933914019,1.5452409224952852,1.6422590775047148,32,3
computational_simulation,013_o25_ideal_long,original,Q-source-aware,groups,0.0,0.0,0.0,0.0,32,3
computational_simulation,013_o25_ideal_long,original,Q-source-aware,time_orientation,62.250746292776356,0.27275242315689613,61.71615154338884,62.78534104216387,32,3
computational_simulation,013_o25_ideal_long,original,Q-source-aware,time_question,69.37337886388613,0.5850821552890483,68.22661783951959,70.52013988825267,32,3
computational_simulation,013_o25_ideal_long,original,Q-source-aware,time_verification,114.79686866199225,1.112459783757469,112.6164474858276,116.97728983815689,32,3
computational_simulation,013_o25_ideal_long,original,Q-source-aware,time_construction,266.81878055039203,1.6266146661940482,263.6306158046517,270.00694529613236,32,3
computational_simulation,013_o25_ideal_long,original,Q-source-aware,time_interaction,13.260225630953261,0.09431913474305546,13.075360126856873,13.44509113504965,32,3
computational_simulation,013_o25_ideal_long,original,Q-source-aware,time_release,13.25,0.09346956263824577,13.066799657229039,13.433200342770961,32,3
computational_simulation,013_o25_ideal_long,original,Q-source-aware,time_grouping,0.0,0.0,0.0,0.0,32,3
computational_simulation,013_o25_ideal_long,original,Q-source-aware,time_idle,0.24999999999999636,5.732820655787308e-15,0.24999999999998512,0.2500000000000076,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,correct,6.677083333333334,0.05696233546204302,6.56543715582773,6.788729510838938,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,incorrect,0.0,0.0,0.0,0.0,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,unfinished,5.322916666666666,0.05696233546204302,5.211270489161062,5.43456284417227,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,released,6.677083333333334,0.05696233546204302,6.56543715582773,6.788729510838938,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,never_selected,4.322916666666666,0.05696233546204302,4.211270489161062,4.43456284417227,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,unstarted,0.0,0.0,0.0,0.0,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,deferred,0.0,0.0,0.0,0.0,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,blocked,0.0,0.0,0.0,0.0,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,approved_unreleased,0.020833333333333332,0.014491840492505258,-0.007570674031976973,0.049237340698643633,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,review_attempts,7.677083333333334,0.05696233546204302,7.56543715582773,7.788729510838938,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,repairs,5.010416666666666,0.05696233546204297,4.898770489161062,5.12206284417227,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,damage,0.0,0.0,0.0,0.0,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,carryover_harms,0.0,0.0,0.0,0.0,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,mean_wait,245.4438445318768,0.7818040777712965,243.91150853944507,246.97618052430855,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,unrelated_wait_sum,1929.1165968811122,13.166991538739676,1903.3092934651825,1954.9239002970419,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,source_switches,0.9895833333333333,0.010416666666666668,0.9691666666666666,1.01,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,source_returns,0.0,0.0,0.0,0.0,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,groups,0.0,0.0,0.0,0.0,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,time_orientation,48.253279818820516,0.24174227735374829,47.77946495520717,48.727094682433865,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,time_question,70.52554307867838,0.6240531522247285,69.30239890031791,71.74868725703885,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,time_verification,118.3776206889722,1.2767390340546658,115.87521218222506,120.88002919571935,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,time_construction,275.76272726243997,1.735002953263071,272.36212147404433,279.1633330508356,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,time_interaction,13.439963632310578,0.11126639880140485,13.221881490659824,13.658045773961332,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,time_release,13.39086551877832,0.11734737929845886,13.16086465535334,13.6208663822033,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,time_grouping,0.0,0.0,0.0,0.0,32,3
computational_simulation,013_o25_ideal_long,original,Q-sticky,time_idle,0.24999999999999392,6.6112535374866375e-15,0.24999999999998096,0.2500000000000069,32,3
computational_simulation,013_o25_ideal_long,original,M,correct,6.854166666666667,0.05587664826015005,6.744648436076773,6.963684897256561,32,3
computational_simulation,013_o25_ideal_long,original,M,incorrect,0.0,0.0,0.0,0.0,32,3
computational_simulation,013_o25_ideal_long,original,M,unfinished,5.145833333333333,0.05587664826015005,5.036315102743439,5.255351563923227,32,3
computational_simulation,013_o25_ideal_long,original,M,released,6.854166666666667,0.05587664826015005,6.744648436076773,6.963684897256561,32,3
computational_simulation,013_o25_ideal_long,original,M,never_selected,4.145833333333333,0.05587664826015006,4.036315102743439,4.255351563923227,32,3
computational_simulation,013_o25_ideal_long,original,M,unstarted,0.0,0.0,0.0,0.0,32,3
computational_simulation,013_o25_ideal_long,original,M,deferred,0.0,0.0,0.0,0.0,32,3
computational_simulation,013_o25_ideal_long,original,M,blocked,0.0,0.0,0.0,0.0,32,3
computational_simulation,013_o25_ideal_long,original,M,approved_unreleased,0.010416666666666666,0.010416666666666664,-0.009999999999999997,0.03083333333333333,32,3
computational_simulation,013_o25_ideal_long,original,M,review_attempts,7.854166666666667,0.05587664826015007,7.744648436076773,7.963684897256561,32,3
computational_simulation,013_o25_ideal_long,original,M,repairs,0.0,0.0,0.0,0.0,32,3
computational_simulation,013_o25_ideal_long,original,M,damage,0.0,0.0,0.0,0.0,32,3
computational_simulation,013_o25_ideal_long,original,M,carryover_harms,0.0,0.0,0.0,0.0,32,3
computational_simulation,013_o25_ideal_long,original,M,mean_wait,257.5845224158165,1.0731734843321916,255.48110238652538,259.6879424451076,32,3
computational_simulation,013_o25_ideal_long,original,M,unrelated_wait_sum,1679.513390599292,6.966208031224381,1665.8596228580923,1693.1671583404918,32,3
computational_simulation,013_o25_ideal_long,original,M,source_switches,6.854166666666667,0.05587664826015005,6.744648436076773,6.963684897256561,32,3
computational_simulation,013_o25_ideal_long,original,M,source_returns,5.854166666666667,0.05587664826015005,5.744648436076773,5.963684897256561,32,3
computational_simulation,013_o25_ideal_long,original,M,groups,0.0,0.0,0.0,0.0,32,3
computational_simulation,013_o25_ideal_long,original,M,time_orientation,70.0533677501297,0.24746607933840178,69.56833423462643,70.53840126563296,32,3
computational_simulation,013_o25_ideal_long,original,M,time_question,70.98803185003545,0.6624510801399333,69.68962773296118,72.28643596710972,32,3
computational_simulation,013_o25_ideal_long,original,M,time_verification,0.0,0.0,0.0,0.0,32,3
computational_simulation,013_o25_ideal_long,original,M,time_construction,371.2617801952179,1.0323689065247386,369.2383371384294,373.2852232520064,32,3
computational_simulation,013_o25_ideal_long,original,M,time_interaction,13.735613454737717,0.11605627392545168,13.508143157843831,13.963083751631602,32,3
computational_simulation,013_o25_ideal_long,original,M,time_release,13.711206749879228,0.11203180562673483,13.491624410850827,13.930789088907629,32,3
computational_simulation,013_o25_ideal_long,original,M,time_grouping,0.0,0.0,0.0,0.0,32,3
computational_simulation,013_o25_ideal_long,original,M,time_idle,0.24999999999999753,6.119970171357654e-15,0.24999999999998554,0.25000000000000955,32,3
computational_simulation,014_o25_high_short,original,Q,correct,4.979166666666667,0.09692575124537485,4.789192194225732,5.169141139107602,32,3
computational_simulation,014_o25_high_short,original,Q,incorrect,0.9270833333333333,0.09194042089648959,0.7468801083762137,1.1072865582904527,32,3
computational_simulation,014_o25_high_short,original,Q,unfinished,6.09375,0.09493722577007169,5.907673037490659,6.279826962509341,32,3
computational_simulation,014_o25_high_short,original,Q,released,5.90625,0.09493722577007169,5.720173037490659,6.092326962509341,32,3
computational_simulation,014_o25_high_short,original,Q,never_selected,4.989583333333333,0.09163535022246745,4.809978046897297,5.169188619769369,32,3
computational_simulation,014_o25_high_short,original,Q,unstarted,0.0,0.0,0.0,0.0,32,3
computational_simulation,014_o25_high_short,original,Q,deferred,0.07291666666666667,0.024749529339140177,0.024407589161951924,0.12142574417138141,32,3
computational_simulation,014_o25_high_short,original,Q,blocked,0.03125,0.017450486791127397,-0.0029529541106096957,0.0654529541106097,32,3
computational_simulation,014_o25_high_short,original,Q,approved_unreleased,0.020833333333333332,0.014491840492505258,-0.007570674031976973,0.049237340698643633,32,3
computational_simulation,014_o25_high_short,original,Q,review_attempts,7.354166666666666,0.06513272223219557,7.226506531091562,7.48182680224177,32,3
computational_simulation,014_o25_high_short,original,Q,repairs,3.4166666666666665,0.08854660802150861,3.2431153149445096,3.5902180183888235,32,3
computational_simulation,014_o25_high_short,original,Q,damage,0.03125,0.017450486791127397,-0.0029529541106096957,0.0654529541106097,32,3
computational_simulation,014_o25_high_short,original,Q,carryover_harms,0.0,0.0,0.0,0.0,32,3
computational_simulation,014_o25_high_short,original,Q,mean_wait,272.0739529889887,2.0714203225016883,268.0139691568854,276.133936821092,32,3
computational_simulation,014_o25_high_short,original,Q,unrelated_wait_sum,1755.222671903455,10.362197083054085,1734.912765620669,1775.532578186241,32,3
computational_simulation,014_o25_high_short,original,Q,source_switches,6.0625,0.08391931075054107,5.898018150928939,6.226981849071061,32,3
computational_simulation,014_o25_high_short,original,Q,source_returns,5.0625,0.08391931075054107,4.898018150928939,5.226981849071061,32,3
computational_simulation,014_o25_high_short,original,Q,groups,0.0,0.0,0.0,0.0,32,3
computational_simulation,014_o25_high_short,original,Q,time_orientation,121.78999377719563,1.1039737091476112,119.62620530726632,123.95378224712495,32,3
computational_simulation,014_o25_high_short,original,Q,time_question,64.99864984842289,0.7156129286524878,63.59604850826401,66.40125118858177,32,3
computational_simulation,014_o25_high_short,original,Q,time_verification,103.6194096451203,1.4644718757854227,100.74904476858087,106.48977452165973,32,3
computational_simulation,014_o25_high_short,original,Q,time_construction,224.7208138408949,2.756203225581839,219.3186555187545,230.12297216303529,32,3
computational_simulation,014_o25_high_short,original,Q,time_interaction,12.776606748793014,0.12966548561099764,12.52246239699546,13.03075110059057,32,3
computational_simulation,014_o25_high_short,original,Q,time_release,11.844526139573265,0.19063396015917705,11.470883577661278,12.218168701485252,32,3
computational_simulation,014_o25_high_short,original,Q,time_grouping,0.0,0.0,0.0,0.0,32,3
computational_simulation,014_o25_high_short,original,Q,time_idle,0.250000000000001,6.243838471516624e-15,0.24999999999998876,0.2500000000000132,32,3
computational_simulation,014_o25_high_short,original,G,correct,5.177083333333333,0.09926293669017869,4.982527977420583,5.371638689246083,32,3
computational_simulation,014_o25_high_short,original,G,incorrect,1.0104166666666667,0.0964006989500829,0.8214712967245043,1.1993620366088291,32,3
computational_simulation,014_o25_high_short,original,G,unfinished,5.8125,0.09807454099509132,5.620273899649621,6.004726100350379,32,3
computational_simulation,014_o25_high_short,original,G,released,6.1875,0.09807454099509132,5.995273899649621,6.379726100350379,32,3
computational_simulation,014_o25_high_short,original,G,never_selected,4.625,0.08949029301998551,4.449599025680828,4.800400974319172,32,3
computational_simulation,014_o25_high_short,original,G,unstarted,0.0,0.0,0.0,0.0,32,3
computational_simulation,014_o25_high_short,original,G,deferred,0.16666666666666669,0.03959924694262429,0.08905214265912308,0.24428119067421028,32,3
computational_simulation,014_o25_high_short,original,G,blocked,0.020833333333333332,0.014491840492505258,-0.007570674031976973,0.049237340698643633,32,3
computational_simulation,014_o25_high_short,original,G,approved_unreleased,0.010416666666666666,0.010416666666666664,-0.009999999999999997,0.03083333333333333,32,3
computational_simulation,014_o25_high_short,original,G,review_attempts,7.677083333333334,0.06606647671760722,7.5475930389668235,7.806573627699844,32,3
computational_simulation,014_o25_high_short,original,G,repairs,3.645833333333333,0.08972466345980301,3.469972992952119,3.821693673714547,32,3
computational_simulation,014_o25_high_short,original,G,damage,0.03125,0.017450486791127397,-0.0029529541106096957,0.0654529541106097,32,3
computational_simulation,014_o25_high_short,original,G,carryover_harms,0.0,0.0,0.0,0.0,32,3
computational_simulation,014_o25_high_short,original,G,mean_wait,263.422833824313,2.0646187692990665,259.3761810364868,267.4694866121392,32,3
computational_simulation,014_o25_high_short,original,G,unrelated_wait_sum,1730.986031064665,17.229137074152145,1697.2169223993267,1764.7551397300033,32,3
computational_simulation,014_o25_high_short,original,G,source_switches,2.40625,0.06122695418975891,2.2862451697880726,2.5262548302119274,32,3
computational_simulation,014_o25_high_short,original,G,source_returns,1.40625,0.06122695418975893,1.2862451697880726,1.5262548302119274,32,3
computational_simulation,014_o25_high_short,original,G,groups,2.604166666666667,0.04081796945983927,2.524163446525382,2.6841698868079518,32,3
computational_simulation,014_o25_high_short,original,G,time_orientation,74.2426950022188,1.02505435322416,72.23358846989944,76.25180153453815,32,3
computational_simulation,014_o25_high_short,original,G,time_question,69.92873776114862,0.6762803475431541,68.60322827996404,71.25424724233321,32,3
computational_simulation,014_o25_high_short,original,G,time_verification,114.4166373363542,1.703289155157852,111.07819059224481,117.75508408046359,32,3
computational_simulation,014_o25_high_short,original,G,time_construction,244.9844699281972,3.0390669925207083,239.0278986228566,250.9410412335378,32,3
computational_simulation,014_o25_high_short,original,G,time_interaction,13.406683839298928,0.1299670091152583,13.151948501433022,13.661419177164834,32,3
computational_simulation,014_o25_high_short,original,G,time_release,12.379661733223696,0.19591684525309483,11.99566471652763,12.763658749919761,32,3
computational_simulation,014_o25_high_short,original,G,time_grouping,10.391114399558559,0.15716375735099605,10.083073435150606,10.699155363966511,32,3
computational_simulation,014_o25_high_short,original,G,time_idle,0.250000000000007,5.481915874127213e-15,0.24999999999999625,0.25000000000001776,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,correct,5.28125,0.10272864937896246,5.079901847217234,5.482598152782766,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,incorrect,1.03125,0.10190762802919924,0.8315110490627695,1.2309889509372305,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,unfinished,5.6875,0.10576727258382333,5.4801961457357065,5.8948038542642935,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,released,6.3125,0.10576727258382333,6.1051961457357065,6.5198038542642935,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,never_selected,4.489583333333334,0.09581799199318326,4.3017800690266945,4.677386597639973,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,unstarted,0.0,0.0,0.0,0.0,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,deferred,0.17708333333333331,0.03955502666423828,0.09955548107142628,0.2546111855952403,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,blocked,0.020833333333333332,0.014491840492505258,-0.007570674031976973,0.049237340698643633,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,approved_unreleased,0.020833333333333332,0.014491840492505258,-0.007570674031976973,0.049237340698643633,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,review_attempts,7.8125,0.06848576625264165,7.6782678981448225,7.9467321018551775,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,repairs,3.739583333333333,0.09434548038172672,3.5546661917851488,3.9245004748815173,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,damage,0.03125,0.017450486791127397,-0.0029529541106096957,0.0654529541106097,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,carryover_harms,0.0,0.0,0.0,0.0,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,mean_wait,260.65584057160675,2.1104101321719653,256.5194367125497,264.7922444306638,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,unrelated_wait_sum,1718.6256234723492,17.528084550049133,1684.2705777542528,1752.9806691904455,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,source_switches,2.479166666666667,0.06683027638947714,2.348179324943292,2.610154008390042,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,source_returns,1.4791666666666665,0.06683027638947715,1.3481793249432914,1.6101540083900416,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,groups,0.0,0.0,0.0,0.0,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,time_orientation,74.9550528963857,1.0942029631392816,72.81041508863271,77.09969070413868,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,time_question,70.6425592617426,0.6686043018731038,69.33209483007133,71.95302369341388,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,time_verification,116.76218611426918,1.6482223914294274,113.53167022706751,119.99270200147086,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,time_construction,251.02808715627935,2.968674312121337,245.20948550452152,256.8466888080372,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,time_interaction,13.706003338401953,0.14060087698220292,13.430425619516836,13.98158105728707,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,time_release,12.656111232921216,0.21093549557594704,12.24267766159236,13.069544804250071,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,time_grouping,0.0,0.0,0.0,0.0,32,3
computational_simulation,014_o25_high_short,original,Q-source-aware,time_idle,0.24999999999999986,6.576162995467592e-15,0.24999999999998698,0.25000000000001277,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,correct,5.552083333333333,0.0841483997530766,5.387152469817303,5.717014196849363,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,incorrect,1.0208333333333333,0.10576727258382333,0.8135294790690395,1.228137187597627,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,unfinished,5.427083333333334,0.08364776030868668,5.263133723128308,5.59103294353836,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,released,6.572916666666666,0.08364776030868668,6.40896705646164,6.736866276871692,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,never_selected,4.3125,0.08189279096153419,4.151990129715393,4.473009870284607,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,unstarted,0.0,0.0,0.0,0.0,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,deferred,0.07291666666666666,0.024749529339140174,0.024407589161951918,0.1214257441713814,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,blocked,0.041666666666666664,0.01979962347131214,0.002859404662894867,0.08047392867043845,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,approved_unreleased,0.041666666666666664,0.024820141549219608,-0.006980810769803766,0.0903141441031371,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,review_attempts,8.072916666666668,0.07592673410342962,7.924100267823945,8.22173306550939,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,repairs,3.895833333333333,0.08391931075054106,3.7313514842622726,4.060315182404394,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,damage,0.020833333333333332,0.014491840492505258,-0.007570674031976973,0.049237340698643633,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,carryover_harms,0.0,0.0,0.0,0.0,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,mean_wait,247.34391187434514,1.62010860021506,244.1684990179236,250.51932473076667,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,unrelated_wait_sum,1926.215234259887,25.7296138096403,1875.785191192992,1976.645277326782,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,source_switches,0.9479166666666666,0.030340713830933664,0.8884488675580366,1.0073844657752966,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,source_returns,0.020833333333333332,0.014491840492505258,-0.007570674031976973,0.049237340698643633,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,groups,0.0,0.0,0.0,0.0,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,time_orientation,51.98181049554546,0.5210993372994792,50.96045579443848,53.00316519665244,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,time_question,74.04344470892589,0.7607073343142113,72.55245833367003,75.53443108418175,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,time_verification,122.27036423404388,1.6445627359705652,119.04702127154158,125.49370719654618,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,time_construction,264.01422014479476,2.39854267913648,259.3130764936873,268.71536379590225,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,time_interaction,14.250103070396595,0.16185686268108246,13.932863619541672,14.567342521251517,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,time_release,13.19005734629339,0.1715547995270573,12.853809939220358,13.526304753366421,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,time_grouping,0.0,0.0,0.0,0.0,32,3
computational_simulation,014_o25_high_short,original,Q-sticky,time_idle,0.24999999999999753,6.112093960550133e-15,0.24999999999998554,0.2500000000000095,32,3
computational_simulation,014_o25_high_short,original,M,correct,4.65625,0.0904047735104552,4.479056643919508,4.833443356080492,32,3
computational_simulation,014_o25_high_short,original,M,incorrect,0.65625,0.06937440464402747,0.5202761668977062,0.7922238331022938,32,3
computational_simulation,014_o25_high_short,original,M,unfinished,6.6875,0.06683027638947717,6.556512658276625,6.818487341723375,32,3
computational_simulation,014_o25_high_short,original,M,released,5.3125,0.06683027638947717,5.181512658276625,5.443487341723375,32,3
computational_simulation,014_o25_high_short,original,M,never_selected,5.427083333333334,0.07810819711777532,5.273991266982494,5.580175399684173,32,3
computational_simulation,014_o25_high_short,original,M,unstarted,0.0,0.0,0.0,0.0,32,3
computational_simulation,014_o25_high_short,original,M,deferred,0.1875,0.036470332126922404,0.11601814903123209,0.2589818509687679,32,3
computational_simulation,014_o25_high_short,original,M,blocked,0.07291666666666666,0.024749529339140174,0.024407589161951918,0.1214257441713814,32,3
computational_simulation,014_o25_high_short,original,M,approved_unreleased,0.0,0.0,0.0,0.0,32,3
computational_simulation,014_o25_high_short,original,M,review_attempts,7.15625,0.0448623317299015,7.068319829809393,7.244180170190607,32,3
computational_simulation,014_o25_high_short,original,M,repairs,0.0,0.0,0.0,0.0,32,3
computational_simulation,014_o25_high_short,original,M,damage,0.0,0.0,0.0,0.0,32,3
computational_simulation,014_o25_high_short,original,M,carryover_harms,0.0,0.0,0.0,0.0,32,3
computational_simulation,014_o25_high_short,original,M,mean_wait,277.8722327059436,1.4240300597297646,275.0811337888733,280.6633316230139,32,3
computational_simulation,014_o25_high_short,original,M,unrelated_wait_sum,1781.088244527268,6.502523263033546,1768.3432989317223,1793.8331901228137,32,3
computational_simulation,014_o25_high_short,original,M,source_switches,5.760416666666666,0.056468611432024175,5.6497381882598985,5.871095145073434,32,3
computational_simulation,014_o25_high_short,original,M,source_returns,4.760416666666666,0.056468611432024175,4.6497381882598985,4.871095145073434,32,3
computational_simulation,014_o25_high_short,original,M,groups,0.0,0.0,0.0,0.0,32,3
computational_simulation,014_o25_high_short,original,M,time_orientation,119.21449193280768,0.7680930942028847,117.70902946817002,120.71995439744533,32,3
computational_simulation,014_o25_high_short,original,M,time_question,64.57330432651293,0.6745492478122908,63.251187800800835,65.89542085222502,32,3
computational_simulation,014_o25_high_short,original,M,time_verification,0.0,0.0,0.0,0.0,32,3
computational_simulation,014_o25_high_short,original,M,time_construction,333.0113074906559,1.277630657376449,330.5071514021981,335.5154635791137,32,3
computational_simulation,014_o25_high_short,original,M,time_interaction,12.325896250023524,0.09239086458314047,12.144810155440569,12.50698234460648,32,3
computational_simulation,014_o25_high_short,original,M,time_release,10.625,0.13366055277895433,10.36302531655325,10.88697468344675,32,3
computational_simulation,014_o25_high_short,original,M,time_grouping,0.0,0.0,0.0,0.0,32,3
computational_simulation,014_o25_high_short,original,M,time_idle,0.2499999999999952,5.314638884529447e-15,0.2499999999999848,0.2500000000000056,32,3
computational_simulation,015_o25_high_long,original,Q,correct,5.447916666666666,0.11652196767825757,5.219533610017281,5.676299723316051,32,3
computational_simulation,015_o25_high_long,original,Q,incorrect,1.0625,0.10941099638076723,0.8480544470936963,1.2769455529063038,32,3
computational_simulation,015_o25_high_long,original,Q,unfinished,5.489583333333333,0.11591962728994355,5.262380863845044,5.716785802821622,32,3
computational_simulation,015_o25_high_long,original,Q,released,6.510416666666667,0.11591962728994355,6.283214197178378,6.737619136154956,32,3
computational_simulation,015_o25_high_long,original,Q,never_selected,4.333333333333333,0.10151186875537209,4.134370070572804,4.532296596093862,32,3
computational_simulation,015_o25_high_long,original,Q,unstarted,0.0,0.0,0.0,0.0,32,3
computational_simulation,015_o25_high_long,original,Q,deferred,0.12499999999999999,0.03888568855239094,0.04878405043731375,0.20121594956268624,32,3
computational_simulation,015_o25_high_long,original,Q,blocked,0.03125,0.017450486791127397,-0.0029529541106096957,0.0654529541106097,32,3
computational_simulation,015_o25_high_long,original,Q,approved_unreleased,0.010416666666666666,0.010416666666666664,-0.009999999999999997,0.03083333333333333,32,3
computational_simulation,015_o25_high_long,original,Q,review_attempts,8.020833333333332,0.07768131178550501,7.868577962233743,8.173088704432923,32,3
computational_simulation,015_o25_high_long,original,Q,repairs,3.7916666666666665,0.10342477743661632,3.5889541028908987,3.9943792304424344,32,3
computational_simulation,015_o25_high_long,original,Q,damage,0.03125,0.017450486791127397,-0.0029529541106096957,0.0654529541106097,32,3
computational_simulation,015_o25_high_long,original,Q,carryover_harms,0.0,0.0,0.0,0.0,32,3
computational_simulation,015_o25_high_long,original,Q,mean_wait,260.21404617849606,2.305270440323248,255.6957161154625,264.7323762415296,32,3
computational_simulation,015_o25_high_long,original,Q,unrelated_wait_sum,1686.657055216898,12.283241547400097,1662.5819017839938,1710.7322086498023,32,3
computational_simulation,015_o25_high_long,original,Q,source_switches,6.708333333333334,0.09670883396209595,6.518784018767626,6.897882647899042,32,3
computational_simulation,015_o25_high_long,original,Q,source_returns,5.708333333333334,0.09670883396209595,5.518784018767626,5.897882647899042,32,3
computational_simulation,015_o25_high_long,original,Q,groups,0.0,0.0,0.0,0.0,32,3
computational_simulation,015_o25_high_long,original,Q,time_orientation,69.86162276558949,0.3168975721817913,69.24050352411318,70.4827420070658,32,3
computational_simulation,015_o25_high_long,original,Q,time_question,72.03553541094712,0.7938256543536033,70.47963712841405,73.59143369348018,32,3
computational_simulation,015_o25_high_long,original,Q,time_verification,118.17690501215284,1.4294570897438186,115.37516911625497,120.97864090805072,32,3
computational_simulation,015_o25_high_long,original,Q,time_construction,252.57090968568082,2.3430499222787127,247.97853183801453,257.1632875333471,32,3
computational_simulation,015_o25_high_long,original,Q,time_interaction,14.06535931920153,0.15577628910631877,13.760037792553145,14.370680845849915,32,3
computational_simulation,015_o25_high_long,original,Q,time_release,13.039667806428213,0.2316761095943262,12.585582631623334,13.493752981233092,32,3
computational_simulation,015_o25_high_long,original,Q,time_grouping,0.0,0.0,0.0,0.0,32,3
computational_simulation,015_o25_high_long,original,Q,time_idle,0.25000000000000105,5.232945111851297e-15,0.24999999999999079,0.2500000000000113,32,3
computational_simulation,015_o25_high_long,original,G,correct,5.291666666666667,0.1012356454712395,5.093244801543038,5.490088531790296,32,3
computational_simulation,015_o25_high_long,original,G,incorrect,1.0416666666666665,0.10556852400999431,0.8347523596070776,1.2485809737262554,32,3
computational_simulation,015_o25_high_long,original,G,unfinished,5.666666666666666,0.10688653415091957,5.457169059730863,5.876164273602469,32,3
computational_simulation,015_o25_high_long,original,G,released,6.333333333333334,0.10688653415091957,6.123835726397531,6.542830940269137,32,3
computational_simulation,015_o25_high_long,original,G,never_selected,4.46875,0.097985276808948,4.276698857454462,4.660801142545538,32,3
computational_simulation,015_o25_high_long,original,G,unstarted,0.0,0.0,0.0,0.0,32,3
