policy,seed,scenario_hash,evidence,status,error,planned_calls,total_loss,accrued_loss,loss_upper_bound,correct_jobs,jobs_closed,reviews_started,reviews_completed,corrections,late_returns,expired_requests,review_busy_ticks,simulated_ticks_completed,incomplete_service,episode_wall_seconds,scheduled_calls,attempts,prompt_tokens,completion_tokens,unknown_token_attempts,request_wall_seconds,agents,closure_penalty,execution_index,horizon,jobs,phase,review_ticks,risk,run_id,workload
delay,10018,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,live_gpu,completed,,12,0,0,19,6,6,3,3,0,0,3,3,12,,2.474733,12,12,2564,84,0,1.6826029978692532,3,0,373,12,6,risk_ablation,1,pooled,risk_ablation/original/10018/a3/s1/pooled/delay/lambda0,original
greedy,10018,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,live_gpu,completed,,12,0,0,19,6,6,3,3,0,0,3,3,12,,3.160505,12,12,2564,84,0,1.6699556075036526,3,0,374,12,6,risk_ablation,1,analytical,risk_ablation/original/10018/a3/s1/analytical/greedy/lambda0,original
delay,10018,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,live_gpu,completed,,12,0,0,19,6,6,3,3,0,0,3,3,12,,2.357884,12,12,2564,84,0,1.6871809270232916,3,0,375,12,6,risk_ablation,1,analytical,risk_ablation/original/10018/a3/s1/analytical/delay/lambda0,original
delay,10018,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,live_gpu,completed,,12,0,0,19,6,6,1,1,0,0,5,2,12,,2.35837,12,12,2510,84,0,1.6700782161206007,3,0,376,12,6,risk_ablation,2,analytical,risk_ablation/original/10018/a3/s2/analytical/delay/lambda0,original
greedy,10018,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,live_gpu,completed,,12,0,0,19,6,6,1,1,0,0,5,2,12,,2.369422,12,12,2510,84,0,1.6894117146730423,3,0,377,12,6,risk_ablation,2,analytical,risk_ablation/original/10018/a3/s2/analytical/greedy/lambda0,original
delay,10018,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,live_gpu,completed,,12,0,0,19,6,6,1,1,0,0,5,2,12,,2.377768,12,12,2510,84,0,1.6849607806652784,3,0,378,12,6,risk_ablation,2,pooled,risk_ablation/original/10018/a3/s2/pooled/delay/lambda0,original
greedy,10018,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,live_gpu,completed,,12,0,0,19,6,6,1,1,0,0,5,2,12,,2.443651,12,12,2510,84,0,1.6728185582906008,3,0,379,12,6,risk_ablation,2,pooled,risk_ablation/original/10018/a3/s2/pooled/greedy/lambda0,original
myopic,10019,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,live_gpu,completed,,12,12,12,32,3,6,2,2,1,0,4,4,12,,2.36611,12,12,2510,84,0,1.6766131594777107,3,0,380,12,6,replication,2,frozen,replication/original/10019/a3/s2/frozen/myopic/lambda0,original
greedy,10019,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,live_gpu,completed,,12,12,12,32,3,6,2,2,1,0,4,4,12,,2.348794,12,12,2510,84,0,1.6638433896005154,3,0,381,12,6,replication,2,frozen,replication/original/10019/a3/s2/frozen/greedy/lambda0,original
edf,10019,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,live_gpu,completed,,12,12,12,32,3,6,2,2,1,0,4,4,12,,2.388497,12,12,2510,84,0,1.688465977087617,3,0,382,12,6,replication,2,frozen,replication/original/10019/a3/s2/frozen/edf/lambda0,original
delay,10019,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,live_gpu,completed,,12,12,12,32,3,6,2,2,1,0,4,4,12,,2.313615,12,12,2510,84,0,1.6767304111272097,3,0,383,12,6,replication,2,frozen,replication/original/10019/a3/s2/frozen/delay/lambda0,original
fcfs,10019,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,live_gpu,completed,,12,12,12,32,3,6,2,2,1,0,4,4,12,,2.281717,12,12,2510,84,0,1.6600663252174854,3,0,384,12,6,replication,2,frozen,replication/original/10019/a3/s2/frozen/fcfs/lambda0,original
uncertainty,10019,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,live_gpu,completed,,12,12,12,32,3,6,2,2,1,0,4,4,12,,2.342752,12,12,2510,84,0,1.6557379569858313,3,0,385,12,6,replication,2,frozen,replication/original/10019/a3/s2/frozen/uncertainty/lambda0,original
greedy,10019,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,live_gpu,completed,,12,8,8,32,4,6,3,3,2,0,3,3,12,,2.330283,12,12,2510,84,0,1.6663920041173697,3,0,386,12,6,replication,1,frozen,replication/original/10019/a3/s1/frozen/greedy/lambda0,original
edf,10019,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,live_gpu,completed,,12,8,8,32,4,6,3,3,2,0,3,3,12,,3.246153,12,12,2510,84,0,1.664301035925746,3,0,387,12,6,replication,1,frozen,replication/original/10019/a3/s1/frozen/edf/lambda0,original
delay,10019,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,live_gpu,completed,,12,8,8,32,4,6,3,3,2,0,3,3,12,,2.363606,12,12,2510,84,0,1.6769533548504114,3,0,388,12,6,replication,1,frozen,replication/original/10019/a3/s1/frozen/delay/lambda0,original
fcfs,10019,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,live_gpu,completed,,12,8,8,32,4,6,3,3,2,0,3,3,12,,2.378153,12,12,2510,84,0,1.6765352301299572,3,0,389,12,6,replication,1,frozen,replication/original/10019/a3/s1/frozen/fcfs/lambda0,original
uncertainty,10019,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,live_gpu,completed,,12,8,8,32,4,6,3,3,2,0,3,3,12,,2.406576,12,12,2510,84,0,1.6773151140660048,3,0,390,12,6,replication,1,frozen,replication/original/10019/a3/s1/frozen/uncertainty/lambda0,original
myopic,10019,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,live_gpu,completed,,12,8,8,32,4,6,3,3,2,0,3,3,12,,2.360409,12,12,2510,84,0,1.6895519439131021,3,0,391,12,6,replication,1,frozen,replication/original/10019/a3/s1/frozen/myopic/lambda0,original
greedy,10019,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,live_gpu,completed,,12,12,12,32,3,6,2,2,1,0,4,4,12,,2.427539,12,12,2510,84,0,1.6819159910082817,3,0,392,12,6,risk_ablation,2,analytical,risk_ablation/original/10019/a3/s2/analytical/greedy/lambda0,original
delay,10019,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,live_gpu,completed,,12,12,12,32,3,6,2,2,1,0,4,4,12,,2.379142,12,12,2510,84,0,1.6755089648067951,3,0,393,12,6,risk_ablation,2,analytical,risk_ablation/original/10019/a3/s2/analytical/delay/lambda0,original
greedy,10019,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,live_gpu,completed,,12,12,12,32,3,6,2,2,1,0,4,4,12,,2.392531,12,12,2510,84,0,1.6816828083246946,3,0,394,12,6,risk_ablation,2,pooled,risk_ablation/original/10019/a3/s2/pooled/greedy/lambda0,original
delay,10019,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,live_gpu,completed,,12,12,12,32,3,6,2,2,1,0,4,4,12,,2.37865,12,12,2510,84,0,1.660997435450554,3,0,395,12,6,risk_ablation,2,pooled,risk_ablation/original/10019/a3/s2/pooled/delay/lambda0,original
delay,10019,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,live_gpu,completed,,12,8,8,32,4,6,3,3,2,0,3,3,12,,2.387984,12,12,2510,84,0,1.6670494750142097,3,0,396,12,6,risk_ablation,1,pooled,risk_ablation/original/10019/a3/s1/pooled/delay/lambda0,original
greedy,10019,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,live_gpu,completed,,12,8,8,32,4,6,3,3,2,0,3,3,12,,2.363764,12,12,2510,84,0,1.6631450336426497,3,0,397,12,6,risk_ablation,1,pooled,risk_ablation/original/10019/a3/s1/pooled/greedy/lambda0,original
delay,10019,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,live_gpu,completed,,12,8,8,32,4,6,3,3,2,0,3,3,12,,2.301308,12,12,2510,84,0,1.6664064172655344,3,0,398,12,6,risk_ablation,1,analytical,risk_ablation/original/10019/a3/s1/analytical/delay/lambda0,original
greedy,10019,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,live_gpu,completed,,12,8,8,32,4,6,3,3,2,0,3,3,12,,2.382486,12,12,2510,84,0,1.6725469399243593,3,0,399,12,6,risk_ablation,1,analytical,risk_ablation/original/10019/a3/s1/analytical/greedy/lambda0,original
edf,10020,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,live_gpu,completed,,12,2,2,66,6,6,5,5,1,0,1,5,12,,3.509047,12,12,2568,84,0,1.6840347163379192,3,0,400,12,6,replication,1,frozen,replication/original/10020/a3/s1/frozen/edf/lambda0,original
delay,10020,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,live_gpu,completed,,12,2,2,66,6,6,5,5,1,0,1,5,12,,2.475577,12,12,2568,84,0,1.6709949783980846,3,0,401,12,6,replication,1,frozen,replication/original/10020/a3/s1/frozen/delay/lambda0,original
fcfs,10020,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,live_gpu,completed,,12,2,2,66,6,6,5,5,1,0,1,5,12,,2.571329,12,12,2568,84,0,1.6959623899310827,3,0,402,12,6,replication,1,frozen,replication/original/10020/a3/s1/frozen/fcfs/lambda0,original
uncertainty,10020,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,live_gpu,completed,,12,2,2,66,6,6,5,5,1,0,1,5,12,,2.453418,12,12,2568,84,0,1.66844392567873,3,0,403,12,6,replication,1,frozen,replication/original/10020/a3/s1/frozen/uncertainty/lambda0,original
myopic,10020,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,live_gpu,completed,,12,2,2,66,6,6,5,5,1,0,1,5,12,,2.346143,12,12,2568,84,0,1.6632821634411812,3,0,404,12,6,replication,1,frozen,replication/original/10020/a3/s1/frozen/myopic/lambda0,original
greedy,10020,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,live_gpu,completed,,12,1,1,66,6,6,5,5,1,0,1,5,12,,2.327394,12,12,2568,84,0,1.6637566518038511,3,0,405,12,6,replication,1,frozen,replication/original/10020/a3/s1/frozen/greedy/lambda0,original
delay,10020,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,live_gpu,completed,,12,2,2,66,6,6,4,4,1,0,2,8,12,,2.355114,12,12,2568,84,0,1.6653856076300144,3,0,406,12,6,replication,2,frozen,replication/original/10020/a3/s2/frozen/delay/lambda0,original
fcfs,10020,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,live_gpu,completed,,12,4,4,66,6,6,4,4,1,0,2,8,12,,2.378592,12,12,2568,84,0,1.6769030634313822,3,0,407,12,6,replication,2,frozen,replication/original/10020/a3/s2/frozen/fcfs/lambda0,original
uncertainty,10020,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,live_gpu,completed,,12,4,4,66,6,6,4,4,1,0,2,8,12,,2.794438,12,12,2568,84,0,1.6735172253102064,3,0,408,12,6,replication,2,frozen,replication/original/10020/a3/s2/frozen/uncertainty/lambda0,original
myopic,10020,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,live_gpu,completed,,12,4,4,66,6,6,4,4,1,0,2,8,12,,2.363813,12,12,2568,84,0,1.662145547568798,3,0,409,12,6,replication,2,frozen,replication/original/10020/a3/s2/frozen/myopic/lambda0,original
greedy,10020,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,live_gpu,completed,,12,2,2,66,6,6,4,4,1,0,2,8,12,,2.365731,12,12,2568,84,0,1.680422980338335,3,0,410,12,6,replication,2,frozen,replication/original/10020/a3/s2/frozen/greedy/lambda0,original
edf,10020,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,live_gpu,completed,,12,4,4,66,6,6,4,4,1,0,2,8,12,,2.379427,12,12,2568,84,0,1.671758309006691,3,0,411,12,6,replication,2,frozen,replication/original/10020/a3/s2/frozen/edf/lambda0,original
greedy,10020,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,live_gpu,completed,,12,1,1,66,6,6,5,5,1,0,1,5,12,,2.44248,12,12,2568,84,0,1.6760791428387165,3,0,412,12,6,risk_ablation,1,pooled,risk_ablation/original/10020/a3/s1/pooled/greedy/lambda0,original
delay,10020,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,live_gpu,completed,,12,2,2,66,6,6,5,5,1,0,1,5,12,,2.415957,12,12,2568,84,0,1.676245430484414,3,0,413,12,6,risk_ablation,1,pooled,risk_ablation/original/10020/a3/s1/pooled/delay/lambda0,original
greedy,10020,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,live_gpu,completed,,12,2,2,66,6,6,5,5,1,0,1,5,12,,2.455881,12,12,2568,84,0,1.6735013592988253,3,0,414,12,6,risk_ablation,1,analytical,risk_ablation/original/10020/a3/s1/analytical/greedy/lambda0,original
delay,10020,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,live_gpu,completed,,12,2,2,66,6,6,5,5,1,0,1,5,12,,2.406742,12,12,2568,84,0,1.6758558992296457,3,0,415,12,6,risk_ablation,1,analytical,risk_ablation/original/10020/a3/s1/analytical/delay/lambda0,original
delay,10020,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,live_gpu,completed,,12,4,4,66,6,6,4,4,1,0,2,8,12,,2.414509,12,12,2568,84,0,1.6846988387405872,3,0,416,12,6,risk_ablation,2,analytical,risk_ablation/original/10020/a3/s2/analytical/delay/lambda0,original
greedy,10020,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,live_gpu,completed,,12,4,4,66,6,6,4,4,1,0,2,8,12,,2.348635,12,12,2568,84,0,1.6708997916430235,3,0,417,12,6,risk_ablation,2,analytical,risk_ablation/original/10020/a3/s2/analytical/greedy/lambda0,original
delay,10020,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,live_gpu,completed,,12,2,2,66,6,6,4,4,1,0,2,8,12,,2.347912,12,12,2568,84,0,1.6718060728162527,3,0,418,12,6,risk_ablation,2,pooled,risk_ablation/original/10020/a3/s2/pooled/delay/lambda0,original
greedy,10020,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,live_gpu,completed,,12,2,2,66,6,6,4,4,1,0,2,8,12,,2.299945,12,12,2568,84,0,1.666815984994173,3,0,419,12,6,risk_ablation,2,pooled,risk_ablation/original/10020/a3/s2/pooled/greedy/lambda0,original
fcfs,10021,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,live_gpu,completed,,12,0,0,62,6,6,3,3,0,0,3,6,12,,2.368699,12,12,2512,84,0,1.705419884994626,3,0,420,12,6,replication,2,frozen,replication/original/10021/a3/s2/frozen/fcfs/lambda0,original
uncertainty,10021,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,live_gpu,completed,,12,0,0,62,6,6,3,3,0,0,3,6,12,,2.718966,12,12,2512,84,0,1.6881088726222515,3,0,421,12,6,replication,2,frozen,replication/original/10021/a3/s2/frozen/uncertainty/lambda0,original
myopic,10021,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,live_gpu,completed,,12,0,0,62,6,6,3,3,0,0,3,6,12,,2.367578,12,12,2512,84,0,1.6690066326409578,3,0,422,12,6,replication,2,frozen,replication/original/10021/a3/s2/frozen/myopic/lambda0,original
greedy,10021,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,live_gpu,completed,,12,0,0,62,6,6,3,3,0,0,3,6,12,,2.294897,12,12,2512,84,0,1.6567500941455364,3,0,423,12,6,replication,2,frozen,replication/original/10021/a3/s2/frozen/greedy/lambda0,original
edf,10021,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,live_gpu,completed,,12,0,0,62,6,6,4,4,0,0,2,8,12,,2.310511,12,12,2512,84,0,1.6838862746953964,3,0,424,12,6,replication,2,frozen,replication/original/10021/a3/s2/frozen/edf/lambda0,original
delay,10021,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,live_gpu,completed,,12,0,0,62,6,6,4,4,0,0,2,8,12,,2.34957,12,12,2512,84,0,1.677994765341282,3,0,425,12,6,replication,2,frozen,replication/original/10021/a3/s2/frozen/delay/lambda0,original
uncertainty,10021,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,live_gpu,completed,,12,0,0,62,6,6,5,5,0,0,1,5,12,,2.362169,12,12,2566,84,0,1.6730959303677082,3,0,426,12,6,replication,1,frozen,replication/original/10021/a3/s1/frozen/uncertainty/lambda0,original
myopic,10021,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,live_gpu,completed,,12,0,0,62,6,6,5,5,0,0,1,5,12,,2.34828,12,12,2566,84,0,1.6726745497435331,3,0,427,12,6,replication,1,frozen,replication/original/10021/a3/s1/frozen/myopic/lambda0,original
greedy,10021,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,live_gpu,completed,,12,0,0,62,6,6,4,4,0,0,2,4,12,,2.406423,12,12,2566,84,0,1.676428085193038,3,0,428,12,6,replication,1,frozen,replication/original/10021/a3/s1/frozen/greedy/lambda0,original
edf,10021,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,live_gpu,completed,,12,0,0,62,6,6,5,5,0,0,1,5,12,,2.354189,12,12,2566,84,0,1.672675222158432,3,0,429,12,6,replication,1,frozen,replication/original/10021/a3/s1/frozen/edf/lambda0,original
delay,10021,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,live_gpu,completed,,12,0,0,62,6,6,5,5,0,0,1,5,12,,2.410973,12,12,2566,84,0,1.6872697956860065,3,0,430,12,6,replication,1,frozen,replication/original/10021/a3/s1/frozen/delay/lambda0,original
fcfs,10021,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,live_gpu,completed,,12,0,0,62,6,6,5,5,0,0,1,5,12,,2.386676,12,12,2566,84,0,1.6717245075851679,3,0,431,12,6,replication,1,frozen,replication/original/10021/a3/s1/frozen/fcfs/lambda0,original
greedy,10021,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,live_gpu,completed,,12,0,0,62,6,6,3,3,0,0,3,6,12,,2.288643,12,12,2512,84,0,1.6608802117407322,3,0,432,12,6,risk_ablation,2,analytical,risk_ablation/original/10021/a3/s2/analytical/greedy/lambda0,original
delay,10021,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,live_gpu,completed,,12,0,0,62,6,6,4,4,0,0,2,8,12,,2.339571,12,12,2512,84,0,1.6671508252620697,3,0,433,12,6,risk_ablation,2,analytical,risk_ablation/original/10021/a3/s2/analytical/delay/lambda0,original
greedy,10021,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,live_gpu,completed,,12,0,0,62,6,6,3,3,0,0,3,6,12,,2.344646,12,12,2512,84,0,1.675758684054017,3,0,434,12,6,risk_ablation,2,pooled,risk_ablation/original/10021/a3/s2/pooled/greedy/lambda0,original
delay,10021,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,live_gpu,completed,,12,0,0,62,6,6,4,4,0,0,2,8,12,,2.360407,12,12,2512,84,0,1.6700664516538382,3,0,435,12,6,risk_ablation,2,pooled,risk_ablation/original/10021/a3/s2/pooled/delay/lambda0,original
delay,10021,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,live_gpu,completed,,12,0,0,62,6,6,5,5,0,0,1,5,12,,2.393192,12,12,2566,84,0,1.6859218254685402,3,0,436,12,6,risk_ablation,1,pooled,risk_ablation/original/10021/a3/s1/pooled/delay/lambda0,original
greedy,10021,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,live_gpu,completed,,12,0,0,62,6,6,4,4,0,0,2,4,12,,2.329972,12,12,2566,84,0,1.6719376593828201,3,0,437,12,6,risk_ablation,1,pooled,risk_ablation/original/10021/a3/s1/pooled/greedy/lambda0,original
delay,10021,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,live_gpu,completed,,12,0,0,62,6,6,5,5,0,0,1,5,12,,2.450152,12,12,2566,84,0,1.6940456461161375,3,0,438,12,6,risk_ablation,1,analytical,risk_ablation/original/10021/a3/s1/analytical/delay/lambda0,original
greedy,10021,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,live_gpu,completed,,12,0,0,62,6,6,4,4,0,0,2,4,12,,2.382793,12,12,2566,84,0,1.668897008523345,3,0,439,12,6,risk_ablation,1,analytical,risk_ablation/original/10021/a3/s1/analytical/greedy/lambda0,original
myopic,10022,482891b6398019b4090ed99836a6655fff26c1973bd28759828e5b0e9adba48c,live_gpu,completed,,12,5,5,51,6,6,6,6,2,0,0,6,12,,2.327011,12,12,2618,84,0,1.6691755894571543,3,0,440,12,6,replication,1,frozen,replication/original/10022/a3/s1/frozen/myopic/lambda0,original
greedy,10022,482891b6398019b4090ed99836a6655fff26c1973bd28759828e5b0e9adba48c,live_gpu,completed,,12,5,5,51,6,6,6,6,2,0,0,6,12,,2.369486,12,12,2618,84,0,1.6799103152006865,3,0,441,12,6,replication,1,frozen,replication/original/10022/a3/s1/frozen/greedy/lambda0,original
edf,10022,482891b6398019b4090ed99836a6655fff26c1973bd28759828e5b0e9adba48c,live_gpu,completed,,12,4,4,51,6,6,6,6,2,0,0,6,12,,2.348449,12,12,2618,84,0,1.6665321364998817,3,0,442,12,6,replication,1,frozen,replication/original/10022/a3/s1/frozen/edf/lambda0,original
delay,10022,482891b6398019b4090ed99836a6655fff26c1973bd28759828e5b0e9adba48c,live_gpu,completed,,12,4,4,51,6,6,6,6,2,0,0,6,12,,2.344264,12,12,2618,84,0,1.6654811818152666,3,0,443,12,6,replication,1,frozen,replication/original/10022/a3/s1/frozen/delay/lambda0,original
fcfs,10022,482891b6398019b4090ed99836a6655fff26c1973bd28759828e5b0e9adba48c,live_gpu,completed,,12,4,4,51,6,6,5,5,2,0,1,5,12,,2.330307,12,12,2618,84,0,1.6704596225172281,3,0,444,12,6,replication,1,frozen,replication/original/10022/a3/s1/frozen/fcfs/lambda0,original
uncertainty,10022,482891b6398019b4090ed99836a6655fff26c1973bd28759828e5b0e9adba48c,live_gpu,completed,,12,4,4,51,6,6,5,5,2,0,1,5,12,,2.385358,12,12,2618,84,0,1.6650768164545298,3,0,445,12,6,replication,1,frozen,replication/original/10022/a3/s1/frozen/uncertainty/lambda0,original
greedy,10022,482891b6398019b4090ed99836a6655fff26c1973bd28759828e5b0e9adba48c,live_gpu,completed,,12,26,26,51,4,6,3,3,1,0,3,6,12,,2.425719,12,12,2564,84,0,1.682698830962181,3,0,446,12,6,replication,2,frozen,replication/original/10022/a3/s2/frozen/greedy/lambda0,original
edf,10022,482891b6398019b4090ed99836a6655fff26c1973bd28759828e5b0e9adba48c,live_gpu,completed,,12,24,24,51,4,6,3,3,1,0,3,6,12,,2.376626,12,12,2564,84,0,1.672221701592207,3,0,447,12,6,replication,2,frozen,replication/original/10022/a3/s2/frozen/edf/lambda0,original
delay,10022,482891b6398019b4090ed99836a6655fff26c1973bd28759828e5b0e9adba48c,live_gpu,completed,,12,24,24,51,4,6,3,3,1,0,3,6,12,,2.328656,12,12,2564,84,0,1.6795847844332457,3,0,448,12,6,replication,2,frozen,replication/original/10022/a3/s2/frozen/delay/lambda0,original
fcfs,10022,482891b6398019b4090ed99836a6655fff26c1973bd28759828e5b0e9adba48c,live_gpu,completed,,12,24,24,51,4,6,3,3,1,0,3,6,12,,2.379035,12,12,2564,84,0,1.6703511364758015,3,0,449,12,6,replication,2,frozen,replication/original/10022/a3/s2/frozen/fcfs/lambda0,original
uncertainty,10022,482891b6398019b4090ed99836a6655fff26c1973bd28759828e5b0e9adba48c,live_gpu,completed,,12,24,24,51,4,6,3,3,1,0,3,6,12,,2.317916,12,12,2564,84,0,1.6748360972851515,3,0,450,12,6,replication,2,frozen,replication/original/10022/a3/s2/frozen/uncertainty/lambda0,original
myopic,10022,482891b6398019b4090ed99836a6655fff26c1973bd28759828e5b0e9adba48c,live_gpu,completed,,12,26,26,51,4,6,3,3,1,0,3,6,12,,2.407204,12,12,2564,84,0,1.684125930070877,3,0,451,12,6,replication,2,frozen,replication/original/10022/a3/s2/frozen/myopic/lambda0,original
greedy,10022,482891b6398019b4090ed99836a6655fff26c1973bd28759828e5b0e9adba48c,live_gpu,completed,,12,5,5,51,6,6,6,6,2,0,0,6,12,,2.378125,12,12,2618,84,0,1.6734181605279446,3,0,452,12,6,risk_ablation,1,pooled,risk_ablation/original/10022/a3/s1/pooled/greedy/lambda0,original
delay,10022,482891b6398019b4090ed99836a6655fff26c1973bd28759828e5b0e9adba48c,live_gpu,completed,,12,4,4,51,6,6,6,6,2,0,0,6,12,,2.360158,12,12,2618,84,0,1.685457170009613,3,0,453,12,6,risk_ablation,1,pooled,risk_ablation/original/10022/a3/s1/pooled/delay/lambda0,original
greedy,10022,482891b6398019b4090ed99836a6655fff26c1973bd28759828e5b0e9adba48c,live_gpu,completed,,12,5,5,51,6,6,6,6,2,0,0,6,12,,2.327198,12,12,2618,84,0,1.6621824614703655,3,0,454,12,6,risk_ablation,1,analytical,risk_ablation/original/10022/a3/s1/analytical/greedy/lambda0,original
delay,10022,482891b6398019b4090ed99836a6655fff26c1973bd28759828e5b0e9adba48c,live_gpu,completed,,12,4,4,51,6,6,6,6,2,0,0,6,12,,2.383448,12,12,2618,84,0,1.6645208839327097,3,0,455,12,6,risk_ablation,1,analytical,risk_ablation/original/10022/a3/s1/analytical/delay/lambda0,original
delay,10022,482891b6398019b4090ed99836a6655fff26c1973bd28759828e5b0e9adba48c,live_gpu,completed,,12,24,24,51,4,6,3,3,1,0,3,6,12,,2.300295,12,12,2564,84,0,1.6560029815882444,3,0,456,12,6,risk_ablation,2,analytical,risk_ablation/original/10022/a3/s2/analytical/delay/lambda0,original
