agents,closure_penalty,execution_index,horizon,jobs,loss_upper_bound,phase,planned_calls,policy,review_ticks,risk,run_id,scenario_hash,seed,workload,status,total_loss,accrued_loss,correct_jobs,incorrect_jobs,reviews_completed,corrections,review_utilization,expired_requests,initially_infeasible_expiries,zero_value_expiries,missed_opportunities,wrong_missed_opportunities,max_outstanding,episode_wall_seconds,request_wall_seconds,scheduled_calls,attempts,retries,failed_attempts,unfinished_attempts,prompt_tokens,completion_tokens,unknown_token_attempts,augmented_loss,objective_missed_opportunities
3,0,347,12,6,61,replication,12,fcfs,1,frozen,replication/original/10017/a3/s1/frozen/fcfs/lambda0,a98cc6b70790ecf68797c010e30923ab96788d3572fced7be35b0cb3a8c80dd1,10017,original,completed,16,16,5,1,4,3,0.3333333333333333,2,1,0,1,1,2,2.367307,1.661885628476739,12,12,0,0,0,2564,84,0,16,1
3,0,348,12,6,61,replication,12,uncertainty,1,frozen,replication/original/10017/a3/s1/frozen/uncertainty/lambda0,a98cc6b70790ecf68797c010e30923ab96788d3572fced7be35b0cb3a8c80dd1,10017,original,completed,16,16,5,1,4,3,0.3333333333333333,2,1,0,1,1,2,2.289698,1.656035041436553,12,12,0,0,0,2564,84,0,16,1
3,0,349,12,6,61,replication,12,myopic,1,frozen,replication/original/10017/a3/s1/frozen/myopic/lambda0,a98cc6b70790ecf68797c010e30923ab96788d3572fced7be35b0cb3a8c80dd1,10017,original,completed,16,16,5,1,4,3,0.3333333333333333,2,1,0,1,1,2,2.348496,1.6714393962174654,12,12,0,0,0,2564,84,0,16,1
3,0,350,12,6,61,replication,12,greedy,1,frozen,replication/original/10017/a3/s1/frozen/greedy/lambda0,a98cc6b70790ecf68797c010e30923ab96788d3572fced7be35b0cb3a8c80dd1,10017,original,completed,16,16,5,1,4,3,0.3333333333333333,2,1,0,1,1,2,2.672596,1.6780440676957369,12,12,0,0,0,2564,84,0,16,1
3,0,351,12,6,61,replication,12,edf,1,frozen,replication/original/10017/a3/s1/frozen/edf/lambda0,a98cc6b70790ecf68797c010e30923ab96788d3572fced7be35b0cb3a8c80dd1,10017,original,completed,16,16,5,1,4,3,0.3333333333333333,2,1,0,1,1,2,2.326706,1.6674339082092047,12,12,0,0,0,2564,84,0,16,1
3,0,352,12,6,61,risk_ablation,12,greedy,2,analytical,risk_ablation/original/10017/a3/s2/analytical/greedy/lambda0,a98cc6b70790ecf68797c010e30923ab96788d3572fced7be35b0cb3a8c80dd1,10017,original,completed,28,28,4,2,2,2,0.3333333333333333,4,4,0,0,0,3,2.347325,1.6756587848067284,12,12,0,0,0,2510,84,0,28,0
3,0,353,12,6,61,risk_ablation,12,delay,2,analytical,risk_ablation/original/10017/a3/s2/analytical/delay/lambda0,a98cc6b70790ecf68797c010e30923ab96788d3572fced7be35b0cb3a8c80dd1,10017,original,completed,28,28,4,2,2,2,0.3333333333333333,4,4,0,0,0,3,2.356922,1.6880347114056349,12,12,0,0,0,2510,84,0,28,0
3,0,354,12,6,61,risk_ablation,12,greedy,2,pooled,risk_ablation/original/10017/a3/s2/pooled/greedy/lambda0,a98cc6b70790ecf68797c010e30923ab96788d3572fced7be35b0cb3a8c80dd1,10017,original,completed,28,28,4,2,2,2,0.3333333333333333,4,4,0,0,0,3,2.296559,1.6637403927743435,12,12,0,0,0,2510,84,0,28,0
3,0,355,12,6,61,risk_ablation,12,delay,2,pooled,risk_ablation/original/10017/a3/s2/pooled/delay/lambda0,a98cc6b70790ecf68797c010e30923ab96788d3572fced7be35b0cb3a8c80dd1,10017,original,completed,28,28,4,2,2,2,0.3333333333333333,4,4,0,0,0,3,2.294839,1.659165533259511,12,12,0,0,0,2510,84,0,28,0
3,0,356,12,6,61,risk_ablation,12,delay,1,pooled,risk_ablation/original/10017/a3/s1/pooled/delay/lambda0,a98cc6b70790ecf68797c010e30923ab96788d3572fced7be35b0cb3a8c80dd1,10017,original,completed,16,16,5,1,4,3,0.3333333333333333,2,1,0,1,1,2,2.355481,1.6722375117242336,12,12,0,0,0,2564,84,0,16,1
3,0,357,12,6,61,risk_ablation,12,greedy,1,pooled,risk_ablation/original/10017/a3/s1/pooled/greedy/lambda0,a98cc6b70790ecf68797c010e30923ab96788d3572fced7be35b0cb3a8c80dd1,10017,original,completed,16,16,5,1,4,3,0.3333333333333333,2,1,0,1,1,2,2.321784,1.6779376938939095,12,12,0,0,0,2564,84,0,16,1
3,0,358,12,6,61,risk_ablation,12,delay,1,analytical,risk_ablation/original/10017/a3/s1/analytical/delay/lambda0,a98cc6b70790ecf68797c010e30923ab96788d3572fced7be35b0cb3a8c80dd1,10017,original,completed,16,16,5,1,4,3,0.3333333333333333,2,1,0,1,1,2,2.335736,1.661474034190178,12,12,0,0,0,2564,84,0,16,1
3,0,359,12,6,61,risk_ablation,12,greedy,1,analytical,risk_ablation/original/10017/a3/s1/analytical/greedy/lambda0,a98cc6b70790ecf68797c010e30923ab96788d3572fced7be35b0cb3a8c80dd1,10017,original,completed,16,16,5,1,4,3,0.3333333333333333,2,1,0,1,1,2,2.320053,1.6665695905685425,12,12,0,0,0,2564,84,0,16,1
3,0,360,12,6,19,replication,12,fcfs,1,frozen,replication/original/10018/a3/s1/frozen/fcfs/lambda0,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,10018,original,completed,0,0,6,0,3,0,0.25,3,1,2,0,0,3,2.360417,1.675045209005475,12,12,0,0,0,2564,84,0,0,0
3,0,361,12,6,19,replication,12,uncertainty,1,frozen,replication/original/10018/a3/s1/frozen/uncertainty/lambda0,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,10018,original,completed,0,0,6,0,3,0,0.25,3,1,2,0,0,3,3.374882,1.662186050787568,12,12,0,0,0,2564,84,0,0,0
3,0,362,12,6,19,replication,12,myopic,1,frozen,replication/original/10018/a3/s1/frozen/myopic/lambda0,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,10018,original,completed,0,0,6,0,3,0,0.25,3,1,2,0,0,3,2.374546,1.6669881008565426,12,12,0,0,0,2564,84,0,0,0
3,0,363,12,6,19,replication,12,greedy,1,frozen,replication/original/10018/a3/s1/frozen/greedy/lambda0,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,10018,original,completed,0,0,6,0,3,0,0.25,3,1,2,0,0,3,3.056064,1.6753104869276285,12,12,0,0,0,2564,84,0,0,0
3,0,364,12,6,19,replication,12,edf,1,frozen,replication/original/10018/a3/s1/frozen/edf/lambda0,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,10018,original,completed,0,0,6,0,3,0,0.25,3,1,2,0,0,3,2.405907,1.6888420786708593,12,12,0,0,0,2564,84,0,0,0
3,0,365,12,6,19,replication,12,delay,1,frozen,replication/original/10018/a3/s1/frozen/delay/lambda0,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,10018,original,completed,0,0,6,0,3,0,0.25,3,1,2,0,0,3,2.37754,1.6601264905184507,12,12,0,0,0,2564,84,0,0,0
3,0,366,12,6,19,replication,12,uncertainty,2,frozen,replication/original/10018/a3/s2/frozen/uncertainty/lambda0,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,10018,original,completed,0,0,6,0,1,0,0.16666666666666666,5,3,2,0,0,3,3.261191,1.6753729544579983,12,12,0,0,0,2510,84,0,0,0
3,0,367,12,6,19,replication,12,myopic,2,frozen,replication/original/10018/a3/s2/frozen/myopic/lambda0,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,10018,original,completed,0,0,6,0,1,0,0.16666666666666666,5,3,2,0,0,3,2.322228,1.6697875149548054,12,12,0,0,0,2510,84,0,0,0
3,0,368,12,6,19,replication,12,greedy,2,frozen,replication/original/10018/a3/s2/frozen/greedy/lambda0,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,10018,original,completed,0,0,6,0,1,0,0.16666666666666666,5,3,2,0,0,3,2.389228,1.6837008483707905,12,12,0,0,0,2510,84,0,0,0
3,0,369,12,6,19,replication,12,edf,2,frozen,replication/original/10018/a3/s2/frozen/edf/lambda0,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,10018,original,completed,0,0,6,0,1,0,0.16666666666666666,5,3,2,0,0,3,2.351939,1.674364436417818,12,12,0,0,0,2510,84,0,0,0
3,0,370,12,6,19,replication,12,delay,2,frozen,replication/original/10018/a3/s2/frozen/delay/lambda0,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,10018,original,completed,0,0,6,0,1,0,0.16666666666666666,5,3,2,0,0,3,2.353272,1.6719423364847898,12,12,0,0,0,2510,84,0,0,0
3,0,371,12,6,19,replication,12,fcfs,2,frozen,replication/original/10018/a3/s2/frozen/fcfs/lambda0,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,10018,original,completed,0,0,6,0,1,0,0.16666666666666666,5,3,2,0,0,3,2.387728,1.6641569379717112,12,12,0,0,0,2510,84,0,0,0
3,0,372,12,6,19,risk_ablation,12,greedy,1,pooled,risk_ablation/original/10018/a3/s1/pooled/greedy/lambda0,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,10018,original,completed,0,0,6,0,3,0,0.25,3,1,2,0,0,3,2.411632,1.6818063296377659,12,12,0,0,0,2564,84,0,0,0
3,0,373,12,6,19,risk_ablation,12,delay,1,pooled,risk_ablation/original/10018/a3/s1/pooled/delay/lambda0,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,10018,original,completed,0,0,6,0,3,0,0.25,3,1,2,0,0,3,2.474733,1.6826029978692532,12,12,0,0,0,2564,84,0,0,0
3,0,374,12,6,19,risk_ablation,12,greedy,1,analytical,risk_ablation/original/10018/a3/s1/analytical/greedy/lambda0,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,10018,original,completed,0,0,6,0,3,0,0.25,3,1,2,0,0,3,3.160505,1.6699556075036526,12,12,0,0,0,2564,84,0,0,0
3,0,375,12,6,19,risk_ablation,12,delay,1,analytical,risk_ablation/original/10018/a3/s1/analytical/delay/lambda0,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,10018,original,completed,0,0,6,0,3,0,0.25,3,1,2,0,0,3,2.357884,1.6871809270232916,12,12,0,0,0,2564,84,0,0,0
3,0,376,12,6,19,risk_ablation,12,delay,2,analytical,risk_ablation/original/10018/a3/s2/analytical/delay/lambda0,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,10018,original,completed,0,0,6,0,1,0,0.16666666666666666,5,3,2,0,0,3,2.35837,1.6700782161206007,12,12,0,0,0,2510,84,0,0,0
3,0,377,12,6,19,risk_ablation,12,greedy,2,analytical,risk_ablation/original/10018/a3/s2/analytical/greedy/lambda0,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,10018,original,completed,0,0,6,0,1,0,0.16666666666666666,5,3,2,0,0,3,2.369422,1.6894117146730423,12,12,0,0,0,2510,84,0,0,0
3,0,378,12,6,19,risk_ablation,12,delay,2,pooled,risk_ablation/original/10018/a3/s2/pooled/delay/lambda0,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,10018,original,completed,0,0,6,0,1,0,0.16666666666666666,5,3,2,0,0,3,2.377768,1.6849607806652784,12,12,0,0,0,2510,84,0,0,0
3,0,379,12,6,19,risk_ablation,12,greedy,2,pooled,risk_ablation/original/10018/a3/s2/pooled/greedy/lambda0,b84d81fd9df34917ed73629280ae7b55aa93abe4442896065e2d1afb2252757c,10018,original,completed,0,0,6,0,1,0,0.16666666666666666,5,3,2,0,0,3,2.443651,1.6728185582906008,12,12,0,0,0,2510,84,0,0,0
3,0,380,12,6,32,replication,12,myopic,2,frozen,replication/original/10019/a3/s2/frozen/myopic/lambda0,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,10019,original,completed,12,12,3,3,2,1,0.3333333333333333,4,4,0,0,0,3,2.36611,1.6766131594777107,12,12,0,0,0,2510,84,0,12,0
3,0,381,12,6,32,replication,12,greedy,2,frozen,replication/original/10019/a3/s2/frozen/greedy/lambda0,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,10019,original,completed,12,12,3,3,2,1,0.3333333333333333,4,4,0,0,0,3,2.348794,1.6638433896005154,12,12,0,0,0,2510,84,0,12,0
3,0,382,12,6,32,replication,12,edf,2,frozen,replication/original/10019/a3/s2/frozen/edf/lambda0,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,10019,original,completed,12,12,3,3,2,1,0.3333333333333333,4,4,0,0,0,3,2.388497,1.688465977087617,12,12,0,0,0,2510,84,0,12,0
3,0,383,12,6,32,replication,12,delay,2,frozen,replication/original/10019/a3/s2/frozen/delay/lambda0,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,10019,original,completed,12,12,3,3,2,1,0.3333333333333333,4,4,0,0,0,3,2.313615,1.6767304111272097,12,12,0,0,0,2510,84,0,12,0
3,0,384,12,6,32,replication,12,fcfs,2,frozen,replication/original/10019/a3/s2/frozen/fcfs/lambda0,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,10019,original,completed,12,12,3,3,2,1,0.3333333333333333,4,4,0,0,0,3,2.281717,1.6600663252174854,12,12,0,0,0,2510,84,0,12,0
3,0,385,12,6,32,replication,12,uncertainty,2,frozen,replication/original/10019/a3/s2/frozen/uncertainty/lambda0,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,10019,original,completed,12,12,3,3,2,1,0.3333333333333333,4,4,0,0,0,3,2.342752,1.6557379569858313,12,12,0,0,0,2510,84,0,12,0
3,0,386,12,6,32,replication,12,greedy,1,frozen,replication/original/10019/a3/s1/frozen/greedy/lambda0,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,10019,original,completed,8,8,4,2,3,2,0.25,3,3,0,0,0,2,2.330283,1.6663920041173697,12,12,0,0,0,2510,84,0,8,0
3,0,387,12,6,32,replication,12,edf,1,frozen,replication/original/10019/a3/s1/frozen/edf/lambda0,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,10019,original,completed,8,8,4,2,3,2,0.25,3,3,0,0,0,2,3.246153,1.664301035925746,12,12,0,0,0,2510,84,0,8,0
3,0,388,12,6,32,replication,12,delay,1,frozen,replication/original/10019/a3/s1/frozen/delay/lambda0,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,10019,original,completed,8,8,4,2,3,2,0.25,3,3,0,0,0,2,2.363606,1.6769533548504114,12,12,0,0,0,2510,84,0,8,0
3,0,389,12,6,32,replication,12,fcfs,1,frozen,replication/original/10019/a3/s1/frozen/fcfs/lambda0,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,10019,original,completed,8,8,4,2,3,2,0.25,3,3,0,0,0,2,2.378153,1.6765352301299572,12,12,0,0,0,2510,84,0,8,0
3,0,390,12,6,32,replication,12,uncertainty,1,frozen,replication/original/10019/a3/s1/frozen/uncertainty/lambda0,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,10019,original,completed,8,8,4,2,3,2,0.25,3,3,0,0,0,2,2.406576,1.6773151140660048,12,12,0,0,0,2510,84,0,8,0
3,0,391,12,6,32,replication,12,myopic,1,frozen,replication/original/10019/a3/s1/frozen/myopic/lambda0,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,10019,original,completed,8,8,4,2,3,2,0.25,3,3,0,0,0,2,2.360409,1.6895519439131021,12,12,0,0,0,2510,84,0,8,0
3,0,392,12,6,32,risk_ablation,12,greedy,2,analytical,risk_ablation/original/10019/a3/s2/analytical/greedy/lambda0,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,10019,original,completed,12,12,3,3,2,1,0.3333333333333333,4,4,0,0,0,3,2.427539,1.6819159910082817,12,12,0,0,0,2510,84,0,12,0
3,0,393,12,6,32,risk_ablation,12,delay,2,analytical,risk_ablation/original/10019/a3/s2/analytical/delay/lambda0,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,10019,original,completed,12,12,3,3,2,1,0.3333333333333333,4,4,0,0,0,3,2.379142,1.6755089648067951,12,12,0,0,0,2510,84,0,12,0
3,0,394,12,6,32,risk_ablation,12,greedy,2,pooled,risk_ablation/original/10019/a3/s2/pooled/greedy/lambda0,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,10019,original,completed,12,12,3,3,2,1,0.3333333333333333,4,4,0,0,0,3,2.392531,1.6816828083246946,12,12,0,0,0,2510,84,0,12,0
3,0,395,12,6,32,risk_ablation,12,delay,2,pooled,risk_ablation/original/10019/a3/s2/pooled/delay/lambda0,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,10019,original,completed,12,12,3,3,2,1,0.3333333333333333,4,4,0,0,0,3,2.37865,1.660997435450554,12,12,0,0,0,2510,84,0,12,0
3,0,396,12,6,32,risk_ablation,12,delay,1,pooled,risk_ablation/original/10019/a3/s1/pooled/delay/lambda0,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,10019,original,completed,8,8,4,2,3,2,0.25,3,3,0,0,0,2,2.387984,1.6670494750142097,12,12,0,0,0,2510,84,0,8,0
3,0,397,12,6,32,risk_ablation,12,greedy,1,pooled,risk_ablation/original/10019/a3/s1/pooled/greedy/lambda0,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,10019,original,completed,8,8,4,2,3,2,0.25,3,3,0,0,0,2,2.363764,1.6631450336426497,12,12,0,0,0,2510,84,0,8,0
3,0,398,12,6,32,risk_ablation,12,delay,1,analytical,risk_ablation/original/10019/a3/s1/analytical/delay/lambda0,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,10019,original,completed,8,8,4,2,3,2,0.25,3,3,0,0,0,2,2.301308,1.6664064172655344,12,12,0,0,0,2510,84,0,8,0
3,0,399,12,6,32,risk_ablation,12,greedy,1,analytical,risk_ablation/original/10019/a3/s1/analytical/greedy/lambda0,6f5c49b56bd2e734842e8a2c567a36f7a5676b2cd83f68ab35df4fe49c6a089c,10019,original,completed,8,8,4,2,3,2,0.25,3,3,0,0,0,2,2.382486,1.6725469399243593,12,12,0,0,0,2510,84,0,8,0
3,0,400,12,6,66,replication,12,edf,1,frozen,replication/original/10020/a3/s1/frozen/edf/lambda0,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,10020,original,completed,2,2,6,0,5,1,0.4166666666666667,1,0,1,0,0,3,3.509047,1.6840347163379192,12,12,0,0,0,2568,84,0,2,0
3,0,401,12,6,66,replication,12,delay,1,frozen,replication/original/10020/a3/s1/frozen/delay/lambda0,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,10020,original,completed,2,2,6,0,5,1,0.4166666666666667,1,0,1,0,0,3,2.475577,1.6709949783980846,12,12,0,0,0,2568,84,0,2,0
3,0,402,12,6,66,replication,12,fcfs,1,frozen,replication/original/10020/a3/s1/frozen/fcfs/lambda0,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,10020,original,completed,2,2,6,0,5,1,0.4166666666666667,1,0,1,0,0,3,2.571329,1.6959623899310827,12,12,0,0,0,2568,84,0,2,0
3,0,403,12,6,66,replication,12,uncertainty,1,frozen,replication/original/10020/a3/s1/frozen/uncertainty/lambda0,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,10020,original,completed,2,2,6,0,5,1,0.4166666666666667,1,0,1,0,0,3,2.453418,1.66844392567873,12,12,0,0,0,2568,84,0,2,0
3,0,404,12,6,66,replication,12,myopic,1,frozen,replication/original/10020/a3/s1/frozen/myopic/lambda0,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,10020,original,completed,2,2,6,0,5,1,0.4166666666666667,1,0,1,0,0,3,2.346143,1.6632821634411812,12,12,0,0,0,2568,84,0,2,0
3,0,405,12,6,66,replication,12,greedy,1,frozen,replication/original/10020/a3/s1/frozen/greedy/lambda0,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,10020,original,completed,1,1,6,0,5,1,0.4166666666666667,1,0,1,0,0,3,2.327394,1.6637566518038511,12,12,0,0,0,2568,84,0,1,0
3,0,406,12,6,66,replication,12,delay,2,frozen,replication/original/10020/a3/s2/frozen/delay/lambda0,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,10020,original,completed,2,2,6,0,4,1,0.6666666666666666,2,0,1,1,0,3,2.355114,1.6653856076300144,12,12,0,0,0,2568,84,0,2,1
3,0,407,12,6,66,replication,12,fcfs,2,frozen,replication/original/10020/a3/s2/frozen/fcfs/lambda0,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,10020,original,completed,4,4,6,0,4,1,0.6666666666666666,2,0,1,1,0,3,2.378592,1.6769030634313822,12,12,0,0,0,2568,84,0,4,1
3,0,408,12,6,66,replication,12,uncertainty,2,frozen,replication/original/10020/a3/s2/frozen/uncertainty/lambda0,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,10020,original,completed,4,4,6,0,4,1,0.6666666666666666,2,0,1,1,0,3,2.794438,1.6735172253102064,12,12,0,0,0,2568,84,0,4,1
3,0,409,12,6,66,replication,12,myopic,2,frozen,replication/original/10020/a3/s2/frozen/myopic/lambda0,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,10020,original,completed,4,4,6,0,4,1,0.6666666666666666,2,0,1,1,0,3,2.363813,1.662145547568798,12,12,0,0,0,2568,84,0,4,1
3,0,410,12,6,66,replication,12,greedy,2,frozen,replication/original/10020/a3/s2/frozen/greedy/lambda0,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,10020,original,completed,2,2,6,0,4,1,0.6666666666666666,2,0,1,1,0,3,2.365731,1.680422980338335,12,12,0,0,0,2568,84,0,2,1
3,0,411,12,6,66,replication,12,edf,2,frozen,replication/original/10020/a3/s2/frozen/edf/lambda0,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,10020,original,completed,4,4,6,0,4,1,0.6666666666666666,2,0,1,1,0,3,2.379427,1.671758309006691,12,12,0,0,0,2568,84,0,4,1
3,0,412,12,6,66,risk_ablation,12,greedy,1,pooled,risk_ablation/original/10020/a3/s1/pooled/greedy/lambda0,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,10020,original,completed,1,1,6,0,5,1,0.4166666666666667,1,0,1,0,0,3,2.44248,1.6760791428387165,12,12,0,0,0,2568,84,0,1,0
3,0,413,12,6,66,risk_ablation,12,delay,1,pooled,risk_ablation/original/10020/a3/s1/pooled/delay/lambda0,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,10020,original,completed,2,2,6,0,5,1,0.4166666666666667,1,0,1,0,0,3,2.415957,1.676245430484414,12,12,0,0,0,2568,84,0,2,0
3,0,414,12,6,66,risk_ablation,12,greedy,1,analytical,risk_ablation/original/10020/a3/s1/analytical/greedy/lambda0,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,10020,original,completed,2,2,6,0,5,1,0.4166666666666667,1,0,1,0,0,3,2.455881,1.6735013592988253,12,12,0,0,0,2568,84,0,2,0
3,0,415,12,6,66,risk_ablation,12,delay,1,analytical,risk_ablation/original/10020/a3/s1/analytical/delay/lambda0,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,10020,original,completed,2,2,6,0,5,1,0.4166666666666667,1,0,1,0,0,3,2.406742,1.6758558992296457,12,12,0,0,0,2568,84,0,2,0
3,0,416,12,6,66,risk_ablation,12,delay,2,analytical,risk_ablation/original/10020/a3/s2/analytical/delay/lambda0,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,10020,original,completed,4,4,6,0,4,1,0.6666666666666666,2,0,1,1,0,3,2.414509,1.6846988387405872,12,12,0,0,0,2568,84,0,4,1
3,0,417,12,6,66,risk_ablation,12,greedy,2,analytical,risk_ablation/original/10020/a3/s2/analytical/greedy/lambda0,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,10020,original,completed,4,4,6,0,4,1,0.6666666666666666,2,0,1,1,0,3,2.348635,1.6708997916430235,12,12,0,0,0,2568,84,0,4,1
3,0,418,12,6,66,risk_ablation,12,delay,2,pooled,risk_ablation/original/10020/a3/s2/pooled/delay/lambda0,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,10020,original,completed,2,2,6,0,4,1,0.6666666666666666,2,0,1,1,0,3,2.347912,1.6718060728162527,12,12,0,0,0,2568,84,0,2,1
3,0,419,12,6,66,risk_ablation,12,greedy,2,pooled,risk_ablation/original/10020/a3/s2/pooled/greedy/lambda0,59c7bc947262fb68fa8a625b6364882e78a72f157ab9f0ab82761d8b6946a3fc,10020,original,completed,2,2,6,0,4,1,0.6666666666666666,2,0,1,1,0,3,2.299945,1.666815984994173,12,12,0,0,0,2568,84,0,2,1
3,0,420,12,6,62,replication,12,fcfs,2,frozen,replication/original/10021/a3/s2/frozen/fcfs/lambda0,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,10021,original,completed,0,0,6,0,3,0,0.5,3,2,0,1,0,3,2.368699,1.705419884994626,12,12,0,0,0,2512,84,0,0,1
3,0,421,12,6,62,replication,12,uncertainty,2,frozen,replication/original/10021/a3/s2/frozen/uncertainty/lambda0,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,10021,original,completed,0,0,6,0,3,0,0.5,3,2,0,1,0,3,2.718966,1.6881088726222515,12,12,0,0,0,2512,84,0,0,1
3,0,422,12,6,62,replication,12,myopic,2,frozen,replication/original/10021/a3/s2/frozen/myopic/lambda0,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,10021,original,completed,0,0,6,0,3,0,0.5,3,2,0,1,0,3,2.367578,1.6690066326409578,12,12,0,0,0,2512,84,0,0,1
3,0,423,12,6,62,replication,12,greedy,2,frozen,replication/original/10021/a3/s2/frozen/greedy/lambda0,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,10021,original,completed,0,0,6,0,3,0,0.5,3,2,0,1,0,3,2.294897,1.6567500941455364,12,12,0,0,0,2512,84,0,0,1
3,0,424,12,6,62,replication,12,edf,2,frozen,replication/original/10021/a3/s2/frozen/edf/lambda0,7e5d4bff89d4ad78311d0748806bcf3a9c653b07848b567d68e1ad3ecb9ae0fb,10021,original,completed,0,0,6,0,4,0,0.6666666666666666,2,2,0,0,0,3,2.310511,1.6838862746953964,12,12,0,0,0,2512,84,0,0,0
