timestamp, uuid, name, memory.total [MiB], memory.used [MiB], utilization.gpu [%], power.draw [W]
2026/09/10 00:47:35.464, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.80 W
2026/09/10 00:47:35.671, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.76 W
2026/09/10 00:47:35.872, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.76 W
2026/09/10 00:47:36.072, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.76 W
2026/09/10 00:47:36.273, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.76 W
2026/09/10 00:47:36.477, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.76 W
2026/09/10 00:47:36.677, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.82 W
2026/09/10 00:47:36.878, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.82 W
2026/09/10 00:47:37.078, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.82 W
2026/09/10 00:47:37.278, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.82 W
2026/09/10 00:47:37.479, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.82 W
2026/09/10 00:47:37.680, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.82 W
2026/09/10 00:47:37.880, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.82 W
2026/09/10 00:47:38.081, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.82 W
2026/09/10 00:47:38.281, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.82 W
2026/09/10 00:47:38.481, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.82 W
2026/09/10 00:47:38.681, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.73 W
2026/09/10 00:47:38.882, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.73 W
2026/09/10 00:47:39.083, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.73 W
2026/09/10 00:47:39.283, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.73 W
2026/09/10 00:47:39.483, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.73 W
2026/09/10 00:47:39.684, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.65 W
2026/09/10 00:47:39.884, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.65 W
2026/09/10 00:47:40.085, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.65 W
2026/09/10 00:47:40.285, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24590 MiB, 0 %, 87.65 W
2026/09/10 00:47:40.486, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 24606 MiB, 0 %, 87.65 W
2026/09/10 00:47:40.701, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 25121 MiB, 0 %, 87.88 W
2026/09/10 00:47:40.901, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 25127 MiB, 0 %, 87.88 W
2026/09/10 00:47:41.102, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 25127 MiB, 0 %, 88.13 W
2026/09/10 00:47:41.302, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 25127 MiB, 0 %, 88.13 W
2026/09/10 00:47:41.503, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 25127 MiB, 0 %, 88.13 W
2026/09/10 00:47:41.703, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 25127 MiB, 0 %, 88.23 W
2026/09/10 00:47:41.904, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 25127 MiB, 0 %, 88.23 W
2026/09/10 00:47:42.104, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 25127 MiB, 0 %, 87.75 W
2026/09/10 00:47:42.305, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 25127 MiB, 0 %, 87.75 W
2026/09/10 00:47:42.505, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 25127 MiB, 0 %, 87.75 W
2026/09/10 00:47:42.705, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 25127 MiB, 0 %, 87.75 W
2026/09/10 00:47:42.906, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 25127 MiB, 0 %, 87.75 W
2026/09/10 00:47:43.106, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 25127 MiB, 0 %, 87.84 W
2026/09/10 00:47:43.306, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 25127 MiB, 0 %, 87.84 W
2026/09/10 00:47:43.507, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 25127 MiB, 0 %, 87.84 W
2026/09/10 00:47:43.707, GPU-c9db04c6-026b-f6d2-e711-de40c5b3e9cd, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 25127 MiB, 0 %, 87.84 W
