agents,closure_penalty,execution_index,horizon,jobs,loss_upper_bound,phase,planned_calls,policy,review_ticks,risk,run_id,scenario_hash,seed,workload,status,total_loss,accrued_loss,correct_jobs,incorrect_jobs,reviews_completed,corrections,review_utilization,expired_requests,missed_opportunities,wrong_missed_opportunities,max_outstanding,episode_wall_seconds,request_wall_seconds,scheduled_calls,attempts,retries,failed_attempts,unfinished_attempts,prompt_tokens,completion_tokens,unknown_token_attempts,augmented_loss,objective_missed_opportunities
3,0,10,12,6,58,risk_pilot,12,delay,2,frozen,risk_pilot/original/400/a3/s2/frozen/delay/lambda0,efc6a697a4b0ae44a033720cf848d64338e1c40591c5b22f55f2cc625f23cda4,400,original,completed,28,28,3,3,2,0,0.3333333333333333,4,1,0,2,2.509183,1.6783472541719675,12,12,0,0,0,2510,84,0,28,1
3,0,11,12,6,58,risk_pilot,12,greedy,2,frozen,risk_pilot/original/400/a3/s2/frozen/greedy/lambda0,efc6a697a4b0ae44a033720cf848d64338e1c40591c5b22f55f2cc625f23cda4,400,original,completed,28,28,3,3,2,0,0.3333333333333333,4,1,0,2,2.4865,1.6747395731508732,12,12,0,0,0,2510,84,0,28,1
3,0,12,12,6,48,risk_pilot,12,greedy,1,frozen,risk_pilot/competition/400/a3/s1/frozen/greedy/lambda0,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,400,competition,completed,0,0,6,0,6,0,0.5,0,0,0,3,2.487145,1.691013416275382,12,12,0,0,0,2624,84,0,0,0
3,0,13,12,6,48,risk_pilot,12,delay,1,frozen,risk_pilot/competition/400/a3/s1/frozen/delay/lambda0,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,400,competition,completed,0,0,6,0,6,0,0.5,0,0,0,3,2.499308,1.6728000789880753,12,12,0,0,0,2624,84,0,0,0
3,0,14,12,6,48,risk_pilot,12,greedy,1,pooled,risk_pilot/competition/400/a3/s1/pooled/greedy/lambda0,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,400,competition,completed,0,0,6,0,6,0,0.5,0,0,0,3,2.474765,1.667199606075883,12,12,0,0,0,2624,84,0,0,0
3,0,15,12,6,48,risk_pilot,12,delay,1,pooled,risk_pilot/competition/400/a3/s1/pooled/delay/lambda0,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,400,competition,completed,0,0,6,0,6,0,0.5,0,0,0,3,2.527984,1.6578060202300549,12,12,0,0,0,2624,84,0,0,0
3,0,16,12,6,48,risk_pilot,12,greedy,1,analytical,risk_pilot/competition/400/a3/s1/analytical/greedy/lambda0,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,400,competition,completed,0,0,6,0,6,0,0.5,0,0,0,3,2.584709,1.672822192311287,12,12,0,0,0,2624,84,0,0,0
3,0,17,12,6,48,risk_pilot,12,delay,1,analytical,risk_pilot/competition/400/a3/s1/analytical/delay/lambda0,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,400,competition,completed,0,0,6,0,6,0,0.5,0,0,0,3,3.03985,1.6591414865106344,12,12,0,0,0,2624,84,0,0,0
3,0,18,12,6,48,risk_pilot,12,delay,2,pooled,risk_pilot/competition/400/a3/s2/pooled/delay/lambda0,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,400,competition,completed,0,0,6,0,4,0,0.6666666666666666,2,2,0,3,2.455485,1.683586847037077,12,12,0,0,0,2570,84,0,0,2
3,0,19,12,6,48,risk_pilot,12,greedy,2,pooled,risk_pilot/competition/400/a3/s2/pooled/greedy/lambda0,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,400,competition,completed,0,0,6,0,4,0,0.6666666666666666,2,2,0,3,2.481652,1.6616306155920029,12,12,0,0,0,2570,84,0,0,2
3,0,20,12,6,48,risk_pilot,12,delay,2,analytical,risk_pilot/competition/400/a3/s2/analytical/delay/lambda0,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,400,competition,completed,0,0,6,0,4,0,0.6666666666666666,2,2,0,3,2.39463,1.6724673099815845,12,12,0,0,0,2570,84,0,0,2
3,0,21,12,6,48,risk_pilot,12,greedy,2,analytical,risk_pilot/competition/400/a3/s2/analytical/greedy/lambda0,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,400,competition,completed,0,0,6,0,4,0,0.6666666666666666,2,2,0,3,2.453477,1.673533946275711,12,12,0,0,0,2570,84,0,0,2
3,0,22,12,6,48,risk_pilot,12,delay,2,frozen,risk_pilot/competition/400/a3/s2/frozen/delay/lambda0,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,400,competition,completed,0,0,6,0,4,0,0.6666666666666666,2,2,0,3,2.401399,1.673097763210535,12,12,0,0,0,2570,84,0,0,2
3,0,23,12,6,48,risk_pilot,12,greedy,2,frozen,risk_pilot/competition/400/a3/s2/frozen/greedy/lambda0,9dc87b4234cbbe4b58a97e317b530ad2e70a916327c5cb78b7507de085cc09c3,400,competition,completed,0,0,6,0,4,0,0.6666666666666666,2,2,0,3,2.471395,1.6787364650517702,12,12,0,0,0,2570,84,0,0,2
3,0,24,12,6,48,risk_pilot,12,greedy,2,pooled,risk_pilot/competition/401/a3/s2/pooled/greedy/lambda0,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,401,competition,completed,0,0,6,0,4,0,0.6666666666666666,2,2,0,3,2.438281,1.6818025335669518,12,12,0,0,0,2570,84,0,0,2
3,0,25,12,6,48,risk_pilot,12,delay,2,pooled,risk_pilot/competition/401/a3/s2/pooled/delay/lambda0,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,401,competition,completed,0,0,6,0,4,0,0.6666666666666666,2,2,0,3,2.410373,1.6805900074541569,12,12,0,0,0,2570,84,0,0,2
3,0,26,12,6,48,risk_pilot,12,greedy,2,analytical,risk_pilot/competition/401/a3/s2/analytical/greedy/lambda0,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,401,competition,completed,0,0,6,0,4,0,0.6666666666666666,2,2,0,3,2.362072,1.669197203591466,12,12,0,0,0,2570,84,0,0,2
3,0,27,12,6,48,risk_pilot,12,delay,2,analytical,risk_pilot/competition/401/a3/s2/analytical/delay/lambda0,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,401,competition,completed,0,0,6,0,4,0,0.6666666666666666,2,2,0,3,2.360984,1.6656001340597868,12,12,0,0,0,2570,84,0,0,2
3,0,28,12,6,48,risk_pilot,12,greedy,2,frozen,risk_pilot/competition/401/a3/s2/frozen/greedy/lambda0,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,401,competition,completed,0,0,6,0,4,0,0.6666666666666666,2,2,0,3,2.393854,1.680293133482337,12,12,0,0,0,2570,84,0,0,2
3,0,29,12,6,48,risk_pilot,12,delay,2,frozen,risk_pilot/competition/401/a3/s2/frozen/delay/lambda0,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,401,competition,completed,0,0,6,0,4,0,0.6666666666666666,2,2,0,3,2.416364,1.682630380615592,12,12,0,0,0,2570,84,0,0,2
3,0,30,12,6,48,risk_pilot,12,delay,1,analytical,risk_pilot/competition/401/a3/s1/analytical/delay/lambda0,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,401,competition,completed,0,0,6,0,6,0,0.5,0,0,0,3,2.401159,1.68004079349339,12,12,0,0,0,2624,84,0,0,0
3,0,31,12,6,48,risk_pilot,12,greedy,1,analytical,risk_pilot/competition/401/a3/s1/analytical/greedy/lambda0,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,401,competition,completed,0,0,6,0,6,0,0.5,0,0,0,3,2.77221,1.6659157406538725,12,12,0,0,0,2624,84,0,0,0
3,0,32,12,6,48,risk_pilot,12,delay,1,frozen,risk_pilot/competition/401/a3/s1/frozen/delay/lambda0,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,401,competition,completed,0,0,6,0,6,0,0.5,0,0,0,3,2.460774,1.6726479344069958,12,12,0,0,0,2624,84,0,0,0
3,0,33,12,6,48,risk_pilot,12,greedy,1,frozen,risk_pilot/competition/401/a3/s1/frozen/greedy/lambda0,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,401,competition,completed,0,0,6,0,6,0,0.5,0,0,0,3,2.528462,1.6842917129397392,12,12,0,0,0,2624,84,0,0,0
3,0,34,12,6,48,risk_pilot,12,delay,1,pooled,risk_pilot/competition/401/a3/s1/pooled/delay/lambda0,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,401,competition,completed,0,0,6,0,6,0,0.5,0,0,0,3,2.515524,1.690033482387662,12,12,0,0,0,2624,84,0,0,0
3,0,35,12,6,48,risk_pilot,12,greedy,1,pooled,risk_pilot/competition/401/a3/s1/pooled/greedy/lambda0,21211026f697ac49217313df208e8fcde5fc746a739ae1e970a227ae8ef2f915,401,competition,completed,0,0,6,0,6,0,0.5,0,0,0,3,2.464574,1.6948648300021887,12,12,0,0,0,2624,84,0,0,0
3,0,36,12,6,43,risk_pilot,12,greedy,2,pooled,risk_pilot/original/401/a3/s2/pooled/greedy/lambda0,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,401,original,completed,0,0,6,0,3,0,0.5,3,0,0,3,2.431839,1.7027987409383059,12,12,0,0,0,2564,84,0,0,0
3,0,37,12,6,43,risk_pilot,12,delay,2,pooled,risk_pilot/original/401/a3/s2/pooled/delay/lambda0,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,401,original,completed,0,0,6,0,3,0,0.5,3,0,0,3,2.379156,1.6876117940992117,12,12,0,0,0,2564,84,0,0,0
3,0,38,12,6,43,risk_pilot,12,greedy,2,analytical,risk_pilot/original/401/a3/s2/analytical/greedy/lambda0,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,401,original,completed,0,0,6,0,3,0,0.5,3,0,0,3,2.451742,1.6769111342728138,12,12,0,0,0,2564,84,0,0,0
3,0,39,12,6,43,risk_pilot,12,delay,2,analytical,risk_pilot/original/401/a3/s2/analytical/delay/lambda0,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,401,original,completed,0,0,6,0,3,0,0.5,3,0,0,3,2.394747,1.6821718718856573,12,12,0,0,0,2564,84,0,0,0
3,0,40,12,6,43,risk_pilot,12,greedy,2,frozen,risk_pilot/original/401/a3/s2/frozen/greedy/lambda0,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,401,original,completed,0,0,6,0,3,0,0.5,3,0,0,3,3.063041,1.6806052327156067,12,12,0,0,0,2564,84,0,0,0
3,0,41,12,6,43,risk_pilot,12,delay,2,frozen,risk_pilot/original/401/a3/s2/frozen/delay/lambda0,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,401,original,completed,0,0,6,0,3,0,0.5,3,0,0,3,2.431023,1.6819266565144062,12,12,0,0,0,2564,84,0,0,0
3,0,42,12,6,43,risk_pilot,12,delay,1,analytical,risk_pilot/original/401/a3/s1/analytical/delay/lambda0,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,401,original,completed,0,0,6,0,5,0,0.4166666666666667,1,0,0,2,2.484573,1.680718008428812,12,12,0,0,0,2618,84,0,0,0
3,0,43,12,6,43,risk_pilot,12,greedy,1,analytical,risk_pilot/original/401/a3/s1/analytical/greedy/lambda0,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,401,original,completed,0,0,6,0,5,0,0.4166666666666667,1,0,0,2,2.476897,1.6896273735910654,12,12,0,0,0,2618,84,0,0,0
3,0,44,12,6,43,risk_pilot,12,delay,1,frozen,risk_pilot/original/401/a3/s1/frozen/delay/lambda0,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,401,original,completed,0,0,6,0,5,0,0.4166666666666667,1,0,0,2,2.497586,1.6836563479155302,12,12,0,0,0,2618,84,0,0,0
3,0,45,12,6,43,risk_pilot,12,greedy,1,frozen,risk_pilot/original/401/a3/s1/frozen/greedy/lambda0,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,401,original,completed,0,0,6,0,5,0,0.4166666666666667,1,0,0,2,2.449425,1.6743154376745224,12,12,0,0,0,2618,84,0,0,0
3,0,46,12,6,43,risk_pilot,12,delay,1,pooled,risk_pilot/original/401/a3/s1/pooled/delay/lambda0,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,401,original,completed,0,0,6,0,5,0,0.4166666666666667,1,0,0,2,2.513716,1.682015299797058,12,12,0,0,0,2618,84,0,0,0
3,0,47,12,6,43,risk_pilot,12,greedy,1,pooled,risk_pilot/original/401/a3/s1/pooled/greedy/lambda0,6eae8055859c46b22d41ad4c3f3f8fc9d813dfd1aaec21544ea7e8994c5c4c4a,401,original,completed,0,0,6,0,5,0,0.4166666666666667,1,0,0,2,2.486685,1.6850601565092802,12,12,0,0,0,2618,84,0,0,0
3,0,48,12,6,46,risk_pilot,12,greedy,1,analytical,risk_pilot/original/402/a3/s1/analytical/greedy/lambda0,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,402,original,completed,0,0,5,1,4,1,0.3333333333333333,2,0,0,3,2.510532,1.7188195511698723,12,12,0,0,0,2566,84,0,0,0
3,0,49,12,6,46,risk_pilot,12,delay,1,analytical,risk_pilot/original/402/a3/s1/analytical/delay/lambda0,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,402,original,completed,0,0,5,1,4,1,0.3333333333333333,2,0,0,3,2.612404,1.6938292998820543,12,12,0,0,0,2566,84,0,0,0
3,0,50,12,6,46,risk_pilot,12,greedy,1,frozen,risk_pilot/original/402/a3/s1/frozen/greedy/lambda0,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,402,original,completed,0,0,5,1,4,1,0.3333333333333333,2,0,0,3,2.520698,1.6839937660843134,12,12,0,0,0,2566,84,0,0,0
3,0,51,12,6,46,risk_pilot,12,delay,1,frozen,risk_pilot/original/402/a3/s1/frozen/delay/lambda0,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,402,original,completed,0,0,5,1,4,1,0.3333333333333333,2,0,0,3,2.424381,1.6671222634613514,12,12,0,0,0,2566,84,0,0,0
3,0,52,12,6,46,risk_pilot,12,greedy,1,pooled,risk_pilot/original/402/a3/s1/pooled/greedy/lambda0,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,402,original,completed,0,0,5,1,4,1,0.3333333333333333,2,0,0,3,2.396969,1.674334280192852,12,12,0,0,0,2566,84,0,0,0
3,0,53,12,6,46,risk_pilot,12,delay,1,pooled,risk_pilot/original/402/a3/s1/pooled/delay/lambda0,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,402,original,completed,0,0,5,1,4,1,0.3333333333333333,2,0,0,3,2.790314,1.6888830829411745,12,12,0,0,0,2566,84,0,0,0
3,0,54,12,6,46,risk_pilot,12,delay,2,frozen,risk_pilot/original/402/a3/s2/frozen/delay/lambda0,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,402,original,completed,0,0,5,1,3,1,0.5,3,0,0,3,2.421544,1.6721626315265894,12,12,0,0,0,2566,84,0,0,0
3,0,55,12,6,46,risk_pilot,12,greedy,2,frozen,risk_pilot/original/402/a3/s2/frozen/greedy/lambda0,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,402,original,completed,0,0,5,1,2,1,0.3333333333333333,4,1,0,3,2.439381,1.6621059626340866,12,12,0,0,0,2512,84,0,0,1
3,0,56,12,6,46,risk_pilot,12,delay,2,pooled,risk_pilot/original/402/a3/s2/pooled/delay/lambda0,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,402,original,completed,0,0,5,1,3,1,0.5,3,0,0,3,2.392017,1.6876742746680975,12,12,0,0,0,2566,84,0,0,0
3,0,57,12,6,46,risk_pilot,12,greedy,2,pooled,risk_pilot/original/402/a3/s2/pooled/greedy/lambda0,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,402,original,completed,0,0,5,1,2,1,0.3333333333333333,4,1,0,3,2.451221,1.6852866224944592,12,12,0,0,0,2512,84,0,0,1
3,0,58,12,6,46,risk_pilot,12,delay,2,analytical,risk_pilot/original/402/a3/s2/analytical/delay/lambda0,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,402,original,completed,0,0,5,1,3,1,0.5,3,0,0,3,2.468063,1.6746072098612785,12,12,0,0,0,2566,84,0,0,0
3,0,59,12,6,46,risk_pilot,12,greedy,2,analytical,risk_pilot/original/402/a3/s2/analytical/greedy/lambda0,503056008250acb399f7d2a89af4c1f165bfdc27639cd3740efb63b76956d58e,402,original,completed,0,0,5,1,2,1,0.3333333333333333,4,1,0,3,2.408699,1.6907446961849928,12,12,0,0,0,2512,84,0,0,1
3,0,60,12,6,48,risk_pilot,12,greedy,1,analytical,risk_pilot/competition/402/a3/s1/analytical/greedy/lambda0,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,402,competition,completed,0,0,6,0,5,1,0.4166666666666667,1,1,0,3,2.438237,1.6719620078802109,12,12,0,0,0,2570,84,0,0,1
3,0,61,12,6,48,risk_pilot,12,delay,1,analytical,risk_pilot/competition/402/a3/s1/analytical/delay/lambda0,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,402,competition,completed,0,0,6,0,6,1,0.5,0,0,0,3,2.404096,1.6735721845179796,12,12,0,0,0,2624,84,0,0,0
3,0,62,12,6,48,risk_pilot,12,greedy,1,frozen,risk_pilot/competition/402/a3/s1/frozen/greedy/lambda0,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,402,competition,completed,0,0,6,0,5,1,0.4166666666666667,1,1,0,3,2.438024,1.6811921391636133,12,12,0,0,0,2570,84,0,0,1
3,0,63,12,6,48,risk_pilot,12,delay,1,frozen,risk_pilot/competition/402/a3/s1/frozen/delay/lambda0,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,402,competition,completed,0,0,6,0,6,1,0.5,0,0,0,3,2.428715,1.6820522248744965,12,12,0,0,0,2624,84,0,0,0
3,0,64,12,6,48,risk_pilot,12,greedy,1,pooled,risk_pilot/competition/402/a3/s1/pooled/greedy/lambda0,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,402,competition,completed,0,0,6,0,5,1,0.4166666666666667,1,1,0,3,2.417521,1.6836879514157772,12,12,0,0,0,2570,84,0,0,1
3,0,65,12,6,48,risk_pilot,12,delay,1,pooled,risk_pilot/competition/402/a3/s1/pooled/delay/lambda0,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,402,competition,completed,0,0,6,0,6,1,0.5,0,0,0,3,2.466055,1.675942875444889,12,12,0,0,0,2624,84,0,0,0
3,0,66,12,6,48,risk_pilot,12,delay,2,frozen,risk_pilot/competition/402/a3/s2/frozen/delay/lambda0,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,402,competition,completed,0,0,6,0,4,1,0.6666666666666666,2,2,0,3,2.397084,1.6852215565741062,12,12,0,0,0,2570,84,0,0,2
3,0,67,12,6,48,risk_pilot,12,greedy,2,frozen,risk_pilot/competition/402/a3/s2/frozen/greedy/lambda0,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,402,competition,completed,0,0,6,0,4,1,0.6666666666666666,2,2,0,3,2.409298,1.679879629984498,12,12,0,0,0,2570,84,0,0,2
3,0,68,12,6,48,risk_pilot,12,delay,2,pooled,risk_pilot/competition/402/a3/s2/pooled/delay/lambda0,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,402,competition,completed,0,0,6,0,4,1,0.6666666666666666,2,2,0,3,2.351658,1.6727771256119013,12,12,0,0,0,2570,84,0,0,2
3,0,69,12,6,48,risk_pilot,12,greedy,2,pooled,risk_pilot/competition/402/a3/s2/pooled/greedy/lambda0,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,402,competition,completed,0,0,6,0,4,1,0.6666666666666666,2,2,0,3,2.330431,1.65750390291214,12,12,0,0,0,2570,84,0,0,2
3,0,70,12,6,48,risk_pilot,12,delay,2,analytical,risk_pilot/competition/402/a3/s2/analytical/delay/lambda0,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,402,competition,completed,0,0,6,0,4,1,0.6666666666666666,2,2,0,3,2.384439,1.681968692690134,12,12,0,0,0,2570,84,0,0,2
3,0,71,12,6,48,risk_pilot,12,greedy,2,analytical,risk_pilot/competition/402/a3/s2/analytical/greedy/lambda0,48931b5013ba0192f6b2629afb2f64c4ee7e1c812762f42ca7a5a566169ec6bc,402,competition,completed,0,0,6,0,4,1,0.6666666666666666,2,2,0,3,2.436675,1.672323863953352,12,12,0,0,0,2570,84,0,0,2
3,0,72,12,6,48,risk_pilot,12,greedy,2,frozen,risk_pilot/competition/403/a3/s2/frozen/greedy/lambda0,c96d1c14ef04b88727042281368a6cf327773a11bdb01f8e6d56209b68b9c3d0,403,competition,completed,0,0,6,0,4,0,0.6666666666666666,2,2,0,3,2.361796,1.6696401331573725,12,12,0,0,0,2570,84,0,0,2
3,0,73,12,6,48,risk_pilot,12,delay,2,frozen,risk_pilot/competition/403/a3/s2/frozen/delay/lambda0,c96d1c14ef04b88727042281368a6cf327773a11bdb01f8e6d56209b68b9c3d0,403,competition,completed,0,0,6,0,4,0,0.6666666666666666,2,2,0,3,2.364154,1.682700650766492,12,12,0,0,0,2570,84,0,0,2
3,0,74,12,6,48,risk_pilot,12,greedy,2,pooled,risk_pilot/competition/403/a3/s2/pooled/greedy/lambda0,c96d1c14ef04b88727042281368a6cf327773a11bdb01f8e6d56209b68b9c3d0,403,competition,completed,0,0,6,0,4,0,0.6666666666666666,2,2,0,3,2.420827,1.681447310373187,12,12,0,0,0,2570,84,0,0,2
3,0,75,12,6,48,risk_pilot,12,delay,2,pooled,risk_pilot/competition/403/a3/s2/pooled/delay/lambda0,c96d1c14ef04b88727042281368a6cf327773a11bdb01f8e6d56209b68b9c3d0,403,competition,completed,0,0,6,0,4,0,0.6666666666666666,2,2,0,3,2.396647,1.674374707043171,12,12,0,0,0,2570,84,0,0,2
3,0,76,12,6,48,risk_pilot,12,greedy,2,analytical,risk_pilot/competition/403/a3/s2/analytical/greedy/lambda0,c96d1c14ef04b88727042281368a6cf327773a11bdb01f8e6d56209b68b9c3d0,403,competition,completed,0,0,6,0,4,0,0.6666666666666666,2,2,0,3,3.164874,1.6733104586601257,12,12,0,0,0,2570,84,0,0,2
3,0,77,12,6,48,risk_pilot,12,delay,2,analytical,risk_pilot/competition/403/a3/s2/analytical/delay/lambda0,c96d1c14ef04b88727042281368a6cf327773a11bdb01f8e6d56209b68b9c3d0,403,competition,completed,0,0,6,0,4,0,0.6666666666666666,2,2,0,3,2.420452,1.6889878083020449,12,12,0,0,0,2570,84,0,0,2
