id,db,domain,kind,rep,condition,method,budget,questions,correct,wrong,unfinished,project_correct,loss,recovered,suppressed,incorrect_suppression,covered_references,references,intended_covered,reference_equal,reference_failure,verification_failures,executions,controller_seconds,reason,trace_hash,repeated_questions,incorrect_scope_transfers
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,recovery_completion,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,4,0.0021765680285170674,verification_failed,7c291bb298075b26604748d337a32b1b3aace01798d8fcb5bfbd757fcc4d405e,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,recovery_completion,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,4,5,0.0053130509331822395,user_answer,3993f94f5598f0e38ec95266a9078e82429120bed673b24405c499a7c32c8160,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,recovery_completion,2,1,1,0,0,1,0,0,0,0,0,2,0,0,0,4,5,0.002634436939842999,user_answer,ef76bca7c5cf4875cda582fa8b64340cd426845baeb47ac4a36efb9db144cb97,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,recovery_depth2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,4,0.0017924149287864566,verification_failed,7c291bb298075b26604748d337a32b1b3aace01798d8fcb5bfbd757fcc4d405e,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,recovery_depth2,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,4,5,0.002820013090968132,user_answer,3993f94f5598f0e38ec95266a9078e82429120bed673b24405c499a7c32c8160,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,recovery_depth2,2,1,1,0,0,1,0,0,0,0,0,2,0,0,0,4,5,0.00420792493969202,user_answer,ef76bca7c5cf4875cda582fa8b64340cd426845baeb47ac4a36efb9db144cb97,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,verification,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,4,0.0026337829185649753,verification_failed,7c291bb298075b26604748d337a32b1b3aace01798d8fcb5bfbd757fcc4d405e,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,verification,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,4,5,0.0023668999783694744,user_answer,3993f94f5598f0e38ec95266a9078e82429120bed673b24405c499a7c32c8160,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,verification,2,1,1,0,0,1,0,0,0,0,0,2,0,0,0,4,5,0.002335543977096677,user_answer,ef76bca7c5cf4875cda582fa8b64340cd426845baeb47ac4a36efb9db144cb97,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,full_context,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,4,0.0017954929498955607,verification_failed,7c291bb298075b26604748d337a32b1b3aace01798d8fcb5bfbd757fcc4d405e,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,full_context,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,4,5,0.0023825960233807564,user_answer,3993f94f5598f0e38ec95266a9078e82429120bed673b24405c499a7c32c8160,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,full_context,2,1,1,0,0,1,0,0,0,0,0,2,0,0,0,4,5,0.0024158700834959745,user_answer,ef76bca7c5cf4875cda582fa8b64340cd426845baeb47ac4a36efb9db144cb97,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,matched_checking,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,4,0.0022389200748875737,verification_failed,7c291bb298075b26604748d337a32b1b3aace01798d8fcb5bfbd757fcc4d405e,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,matched_checking,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,4,5,0.0024904930032789707,user_answer,3993f94f5598f0e38ec95266a9078e82429120bed673b24405c499a7c32c8160,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,matched_checking,2,1,1,0,0,1,0,0,0,0,0,2,0,0,0,4,5,0.0024309599539265037,user_answer,ef76bca7c5cf4875cda582fa8b64340cd426845baeb47ac4a36efb9db144cb97,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,no_recovery,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,4,0.0017900130478665233,verification_failed,7c291bb298075b26604748d337a32b1b3aace01798d8fcb5bfbd757fcc4d405e,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,no_recovery,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,4,5,0.002336686011403799,user_answer,3993f94f5598f0e38ec95266a9078e82429120bed673b24405c499a7c32c8160,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,no_recovery,2,1,1,0,0,1,0,0,0,0,0,2,0,0,0,4,5,0.002374790026806295,user_answer,ef76bca7c5cf4875cda582fa8b64340cd426845baeb47ac4a36efb9db144cb97,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,no_verification,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,4,0.0017851729644462466,verification_failed,7c291bb298075b26604748d337a32b1b3aace01798d8fcb5bfbd757fcc4d405e,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,no_verification,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,4,5,0.002415936905890703,user_answer,3993f94f5598f0e38ec95266a9078e82429120bed673b24405c499a7c32c8160,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,no_verification,2,1,1,0,0,1,0,0,0,0,0,2,0,0,0,4,5,0.00234693696256727,user_answer,ef76bca7c5cf4875cda582fa8b64340cd426845baeb47ac4a36efb9db144cb97,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,no_coverage_guard,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,4,0.0017854369943961501,verification_failed,7c291bb298075b26604748d337a32b1b3aace01798d8fcb5bfbd757fcc4d405e,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,no_coverage_guard,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,4,5,0.0023593070218339562,user_answer,3993f94f5598f0e38ec95266a9078e82429120bed673b24405c499a7c32c8160,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,no_coverage_guard,2,1,1,0,0,1,0,0,0,0,0,2,0,0,0,4,5,0.002580776927061379,user_answer,ef76bca7c5cf4875cda582fa8b64340cd426845baeb47ac4a36efb9db144cb97,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,no_sharing,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,4,0.0019648600136861205,verification_failed,7c291bb298075b26604748d337a32b1b3aace01798d8fcb5bfbd757fcc4d405e,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,no_sharing,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,4,5,0.002348800888285041,user_answer,3993f94f5598f0e38ec95266a9078e82429120bed673b24405c499a7c32c8160,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,no_sharing,2,1,1,0,0,1,0,0,0,0,0,2,0,0,0,4,5,0.0024155579740181565,user_answer,ef76bca7c5cf4875cda582fa8b64340cd426845baeb47ac4a36efb9db144cb97,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,all_wait,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,4,0.0019818850560113788,verification_failed,7c291bb298075b26604748d337a32b1b3aace01798d8fcb5bfbd757fcc4d405e,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,all_wait,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,4,5,0.002382877981290221,user_answer,3993f94f5598f0e38ec95266a9078e82429120bed673b24405c499a7c32c8160,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,generated,all_wait,2,1,1,0,0,1,0,0,0,0,0,2,0,0,0,4,5,0.0023970019537955523,user_answer,ef76bca7c5cf4875cda582fa8b64340cd426845baeb47ac4a36efb9db144cb97,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,reference_candidates,recovery_completion,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,0,4,0.002063145046122372,unresolved_interpretation,d13472c359e1c6f0c46604a3620d03b49417128a18cd89663b4dcd9e72bd5320,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,reference_candidates,recovery_completion,1,1,1,0,0,1,0,0,0,0,2,2,1,0,0,0,5,0.0028074730653315783,user_answer,597c0fb3cdccc46382f7db1e71a8da950ba75e6ab79ee50278832c929c5ca650,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,reference_candidates,recovery_completion,2,1,1,0,0,1,0,0,0,0,2,2,1,0,0,0,5,0.002789997961372137,user_answer,9eb9b96234498c33ceb65e2522e86ae105dc719e18613abcdfc894487850e35c,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,reference_candidates,recovery_depth2,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,0,4,0.002043234999291599,unresolved_interpretation,d13472c359e1c6f0c46604a3620d03b49417128a18cd89663b4dcd9e72bd5320,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,reference_candidates,recovery_depth2,1,1,1,0,0,1,0,0,0,0,2,2,1,0,0,0,5,0.0027088989736512303,user_answer,597c0fb3cdccc46382f7db1e71a8da950ba75e6ab79ee50278832c929c5ca650,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,reference_candidates,recovery_depth2,2,1,1,0,0,1,0,0,0,0,2,2,1,0,0,0,5,0.002816972089931369,user_answer,9eb9b96234498c33ceb65e2522e86ae105dc719e18613abcdfc894487850e35c,0,0
106,data/attachment/Airport/attachment_1tab_ref_aircraft_manufacturers/attachment_1tab_ref_aircraft_manufacturers.sqlite,Airport,attachment,0,reference_candidates,verification,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,0,4,0.0020900449017062783,unresolved_interpretation,d13472c359e1c6f0c46604a3620d03b49417128a18cd89663b4dcd9e72bd5320,0,0
