id,replicate,method,budget,error_weight,episode_seconds,planning_seconds,planning_calls,max_nodes
MUL0099.json,0,minimum_completion,0,2.0,0.0001843899954110384,0,0,0
MUL0099.json,0,minimum_completion,1,2.0,0.0006635769968852401,0,0,0
MUL0099.json,0,minimum_completion,2,2.0,0.000583791988901794,0,0,0
MUL0099.json,0,minimum_completion,4,2.0,0.0005884920246899128,0,0,0
MUL0099.json,0,minimum_completion,6,2.0,0.0005720270564779639,0,0,0
MUL0099.json,0,minimum_completion,unlimited,2.0,0.0005745659582316875,0,0,0
MUL0099.json,0,minimum_completion,0,4.0,0.00014511100016534328,0,0,0
MUL0099.json,0,minimum_completion,1,4.0,0.000584507011808455,0,0,0
MUL0099.json,0,minimum_completion,2,4.0,0.0005715680308640003,0,0,0
MUL0099.json,0,minimum_completion,4,4.0,0.000569741940125823,0,0,0
MUL0099.json,0,minimum_completion,6,4.0,0.0005658180452883244,0,0,0
MUL0099.json,0,minimum_completion,unlimited,4.0,0.0005699649918824434,0,0,0
MUL0099.json,0,minimum_completion,0,8.0,6.92990142852068e-05,0,0,0
MUL0099.json,0,minimum_completion,1,8.0,0.00033342698588967323,0,0,0
MUL0099.json,0,minimum_completion,2,8.0,0.0007475470192730427,0,0,0
MUL0099.json,0,minimum_completion,4,8.0,0.000827715964987874,0,0,0
MUL0099.json,0,minimum_completion,6,8.0,0.0007828309899196029,0,0,0
MUL0099.json,0,minimum_completion,unlimited,8.0,0.0007309269858524203,0,0,0
MUL0099.json,1,minimum_completion,0,2.0,0.00014899205416440964,0,0,0
MUL0099.json,1,minimum_completion,1,2.0,0.000578072969801724,0,0,0
MUL0099.json,1,minimum_completion,2,2.0,0.0005979880224913359,0,0,0
MUL0099.json,1,minimum_completion,4,2.0,0.000595530029386282,0,0,0
MUL0099.json,1,minimum_completion,6,2.0,0.0005837710341438651,0,0,0
MUL0099.json,1,minimum_completion,unlimited,2.0,0.0005740349879488349,0,0,0
MUL0099.json,1,minimum_completion,0,4.0,0.0001421340275555849,0,0,0
MUL0099.json,1,minimum_completion,1,4.0,0.0005800999933853745,0,0,0
MUL0099.json,1,minimum_completion,2,4.0,0.000595232006162405,0,0,0
MUL0099.json,1,minimum_completion,4,4.0,0.000628087087534368,0,0,0
MUL0099.json,1,minimum_completion,6,4.0,0.0005917289527133107,0,0,0
MUL0099.json,1,minimum_completion,unlimited,4.0,0.0006157900206744671,0,0,0
MUL0099.json,1,minimum_completion,0,8.0,7.105700206011534e-05,0,0,0
MUL0099.json,1,minimum_completion,1,8.0,0.00031102204229682684,0,0,0
MUL0099.json,1,minimum_completion,2,8.0,0.0008048779563978314,0,0,0
MUL0099.json,1,minimum_completion,4,8.0,0.0007354449480772018,0,0,0
MUL0099.json,1,minimum_completion,6,8.0,0.0007592630572617054,0,0,0
MUL0099.json,1,minimum_completion,unlimited,8.0,0.0007527800044044852,0,0,0
MUL0810.json,0,minimum_completion,0,2.0,6.623903755098581e-05,0,0,0
MUL0810.json,0,minimum_completion,1,2.0,0.00036187004297971725,0,0,0
MUL0810.json,0,minimum_completion,2,2.0,0.0004298379644751549,0,0,0
MUL0810.json,0,minimum_completion,4,2.0,0.0008227630751207471,0,0,0
MUL0810.json,0,minimum_completion,6,2.0,0.0008380149956792593,0,0,0
MUL0810.json,0,minimum_completion,unlimited,2.0,0.0008136460091918707,0,0,0
MUL0810.json,0,minimum_completion,0,4.0,6.15239841863513e-05,0,0,0
MUL0810.json,0,minimum_completion,1,4.0,0.00035216507967561483,0,0,0
MUL0810.json,0,minimum_completion,2,4.0,0.00041691598016768694,0,0,0
MUL0810.json,0,minimum_completion,4,4.0,0.0008653369732201099,0,0,0
MUL0810.json,0,minimum_completion,6,4.0,0.0008277399465441704,0,0,0
MUL0810.json,0,minimum_completion,unlimited,4.0,0.0008131390204653144,0,0,0
MUL0810.json,0,minimum_completion,0,8.0,6.186100654304028e-05,0,0,0
MUL0810.json,0,minimum_completion,1,8.0,0.0003412709338590503,0,0,0
MUL0810.json,0,minimum_completion,2,8.0,0.00040663499385118484,0,0,0
MUL0810.json,0,minimum_completion,4,8.0,0.0008035938953980803,0,0,0
MUL0810.json,0,minimum_completion,6,8.0,0.0008222589967772365,0,0,0
MUL0810.json,0,minimum_completion,unlimited,8.0,0.0008227899670600891,0,0,0
MUL0810.json,1,minimum_completion,0,2.0,0.0002400859957560897,0,0,0
MUL0810.json,1,minimum_completion,1,2.0,0.0006221149815246463,0,0,0
MUL0810.json,1,minimum_completion,2,2.0,0.00061939493753016,0,0,0
MUL0810.json,1,minimum_completion,4,2.0,0.0006109040696173906,0,0,0
MUL0810.json,1,minimum_completion,6,2.0,0.0006159699987620115,0,0,0
MUL0810.json,1,minimum_completion,unlimited,2.0,0.0006344530265778303,0,0,0
MUL0810.json,1,minimum_completion,0,4.0,0.00022221694234758615,0,0,0
MUL0810.json,1,minimum_completion,1,4.0,0.0006807389436289668,0,0,0
MUL0810.json,1,minimum_completion,2,4.0,0.0007076809415593743,0,0,0
MUL0810.json,1,minimum_completion,4,4.0,0.0006559600587934256,0,0,0
MUL0810.json,1,minimum_completion,6,4.0,0.0006359720136970282,0,0,0
MUL0810.json,1,minimum_completion,unlimited,4.0,0.0006496669957414269,0,0,0
MUL0810.json,1,minimum_completion,0,8.0,7.090799044817686e-05,0,0,0
MUL0810.json,1,minimum_completion,1,8.0,0.00042184803169220686,0,0,0
MUL0810.json,1,minimum_completion,2,8.0,0.000829283962957561,0,0,0
MUL0810.json,1,minimum_completion,4,8.0,0.0008046190487220883,0,0,0
MUL0810.json,1,minimum_completion,6,8.0,0.0008183799218386412,0,0,0
MUL0810.json,1,minimum_completion,unlimited,8.0,0.0008952859789133072,0,0,0
MUL0814.json,0,minimum_completion,0,2.0,0.0006174830486997962,0,0,0
MUL0814.json,0,minimum_completion,1,2.0,0.0005833350587636232,0,0,0
MUL0814.json,0,minimum_completion,2,2.0,0.0005806440021842718,0,0,0
MUL0814.json,0,minimum_completion,4,2.0,0.0011978079564869404,0,0,0
MUL0814.json,0,minimum_completion,6,2.0,0.0005978679982945323,0,0,0
MUL0814.json,0,minimum_completion,unlimited,2.0,0.00057842000387609,0,0,0
MUL0814.json,0,minimum_completion,0,4.0,0.00037170806899666786,0,0,0
MUL0814.json,0,minimum_completion,1,4.0,0.0007632949855178595,0,0,0
MUL0814.json,0,minimum_completion,2,4.0,0.0007441120687872171,0,0,0
MUL0814.json,0,minimum_completion,4,4.0,0.000751639949157834,0,0,0
MUL0814.json,0,minimum_completion,6,4.0,0.0007806430803611875,0,0,0
MUL0814.json,0,minimum_completion,unlimited,4.0,0.0007361039752140641,0,0,0
MUL0814.json,0,minimum_completion,0,8.0,7.903703954070807e-05,0,0,0
MUL0814.json,0,minimum_completion,1,8.0,0.0006989400135353208,0,0,0
MUL0814.json,0,minimum_completion,2,8.0,0.0009371089981868863,0,0,0
MUL0814.json,0,minimum_completion,4,8.0,0.0014114880468696356,0,0,0
MUL0814.json,0,minimum_completion,6,8.0,0.0014135229866951704,0,0,0
MUL0814.json,0,minimum_completion,unlimited,8.0,0.0013548489660024643,0,0,0
MUL0814.json,1,minimum_completion,0,2.0,7.505505345761776e-05,0,0,0
