bundle_id,replicate,review_duration,policy,tick,pending,eligible,selected,greedy_choice,search_choice,edf_choice,planning_seconds,ordered_subsets_evaluated
evaluation_00,0,1,no_review,2,3,3,,train:018,train:018,train:018,3.1935982406139374e-05,0
evaluation_00,0,1,no_review,3,2,2,,train:062,train:062,train:062,6.828497862443328e-05,0
evaluation_00,0,1,no_review,4,1,1,,train:089,train:089,train:089,3.122602356597781e-05,0
evaluation_00,0,1,no_review,5,0,0,,,,,4.653003998100758e-06,0
evaluation_00,0,1,fcfs,0,2,2,train:089,train:062,train:089,train:062,2.9870017897337675e-05,0
evaluation_00,0,1,fcfs,1,2,2,train:062,train:018,train:062,train:018,3.0952971428632736e-05,0
evaluation_00,0,1,fcfs,2,1,1,train:018,train:018,train:018,train:018,3.692903555929661e-05,0
evaluation_00,0,1,fcfs,3,0,0,,,,,4.224013537168503e-06,0
evaluation_00,0,1,fcfs,4,0,0,,,,,7.799826562404633e-07,0
evaluation_00,0,1,fcfs,5,0,0,,,,,7.289927452802658e-07,0
evaluation_00,0,1,edf,0,2,2,train:062,train:062,train:089,train:062,3.2581971026957035e-05,0
evaluation_00,0,1,edf,1,2,2,train:018,train:018,train:089,train:018,4.0044018533080816e-05,0
evaluation_00,0,1,edf,2,1,1,train:089,train:089,train:089,train:089,3.46910092048347e-05,0
evaluation_00,0,1,edf,3,0,0,,,,,4.041008651256561e-06,0
evaluation_00,0,1,edf,4,0,0,,,,,7.540220394730568e-07,0
evaluation_00,0,1,edf,5,0,0,,,,,7.199705578386784e-07,0
evaluation_00,0,1,uncertainty,0,2,2,train:062,train:062,train:089,train:062,3.407796612009406e-05,0
evaluation_00,0,1,uncertainty,1,2,2,train:018,train:018,train:089,train:018,3.501400351524353e-05,0
evaluation_00,0,1,uncertainty,2,1,1,train:089,train:089,train:089,train:089,4.252401413396001e-05,0
evaluation_00,0,1,uncertainty,3,0,0,,,,,4.333967808634043e-06,0
evaluation_00,0,1,uncertainty,4,0,0,,,,,7.500057108700275e-07,0
evaluation_00,0,1,uncertainty,5,0,0,,,,,7.100170478224754e-07,0
evaluation_00,0,1,greedy,0,2,2,train:062,train:062,train:089,train:062,3.352196654304862e-05,0
evaluation_00,0,1,greedy,1,2,2,train:018,train:018,train:089,train:018,3.7737947423011065e-05,0
evaluation_00,0,1,greedy,2,1,1,train:089,train:089,train:089,train:089,4.672800423577428e-05,0
evaluation_00,0,1,greedy,3,0,0,,,,,3.167020622640848e-06,0
evaluation_00,0,1,greedy,4,0,0,,,,,7.569906301796436e-07,0
evaluation_00,0,1,greedy,5,0,0,,,,,7.170019671320915e-07,0
evaluation_00,0,1,search,0,2,2,train:089,train:062,train:089,train:062,4.507298581302166e-05,5
evaluation_00,0,1,search,1,2,2,train:062,train:018,train:062,train:018,4.359101876616478e-05,5
evaluation_00,0,1,search,2,1,1,train:018,train:018,train:018,train:018,3.597198519855738e-05,2
evaluation_00,0,1,search,3,0,0,,,,,4.447996616363525e-06,0
evaluation_00,0,1,search,4,0,0,,,,,8.500064723193645e-07,0
evaluation_00,0,1,search,5,0,0,,,,,7.490161806344986e-07,0
evaluation_00,1,2,no_review,0,2,2,,train:062,train:089,train:062,3.006804035976529e-05,0
evaluation_00,1,2,no_review,1,3,3,,train:018,train:018,train:018,3.1773990485817194e-05,0
evaluation_00,1,2,no_review,2,3,2,,train:062,train:062,train:062,3.093795385211706e-05,0
evaluation_00,1,2,no_review,3,2,1,,train:089,train:089,train:089,4.4109008740633726e-05,0
evaluation_00,1,2,no_review,4,1,0,,,,,2.954696537926793e-05,0
evaluation_00,1,2,no_review,5,0,0,,,,,3.695022314786911e-06,0
evaluation_00,1,2,fcfs,0,2,2,train:089,train:062,train:089,train:062,3.077101428061724e-05,0
evaluation_00,1,2,fcfs,2,2,1,train:062,train:062,train:062,train:062,4.51219966635108e-05,0
evaluation_00,1,2,fcfs,4,0,0,,,,,4.768022336065769e-06,0
evaluation_00,1,2,fcfs,5,0,0,,,,,8.430215530097485e-07,0
evaluation_00,1,2,edf,0,2,2,train:062,train:062,train:089,train:062,3.383203875273466e-05,0
evaluation_00,1,2,edf,2,2,1,train:089,train:089,train:089,train:089,4.6280038077384233e-05,0
evaluation_00,1,2,edf,4,0,0,,,,,4.916975740343332e-06,0
evaluation_00,1,2,edf,5,0,0,,,,,7.560010999441147e-07,0
evaluation_00,1,2,uncertainty,0,2,2,train:062,train:062,train:089,train:062,3.3883959986269474e-05,0
evaluation_00,1,2,uncertainty,2,2,1,train:089,train:089,train:089,train:089,7.483700755983591e-05,0
evaluation_00,1,2,uncertainty,4,0,0,,,,,4.274013917893171e-06,0
evaluation_00,1,2,uncertainty,5,0,0,,,,,7.910421118140221e-07,0
evaluation_00,1,2,greedy,0,2,2,train:062,train:062,train:089,train:062,3.388401819393039e-05,0
evaluation_00,1,2,greedy,2,2,1,train:089,train:089,train:089,train:089,5.673500709235668e-05,0
evaluation_00,1,2,greedy,4,0,0,,,,,3.772962372750044e-06,0
evaluation_00,1,2,greedy,5,0,0,,,,,7.619964890182018e-07,0
evaluation_00,1,2,search,0,2,2,train:089,train:062,train:089,train:062,4.353595431894064e-05,5
evaluation_00,1,2,search,2,2,1,train:062,train:062,train:062,train:062,4.363496555015445e-05,2
evaluation_00,1,2,search,4,0,0,,,,,5.019013769924641e-06,0
evaluation_00,1,2,search,5,0,0,,,,,7.689814083278179e-07,0
evaluation_00,1,1,no_review,0,2,2,,train:062,train:089,train:062,3.6841025575995445e-05,0
evaluation_00,1,1,no_review,1,3,3,,train:018,train:089,train:018,3.237300552427769e-05,0
evaluation_00,1,1,no_review,2,3,3,,train:018,train:018,train:018,3.1817995477467775e-05,0
evaluation_00,1,1,no_review,3,2,2,,train:062,train:062,train:062,4.417099989950657e-05,0
evaluation_00,1,1,no_review,4,1,1,,train:089,train:089,train:089,3.363797441124916e-05,0
evaluation_00,1,1,no_review,5,0,0,,,,,4.891015123575926e-06,0
evaluation_00,1,1,fcfs,0,2,2,train:089,train:062,train:089,train:062,3.239099169149995e-05,0
evaluation_00,1,1,fcfs,1,2,2,train:062,train:018,train:062,train:018,3.516796277835965e-05,0
evaluation_00,1,1,fcfs,2,1,1,train:018,train:018,train:018,train:018,3.4529948607087135e-05,0
evaluation_00,1,1,fcfs,3,0,0,,,,,4.73798718303442e-06,0
evaluation_00,1,1,fcfs,4,0,0,,,,,7.940107025206089e-07,0
evaluation_00,1,1,fcfs,5,0,0,,,,,7.309718057513237e-07,0
evaluation_00,1,1,edf,0,2,2,train:062,train:062,train:089,train:062,5.187798524275422e-05,0
evaluation_00,1,1,edf,1,2,2,train:018,train:018,train:089,train:018,3.383203875273466e-05,0
evaluation_00,1,1,edf,2,1,1,train:089,train:089,train:089,train:089,3.1613046303391457e-05,0
evaluation_00,1,1,edf,3,0,0,,,,,3.8120197132229805e-06,0
evaluation_00,1,1,edf,4,0,0,,,,,7.67991878092289e-07,0
evaluation_00,1,1,edf,5,0,0,,,,,7.00994860380888e-07,0
evaluation_00,1,1,uncertainty,0,2,2,train:062,train:062,train:089,train:062,3.2934010960161686e-05,0
evaluation_00,1,1,uncertainty,1,2,2,train:018,train:018,train:089,train:018,3.448297502472997e-05,0
evaluation_00,1,1,uncertainty,2,1,1,train:089,train:089,train:089,train:089,3.502401523292065e-05,0
evaluation_00,1,1,uncertainty,3,0,0,,,,,4.8140063881874084e-06,0
evaluation_00,1,1,uncertainty,4,0,0,,,,,7.449998520314693e-07,0
evaluation_00,1,1,uncertainty,5,0,0,,,,,7.160124368965626e-07,0
evaluation_00,1,1,greedy,0,2,2,train:062,train:062,train:089,train:062,3.258697688579559e-05,0
evaluation_00,1,1,greedy,1,2,2,train:018,train:018,train:089,train:018,3.422598820179701e-05,0
evaluation_00,1,1,greedy,2,1,1,train:089,train:089,train:089,train:089,4.093197640031576e-05,0
evaluation_00,1,1,greedy,3,0,0,,,,,2.860033418983221e-06,0
evaluation_00,1,1,greedy,4,0,0,,,,,7.859780453145504e-07,0
evaluation_00,1,1,greedy,5,0,0,,,,,7.289927452802658e-07,0
evaluation_00,1,1,search,0,2,2,train:089,train:062,train:089,train:062,5.6396995205432177e-05,5
evaluation_00,1,1,search,1,2,2,train:062,train:018,train:062,train:018,4.040100611746311e-05,5
evaluation_00,1,1,search,2,1,1,train:018,train:018,train:018,train:018,4.5788008719682693e-05,2
evaluation_00,1,1,search,3,0,0,,,,,4.706031177192926e-06,0
evaluation_00,1,1,search,4,0,0,,,,,7.430207915604115e-07,0
evaluation_00,1,1,search,5,0,0,,,,,7.499475032091141e-07,0
evaluation_00,2,2,no_review,0,1,1,,train:089,train:089,train:089,1.9268016330897808e-05,0
evaluation_00,2,2,no_review,1,2,2,,train:018,train:018,train:018,2.2513966541737318e-05,0
evaluation_00,2,2,no_review,2,2,1,,train:089,train:089,train:089,2.1428975742310286e-05,0
evaluation_00,2,2,no_review,3,1,1,,train:089,train:089,train:089,3.2434007152915e-05,0
evaluation_00,2,2,no_review,4,1,0,,,,,1.2119009625166655e-05,0
evaluation_00,2,2,no_review,5,0,0,,,,,6.799993570894003e-06,0
evaluation_00,2,2,fcfs,0,1,1,train:089,train:089,train:089,train:089,1.9314989913254976e-05,0
evaluation_00,2,2,fcfs,2,1,0,,,,,5.449401214718819e-05,0
evaluation_00,2,2,fcfs,3,0,0,,,,,5.793001037091017e-06,0
evaluation_00,2,2,fcfs,4,0,0,,,,,1.4579854905605316e-06,0
evaluation_00,2,2,fcfs,5,0,0,,,,,1.426029484719038e-06,0
evaluation_00,2,2,edf,0,1,1,train:089,train:089,train:089,train:089,3.596500027924776e-05,0
evaluation_00,2,2,edf,2,1,0,,,,,3.112194826826453e-05,0
evaluation_00,2,2,edf,3,0,0,,,,,4.3209875002503395e-06,0
evaluation_00,2,2,edf,4,0,0,,,,,8.119968697428703e-07,0
evaluation_00,2,2,edf,5,0,0,,,,,7.289927452802658e-07,0
evaluation_00,2,2,uncertainty,0,1,1,train:089,train:089,train:089,train:089,2.2382009774446487e-05,0
evaluation_00,2,2,uncertainty,2,1,0,,,,,4.012096906080842e-05,0
evaluation_00,2,2,uncertainty,3,0,0,,,,,5.690031684935093e-06,0
evaluation_00,2,2,uncertainty,4,0,0,,,,,1.276959665119648e-06,0
evaluation_00,2,2,uncertainty,5,0,0,,,,,1.2440141290426254e-06,0
evaluation_00,2,2,greedy,0,1,1,train:089,train:089,train:089,train:089,2.2529042325913906e-05,0
evaluation_00,2,2,greedy,2,1,0,,,,,4.9773952923715115e-05,0
evaluation_00,2,2,greedy,3,0,0,,,,,3.8120197132229805e-06,0
evaluation_00,2,2,greedy,4,0,0,,,,,7.729977369308472e-07,0
evaluation_00,2,2,greedy,5,0,0,,,,,6.579793989658356e-07,0
evaluation_00,2,2,search,0,1,1,train:089,train:089,train:089,train:089,2.655398566275835e-05,2
evaluation_00,2,2,search,2,1,0,,,,,3.430404467508197e-05,0
evaluation_00,2,2,search,3,0,0,,,,,5.210982635617256e-06,0
evaluation_00,2,2,search,4,0,0,,,,,7.549533620476723e-07,0
evaluation_00,2,2,search,5,0,0,,,,,6.809714250266552e-07,0
evaluation_00,2,1,no_review,0,1,1,,train:089,train:089,train:089,1.9594968762248755e-05,0
evaluation_00,2,1,no_review,1,2,2,,train:018,train:089,train:018,2.2765016183257103e-05,0
evaluation_00,2,1,no_review,2,2,2,,train:018,train:018,train:018,2.1849991753697395e-05,0
evaluation_00,2,1,no_review,3,1,1,,train:089,train:089,train:089,3.2325973734259605e-05,0
evaluation_00,2,1,no_review,4,1,1,,train:089,train:089,train:089,1.214997610077262e-05,0
evaluation_00,2,1,no_review,5,0,0,,,,,3.5259872674942017e-06,0
evaluation_00,2,1,fcfs,0,1,1,train:089,train:089,train:089,train:089,1.933198655024171e-05,0
evaluation_00,2,1,fcfs,1,1,1,train:018,train:018,train:018,train:018,1.8874008674174547e-05,0
evaluation_00,2,1,fcfs,2,0,0,,,,,5.0539965741336346e-06,0
evaluation_00,2,1,fcfs,3,0,0,,,,,7.040216587483883e-07,0
evaluation_00,2,1,fcfs,4,0,0,,,,,6.699701771140099e-07,0
evaluation_00,2,1,fcfs,5,0,0,,,,,6.600166670978069e-07,0
evaluation_00,2,1,edf,0,1,1,train:089,train:089,train:089,train:089,2.0790030248463154e-05,0
evaluation_00,2,1,edf,1,1,1,train:018,train:018,train:018,train:018,1.975003397092223e-05,0
evaluation_00,2,1,edf,2,0,0,,,,,5.017966032028198e-06,0
evaluation_00,2,1,edf,3,0,0,,,,,7.370254024863243e-07,0
evaluation_00,2,1,edf,4,0,0,,,,,6.949994713068008e-07,0
evaluation_00,2,1,edf,5,0,0,,,,,6.709597073495388e-07,0
evaluation_00,2,1,uncertainty,0,1,1,train:089,train:089,train:089,train:089,2.2451975382864475e-05,0
evaluation_00,2,1,uncertainty,1,1,1,train:018,train:018,train:018,train:018,2.4098961148411036e-05,0
evaluation_00,2,1,uncertainty,2,0,0,,,,,5.0460221245884895e-06,0
evaluation_00,2,1,uncertainty,3,0,0,,,,,7.179914973676205e-07,0
evaluation_00,2,1,uncertainty,4,0,0,,,,,6.67991116642952e-07,0
evaluation_00,2,1,uncertainty,5,0,0,,,,,6.689806468784809e-07,0
evaluation_00,2,1,greedy,0,1,1,train:089,train:089,train:089,train:089,2.2886029910296202e-05,0
evaluation_00,2,1,greedy,1,1,1,train:018,train:018,train:018,train:018,2.091302303597331e-05,0
evaluation_00,2,1,greedy,2,0,0,,,,,5.5470154620707035e-06,0
evaluation_00,2,1,greedy,3,0,0,,,,,7.409835234284401e-07,0
evaluation_00,2,1,greedy,4,0,0,,,,,7.139751687645912e-07,0
evaluation_00,2,1,greedy,5,0,0,,,,,6.380141712725163e-07,0
evaluation_00,2,1,search,0,1,1,train:089,train:089,train:089,train:089,2.736999886110425e-05,2
evaluation_00,2,1,search,1,1,1,train:018,train:018,train:018,train:018,2.6206020265817642e-05,2
evaluation_00,2,1,search,2,0,0,,,,,2.8690556064248085e-06,0
evaluation_00,2,1,search,3,0,0,,,,,7.530325092375278e-07,0
evaluation_00,2,1,search,4,0,0,,,,,6.58037606626749e-07,0
evaluation_00,2,1,search,5,0,0,,,,,6.430200301110744e-07,0
evaluation_01,0,1,fcfs,0,1,1,train:090,train:090,train:090,train:090,2.070702612400055e-05,0
evaluation_01,0,1,fcfs,1,0,0,,,,,3.596011083573103e-06,0
evaluation_01,0,1,fcfs,2,0,0,,,,,7.390044629573822e-07,0
evaluation_01,0,1,fcfs,3,0,0,,,,,6.610061973333359e-07,0
evaluation_01,0,1,fcfs,4,0,0,,,,,6.369664333760738e-07,0
evaluation_01,0,1,fcfs,5,0,0,,,,,6.780028343200684e-07,0
evaluation_01,0,1,edf,0,1,1,train:090,train:090,train:090,train:090,2.2136024199426174e-05,0
evaluation_01,0,1,edf,1,0,0,,,,,5.3060357458889484e-06,0
evaluation_01,0,1,edf,2,0,0,,,,,7.299822755157948e-07,0
evaluation_01,0,1,edf,3,0,0,,,,,6.610061973333359e-07,0
evaluation_01,0,1,edf,4,0,0,,,,,6.660120561718941e-07,0
evaluation_01,0,1,edf,5,0,0,,,,,6.739865057170391e-07,0
evaluation_01,0,1,uncertainty,0,1,1,train:090,train:090,train:090,train:090,2.1767045836895704e-05,0
evaluation_01,0,1,uncertainty,1,0,0,,,,,3.907014615833759e-06,0
evaluation_01,0,1,uncertainty,2,0,0,,,,,7.00005330145359e-07,0
evaluation_01,0,1,uncertainty,3,0,0,,,,,6.809714250266552e-07,0
evaluation_01,0,1,uncertainty,4,0,0,,,,,6.440095603466034e-07,0
evaluation_01,0,1,uncertainty,5,0,0,,,,,6.579793989658356e-07,0
evaluation_01,0,1,greedy,0,1,1,train:090,train:090,train:090,train:090,2.1748011931777e-05,0
evaluation_01,0,1,greedy,1,0,0,,,,,2.922024577856064e-06,0
evaluation_01,0,1,greedy,2,0,0,,,,,7.179914973676205e-07,0
evaluation_01,0,1,greedy,3,0,0,,,,,7.139751687645912e-07,0
evaluation_01,0,1,greedy,4,0,0,,,,,6.619957275688648e-07,0
evaluation_01,0,1,greedy,5,0,0,,,,,6.560003384947777e-07,0
evaluation_01,0,1,search,0,1,1,train:090,train:090,train:090,train:090,2.5661021936684847e-05,2
evaluation_01,0,1,search,1,0,0,,,,,3.9120204746723175e-06,0
evaluation_01,0,1,search,2,0,0,,,,,6.799818947911263e-07,0
evaluation_01,0,1,search,3,0,0,,,,,6.619957275688648e-07,0
evaluation_01,0,1,search,4,0,0,,,,,6.399932317435741e-07,0
evaluation_01,0,1,search,5,0,0,,,,,6.489572115242481e-07,0
evaluation_01,0,1,no_review,0,1,1,,train:090,train:090,train:090,2.0507024601101875e-05,0
evaluation_01,0,1,no_review,1,1,1,,train:090,train:090,train:090,1.2141012120991945e-05,0
evaluation_01,0,1,no_review,2,1,1,,train:090,train:090,train:090,1.1685013305395842e-05,0
evaluation_01,0,1,no_review,3,1,1,,train:090,train:090,train:090,1.1553987860679626e-05,0
evaluation_01,0,1,no_review,4,0,0,,,,,3.237975761294365e-06,0
evaluation_01,0,1,no_review,5,0,0,,,,,7.500057108700275e-07,0
evaluation_01,0,2,fcfs,0,1,1,train:090,train:090,train:090,train:090,2.0652951207011938e-05,0
evaluation_01,0,2,fcfs,2,0,0,,,,,3.7669669836759567e-06,0
evaluation_01,0,2,fcfs,3,0,0,,,,,7.919734343886375e-07,0
evaluation_01,0,2,fcfs,4,0,0,,,,,6.619957275688648e-07,0
evaluation_01,0,2,fcfs,5,0,0,,,,,6.849877536296844e-07,0
evaluation_01,0,2,edf,0,1,1,train:090,train:090,train:090,train:090,2.18690256588161e-05,0
evaluation_01,0,2,edf,2,0,0,,,,,3.4650438465178013e-06,0
evaluation_01,0,2,edf,3,0,0,,,,,7.359776645898819e-07,0
evaluation_01,0,2,edf,4,0,0,,,,,7.029739208519459e-07,0
evaluation_01,0,2,edf,5,0,0,,,,,6.440095603466034e-07,0
evaluation_01,0,2,uncertainty,0,1,1,train:090,train:090,train:090,train:090,2.0890962332487106e-05,0
evaluation_01,0,2,uncertainty,2,0,0,,,,,3.0790106393396854e-06,0
evaluation_01,0,2,uncertainty,3,0,0,,,,,7.220078259706497e-07,0
evaluation_01,0,2,uncertainty,4,0,0,,,,,6.849877536296844e-07,0
evaluation_01,0,2,uncertainty,5,0,0,,,,,6.390037015080452e-07,0
evaluation_01,0,2,greedy,0,1,1,train:090,train:090,train:090,train:090,2.3016007617115974e-05,0
evaluation_01,0,2,greedy,2,0,0,,,,,3.5520060919225216e-06,0
evaluation_01,0,2,greedy,3,0,0,,,,,7.249764166772366e-07,0
evaluation_01,0,2,greedy,4,0,0,,,,,6.449990905821323e-07,0
evaluation_01,0,2,greedy,5,0,0,,,,,6.500049494206905e-07,0
evaluation_01,0,2,search,0,1,1,train:090,train:090,train:090,train:090,2.6469002477824688e-05,2
evaluation_01,0,2,search,2,0,0,,,,,3.222026862204075e-06,0
evaluation_01,0,2,search,3,0,0,,,,,7.34988134354353e-07,0
evaluation_01,0,2,search,4,0,0,,,,,6.600166670978069e-07,0
evaluation_01,0,2,search,5,0,0,,,,,6.449990905821323e-07,0
evaluation_01,0,2,no_review,0,1,1,,train:090,train:090,train:090,1.9871979020535946e-05,0
evaluation_01,0,2,no_review,1,1,1,,train:090,train:090,train:090,1.1724012438207865e-05,0
evaluation_01,0,2,no_review,2,1,1,,train:090,train:090,train:090,1.1609983630478382e-05,0
evaluation_01,0,2,no_review,3,1,0,,,,,1.1546013411134481e-05,0
evaluation_01,0,2,no_review,4,0,0,,,,,4.281988367438316e-06,0
evaluation_01,0,2,no_review,5,0,0,,,,,7.610069587826729e-07,0
evaluation_01,1,1,fcfs,0,1,1,train:063,train:063,train:063,train:063,2.0086998119950294e-05,0
evaluation_01,1,1,fcfs,1,1,1,train:025,train:025,train:025,train:025,1.9252009224146605e-05,0
evaluation_01,1,1,fcfs,2,0,0,,,,,3.85800376534462e-06,0
evaluation_01,1,1,fcfs,3,0,0,,,,,7.319613359868526e-07,0
evaluation_01,1,1,fcfs,4,0,0,,,,,6.949994713068008e-07,0
evaluation_01,1,1,fcfs,5,0,0,,,,,6.749760359525681e-07,0
evaluation_01,1,1,edf,0,1,1,train:063,train:063,train:063,train:063,2.5391054805368185e-05,0
evaluation_01,1,1,edf,1,1,1,train:025,train:025,train:025,train:025,2.0742998458445072e-05,0
evaluation_01,1,1,edf,2,0,0,,,,,3.5450211726129055e-06,0
evaluation_01,1,1,edf,3,0,0,,,,,7.6700234785676e-07,0
evaluation_01,1,1,edf,4,0,0,,,,,6.799818947911263e-07,0
evaluation_01,1,1,edf,5,0,0,,,,,6.459886208176613e-07,0
evaluation_01,1,1,uncertainty,0,1,1,train:063,train:063,train:063,train:063,2.203002804890275e-05,0
evaluation_01,1,1,uncertainty,1,1,1,train:025,train:025,train:025,train:025,2.068502362817526e-05,0
evaluation_01,1,1,uncertainty,2,0,0,,,,,3.063003532588482e-06,0
evaluation_01,1,1,uncertainty,3,0,0,,,,,7.319613359868526e-07,0
evaluation_01,1,1,uncertainty,4,0,0,,,,,6.720074452459812e-07,0
evaluation_01,1,1,uncertainty,5,0,0,,,,,6.790505722165108e-07,0
evaluation_01,1,1,greedy,0,1,1,train:063,train:063,train:063,train:063,2.2104999516159296e-05,0
evaluation_01,1,1,greedy,1,1,1,train:025,train:025,train:025,train:025,2.2221996914595366e-05,0
evaluation_01,1,1,greedy,2,0,0,,,,,4.5050401240587234e-06,0
evaluation_01,1,1,greedy,3,0,0,,,,,7.789931260049343e-07,0
evaluation_01,1,1,greedy,4,0,0,,,,,6.540212780237198e-07,0
evaluation_01,1,1,greedy,5,0,0,,,,,6.619957275688648e-07,0
evaluation_01,1,1,search,0,1,1,train:063,train:063,train:063,train:063,5.873601185157895e-05,2
evaluation_01,1,1,search,1,1,1,train:025,train:025,train:025,train:025,2.606998896226287e-05,2
evaluation_01,1,1,search,2,0,0,,,,,2.5730114430189133e-06,0
evaluation_01,1,1,search,3,0,0,,,,,7.810303941369057e-07,0
evaluation_01,1,1,search,4,0,0,,,,,6.820191629230976e-07,0
evaluation_01,1,1,search,5,0,0,,,,,6.729969754815102e-07,0
evaluation_01,1,1,no_review,0,1,1,,train:063,train:063,train:063,1.9355036783963442e-05,0
evaluation_01,1,1,no_review,1,2,2,,train:025,train:063,train:025,2.267700619995594e-05,0
evaluation_01,1,1,no_review,2,2,2,,train:025,train:025,train:025,2.128101186826825e-05,0
evaluation_01,1,1,no_review,3,1,1,,train:063,train:063,train:063,2.9512972105294466e-05,0
evaluation_01,1,1,no_review,4,1,1,,train:063,train:063,train:063,1.191900810226798e-05,0
evaluation_01,1,1,no_review,5,0,0,,,,,4.042987711727619e-06,0
evaluation_01,1,2,fcfs,0,1,1,train:063,train:063,train:063,train:063,1.9109982531517744e-05,0
evaluation_01,1,2,fcfs,2,1,0,,,,,3.691995516419411e-05,0
evaluation_01,1,2,fcfs,3,0,0,,,,,3.94496601074934e-06,0
evaluation_01,1,2,fcfs,4,0,0,,,,,7.410417310893536e-07,0
evaluation_01,1,2,fcfs,5,0,0,,,,,6.689806468784809e-07,0
evaluation_01,1,2,edf,0,1,1,train:063,train:063,train:063,train:063,3.991700941696763e-05,0
evaluation_01,1,2,edf,2,1,0,,,,,4.683900624513626e-05,0
evaluation_01,1,2,edf,3,0,0,,,,,8.352973964065313e-06,0
evaluation_01,1,2,edf,4,0,0,,,,,1.3490207493305206e-06,0
evaluation_01,1,2,edf,5,0,0,,,,,1.367006916552782e-06,0
evaluation_01,1,2,uncertainty,0,1,1,train:063,train:063,train:063,train:063,2.4003966245800257e-05,0
evaluation_01,1,2,uncertainty,2,1,0,,,,,3.180402563884854e-05,0
evaluation_01,1,2,uncertainty,3,0,0,,,,,5.1460228860378265e-06,0
evaluation_01,1,2,uncertainty,4,0,0,,,,,8.09959601610899e-07,0
evaluation_01,1,2,uncertainty,5,0,0,,,,,6.75965566188097e-07,0
evaluation_01,1,2,greedy,0,1,1,train:063,train:063,train:063,train:063,2.1594983991235495e-05,0
evaluation_01,1,2,greedy,2,1,0,,,,,2.392899477854371e-05,0
evaluation_01,1,2,greedy,3,0,0,,,,,4.088971763849258e-06,0
evaluation_01,1,2,greedy,4,0,0,,,,,8.259667083621025e-07,0
evaluation_01,1,2,greedy,5,0,0,,,,,6.869668141007423e-07,0
evaluation_01,1,2,search,0,1,1,train:063,train:063,train:063,train:063,2.459896495565772e-05,2
evaluation_01,1,2,search,2,1,0,,,,,3.4110969863832e-05,0
evaluation_01,1,2,search,3,0,0,,,,,3.5720295272767544e-06,0
evaluation_01,1,2,search,4,0,0,,,,,7.560010999441147e-07,0
evaluation_01,1,2,search,5,0,0,,,,,7.110065780580044e-07,0
evaluation_01,1,2,no_review,0,1,1,,train:063,train:063,train:063,2.0265986677259207e-05,0
evaluation_01,1,2,no_review,1,2,2,,train:025,train:025,train:025,2.283998765051365e-05,0
evaluation_01,1,2,no_review,2,2,1,,train:063,train:063,train:063,2.1874031517654657e-05,0
evaluation_01,1,2,no_review,3,1,1,,train:063,train:063,train:063,3.7303019780665636e-05,0
