bundle_id,replicate,policy,review_duration,tick,eligible,initially_wrong_eligible,greedy_search_heads_differ
evaluation_08,2,edf,1,5,0,0,False
evaluation_08,2,fcfs,1,0,2,0,True
evaluation_08,2,fcfs,1,1,1,0,False
evaluation_08,2,fcfs,1,2,0,0,False
evaluation_08,2,fcfs,1,3,0,0,False
evaluation_08,2,fcfs,1,4,0,0,False
evaluation_08,2,fcfs,1,5,0,0,False
evaluation_08,2,greedy,1,0,2,0,True
evaluation_08,2,greedy,1,1,1,0,False
evaluation_08,2,greedy,1,2,0,0,False
evaluation_08,2,greedy,1,3,0,0,False
evaluation_08,2,greedy,1,4,0,0,False
evaluation_08,2,greedy,1,5,0,0,False
evaluation_08,2,no_review,1,0,2,0,True
evaluation_08,2,no_review,1,1,2,0,True
evaluation_08,2,no_review,1,2,2,0,True
evaluation_08,2,no_review,1,3,2,0,False
evaluation_08,2,no_review,1,4,1,0,False
evaluation_08,2,no_review,1,5,0,0,False
evaluation_08,2,search,1,0,2,0,True
evaluation_08,2,search,1,1,1,0,False
evaluation_08,2,search,1,2,0,0,False
evaluation_08,2,search,1,3,0,0,False
evaluation_08,2,search,1,4,0,0,False
evaluation_08,2,search,1,5,0,0,False
evaluation_08,2,uncertainty,1,0,2,0,True
evaluation_08,2,uncertainty,1,1,1,0,False
evaluation_08,2,uncertainty,1,2,0,0,False
evaluation_08,2,uncertainty,1,3,0,0,False
evaluation_08,2,uncertainty,1,4,0,0,False
evaluation_08,2,uncertainty,1,5,0,0,False
evaluation_08,2,edf,2,0,2,0,True
evaluation_08,2,edf,2,2,1,0,False
evaluation_08,2,edf,2,4,0,0,False
evaluation_08,2,edf,2,5,0,0,False
evaluation_08,2,fcfs,2,0,2,0,True
evaluation_08,2,fcfs,2,2,1,0,False
evaluation_08,2,fcfs,2,4,0,0,False
evaluation_08,2,fcfs,2,5,0,0,False
evaluation_08,2,greedy,2,0,2,0,True
evaluation_08,2,greedy,2,2,1,0,False
evaluation_08,2,greedy,2,4,0,0,False
evaluation_08,2,greedy,2,5,0,0,False
evaluation_08,2,no_review,2,0,2,0,True
evaluation_08,2,no_review,2,1,2,0,False
evaluation_08,2,no_review,2,2,2,0,False
evaluation_08,2,no_review,2,3,1,0,False
evaluation_08,2,no_review,2,4,0,0,False
evaluation_08,2,no_review,2,5,0,0,False
evaluation_08,2,search,2,0,2,0,True
evaluation_08,2,search,2,2,1,0,False
evaluation_08,2,search,2,4,0,0,False
evaluation_08,2,search,2,5,0,0,False
evaluation_08,2,uncertainty,2,0,2,0,True
evaluation_08,2,uncertainty,2,2,1,0,False
evaluation_08,2,uncertainty,2,4,0,0,False
evaluation_08,2,uncertainty,2,5,0,0,False
evaluation_09,0,edf,1,0,2,1,True
evaluation_09,0,edf,1,1,2,2,False
evaluation_09,0,edf,1,2,1,1,False
evaluation_09,0,edf,1,3,0,0,False
evaluation_09,0,edf,1,4,0,0,False
evaluation_09,0,edf,1,5,0,0,False
evaluation_09,0,fcfs,1,0,2,1,True
evaluation_09,0,fcfs,1,1,2,2,False
evaluation_09,0,fcfs,1,2,1,1,False
evaluation_09,0,fcfs,1,3,0,0,False
evaluation_09,0,fcfs,1,4,0,0,False
evaluation_09,0,fcfs,1,5,0,0,False
evaluation_09,0,greedy,1,0,2,1,True
evaluation_09,0,greedy,1,1,2,1,True
evaluation_09,0,greedy,1,2,0,0,False
evaluation_09,0,greedy,1,3,0,0,False
evaluation_09,0,greedy,1,4,0,0,False
evaluation_09,0,greedy,1,5,0,0,False
evaluation_09,0,no_review,1,0,2,1,True
evaluation_09,0,no_review,1,1,3,2,True
evaluation_09,0,no_review,1,2,2,2,False
evaluation_09,0,no_review,1,3,2,2,False
evaluation_09,0,no_review,1,4,2,2,False
evaluation_09,0,no_review,1,5,0,0,False
evaluation_09,0,search,1,0,2,1,True
evaluation_09,0,search,1,1,2,2,False
evaluation_09,0,search,1,2,1,1,False
evaluation_09,0,search,1,3,0,0,False
evaluation_09,0,search,1,4,0,0,False
evaluation_09,0,search,1,5,0,0,False
evaluation_09,0,uncertainty,1,0,2,1,True
evaluation_09,0,uncertainty,1,1,2,1,True
evaluation_09,0,uncertainty,1,2,0,0,False
evaluation_09,0,uncertainty,1,3,0,0,False
evaluation_09,0,uncertainty,1,4,0,0,False
evaluation_09,0,uncertainty,1,5,0,0,False
evaluation_09,0,edf,2,0,2,1,True
evaluation_09,0,edf,2,2,2,2,False
evaluation_09,0,edf,2,4,0,0,False
evaluation_09,0,edf,2,5,0,0,False
evaluation_09,0,fcfs,2,0,2,1,True
evaluation_09,0,fcfs,2,2,2,2,False
evaluation_09,0,fcfs,2,4,0,0,False
evaluation_09,0,fcfs,2,5,0,0,False
evaluation_09,0,greedy,2,0,2,1,True
evaluation_09,0,greedy,2,2,1,1,False
evaluation_09,0,greedy,2,4,0,0,False
evaluation_09,0,greedy,2,5,0,0,False
evaluation_09,0,no_review,2,0,2,1,True
evaluation_09,0,no_review,2,1,2,2,False
evaluation_09,0,no_review,2,2,2,2,False
evaluation_09,0,no_review,2,3,2,2,False
evaluation_09,0,no_review,2,4,0,0,False
evaluation_09,0,no_review,2,5,0,0,False
evaluation_09,0,search,2,0,2,1,True
evaluation_09,0,search,2,2,2,2,False
evaluation_09,0,search,2,4,0,0,False
evaluation_09,0,search,2,5,0,0,False
evaluation_09,0,uncertainty,2,0,2,1,True
evaluation_09,0,uncertainty,2,2,1,1,False
evaluation_09,0,uncertainty,2,4,0,0,False
evaluation_09,0,uncertainty,2,5,0,0,False
evaluation_09,1,edf,1,0,2,1,True
evaluation_09,1,edf,1,1,1,1,False
evaluation_09,1,edf,1,2,0,0,False
evaluation_09,1,edf,1,3,0,0,False
evaluation_09,1,edf,1,4,0,0,False
evaluation_09,1,edf,1,5,0,0,False
evaluation_09,1,fcfs,1,0,2,1,True
evaluation_09,1,fcfs,1,1,1,1,False
evaluation_09,1,fcfs,1,2,0,0,False
evaluation_09,1,fcfs,1,3,0,0,False
evaluation_09,1,fcfs,1,4,0,0,False
evaluation_09,1,fcfs,1,5,0,0,False
evaluation_09,1,greedy,1,0,2,1,True
evaluation_09,1,greedy,1,1,1,0,False
evaluation_09,1,greedy,1,2,0,0,False
evaluation_09,1,greedy,1,3,0,0,False
evaluation_09,1,greedy,1,4,0,0,False
evaluation_09,1,greedy,1,5,0,0,False
evaluation_09,1,no_review,1,0,2,1,True
evaluation_09,1,no_review,1,1,2,1,True
evaluation_09,1,no_review,1,2,1,1,False
evaluation_09,1,no_review,1,3,1,1,False
evaluation_09,1,no_review,1,4,1,1,False
evaluation_09,1,no_review,1,5,0,0,False
evaluation_09,1,search,1,0,2,1,True
evaluation_09,1,search,1,1,1,1,False
evaluation_09,1,search,1,2,0,0,False
evaluation_09,1,search,1,3,0,0,False
evaluation_09,1,search,1,4,0,0,False
evaluation_09,1,search,1,5,0,0,False
evaluation_09,1,uncertainty,1,0,2,1,True
evaluation_09,1,uncertainty,1,1,1,0,False
evaluation_09,1,uncertainty,1,2,0,0,False
evaluation_09,1,uncertainty,1,3,0,0,False
evaluation_09,1,uncertainty,1,4,0,0,False
evaluation_09,1,uncertainty,1,5,0,0,False
evaluation_09,1,edf,2,0,2,1,True
evaluation_09,1,edf,2,2,1,1,False
evaluation_09,1,edf,2,4,0,0,False
evaluation_09,1,edf,2,5,0,0,False
evaluation_09,1,fcfs,2,0,2,1,True
evaluation_09,1,fcfs,2,2,1,1,False
evaluation_09,1,fcfs,2,4,0,0,False
evaluation_09,1,fcfs,2,5,0,0,False
evaluation_09,1,greedy,2,0,2,1,True
evaluation_09,1,greedy,2,2,0,0,False
evaluation_09,1,greedy,2,3,0,0,False
evaluation_09,1,greedy,2,4,0,0,False
evaluation_09,1,greedy,2,5,0,0,False
evaluation_09,1,no_review,2,0,2,1,True
evaluation_09,1,no_review,2,1,1,1,False
evaluation_09,1,no_review,2,2,1,1,False
evaluation_09,1,no_review,2,3,1,1,False
evaluation_09,1,no_review,2,4,0,0,False
evaluation_09,1,no_review,2,5,0,0,False
evaluation_09,1,search,2,0,2,1,True
evaluation_09,1,search,2,2,1,1,False
evaluation_09,1,search,2,4,0,0,False
evaluation_09,1,search,2,5,0,0,False
evaluation_09,1,uncertainty,2,0,2,1,True
evaluation_09,1,uncertainty,2,2,0,0,False
evaluation_09,1,uncertainty,2,3,0,0,False
evaluation_09,1,uncertainty,2,4,0,0,False
evaluation_09,1,uncertainty,2,5,0,0,False
evaluation_09,2,edf,1,0,2,1,True
evaluation_09,2,edf,1,1,2,2,False
evaluation_09,2,edf,1,2,1,1,False
evaluation_09,2,edf,1,3,0,0,False
evaluation_09,2,edf,1,4,0,0,False
evaluation_09,2,edf,1,5,0,0,False
evaluation_09,2,fcfs,1,0,2,1,True
evaluation_09,2,fcfs,1,1,2,2,False
evaluation_09,2,fcfs,1,2,1,1,False
evaluation_09,2,fcfs,1,3,0,0,False
evaluation_09,2,fcfs,1,4,0,0,False
evaluation_09,2,fcfs,1,5,0,0,False
evaluation_09,2,greedy,1,0,2,1,True
evaluation_09,2,greedy,1,1,2,1,True
evaluation_09,2,greedy,1,2,0,0,False
evaluation_09,2,greedy,1,3,0,0,False
evaluation_09,2,greedy,1,4,0,0,False
evaluation_09,2,greedy,1,5,0,0,False
evaluation_09,2,no_review,1,0,2,1,True
evaluation_09,2,no_review,1,1,3,2,True
evaluation_09,2,no_review,1,2,2,2,False
evaluation_09,2,no_review,1,3,2,2,False
evaluation_09,2,no_review,1,4,2,2,False
evaluation_09,2,no_review,1,5,0,0,False
evaluation_09,2,search,1,0,2,1,True
evaluation_09,2,search,1,1,2,2,False
evaluation_09,2,search,1,2,1,1,False
evaluation_09,2,search,1,3,0,0,False
evaluation_09,2,search,1,4,0,0,False
evaluation_09,2,search,1,5,0,0,False
evaluation_09,2,uncertainty,1,0,2,1,True
evaluation_09,2,uncertainty,1,1,2,1,True
evaluation_09,2,uncertainty,1,2,0,0,False
evaluation_09,2,uncertainty,1,3,0,0,False
evaluation_09,2,uncertainty,1,4,0,0,False
evaluation_09,2,uncertainty,1,5,0,0,False
evaluation_09,2,edf,2,0,2,1,True
evaluation_09,2,edf,2,2,2,2,False
evaluation_09,2,edf,2,4,0,0,False
evaluation_09,2,edf,2,5,0,0,False
evaluation_09,2,fcfs,2,0,2,1,True
evaluation_09,2,fcfs,2,2,2,2,False
evaluation_09,2,fcfs,2,4,0,0,False
evaluation_09,2,fcfs,2,5,0,0,False
evaluation_09,2,greedy,2,0,2,1,True
evaluation_09,2,greedy,2,2,1,1,False
evaluation_09,2,greedy,2,4,0,0,False
evaluation_09,2,greedy,2,5,0,0,False
evaluation_09,2,no_review,2,0,2,1,True
evaluation_09,2,no_review,2,1,2,2,False
evaluation_09,2,no_review,2,2,2,2,False
evaluation_09,2,no_review,2,3,2,2,False
evaluation_09,2,no_review,2,4,0,0,False
evaluation_09,2,no_review,2,5,0,0,False
evaluation_09,2,search,2,0,2,1,True
evaluation_09,2,search,2,2,2,2,False
evaluation_09,2,search,2,4,0,0,False
evaluation_09,2,search,2,5,0,0,False
evaluation_09,2,uncertainty,2,0,2,1,True
evaluation_09,2,uncertainty,2,2,1,1,False
evaluation_09,2,uncertainty,2,4,0,0,False
evaluation_09,2,uncertainty,2,5,0,0,False
evaluation_10,0,edf,1,0,2,0,False
evaluation_10,0,edf,1,1,1,0,False
evaluation_10,0,edf,1,2,0,0,False
evaluation_10,0,edf,1,3,0,0,False
evaluation_10,0,edf,1,4,0,0,False
evaluation_10,0,edf,1,5,0,0,False
evaluation_10,0,fcfs,1,0,2,0,False
evaluation_10,0,fcfs,1,1,1,0,False
evaluation_10,0,fcfs,1,2,0,0,False
evaluation_10,0,fcfs,1,3,0,0,False
evaluation_10,0,fcfs,1,4,0,0,False
evaluation_10,0,fcfs,1,5,0,0,False
evaluation_10,0,greedy,1,0,2,0,False
evaluation_10,0,greedy,1,1,1,0,False
evaluation_10,0,greedy,1,2,0,0,False
evaluation_10,0,greedy,1,3,0,0,False
evaluation_10,0,greedy,1,4,0,0,False
evaluation_10,0,greedy,1,5,0,0,False
evaluation_10,0,no_review,1,0,2,0,False
evaluation_10,0,no_review,1,1,2,0,False
evaluation_10,0,no_review,1,2,2,0,False
evaluation_10,0,no_review,1,3,2,0,True
evaluation_10,0,no_review,1,4,1,0,False
evaluation_10,0,no_review,1,5,0,0,False
evaluation_10,0,search,1,0,2,0,False
evaluation_10,0,search,1,1,1,0,False
evaluation_10,0,search,1,2,0,0,False
evaluation_10,0,search,1,3,0,0,False
evaluation_10,0,search,1,4,0,0,False
evaluation_10,0,search,1,5,0,0,False
evaluation_10,0,uncertainty,1,0,2,0,False
evaluation_10,0,uncertainty,1,1,1,0,False
evaluation_10,0,uncertainty,1,2,0,0,False
evaluation_10,0,uncertainty,1,3,0,0,False
evaluation_10,0,uncertainty,1,4,0,0,False
evaluation_10,0,uncertainty,1,5,0,0,False
evaluation_10,0,edf,2,0,2,0,False
evaluation_10,0,edf,2,2,1,0,False
evaluation_10,0,edf,2,4,0,0,False
evaluation_10,0,edf,2,5,0,0,False
evaluation_10,0,fcfs,2,0,2,0,False
evaluation_10,0,fcfs,2,2,1,0,False
evaluation_10,0,fcfs,2,4,0,0,False
evaluation_10,0,fcfs,2,5,0,0,False
evaluation_10,0,greedy,2,0,2,0,False
evaluation_10,0,greedy,2,2,1,0,False
evaluation_10,0,greedy,2,4,0,0,False
evaluation_10,0,greedy,2,5,0,0,False
evaluation_10,0,no_review,2,0,2,0,False
evaluation_10,0,no_review,2,1,2,0,True
evaluation_10,0,no_review,2,2,2,0,False
evaluation_10,0,no_review,2,3,1,0,False
evaluation_10,0,no_review,2,4,0,0,False
evaluation_10,0,no_review,2,5,0,0,False
evaluation_10,0,search,2,0,2,0,False
evaluation_10,0,search,2,2,1,0,False
evaluation_10,0,search,2,4,0,0,False
evaluation_10,0,search,2,5,0,0,False
evaluation_10,0,uncertainty,2,0,2,0,False
evaluation_10,0,uncertainty,2,2,1,0,False
evaluation_10,0,uncertainty,2,4,0,0,False
evaluation_10,0,uncertainty,2,5,0,0,False
evaluation_10,1,edf,1,0,2,0,False
evaluation_10,1,edf,1,1,2,1,True
evaluation_10,1,edf,1,2,1,0,False
evaluation_10,1,edf,1,3,0,0,False
evaluation_10,1,edf,1,4,0,0,False
evaluation_10,1,edf,1,5,0,0,False
evaluation_10,1,fcfs,1,0,2,0,False
evaluation_10,1,fcfs,1,1,2,1,True
evaluation_10,1,fcfs,1,2,1,1,False
evaluation_10,1,fcfs,1,3,0,0,False
evaluation_10,1,fcfs,1,4,0,0,False
evaluation_10,1,fcfs,1,5,0,0,False
evaluation_10,1,greedy,1,0,2,0,False
evaluation_10,1,greedy,1,1,2,1,True
evaluation_10,1,greedy,1,2,1,0,False
evaluation_10,1,greedy,1,3,0,0,False
evaluation_10,1,greedy,1,4,0,0,False
evaluation_10,1,greedy,1,5,0,0,False
evaluation_10,1,no_review,1,0,2,0,False
evaluation_10,1,no_review,1,1,3,1,True
evaluation_10,1,no_review,1,2,3,1,False
evaluation_10,1,no_review,1,3,2,0,True
evaluation_10,1,no_review,1,4,1,0,False
evaluation_10,1,no_review,1,5,0,0,False
evaluation_10,1,search,1,0,2,0,False
evaluation_10,1,search,1,1,2,1,True
evaluation_10,1,search,1,2,1,1,False
evaluation_10,1,search,1,3,0,0,False
evaluation_10,1,search,1,4,0,0,False
evaluation_10,1,search,1,5,0,0,False
evaluation_10,1,uncertainty,1,0,2,0,False
evaluation_10,1,uncertainty,1,1,2,1,True
evaluation_10,1,uncertainty,1,2,1,0,False
evaluation_10,1,uncertainty,1,3,0,0,False
evaluation_10,1,uncertainty,1,4,0,0,False
evaluation_10,1,uncertainty,1,5,0,0,False
evaluation_10,1,edf,2,0,2,0,False
evaluation_10,1,edf,2,2,1,0,False
evaluation_10,1,edf,2,4,0,0,False
evaluation_10,1,edf,2,5,0,0,False
evaluation_10,1,fcfs,2,0,2,0,False
evaluation_10,1,fcfs,2,2,1,0,False
evaluation_10,1,fcfs,2,4,0,0,False
evaluation_10,1,fcfs,2,5,0,0,False
evaluation_10,1,greedy,2,0,2,0,False
evaluation_10,1,greedy,2,2,1,0,False
evaluation_10,1,greedy,2,4,0,0,False
evaluation_10,1,greedy,2,5,0,0,False
evaluation_10,1,no_review,2,0,2,0,False
evaluation_10,1,no_review,2,1,3,1,False
evaluation_10,1,no_review,2,2,2,0,False
evaluation_10,1,no_review,2,3,1,0,False
evaluation_10,1,no_review,2,4,0,0,False
evaluation_10,1,no_review,2,5,0,0,False
evaluation_10,1,search,2,0,2,0,False
evaluation_10,1,search,2,2,1,0,False
evaluation_10,1,search,2,4,0,0,False
evaluation_10,1,search,2,5,0,0,False
evaluation_10,1,uncertainty,2,0,2,0,False
evaluation_10,1,uncertainty,2,2,1,0,False
evaluation_10,1,uncertainty,2,4,0,0,False
evaluation_10,1,uncertainty,2,5,0,0,False
evaluation_10,2,edf,1,0,2,0,False
evaluation_10,2,edf,1,1,1,0,False
evaluation_10,2,edf,1,2,0,0,False
evaluation_10,2,edf,1,3,0,0,False
evaluation_10,2,edf,1,4,0,0,False
evaluation_10,2,edf,1,5,0,0,False
evaluation_10,2,fcfs,1,0,2,0,False
evaluation_10,2,fcfs,1,1,1,0,False
evaluation_10,2,fcfs,1,2,0,0,False
evaluation_10,2,fcfs,1,3,0,0,False
evaluation_10,2,fcfs,1,4,0,0,False
evaluation_10,2,fcfs,1,5,0,0,False
evaluation_10,2,greedy,1,0,2,0,False
evaluation_10,2,greedy,1,1,1,0,False
evaluation_10,2,greedy,1,2,0,0,False
evaluation_10,2,greedy,1,3,0,0,False
evaluation_10,2,greedy,1,4,0,0,False
evaluation_10,2,greedy,1,5,0,0,False
evaluation_10,2,no_review,1,0,2,0,False
evaluation_10,2,no_review,1,1,2,0,False
evaluation_10,2,no_review,1,2,2,0,False
evaluation_10,2,no_review,1,3,2,0,True
evaluation_10,2,no_review,1,4,1,0,False
evaluation_10,2,no_review,1,5,0,0,False
evaluation_10,2,search,1,0,2,0,False
evaluation_10,2,search,1,1,1,0,False
evaluation_10,2,search,1,2,0,0,False
evaluation_10,2,search,1,3,0,0,False
evaluation_10,2,search,1,4,0,0,False
evaluation_10,2,search,1,5,0,0,False
evaluation_10,2,uncertainty,1,0,2,0,False
evaluation_10,2,uncertainty,1,1,1,0,False
evaluation_10,2,uncertainty,1,2,0,0,False
evaluation_10,2,uncertainty,1,3,0,0,False
evaluation_10,2,uncertainty,1,4,0,0,False
evaluation_10,2,uncertainty,1,5,0,0,False
evaluation_10,2,edf,2,0,2,0,False
evaluation_10,2,edf,2,2,1,0,False
evaluation_10,2,edf,2,4,0,0,False
evaluation_10,2,edf,2,5,0,0,False
evaluation_10,2,fcfs,2,0,2,0,False
evaluation_10,2,fcfs,2,2,1,0,False
evaluation_10,2,fcfs,2,4,0,0,False
evaluation_10,2,fcfs,2,5,0,0,False
evaluation_10,2,greedy,2,0,2,0,False
evaluation_10,2,greedy,2,2,1,0,False
evaluation_10,2,greedy,2,4,0,0,False
evaluation_10,2,greedy,2,5,0,0,False
evaluation_10,2,no_review,2,0,2,0,False
evaluation_10,2,no_review,2,1,2,0,True
evaluation_10,2,no_review,2,2,2,0,False
evaluation_10,2,no_review,2,3,1,0,False
evaluation_10,2,no_review,2,4,0,0,False
evaluation_10,2,no_review,2,5,0,0,False
evaluation_10,2,search,2,0,2,0,False
evaluation_10,2,search,2,2,1,0,False
evaluation_10,2,search,2,4,0,0,False
evaluation_10,2,search,2,5,0,0,False
evaluation_10,2,uncertainty,2,0,2,0,False
evaluation_10,2,uncertainty,2,2,1,0,False
evaluation_10,2,uncertainty,2,4,0,0,False
evaluation_10,2,uncertainty,2,5,0,0,False
evaluation_11,0,edf,1,0,2,0,True
evaluation_11,0,edf,1,1,1,0,False
evaluation_11,0,edf,1,2,0,0,False
evaluation_11,0,edf,1,3,0,0,False
evaluation_11,0,edf,1,4,0,0,False
evaluation_11,0,edf,1,5,0,0,False
evaluation_11,0,fcfs,1,0,2,0,True
evaluation_11,0,fcfs,1,1,1,0,False
evaluation_11,0,fcfs,1,2,0,0,False
evaluation_11,0,fcfs,1,3,0,0,False
evaluation_11,0,fcfs,1,4,0,0,False
evaluation_11,0,fcfs,1,5,0,0,False
evaluation_11,0,greedy,1,0,2,0,True
evaluation_11,0,greedy,1,1,1,0,False
evaluation_11,0,greedy,1,2,0,0,False
evaluation_11,0,greedy,1,3,0,0,False
evaluation_11,0,greedy,1,4,0,0,False
evaluation_11,0,greedy,1,5,0,0,False
evaluation_11,0,no_review,1,0,2,0,True
evaluation_11,0,no_review,1,1,2,0,True
evaluation_11,0,no_review,1,2,1,0,False
evaluation_11,0,no_review,1,3,1,0,False
evaluation_11,0,no_review,1,4,1,0,False
evaluation_11,0,no_review,1,5,0,0,False
evaluation_11,0,search,1,0,2,0,True
evaluation_11,0,search,1,1,1,0,False
evaluation_11,0,search,1,2,0,0,False
evaluation_11,0,search,1,3,0,0,False
evaluation_11,0,search,1,4,0,0,False
evaluation_11,0,search,1,5,0,0,False
evaluation_11,0,uncertainty,1,0,2,0,True
evaluation_11,0,uncertainty,1,1,1,0,False
evaluation_11,0,uncertainty,1,2,0,0,False
evaluation_11,0,uncertainty,1,3,0,0,False
evaluation_11,0,uncertainty,1,4,0,0,False
evaluation_11,0,uncertainty,1,5,0,0,False
evaluation_11,0,edf,2,0,2,0,True
evaluation_11,0,edf,2,2,1,0,False
evaluation_11,0,edf,2,4,0,0,False
evaluation_11,0,edf,2,5,0,0,False
evaluation_11,0,fcfs,2,0,2,0,True
evaluation_11,0,fcfs,2,2,1,0,False
evaluation_11,0,fcfs,2,4,0,0,False
evaluation_11,0,fcfs,2,5,0,0,False
evaluation_11,0,greedy,2,0,2,0,True
evaluation_11,0,greedy,2,2,0,0,False
evaluation_11,0,greedy,2,3,0,0,False
evaluation_11,0,greedy,2,4,0,0,False
evaluation_11,0,greedy,2,5,0,0,False
evaluation_11,0,no_review,2,0,2,0,True
evaluation_11,0,no_review,2,1,1,0,False
evaluation_11,0,no_review,2,2,1,0,False
evaluation_11,0,no_review,2,3,1,0,False
evaluation_11,0,no_review,2,4,0,0,False
evaluation_11,0,no_review,2,5,0,0,False
evaluation_11,0,search,2,0,2,0,True
evaluation_11,0,search,2,2,1,0,False
evaluation_11,0,search,2,4,0,0,False
evaluation_11,0,search,2,5,0,0,False
evaluation_11,0,uncertainty,2,0,2,0,True
evaluation_11,0,uncertainty,2,2,0,0,False
evaluation_11,0,uncertainty,2,3,0,0,False
evaluation_11,0,uncertainty,2,4,0,0,False
evaluation_11,0,uncertainty,2,5,0,0,False
evaluation_11,1,edf,1,0,2,0,True
evaluation_11,1,edf,1,1,1,0,False
evaluation_11,1,edf,1,2,0,0,False
evaluation_11,1,edf,1,3,0,0,False
evaluation_11,1,edf,1,4,0,0,False
evaluation_11,1,edf,1,5,0,0,False
evaluation_11,1,fcfs,1,0,2,0,True
evaluation_11,1,fcfs,1,1,1,0,False
evaluation_11,1,fcfs,1,2,0,0,False
evaluation_11,1,fcfs,1,3,0,0,False
evaluation_11,1,fcfs,1,4,0,0,False
evaluation_11,1,fcfs,1,5,0,0,False
evaluation_11,1,greedy,1,0,2,0,True
evaluation_11,1,greedy,1,1,1,0,False
evaluation_11,1,greedy,1,2,0,0,False
evaluation_11,1,greedy,1,3,0,0,False
evaluation_11,1,greedy,1,4,0,0,False
evaluation_11,1,greedy,1,5,0,0,False
evaluation_11,1,no_review,1,0,2,0,True
evaluation_11,1,no_review,1,1,2,0,True
evaluation_11,1,no_review,1,2,1,0,False
evaluation_11,1,no_review,1,3,1,0,False
evaluation_11,1,no_review,1,4,1,0,False
evaluation_11,1,no_review,1,5,0,0,False
evaluation_11,1,search,1,0,2,0,True
evaluation_11,1,search,1,1,1,0,False
evaluation_11,1,search,1,2,0,0,False
evaluation_11,1,search,1,3,0,0,False
evaluation_11,1,search,1,4,0,0,False
evaluation_11,1,search,1,5,0,0,False
evaluation_11,1,uncertainty,1,0,2,0,True
evaluation_11,1,uncertainty,1,1,1,0,False
evaluation_11,1,uncertainty,1,2,0,0,False
evaluation_11,1,uncertainty,1,3,0,0,False
evaluation_11,1,uncertainty,1,4,0,0,False
evaluation_11,1,uncertainty,1,5,0,0,False
evaluation_11,1,edf,2,0,2,0,True
evaluation_11,1,edf,2,2,1,0,False
evaluation_11,1,edf,2,4,0,0,False
evaluation_11,1,edf,2,5,0,0,False
evaluation_11,1,fcfs,2,0,2,0,True
evaluation_11,1,fcfs,2,2,1,0,False
evaluation_11,1,fcfs,2,4,0,0,False
evaluation_11,1,fcfs,2,5,0,0,False
evaluation_11,1,greedy,2,0,2,0,True
evaluation_11,1,greedy,2,2,0,0,False
evaluation_11,1,greedy,2,3,0,0,False
evaluation_11,1,greedy,2,4,0,0,False
evaluation_11,1,greedy,2,5,0,0,False
evaluation_11,1,no_review,2,0,2,0,True
evaluation_11,1,no_review,2,1,1,0,False
evaluation_11,1,no_review,2,2,1,0,False
evaluation_11,1,no_review,2,3,1,0,False
evaluation_11,1,no_review,2,4,0,0,False
evaluation_11,1,no_review,2,5,0,0,False
evaluation_11,1,search,2,0,2,0,True
evaluation_11,1,search,2,2,1,0,False
evaluation_11,1,search,2,4,0,0,False
evaluation_11,1,search,2,5,0,0,False
evaluation_11,1,uncertainty,2,0,2,0,True
evaluation_11,1,uncertainty,2,2,0,0,False
evaluation_11,1,uncertainty,2,3,0,0,False
evaluation_11,1,uncertainty,2,4,0,0,False
evaluation_11,1,uncertainty,2,5,0,0,False
evaluation_11,2,edf,1,0,2,0,True
evaluation_11,2,edf,1,1,2,1,False
evaluation_11,2,edf,1,2,1,1,False
evaluation_11,2,edf,1,3,0,0,False
evaluation_11,2,edf,1,4,0,0,False
evaluation_11,2,edf,1,5,0,0,False
evaluation_11,2,fcfs,1,0,2,0,True
evaluation_11,2,fcfs,1,1,2,1,False
evaluation_11,2,fcfs,1,2,1,1,False
evaluation_11,2,fcfs,1,3,0,0,False
evaluation_11,2,fcfs,1,4,0,0,False
evaluation_11,2,fcfs,1,5,0,0,False
evaluation_11,2,greedy,1,0,2,0,True
evaluation_11,2,greedy,1,1,2,1,True
evaluation_11,2,greedy,1,2,0,0,False
evaluation_11,2,greedy,1,3,0,0,False
evaluation_11,2,greedy,1,4,0,0,False
evaluation_11,2,greedy,1,5,0,0,False
evaluation_11,2,no_review,1,0,2,0,True
evaluation_11,2,no_review,1,1,3,1,True
evaluation_11,2,no_review,1,2,2,1,False
evaluation_11,2,no_review,1,3,2,1,False
evaluation_11,2,no_review,1,4,2,1,False
evaluation_11,2,no_review,1,5,0,0,False
evaluation_11,2,search,1,0,2,0,True
evaluation_11,2,search,1,1,2,1,False
evaluation_11,2,search,1,2,1,1,False
evaluation_11,2,search,1,3,0,0,False
evaluation_11,2,search,1,4,0,0,False
evaluation_11,2,search,1,5,0,0,False
evaluation_11,2,uncertainty,1,0,2,0,True
evaluation_11,2,uncertainty,1,1,2,1,True
evaluation_11,2,uncertainty,1,2,0,0,False
evaluation_11,2,uncertainty,1,3,0,0,False
evaluation_11,2,uncertainty,1,4,0,0,False
evaluation_11,2,uncertainty,1,5,0,0,False
evaluation_11,2,edf,2,0,2,0,True
evaluation_11,2,edf,2,2,2,1,False
evaluation_11,2,edf,2,4,0,0,False
evaluation_11,2,edf,2,5,0,0,False
evaluation_11,2,fcfs,2,0,2,0,True
evaluation_11,2,fcfs,2,2,2,1,False
evaluation_11,2,fcfs,2,4,0,0,False
evaluation_11,2,fcfs,2,5,0,0,False
evaluation_11,2,greedy,2,0,2,0,True
evaluation_11,2,greedy,2,2,1,1,False
evaluation_11,2,greedy,2,4,0,0,False
