bundle_id,replicate,policy,review_duration,operational_loss,task_completed,wrong_transactions,service_failure_loss,wrong_transaction_loss,completed_reviews,corrections,expired_useful_opportunities,review_busy_ticks,review_utilization,total_waiting_ticks,multi_eligible_dispatches,greedy_search_different_heads,status,planning_seconds,max_planning_seconds,ordered_subsets_evaluated
evaluation_01,0,search,2,8,1,0,8,0,1,0,0,2,0.4,0,0,0,completed,3.1731033232063055e-05,2.6469002477824688e-05,2
evaluation_01,0,no_review,2,8,1,0,8,0,0,0,0,0,0.0,0,0,0,completed,5.9794983826577663e-05,1.9871979020535946e-05,0
evaluation_01,1,fcfs,1,4,2,0,4,0,2,1,0,2,0.4,0,0,0,completed,4.529894795268774e-05,2.0086998119950294e-05,0
evaluation_01,1,edf,1,4,2,0,4,0,2,1,0,2,0.4,0,0,0,completed,5.177204729989171e-05,2.5391054805368185e-05,0
evaluation_01,1,uncertainty,1,4,2,0,4,0,2,1,0,2,0.4,0,0,0,completed,4.7861074563115835e-05,2.203002804890275e-05,0
evaluation_01,1,greedy,1,4,2,0,4,0,2,1,0,2,0.4,0,0,0,completed,5.0927046686410904e-05,2.2221996914595366e-05,0
evaluation_01,1,search,1,4,2,0,4,0,2,1,0,2,0.4,0,0,0,completed,8.951505878940225e-05,5.873601185157895e-05,4
evaluation_01,1,no_review,1,12,1,1,8,4,0,0,1,0,0.0,0,2,1,completed,0.0001087880227714777,2.9512972105294466e-05,0
evaluation_01,1,fcfs,2,4,2,0,4,0,1,1,0,2,0.4,0,0,0,completed,6.138492608442903e-05,3.691995516419411e-05,0
evaluation_01,1,edf,2,4,2,0,4,0,1,1,0,2,0.4,0,0,0,completed,9.782501729205251e-05,4.683900624513626e-05,0
evaluation_01,1,uncertainty,2,4,2,0,4,0,1,1,0,2,0.4,0,0,0,completed,6.243993993848562e-05,3.180402563884854e-05,0
evaluation_01,1,greedy,2,4,2,0,4,0,1,1,0,2,0.4,0,0,0,completed,5.112588405609131e-05,2.392899477854371e-05,0
evaluation_01,1,search,2,4,2,0,4,0,1,1,0,2,0.4,0,0,0,completed,6.374897202476859e-05,3.4110969863832e-05,2
evaluation_01,1,no_review,2,12,1,1,8,4,0,0,1,0,0.0,0,1,0,completed,0.00011782406363636255,3.7303019780665636e-05,0
evaluation_01,2,fcfs,1,0,3,0,0,0,3,1,0,3,0.6,2,2,1,completed,0.00010552711319178343,3.5051023587584496e-05,0
evaluation_01,2,edf,1,0,3,0,0,0,3,1,0,3,0.6,2,2,1,completed,0.0001518029603175819,7.920595817267895e-05,0
evaluation_01,2,uncertainty,1,0,3,0,0,0,3,1,0,3,0.6,2,2,1,completed,0.00014313211431726813,5.6446006055921316e-05,0
evaluation_01,2,greedy,1,0,3,0,0,0,3,1,0,3,0.6,2,2,1,completed,0.00010646990267559886,3.4625991247594357e-05,0
evaluation_01,2,search,1,0,3,0,0,0,3,1,0,3,0.6,2,2,1,completed,0.00013212801422923803,4.328601062297821e-05,12
evaluation_01,2,no_review,1,8,2,1,4,4,0,0,1,0,0.0,0,4,2,completed,0.00018929404905065894,4.829699173569679e-05,0
evaluation_01,2,fcfs,2,0,3,0,0,0,2,1,0,4,0.8,2,1,0,completed,0.00011437595821917057,7.78079847805202e-05,0
evaluation_01,2,edf,2,0,3,0,0,0,2,1,0,4,0.8,2,1,0,completed,8.605397306382656e-05,4.9544963985681534e-05,0
evaluation_01,2,uncertainty,2,0,3,0,0,0,2,1,0,4,0.8,2,1,0,completed,8.651899406686425e-05,4.922796506434679e-05,0
evaluation_01,2,greedy,2,0,3,0,0,0,2,1,0,4,0.8,2,1,0,completed,0.00010351900709792972,6.7070999648422e-05,0
evaluation_01,2,search,2,0,3,0,0,0,2,1,0,4,0.8,2,1,0,completed,0.00011882506078109145,6.673001917079091e-05,7
evaluation_01,2,no_review,2,8,2,1,4,4,0,0,1,0,0.0,0,3,0,completed,0.00018037407426163554,4.4643005821853876e-05,0
evaluation_02,0,edf,2,4,2,0,4,0,2,0,0,4,0.8,1,0,0,completed,6.68060383759439e-05,4.065700341016054e-05,0
evaluation_02,0,uncertainty,2,4,2,0,4,0,2,0,0,4,0.8,1,0,0,completed,6.665900582447648e-05,3.659899812191725e-05,0
evaluation_02,0,greedy,2,4,2,0,4,0,2,0,0,4,0.8,1,0,0,completed,6.734399357810616e-05,3.856804687529802e-05,0
evaluation_02,0,search,2,4,2,0,4,0,2,0,0,4,0.8,1,0,0,completed,7.267907494679093e-05,4.009902477264404e-05,4
evaluation_02,0,no_review,2,4,2,0,4,0,0,0,0,0,0.0,0,0,0,completed,0.00010825390927493572,2.9822986107319593e-05,0
evaluation_02,0,fcfs,2,4,2,0,4,0,2,0,0,4,0.8,1,0,0,completed,5.730200791731477e-05,3.392202779650688e-05,0
evaluation_02,0,edf,1,4,2,0,4,0,2,0,0,2,0.4,0,0,0,completed,5.084002623334527e-05,2.328702248632908e-05,0
evaluation_02,0,uncertainty,1,4,2,0,4,0,2,0,0,2,0.4,0,0,0,completed,5.1499984692782164e-05,2.376397605985403e-05,0
evaluation_02,0,greedy,1,4,2,0,4,0,2,0,0,2,0.4,0,0,0,completed,4.9025926273316145e-05,2.223497722297907e-05,0
evaluation_02,0,search,1,4,2,0,4,0,2,0,0,2,0.4,0,0,0,completed,5.90659910812974e-05,2.8067966923117638e-05,4
evaluation_02,0,no_review,1,4,2,0,4,0,0,0,0,0,0.0,0,1,1,completed,0.00011107593309134245,3.291596658527851e-05,0
evaluation_02,0,fcfs,1,4,2,0,4,0,2,0,0,2,0.4,0,0,0,completed,4.612805787473917e-05,2.054101787507534e-05,0
evaluation_02,1,edf,2,4,2,0,4,0,2,0,0,4,0.8,1,0,0,completed,5.485099973157048e-05,2.797599881887436e-05,0
evaluation_02,1,uncertainty,2,4,2,0,4,0,2,0,0,4,0.8,1,0,0,completed,9.610597044229507e-05,7.014599395915866e-05,0
evaluation_02,1,greedy,2,4,2,0,4,0,2,0,0,4,0.8,1,0,0,completed,7.73840001784265e-05,3.5652017686516047e-05,0
evaluation_02,1,search,2,4,2,0,4,0,2,0,0,4,0.8,1,0,0,completed,6.807903992012143e-05,3.894104156643152e-05,4
evaluation_02,1,no_review,2,4,2,0,4,0,0,0,0,0,0.0,0,0,0,completed,9.648699779063463e-05,2.836796920746565e-05,0
evaluation_02,1,fcfs,2,4,2,0,4,0,2,0,0,4,0.8,1,0,0,completed,5.8768957387655973e-05,3.5097997169941664e-05,0
evaluation_02,1,edf,1,4,2,0,4,0,2,0,0,2,0.4,0,0,0,completed,5.709001561626792e-05,2.3491971660405397e-05,0
evaluation_02,1,uncertainty,1,4,2,0,4,0,2,0,0,2,0.4,0,0,0,completed,5.891692126169801e-05,2.442102413624525e-05,0
evaluation_02,1,greedy,1,4,2,0,4,0,2,0,0,2,0.4,0,0,0,completed,5.1334965974092484e-05,2.390600275248289e-05,0
evaluation_02,1,search,1,4,2,0,4,0,2,0,0,2,0.4,0,0,0,completed,5.749496631324291e-05,2.6358000468462706e-05,4
evaluation_02,1,no_review,1,4,2,0,4,0,0,0,0,0,0.0,0,1,1,completed,0.0001050459686666727,3.476202255114913e-05,0
evaluation_02,1,fcfs,1,4,2,0,4,0,2,0,0,2,0.4,0,0,0,completed,4.8558926209807396e-05,2.276297891512513e-05,0
evaluation_02,2,edf,2,4,2,0,4,0,2,0,0,4,0.8,1,0,0,completed,7.381895557045937e-05,4.73950058221817e-05,0
evaluation_02,2,uncertainty,2,4,2,0,4,0,2,0,0,4,0.8,1,0,0,completed,6.174395093694329e-05,3.554095746949315e-05,0
evaluation_02,2,greedy,2,4,2,0,4,0,2,0,0,4,0.8,1,0,0,completed,8.018198423087597e-05,5.225697532296181e-05,0
evaluation_02,2,search,2,4,2,0,4,0,2,0,0,4,0.8,1,0,0,completed,6.903707981109619e-05,3.824103623628616e-05,4
evaluation_02,2,no_review,2,4,2,0,4,0,0,0,0,0,0.0,0,0,0,completed,9.944301564246416e-05,3.078702138736844e-05,0
evaluation_02,2,fcfs,2,4,2,0,4,0,2,0,0,4,0.8,1,0,0,completed,5.884002894163132e-05,3.617099719122052e-05,0
evaluation_02,2,edf,1,4,2,0,4,0,2,0,0,2,0.4,0,0,0,completed,8.56560654938221e-05,3.851798828691244e-05,0
evaluation_02,2,uncertainty,1,4,2,0,4,0,2,0,0,2,0.4,0,0,0,completed,4.985998384654522e-05,2.221402246505022e-05,0
evaluation_02,2,greedy,1,4,2,0,4,0,2,0,0,2,0.4,0,0,0,completed,4.9110036343336105e-05,2.3894011974334717e-05,0
evaluation_02,2,search,1,4,2,0,4,0,2,0,0,2,0.4,0,0,0,completed,5.628698272630572e-05,2.5996007025241852e-05,4
evaluation_02,2,no_review,1,4,2,0,4,0,0,0,0,0,0.0,0,1,1,completed,9.206694085150957e-05,2.4292967282235622e-05,0
evaluation_02,2,fcfs,1,4,2,0,4,0,2,0,0,2,0.4,0,0,0,completed,4.348094807937741e-05,2.069998299703002e-05,0
evaluation_03,0,uncertainty,1,0,3,0,0,0,3,1,0,3,0.6,2,2,1,completed,0.0001091009471565485,3.7254998460412025e-05,0
evaluation_03,0,greedy,1,0,3,0,0,0,3,1,0,3,0.6,2,2,1,completed,0.00012679403880611062,4.9106020014733076e-05,0
evaluation_03,0,search,1,0,3,0,0,0,3,1,0,3,0.6,2,2,1,completed,0.00012395309749990702,4.586303839460015e-05,12
evaluation_03,0,no_review,1,12,2,1,4,8,0,0,1,0,0.0,0,5,3,completed,0.0001612709602341056,4.54949913546443e-05,0
evaluation_03,0,fcfs,1,0,3,0,0,0,3,1,0,3,0.6,2,2,1,completed,9.8835036624223e-05,3.203097730875015e-05,0
evaluation_03,0,edf,1,0,3,0,0,0,3,1,0,3,0.6,2,2,1,completed,0.00010578299406915903,3.9444013964384794e-05,0
evaluation_03,0,uncertainty,2,0,3,0,0,0,2,1,0,4,0.8,1,2,0,completed,0.00010659103281795979,4.762399476021528e-05,0
evaluation_03,0,greedy,2,0,3,0,0,0,2,1,0,4,0.8,1,2,0,completed,0.0001273870002478361,5.1875016652047634e-05,0
evaluation_03,0,search,2,0,3,0,0,0,2,1,0,4,0.8,1,2,0,completed,0.00013856595614925027,6.384297739714384e-05,10
evaluation_03,0,no_review,2,12,2,1,4,8,0,0,1,0,0.0,0,4,1,completed,0.00015904306201264262,5.115900421515107e-05,0
evaluation_03,0,fcfs,2,12,2,1,4,8,2,0,1,4,0.8,2,2,0,completed,0.00011370092397555709,5.197100108489394e-05,0
evaluation_03,0,edf,2,12,2,1,4,8,2,0,1,4,0.8,2,2,0,completed,0.00010674598161131144,4.499597707763314e-05,0
evaluation_03,1,uncertainty,1,0,3,0,0,0,3,1,0,3,0.6,2,2,1,completed,0.0001156009966507554,3.705598646774888e-05,0
evaluation_03,1,greedy,1,0,3,0,0,0,3,1,0,3,0.6,2,2,1,completed,0.00012865703320130706,5.649798549711704e-05,0
evaluation_03,1,search,1,0,3,0,0,0,3,1,0,3,0.6,2,2,1,completed,0.00012663303641602397,4.4482992962002754e-05,12
evaluation_03,1,no_review,1,12,2,1,4,8,0,0,1,0,0.0,0,5,3,completed,0.0001997940125875175,5.421595415100455e-05,0
evaluation_03,1,fcfs,1,0,3,0,0,0,3,1,0,3,0.6,2,2,1,completed,0.00010461517376825213,3.5284028854221106e-05,0
evaluation_03,1,edf,1,0,3,0,0,0,3,1,0,3,0.6,2,2,1,completed,0.00011199794244021177,3.7948950193822384e-05,0
evaluation_03,1,uncertainty,2,0,3,0,0,0,2,1,0,4,0.8,1,2,0,completed,0.00015187292592599988,6.801995914429426e-05,0
evaluation_03,1,greedy,2,0,3,0,0,0,2,1,0,4,0.8,1,2,0,completed,0.00012526405043900013,5.1919021643698215e-05,0
evaluation_03,1,search,2,0,3,0,0,0,2,1,0,4,0.8,1,2,0,completed,0.00015399197582155466,6.892398232594132e-05,10
evaluation_03,1,no_review,2,12,2,1,4,8,0,0,1,0,0.0,0,4,1,completed,0.0001575419446453452,4.45419573225081e-05,0
evaluation_03,1,fcfs,2,12,2,1,4,8,2,0,1,4,0.8,2,2,0,completed,0.00012159801553934813,4.8856018111109734e-05,0
evaluation_03,1,edf,2,12,2,1,4,8,2,0,1,4,0.8,2,2,0,completed,0.00014199496945366263,5.5746990256011486e-05,0
evaluation_03,2,uncertainty,1,0,3,0,0,0,3,1,0,3,0.6,2,2,1,completed,0.00011623493628576398,4.082999657839537e-05,0
evaluation_03,2,greedy,1,0,3,0,0,0,3,1,0,3,0.6,2,2,1,completed,0.0001086510019376874,3.655103500932455e-05,0
evaluation_03,2,search,1,0,3,0,0,0,3,1,0,3,0.6,2,2,1,completed,0.000134703004732728,4.647002788260579e-05,12
evaluation_03,2,no_review,1,12,2,1,4,8,0,0,1,0,0.0,0,5,3,completed,0.000144793011713773,3.7188001442700624e-05,0
evaluation_03,2,fcfs,1,0,3,0,0,0,3,1,0,3,0.6,2,2,1,completed,9.669899009168148e-05,3.147701499983668e-05,0
evaluation_03,2,edf,1,0,3,0,0,0,3,1,0,3,0.6,2,2,1,completed,0.00011118693510070443,3.7436955608427525e-05,0
evaluation_03,2,uncertainty,2,0,3,0,0,0,2,1,0,4,0.8,1,2,0,completed,0.00018992810510098934,7.759802974760532e-05,0
evaluation_03,2,greedy,2,0,3,0,0,0,2,1,0,4,0.8,1,2,0,completed,0.00011857302160933614,5.0245027523487806e-05,0
evaluation_03,2,search,2,0,3,0,0,0,2,1,0,4,0.8,1,2,0,completed,0.00016297685215249658,7.231894414871931e-05,10
evaluation_03,2,no_review,2,12,2,1,4,8,0,0,1,0,0.0,0,4,1,completed,0.00018835096852853894,4.8638961743563414e-05,0
evaluation_03,2,fcfs,2,12,2,1,4,8,2,0,1,4,0.8,2,2,0,completed,0.00010516494512557983,3.946898505091667e-05,0
evaluation_03,2,edf,2,12,2,1,4,8,2,0,1,4,0.8,2,2,0,completed,0.0001352600520476699,6.528501398861408e-05,0
evaluation_04,0,greedy,2,4,2,0,4,0,2,1,0,4,0.6666666666666666,1,0,0,completed,6.495387060567737e-05,3.710296005010605e-05,0
evaluation_04,0,search,2,4,2,0,4,0,2,1,0,4,0.6666666666666666,1,0,0,completed,6.17949990555644e-05,3.0288996640592813e-05,4
evaluation_04,0,no_review,2,16,1,1,8,8,0,0,1,0,0.0,0,0,0,completed,0.00012024299940094352,4.0044018533080816e-05,0
evaluation_04,0,fcfs,2,4,2,0,4,0,2,1,0,4,0.6666666666666666,1,0,0,completed,5.6221033446490765e-05,2.9476999770849943e-05,0
evaluation_04,0,edf,2,4,2,0,4,0,2,1,0,4,0.6666666666666666,1,0,0,completed,6.566097727045417e-05,2.8426002245396376e-05,0
evaluation_04,0,uncertainty,2,4,2,0,4,0,2,1,0,4,0.6666666666666666,1,0,0,completed,5.551101639866829e-05,2.780900103971362e-05,0
evaluation_04,0,greedy,1,4,2,0,4,0,2,1,0,2,0.3333333333333333,0,0,0,completed,6.145599763840437e-05,3.3400021493434906e-05,0
evaluation_04,0,search,1,4,2,0,4,0,2,1,0,2,0.3333333333333333,0,0,0,completed,5.7679892051965e-05,2.637400757521391e-05,4
evaluation_04,0,no_review,1,16,1,1,8,8,0,0,1,0,0.0,0,1,1,completed,0.00019488402176648378,5.169899668544531e-05,0
evaluation_04,0,fcfs,1,4,2,0,4,0,2,1,0,2,0.3333333333333333,0,0,0,completed,4.668103065341711e-05,1.9852013792842627e-05,0
evaluation_04,0,edf,1,4,2,0,4,0,2,1,0,2,0.3333333333333333,0,0,0,completed,5.24730421602726e-05,2.2723048459738493e-05,0
evaluation_04,0,uncertainty,1,4,2,0,4,0,2,1,0,2,0.3333333333333333,0,0,0,completed,4.950002767145634e-05,2.187996869906783e-05,0
evaluation_04,1,greedy,2,0,3,0,0,0,2,1,0,4,0.6666666666666666,1,2,1,completed,9.776290971785784e-05,4.601001273840666e-05,0
evaluation_04,1,search,2,0,3,0,0,0,3,1,0,6,1.0,5,2,1,completed,0.00015928392531350255,7.536099292337894e-05,12
evaluation_04,1,no_review,2,12,2,1,4,8,0,0,1,0,0.0,0,3,2,completed,0.00017675402341410518,4.040601197630167e-05,0
evaluation_04,1,fcfs,2,0,3,0,0,0,3,1,0,6,1.0,5,2,1,completed,0.0001248420448973775,4.461099160835147e-05,0
evaluation_04,1,edf,2,0,3,0,0,0,3,1,0,6,1.0,5,2,1,completed,0.00012160907499492168,5.402200622484088e-05,0
evaluation_04,1,uncertainty,2,0,3,0,0,0,2,1,0,4,0.6666666666666666,1,2,1,completed,0.00010982400272041559,5.851301830261946e-05,0
evaluation_04,1,greedy,1,0,3,0,0,0,3,1,0,3,0.5,2,2,1,completed,0.00011251692194491625,3.605597885325551e-05,0
evaluation_04,1,search,1,0,3,0,0,0,3,1,0,3,0.5,2,2,1,completed,0.00017265405040234327,6.179505726322532e-05,12
evaluation_04,1,no_review,1,12,2,1,4,8,0,0,1,0,0.0,0,4,3,completed,0.00020100211258977652,6.12720032222569e-05,0
evaluation_04,1,fcfs,1,0,3,0,0,0,3,1,0,3,0.5,2,2,1,completed,0.00013941805809736252,6.0241029132157564e-05,0
evaluation_04,1,edf,1,0,3,0,0,0,3,1,0,3,0.5,2,2,1,completed,0.00010836595902219415,3.6092998925596476e-05,0
evaluation_04,1,uncertainty,1,0,3,0,0,0,3,1,0,3,0.5,2,2,1,completed,0.00011098594404757023,3.787700552493334e-05,0
evaluation_04,2,greedy,2,0,3,0,0,0,2,1,0,4,0.6666666666666666,1,2,1,completed,9.09770024009049e-05,4.6989007387310266e-05,0
evaluation_04,2,search,2,0,3,0,0,0,3,1,0,6,1.0,5,2,1,completed,0.00013398093869909644,5.359499482437968e-05,12
evaluation_04,2,no_review,2,12,2,1,4,8,0,0,1,0,0.0,0,3,2,completed,0.00018916995031759143,4.6186032705008984e-05,0
evaluation_04,2,fcfs,2,0,3,0,0,0,3,1,0,6,1.0,5,2,1,completed,0.00014094903599470854,7.029803236946464e-05,0
evaluation_04,2,edf,2,0,3,0,0,0,3,1,0,6,1.0,5,2,1,completed,0.00016686506569385529,6.505200872197747e-05,0
evaluation_04,2,uncertainty,2,0,3,0,0,0,2,1,0,4,0.6666666666666666,1,2,1,completed,8.898007217794657e-05,4.9820984713733196e-05,0
evaluation_04,2,greedy,1,0,3,0,0,0,3,1,0,3,0.5,2,2,1,completed,0.00011348602129146457,3.8047030102461576e-05,0
evaluation_04,2,search,1,0,3,0,0,0,3,1,0,3,0.5,2,2,1,completed,0.0001670449855737388,6.506999488919973e-05,12
evaluation_04,2,no_review,1,12,2,1,4,8,0,0,1,0,0.0,0,4,3,completed,0.00019944109953939915,6.356002995744348e-05,0
evaluation_04,2,fcfs,1,0,3,0,0,0,3,1,0,3,0.5,2,2,1,completed,0.0001224260195158422,5.464704008772969e-05,0
evaluation_04,2,edf,1,0,3,0,0,0,3,1,0,3,0.5,2,2,1,completed,0.00011304899817332625,3.770197508856654e-05,0
evaluation_04,2,uncertainty,1,0,3,0,0,0,3,1,0,3,0.5,2,2,1,completed,0.00013932411093264818,6.646901601925492e-05,0
evaluation_05,0,search,1,4,2,0,4,0,2,1,0,2,0.4,0,0,0,completed,6.65739644318819e-05,3.424700116738677e-05,4
evaluation_05,0,no_review,1,12,1,1,8,4,0,0,1,0,0.0,0,2,1,completed,0.00012444303138181567,4.43760072812438e-05,0
evaluation_05,0,fcfs,1,4,2,0,4,0,2,1,0,2,0.4,0,0,0,completed,4.7556066419929266e-05,2.1769024897366762e-05,0
evaluation_05,0,edf,1,4,2,0,4,0,2,1,0,2,0.4,0,0,0,completed,6.51321024633944e-05,3.604002995416522e-05,0
evaluation_05,0,uncertainty,1,4,2,0,4,0,2,1,0,2,0.4,0,0,0,completed,5.0777976866811514e-05,2.2171007003635168e-05,0
evaluation_05,0,greedy,1,4,2,0,4,0,2,1,0,2,0.4,0,0,0,completed,5.5441108997911215e-05,2.4624052457511425e-05,0
evaluation_05,0,search,2,4,2,0,4,0,1,1,0,2,0.4,0,0,0,completed,6.533897249028087e-05,3.2562005799263716e-05,2
evaluation_05,0,no_review,2,12,1,1,8,4,0,0,1,0,0.0,0,1,1,completed,0.0001201111008413136,3.573502181097865e-05,0
evaluation_05,0,fcfs,2,4,2,0,4,0,1,1,0,2,0.4,0,0,0,completed,9.091786341741681e-05,4.7269975766539574e-05,0
evaluation_05,0,edf,2,4,2,0,4,0,1,1,0,2,0.4,0,0,0,completed,5.865009734407067e-05,3.137299790978432e-05,0
evaluation_05,0,uncertainty,2,4,2,0,4,0,1,1,0,2,0.4,0,0,0,completed,7.993000326678157e-05,5.2243005484342575e-05,0
evaluation_05,0,greedy,2,4,2,0,4,0,1,1,0,2,0.4,0,0,0,completed,6.173196015879512e-05,3.2351003028452396e-05,0
evaluation_05,1,search,1,4,2,0,4,0,2,1,0,2,0.4,0,0,0,completed,7.28570157662034e-05,4.16120165027678e-05,4
evaluation_05,1,no_review,1,12,1,1,8,4,0,0,1,0,0.0,0,2,1,completed,0.00011774996528401971,3.684597322717309e-05,0
