baseline,budget,error_weight,metric,difference,lo,hi,negative,ties,positive,dialogues
semantic_memory,0.0,4.0,loss,0.0,0.0,0.0,0,48,0,48
semantic_memory,0.0,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
semantic_memory,0.0,4.0,correct,0.0,0.0,0.0,0,48,0,48
semantic_memory,0.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
semantic_memory,0.0,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
semantic_memory,0.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
completion,0.0,4.0,loss,0.0,0.0,0.0,0,48,0,48
completion,0.0,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
completion,0.0,4.0,correct,0.0,0.0,0.0,0,48,0,48
completion,0.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
completion,0.0,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
completion,0.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
full_history,0.0,4.0,loss,0.8333333333333334,0.4479166666666667,1.1875,7,3,38,48
full_history,0.0,4.0,project_correct,-0.4375,-0.5833333333333334,-0.2916666666666667,23,24,1,48
full_history,0.0,4.0,correct,-1.0833333333333333,-1.28125,-0.8645833333333334,43,4,1,48
full_history,0.0,4.0,incorrect,-0.08333333333333333,-0.17708333333333334,0.0,6,40,2,48
full_history,0.0,4.0,unfinished,1.1666666666666667,0.9479166666666666,1.3541666666666667,1,3,44,48
full_history,0.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
depth3,0.0,4.0,loss,0.0,0.0,0.0,0,48,0,48
depth3,0.0,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
depth3,0.0,4.0,correct,0.0,0.0,0.0,0,48,0,48
depth3,0.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
depth3,0.0,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
depth3,0.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
generic2,0.0,4.0,loss,0.0,0.0,0.0,0,48,0,48
generic2,0.0,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
generic2,0.0,4.0,correct,0.0,0.0,0.0,0,48,0,48
generic2,0.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
generic2,0.0,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
generic2,0.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
no_scope,0.0,4.0,loss,0.0,0.0,0.0,0,48,0,48
no_scope,0.0,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
no_scope,0.0,4.0,correct,0.0,0.0,0.0,0,48,0,48
no_scope,0.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
no_scope,0.0,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
no_scope,0.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
request_specific,0.0,4.0,loss,0.0,0.0,0.0,0,48,0,48
request_specific,0.0,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
request_specific,0.0,4.0,correct,0.0,0.0,0.0,0,48,0,48
request_specific,0.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
request_specific,0.0,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
request_specific,0.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
ideal_depth2,0.0,4.0,loss,1.71875,1.5416666666666667,1.8854166666666667,0,1,47,48
ideal_depth2,0.0,4.0,project_correct,-0.9791666666666666,-1.0,-0.9375,47,1,0,48
ideal_depth2,0.0,4.0,correct,-1.65625,-1.7916666666666667,-1.5101562500000014,47,1,0,48
ideal_depth2,0.0,4.0,incorrect,0.020833333333333332,0.0,0.052083333333333336,0,46,2,48
ideal_depth2,0.0,4.0,unfinished,1.6354166666666667,1.4895833333333333,1.7708333333333333,0,1,47,48
ideal_depth2,0.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
one_step,1.0,4.0,loss,0.0,0.0,0.0,0,48,0,48
one_step,1.0,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
one_step,1.0,4.0,correct,0.0,0.0,0.0,0,48,0,48
one_step,1.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
one_step,1.0,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
one_step,1.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
semantic_memory,1.0,4.0,loss,-0.21875,-0.34375,-0.08333333333333333,15,30,3,48
semantic_memory,1.0,4.0,project_correct,-0.03125,-0.09375,0.010416666666666666,3,44,1,48
semantic_memory,1.0,4.0,correct,0.21875,0.08333333333333333,0.34375,3,30,15,48
semantic_memory,1.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
semantic_memory,1.0,4.0,unfinished,-0.21875,-0.34375,-0.08333333333333333,15,30,3,48
semantic_memory,1.0,4.0,questions,-0.16666666666666666,-0.2916666666666667,-0.041666666666666664,13,31,4,48
completion,1.0,4.0,loss,-0.11458333333333333,-0.2604166666666667,0.08333333333333333,14,33,1,48
completion,1.0,4.0,project_correct,0.0625,0.010416666666666666,0.13541666666666666,0,44,4,48
completion,1.0,4.0,correct,0.17708333333333334,0.08333333333333333,0.28125,1,33,14,48
completion,1.0,4.0,incorrect,0.020833333333333332,0.0,0.0625,0,47,1,48
completion,1.0,4.0,unfinished,-0.19791666666666666,-0.2916666666666667,-0.11458333333333333,15,33,0,48
completion,1.0,4.0,questions,-0.21875,-0.3229166666666667,-0.12473958333333475,13,35,0,48
full_history,1.0,4.0,loss,0.2708333333333333,-0.09401041666666665,0.6354166666666666,9,16,23,48
full_history,1.0,4.0,project_correct,-0.2708333333333333,-0.4270833333333333,-0.11458333333333333,17,27,4,48
full_history,1.0,4.0,correct,-0.4895833333333333,-0.6979166666666666,-0.2916666666666667,24,20,4,48
full_history,1.0,4.0,incorrect,-0.07291666666666667,-0.17708333333333334,0.020833333333333332,6,40,2,48
full_history,1.0,4.0,unfinished,0.5625,0.34375,0.7708333333333334,4,17,27,48
full_history,1.0,4.0,questions,0.75,0.6458333333333334,0.8541666666666666,0,9,39,48
depth3,1.0,4.0,loss,0.0,0.0,0.0,0,48,0,48
depth3,1.0,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
depth3,1.0,4.0,correct,0.0,0.0,0.0,0,48,0,48
depth3,1.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
depth3,1.0,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
depth3,1.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
generic2,1.0,4.0,loss,0.0,0.0,0.0,0,48,0,48
generic2,1.0,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
generic2,1.0,4.0,correct,0.0,0.0,0.0,0,48,0,48
generic2,1.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
generic2,1.0,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
generic2,1.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
no_scope,1.0,4.0,loss,0.0,0.0,0.0,0,48,0,48
no_scope,1.0,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
no_scope,1.0,4.0,correct,0.0,0.0,0.0,0,48,0,48
no_scope,1.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
no_scope,1.0,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
no_scope,1.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
request_specific,1.0,4.0,loss,0.0,0.0,0.0,0,48,0,48
request_specific,1.0,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
request_specific,1.0,4.0,correct,0.0,0.0,0.0,0,48,0,48
request_specific,1.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
request_specific,1.0,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
request_specific,1.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
ideal_depth2,1.0,4.0,loss,1.125,0.9166666666666666,1.3645833333333333,0,8,40,48
ideal_depth2,1.0,4.0,project_correct,-0.8020833333333334,-0.90625,-0.6875,40,8,0,48
ideal_depth2,1.0,4.0,correct,-1.03125,-1.1979166666666667,-0.8645833333333334,40,8,0,48
ideal_depth2,1.0,4.0,incorrect,0.03125,0.0,0.08333333333333333,0,46,2,48
ideal_depth2,1.0,4.0,unfinished,1.0,0.8229166666666666,1.1666666666666667,0,8,40,48
ideal_depth2,1.0,4.0,questions,0.78125,0.6770833333333334,0.8752604166666652,0,8,40,48
one_step,2.0,4.0,loss,-0.23958333333333334,-0.3645833333333333,-0.11458333333333333,17,29,2,48
one_step,2.0,4.0,project_correct,0.020833333333333332,-0.052083333333333336,0.09375,2,42,4,48
one_step,2.0,4.0,correct,0.23958333333333334,0.11458333333333333,0.3645833333333333,2,29,17,48
one_step,2.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
one_step,2.0,4.0,unfinished,-0.23958333333333334,-0.3645833333333333,-0.11458333333333333,17,29,2,48
one_step,2.0,4.0,questions,0.46875,0.2708333333333333,0.6875,0,33,15,48
semantic_memory,2.0,4.0,loss,-0.09375,-0.21875,0.010416666666666666,6,40,2,48
semantic_memory,2.0,4.0,project_correct,-0.020833333333333332,-0.08333333333333333,0.03125,3,43,2,48
semantic_memory,2.0,4.0,correct,0.0625,-0.020833333333333332,0.14583333333333334,2,40,6,48
semantic_memory,2.0,4.0,incorrect,-0.010416666666666666,-0.03125,0.0,1,47,0,48
semantic_memory,2.0,4.0,unfinished,-0.052083333333333336,-0.13541666666666666,0.03125,5,41,2,48
semantic_memory,2.0,4.0,questions,0.17708333333333334,-0.020833333333333332,0.3854166666666667,7,25,16,48
completion,2.0,4.0,loss,-0.14583333333333334,-0.2708333333333333,-0.010416666666666666,9,38,1,48
completion,2.0,4.0,project_correct,0.17708333333333334,0.07291666666666667,0.2916666666666667,0,39,9,48
completion,2.0,4.0,correct,0.17708333333333334,0.07291666666666667,0.2916666666666667,0,39,9,48
completion,2.0,4.0,incorrect,0.010416666666666666,0.0,0.03125,0,47,1,48
completion,2.0,4.0,unfinished,-0.1875,-0.3020833333333333,-0.08333333333333333,10,38,0,48
completion,2.0,4.0,questions,-0.15625,-0.2604166666666667,-0.0625,8,40,0,48
full_history,2.0,4.0,loss,-0.19791666666666666,-0.5625,0.13541666666666666,11,26,11,48
full_history,2.0,4.0,project_correct,-0.0625,-0.21875,0.10416666666666667,10,31,7,48
full_history,2.0,4.0,correct,-0.052083333333333336,-0.21875,0.11458333333333333,10,30,8,48
full_history,2.0,4.0,incorrect,-0.08333333333333333,-0.17708333333333334,0.0,6,40,2,48
full_history,2.0,4.0,unfinished,0.13541666666666666,-0.03125,0.3125,6,29,13,48
full_history,2.0,4.0,questions,1.8125,1.7083333333333333,1.9166666666666667,0,0,48,48
depth3,2.0,4.0,loss,0.0,0.0,0.0,0,48,0,48
depth3,2.0,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
depth3,2.0,4.0,correct,0.0,0.0,0.0,0,48,0,48
depth3,2.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
depth3,2.0,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
depth3,2.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
generic2,2.0,4.0,loss,0.0,0.0,0.0,0,48,0,48
generic2,2.0,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
generic2,2.0,4.0,correct,0.0,0.0,0.0,0,48,0,48
generic2,2.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
generic2,2.0,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
generic2,2.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
no_scope,2.0,4.0,loss,0.0,0.0,0.0,0,48,0,48
no_scope,2.0,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
no_scope,2.0,4.0,correct,0.0,0.0,0.0,0,48,0,48
no_scope,2.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
no_scope,2.0,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
no_scope,2.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
request_specific,2.0,4.0,loss,0.0,0.0,0.0,0,48,0,48
request_specific,2.0,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
request_specific,2.0,4.0,correct,0.0,0.0,0.0,0,48,0,48
request_specific,2.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
request_specific,2.0,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
request_specific,2.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
ideal_depth2,2.0,4.0,loss,0.65625,0.4895833333333333,0.8333333333333334,0,19,29,48
ideal_depth2,2.0,4.0,project_correct,-0.59375,-0.7190104166666667,-0.4583333333333333,29,19,0,48
ideal_depth2,2.0,4.0,correct,-0.59375,-0.7190104166666667,-0.4583333333333333,29,19,0,48
ideal_depth2,2.0,4.0,incorrect,0.020833333333333332,0.0,0.052083333333333336,0,46,2,48
ideal_depth2,2.0,4.0,unfinished,0.5729166666666666,0.4375,0.7083333333333334,0,19,29,48
ideal_depth2,2.0,4.0,questions,1.84375,1.7395833333333333,1.9375,0,0,48,48
one_step,4.0,4.0,loss,-0.6458333333333334,-0.875,-0.4166666666666667,27,20,1,48
one_step,4.0,4.0,project_correct,0.4895833333333333,0.3541666666666667,0.625,0,22,26,48
one_step,4.0,4.0,correct,0.7083333333333334,0.5208333333333334,0.90625,0,20,28,48
one_step,4.0,4.0,incorrect,0.020833333333333332,0.0,0.0625,0,47,1,48
one_step,4.0,4.0,unfinished,-0.7291666666666666,-0.9375,-0.53125,28,20,0,48
one_step,4.0,4.0,questions,1.4791666666666667,1.0729166666666667,1.90625,0,20,28,48
semantic_memory,4.0,4.0,loss,-0.15625,-0.4270833333333333,0.07291666666666667,9,37,2,48
semantic_memory,4.0,4.0,project_correct,0.10416666666666667,0.010416666666666666,0.19791666666666666,1,38,9,48
semantic_memory,4.0,4.0,correct,0.125,0.03125,0.23958333333333334,1,38,9,48
semantic_memory,4.0,4.0,incorrect,-0.010416666666666666,-0.07291666666666667,0.052083333333333336,2,45,1,48
semantic_memory,4.0,4.0,unfinished,-0.11458333333333333,-0.21875,-0.020833333333333332,9,38,1,48
semantic_memory,4.0,4.0,questions,1.1875,0.8229166666666666,1.5625,4,8,36,48
completion,4.0,4.0,loss,-0.13541666666666666,-0.25,-0.041666666666666664,8,39,1,48
completion,4.0,4.0,project_correct,0.13541666666666666,0.041666666666666664,0.25,1,39,8,48
completion,4.0,4.0,correct,0.13541666666666666,0.041666666666666664,0.25,1,39,8,48
completion,4.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
completion,4.0,4.0,unfinished,-0.13541666666666666,-0.25,-0.041666666666666664,8,39,1,48
completion,4.0,4.0,questions,-0.20833333333333334,-0.4166666666666667,-0.041666666666666664,4,44,0,48
full_history,4.0,4.0,loss,-0.6875,-1.0625,-0.3333333333333333,21,26,1,48
full_history,4.0,4.0,project_correct,0.4270833333333333,0.2916666666666667,0.5729166666666666,0,27,21,48
full_history,4.0,4.0,correct,0.4375,0.2916666666666667,0.5833333333333334,0,27,21,48
full_history,4.0,4.0,incorrect,-0.08333333333333333,-0.1875,0.0,6,41,1,48
full_history,4.0,4.0,unfinished,-0.3541666666666667,-0.5,-0.22916666666666666,17,31,0,48
full_history,4.0,4.0,questions,3.4479166666666665,3.21875,3.6666666666666665,0,0,48,48
depth3,4.0,4.0,loss,0.0625,0.0,0.14583333333333334,0,45,3,48
depth3,4.0,4.0,project_correct,-0.0625,-0.14583333333333334,0.0,3,45,0,48
depth3,4.0,4.0,correct,-0.0625,-0.14583333333333334,0.0,3,45,0,48
depth3,4.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
depth3,4.0,4.0,unfinished,0.0625,0.0,0.14583333333333334,0,45,3,48
depth3,4.0,4.0,questions,-0.16666666666666666,-0.375,0.0,3,45,0,48
generic2,4.0,4.0,loss,0.0,0.0,0.0,0,48,0,48
generic2,4.0,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
generic2,4.0,4.0,correct,0.0,0.0,0.0,0,48,0,48
generic2,4.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
generic2,4.0,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
generic2,4.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
no_scope,4.0,4.0,loss,0.0,0.0,0.0,0,48,0,48
no_scope,4.0,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
no_scope,4.0,4.0,correct,0.0,0.0,0.0,0,48,0,48
no_scope,4.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
no_scope,4.0,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
no_scope,4.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
request_specific,4.0,4.0,loss,0.0,0.0,0.0,0,48,0,48
request_specific,4.0,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
request_specific,4.0,4.0,correct,0.0,0.0,0.0,0,48,0,48
request_specific,4.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
request_specific,4.0,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
request_specific,4.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
ideal_depth2,4.0,4.0,loss,0.16666666666666666,0.020833333333333332,0.375,0,43,5,48
ideal_depth2,4.0,4.0,project_correct,-0.10416666666666667,-0.1875,-0.020833333333333332,5,43,0,48
ideal_depth2,4.0,4.0,correct,-0.10416666666666667,-0.1875,-0.020833333333333332,5,43,0,48
ideal_depth2,4.0,4.0,incorrect,0.020833333333333332,0.0,0.0625,0,47,1,48
ideal_depth2,4.0,4.0,unfinished,0.08333333333333333,0.020833333333333332,0.16666666666666666,0,44,4,48
ideal_depth2,4.0,4.0,questions,3.4791666666666665,3.25,3.6875,0,0,48,48
one_step,6.0,4.0,loss,-0.7291666666666666,-0.9375,-0.53125,28,20,0,48
one_step,6.0,4.0,project_correct,0.5104166666666666,0.3854166666666667,0.6458333333333334,0,21,27,48
one_step,6.0,4.0,correct,0.7291666666666666,0.53125,0.9375,0,20,28,48
one_step,6.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
one_step,6.0,4.0,unfinished,-0.7291666666666666,-0.9375,-0.53125,28,20,0,48
one_step,6.0,4.0,questions,1.6354166666666667,1.19765625,2.094010416666665,0,20,28,48
semantic_memory,6.0,4.0,loss,-0.21875,-0.4583333333333333,-0.03125,10,36,2,48
semantic_memory,6.0,4.0,project_correct,0.10416666666666667,0.0,0.21875,2,36,10,48
semantic_memory,6.0,4.0,correct,0.125,0.010416666666666666,0.25,2,36,10,48
semantic_memory,6.0,4.0,incorrect,-0.03125,-0.08333333333333333,0.0,2,46,0,48
semantic_memory,6.0,4.0,unfinished,-0.09375,-0.20833333333333334,0.010416666666666666,9,37,2,48
semantic_memory,6.0,4.0,questions,1.3958333333333333,0.9791666666666666,1.8333333333333333,4,7,37,48
completion,6.0,4.0,loss,0.08333333333333333,0.020833333333333332,0.16666666666666666,0,44,4,48
completion,6.0,4.0,project_correct,-0.08333333333333333,-0.16666666666666666,-0.020833333333333332,4,44,0,48
completion,6.0,4.0,correct,-0.08333333333333333,-0.16666666666666666,-0.020833333333333332,4,44,0,48
completion,6.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
completion,6.0,4.0,unfinished,0.08333333333333333,0.020833333333333332,0.16666666666666666,0,44,4,48
completion,6.0,4.0,questions,-0.2708333333333333,-0.5625,-0.0625,4,44,0,48
full_history,6.0,4.0,loss,-0.7708333333333334,-1.1458333333333333,-0.4791666666666667,22,26,0,48
full_history,6.0,4.0,project_correct,0.4479166666666667,0.3125,0.59375,0,26,22,48
full_history,6.0,4.0,correct,0.4583333333333333,0.3229166666666667,0.6041666666666666,0,26,22,48
full_history,6.0,4.0,incorrect,-0.10416666666666667,-0.19791666666666666,-0.03125,6,42,0,48
full_history,6.0,4.0,unfinished,-0.3541666666666667,-0.5,-0.22916666666666666,17,31,0,48
full_history,6.0,4.0,questions,3.6770833333333335,3.3958333333333335,3.9583333333333335,0,0,48,48
depth3,6.0,4.0,loss,0.08333333333333333,0.020833333333333332,0.16666666666666666,0,44,4,48
depth3,6.0,4.0,project_correct,-0.08333333333333333,-0.16666666666666666,-0.020833333333333332,4,44,0,48
depth3,6.0,4.0,correct,-0.08333333333333333,-0.16666666666666666,-0.020833333333333332,4,44,0,48
depth3,6.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
depth3,6.0,4.0,unfinished,0.08333333333333333,0.020833333333333332,0.16666666666666666,0,44,4,48
depth3,6.0,4.0,questions,-0.2708333333333333,-0.5625,-0.0625,4,44,0,48
generic2,6.0,4.0,loss,0.0,0.0,0.0,0,48,0,48
generic2,6.0,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
generic2,6.0,4.0,correct,0.0,0.0,0.0,0,48,0,48
generic2,6.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
generic2,6.0,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
generic2,6.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
no_scope,6.0,4.0,loss,0.0,0.0,0.0,0,48,0,48
no_scope,6.0,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
no_scope,6.0,4.0,correct,0.0,0.0,0.0,0,48,0,48
no_scope,6.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
no_scope,6.0,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
no_scope,6.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
request_specific,6.0,4.0,loss,0.0,0.0,0.0,0,48,0,48
request_specific,6.0,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
request_specific,6.0,4.0,correct,0.0,0.0,0.0,0,48,0,48
request_specific,6.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
request_specific,6.0,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
request_specific,6.0,4.0,questions,0.0,0.0,0.0,0,48,0,48
ideal_depth2,6.0,4.0,loss,0.08333333333333333,0.020833333333333332,0.16666666666666666,0,44,4,48
ideal_depth2,6.0,4.0,project_correct,-0.08333333333333333,-0.16666666666666666,-0.020833333333333332,4,44,0,48
ideal_depth2,6.0,4.0,correct,-0.08333333333333333,-0.16666666666666666,-0.020833333333333332,4,44,0,48
ideal_depth2,6.0,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
ideal_depth2,6.0,4.0,unfinished,0.08333333333333333,0.020833333333333332,0.16666666666666666,0,44,4,48
ideal_depth2,6.0,4.0,questions,3.7083333333333335,3.4375,3.9791666666666665,0,0,48,48
one_step,unlimited,4.0,loss,-0.7291666666666666,-0.9375,-0.53125,28,20,0,48
one_step,unlimited,4.0,project_correct,0.5104166666666666,0.3854166666666667,0.6458333333333334,0,21,27,48
one_step,unlimited,4.0,correct,0.7291666666666666,0.53125,0.9375,0,20,28,48
one_step,unlimited,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
one_step,unlimited,4.0,unfinished,-0.7291666666666666,-0.9375,-0.53125,28,20,0,48
one_step,unlimited,4.0,questions,1.6354166666666667,1.19765625,2.094010416666665,0,20,28,48
semantic_memory,unlimited,4.0,loss,-0.21875,-0.4583333333333333,-0.03125,10,36,2,48
semantic_memory,unlimited,4.0,project_correct,0.10416666666666667,0.0,0.21875,2,36,10,48
semantic_memory,unlimited,4.0,correct,0.125,0.010416666666666666,0.25,2,36,10,48
semantic_memory,unlimited,4.0,incorrect,-0.03125,-0.08333333333333333,0.0,2,46,0,48
semantic_memory,unlimited,4.0,unfinished,-0.09375,-0.20833333333333334,0.010416666666666666,9,37,2,48
semantic_memory,unlimited,4.0,questions,1.3958333333333333,0.9791666666666666,1.8333333333333333,4,7,37,48
completion,unlimited,4.0,loss,0.08333333333333333,0.020833333333333332,0.16666666666666666,0,44,4,48
completion,unlimited,4.0,project_correct,-0.08333333333333333,-0.16666666666666666,-0.020833333333333332,4,44,0,48
completion,unlimited,4.0,correct,-0.08333333333333333,-0.16666666666666666,-0.020833333333333332,4,44,0,48
completion,unlimited,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
completion,unlimited,4.0,unfinished,0.08333333333333333,0.020833333333333332,0.16666666666666666,0,44,4,48
completion,unlimited,4.0,questions,-0.2708333333333333,-0.5625,-0.0625,4,44,0,48
full_history,unlimited,4.0,loss,-0.7708333333333334,-1.1458333333333333,-0.4791666666666667,22,26,0,48
full_history,unlimited,4.0,project_correct,0.4479166666666667,0.3125,0.59375,0,26,22,48
full_history,unlimited,4.0,correct,0.4583333333333333,0.3229166666666667,0.6041666666666666,0,26,22,48
full_history,unlimited,4.0,incorrect,-0.10416666666666667,-0.19791666666666666,-0.03125,6,42,0,48
full_history,unlimited,4.0,unfinished,-0.3541666666666667,-0.5,-0.22916666666666666,17,31,0,48
full_history,unlimited,4.0,questions,3.6770833333333335,3.3958333333333335,3.9583333333333335,0,0,48,48
depth3,unlimited,4.0,loss,0.08333333333333333,0.020833333333333332,0.16666666666666666,0,44,4,48
depth3,unlimited,4.0,project_correct,-0.08333333333333333,-0.16666666666666666,-0.020833333333333332,4,44,0,48
depth3,unlimited,4.0,correct,-0.08333333333333333,-0.16666666666666666,-0.020833333333333332,4,44,0,48
depth3,unlimited,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
depth3,unlimited,4.0,unfinished,0.08333333333333333,0.020833333333333332,0.16666666666666666,0,44,4,48
depth3,unlimited,4.0,questions,-0.2708333333333333,-0.5625,-0.0625,4,44,0,48
generic2,unlimited,4.0,loss,0.0,0.0,0.0,0,48,0,48
generic2,unlimited,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
generic2,unlimited,4.0,correct,0.0,0.0,0.0,0,48,0,48
generic2,unlimited,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
generic2,unlimited,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
generic2,unlimited,4.0,questions,0.0,0.0,0.0,0,48,0,48
no_scope,unlimited,4.0,loss,0.0,0.0,0.0,0,48,0,48
no_scope,unlimited,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
no_scope,unlimited,4.0,correct,0.0,0.0,0.0,0,48,0,48
no_scope,unlimited,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
no_scope,unlimited,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
no_scope,unlimited,4.0,questions,0.0,0.0,0.0,0,48,0,48
request_specific,unlimited,4.0,loss,0.0,0.0,0.0,0,48,0,48
request_specific,unlimited,4.0,project_correct,0.0,0.0,0.0,0,48,0,48
request_specific,unlimited,4.0,correct,0.0,0.0,0.0,0,48,0,48
request_specific,unlimited,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
request_specific,unlimited,4.0,unfinished,0.0,0.0,0.0,0,48,0,48
request_specific,unlimited,4.0,questions,0.0,0.0,0.0,0,48,0,48
ideal_depth2,unlimited,4.0,loss,0.08333333333333333,0.020833333333333332,0.16666666666666666,0,44,4,48
ideal_depth2,unlimited,4.0,project_correct,-0.08333333333333333,-0.16666666666666666,-0.020833333333333332,4,44,0,48
ideal_depth2,unlimited,4.0,correct,-0.08333333333333333,-0.16666666666666666,-0.020833333333333332,4,44,0,48
ideal_depth2,unlimited,4.0,incorrect,0.0,0.0,0.0,0,48,0,48
ideal_depth2,unlimited,4.0,unfinished,0.08333333333333333,0.020833333333333332,0.16666666666666666,0,44,4,48
ideal_depth2,unlimited,4.0,questions,3.7083333333333335,3.4375,3.9791666666666665,0,0,48,48
one_step,0.0,8.0,loss,0.0,0.0,0.0,0,48,0,48
one_step,0.0,8.0,project_correct,0.0,0.0,0.0,0,48,0,48
one_step,0.0,8.0,correct,0.0,0.0,0.0,0,48,0,48
one_step,0.0,8.0,incorrect,0.0,0.0,0.0,0,48,0,48
one_step,0.0,8.0,unfinished,0.0,0.0,0.0,0,48,0,48
