run_id,policy,duration,capacity,reviewer,weights,loss,correct,corrections,harmful_reviews,unresolved,completed_reviews,review_time,waiting_time,missed_useful
run01,no_review,1,1,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,fcfs,1,1,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,edf,1,1,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,uncertainty,1,1,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,greedy,1,1,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,search,1,1,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,no_review,2,1,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,fcfs,2,1,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,edf,2,1,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,uncertainty,2,1,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,greedy,2,1,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,search,2,1,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,no_review,3,1,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,fcfs,3,1,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,edf,3,1,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,uncertainty,3,1,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,greedy,3,1,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,search,3,1,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,no_review,1,2,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,fcfs,1,2,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,edf,1,2,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,uncertainty,1,2,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,greedy,1,2,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,search,1,2,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,no_review,2,2,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,fcfs,2,2,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,edf,2,2,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,uncertainty,2,2,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,greedy,2,2,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,search,2,2,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,no_review,3,2,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,fcfs,3,2,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,edf,3,2,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,uncertainty,3,2,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,greedy,3,2,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,search,3,2,model,heterogeneous,24,0,0,0,3,0,0,0,1
run01,no_review,1,1,model,uniform,24,0,0,0,3,0,0,0,1
run01,fcfs,1,1,model,uniform,24,0,0,0,3,0,0,0,1
run01,edf,1,1,model,uniform,24,0,0,0,3,0,0,0,1
run01,uncertainty,1,1,model,uniform,24,0,0,0,3,0,0,0,1
run01,greedy,1,1,model,uniform,24,0,0,0,3,0,0,0,1
run01,search,1,1,model,uniform,24,0,0,0,3,0,0,0,1
run01,no_review,2,1,model,uniform,24,0,0,0,3,0,0,0,1
run01,fcfs,2,1,model,uniform,24,0,0,0,3,0,0,0,1
run01,edf,2,1,model,uniform,24,0,0,0,3,0,0,0,1
run01,uncertainty,2,1,model,uniform,24,0,0,0,3,0,0,0,1
run01,greedy,2,1,model,uniform,24,0,0,0,3,0,0,0,1
run01,search,2,1,model,uniform,24,0,0,0,3,0,0,0,1
run01,no_review,3,1,model,uniform,24,0,0,0,3,0,0,0,1
run01,fcfs,3,1,model,uniform,24,0,0,0,3,0,0,0,1
run01,edf,3,1,model,uniform,24,0,0,0,3,0,0,0,1
