id,replicate,method,budget,error_weight,episode_seconds,planning_seconds,planning_calls,max_nodes
MUL0051.json,0,semantic_memory,0,2.0,0.0004133799811825156,0,0,0
MUL0051.json,0,semantic_memory,1,2.0,0.00038559501990675926,0,0,0
MUL0051.json,0,semantic_memory,2,2.0,0.0003508829977363348,0,0,0
MUL0051.json,0,semantic_memory,4,2.0,0.00034917995799332857,0,0,0
MUL0051.json,0,semantic_memory,6,2.0,0.0003904770128428936,0,0,0
MUL0051.json,0,semantic_memory,unlimited,2.0,0.0003451950615271926,0,0,0
MUL0051.json,0,full_history,0,2.0,0.0003367039607837796,0,0,0
MUL0051.json,0,full_history,1,2.0,0.0003430270589888096,0,0,0
MUL0051.json,0,full_history,2,2.0,0.00037373602390289307,0,0,0
MUL0051.json,0,full_history,4,2.0,0.00034356594551354647,0,0,0
MUL0051.json,0,full_history,6,2.0,0.0003417939879000187,0,0,0
MUL0051.json,0,full_history,unlimited,2.0,0.00038654799573123455,0,0,0
MUL0051.json,0,one_step,0,2.0,0.0003537930315360427,0,0,0
MUL0051.json,0,one_step,1,2.0,0.000548080075532198,0.0001477549085393548,1,7
MUL0051.json,0,one_step,2,2.0,0.0007220979314297438,0.00030150602106004953,2,7
MUL0051.json,0,one_step,4,2.0,0.0007601450197398663,0.0003057799767702818,3,7
MUL0051.json,0,one_step,6,2.0,0.0007911480497568846,0.00031911011319607496,3,7
MUL0051.json,0,one_step,unlimited,2.0,0.0008819110225886106,0.0004297789419069886,3,7
MUL0051.json,0,completion,0,2.0,0.00033895205706357956,0,0,0
MUL0051.json,0,completion,1,2.0,0.000426851911470294,0,0,0
MUL0051.json,0,completion,2,2.0,0.0005192200187593699,0,0,0
MUL0051.json,0,completion,4,2.0,0.0005391769809648395,0,0,0
MUL0051.json,0,completion,6,2.0,0.0006003240123391151,0,0,0
MUL0051.json,0,completion,unlimited,2.0,0.0006593790603801608,0,0,0
MUL0051.json,0,depth2,0,2.0,0.0006812369683757424,0,0,0
MUL0051.json,0,depth2,1,2.0,0.0006243600510060787,0.00019605609122663736,1,7
MUL0051.json,0,depth2,2,2.0,0.0010974210454151034,0.0006550890393555164,2,19
MUL0051.json,0,depth2,4,2.0,0.0012410900089889765,0.0007542610401287675,3,19
MUL0051.json,0,depth2,6,2.0,0.0012665200047194958,0.0007092220475897193,3,19
MUL0051.json,0,depth2,unlimited,2.0,0.0013366789789870381,0.0008270109537988901,3,19
MUL0051.json,0,depth3,0,2.0,0.0004212819039821625,0,0,0
MUL0051.json,0,depth3,1,2.0,0.0005535579985007644,0.00015569699462503195,1,7
MUL0051.json,0,depth3,2,2.0,0.0010307939955964684,0.0006075908895581961,2,19
MUL0051.json,0,depth3,4,2.0,0.001993887941353023,0.0015366679290309548,3,27
