context,first,second,budget,difference
4c831b52efd5a0200d3f85447d6437a3,adaptive,individual,2,0.0
bf3bb2fe848111c6f1370b66cdd8da3e,adaptive,individual,2,-0.25
9246b58ea8656eecf7739094d072f0b8,adaptive,individual,2,-0.24999999999999997
4bf6297fe4aaf51d58b160a778fadc6f,adaptive,individual,2,-0.08333333333333331
7e10b02ae31ffbb6fed72213553ebe50,adaptive,individual,2,0.16666666666666669
a06963067573666d15cc4484808dd226,adaptive,individual,2,0.08333333333333337
36d1468e2be20ccc765f76c712ed5e1e,adaptive,individual,2,0.0
6c509acf4599f1a22272abbe9a37a1ec,adaptive,individual,2,0.0
dc9d58a4e24a74d52f719372c1a16e7f,adaptive,individual_risk,1,0.0
33295076b558d53b86fd6e5537022af6,adaptive,individual_risk,1,0.0
b3d63fb06110ad7e91c9e765227c1d27,adaptive,individual_risk,1,0.0
1424e718ab72e7d0bc792bbed0f42df6,adaptive,individual_risk,1,0.0
9a43ac474979cb7ecf516b5a8e7849ee,adaptive,individual_risk,1,0.0
5f0466453acb53d17eee77ec763d9a98,adaptive,individual_risk,1,0.08333333333333331
5e5f8b76df669b1a32df3074c2c551be,adaptive,individual_risk,1,-0.08333333333333334
eb68753385d270d4b17f5b370691851a,adaptive,individual_risk,1,-0.16666666666666663
dbab56c6c9ced463d8eb498d67c8bc9c,adaptive,individual_risk,1,0.0
f4e5e687e6185cabde6d70a4d37f729f,adaptive,individual_risk,1,0.0
db8d48c3fd57f4b9d317ed95b3a5b496,adaptive,individual_risk,1,0.0
5ce1713d9128f3759369b6274e111c33,adaptive,individual_risk,1,-0.08333333333333331
13d7e83488f2ab1456d31bb9ac247990,adaptive,individual_risk,1,0.0
2da56df966a1c15057d2661ce589be1c,adaptive,individual_risk,1,0.08333333333333331
3bffffb2d174ab95cfdeb3eacc9c0afb,adaptive,individual_risk,1,0.16666666666666669
ea8b291b240fab467592f64e1d073957,adaptive,individual_risk,1,-0.08333333333333334
4c831b52efd5a0200d3f85447d6437a3,adaptive,individual_risk,1,0.0
bf3bb2fe848111c6f1370b66cdd8da3e,adaptive,individual_risk,1,-0.33333333333333337
9246b58ea8656eecf7739094d072f0b8,adaptive,individual_risk,1,-0.3333333333333333
4bf6297fe4aaf51d58b160a778fadc6f,adaptive,individual_risk,1,-0.16666666666666669
7e10b02ae31ffbb6fed72213553ebe50,adaptive,individual_risk,1,0.0
a06963067573666d15cc4484808dd226,adaptive,individual_risk,1,-0.08333333333333337
36d1468e2be20ccc765f76c712ed5e1e,adaptive,individual_risk,1,0.0
6c509acf4599f1a22272abbe9a37a1ec,adaptive,individual_risk,1,0.0
dc9d58a4e24a74d52f719372c1a16e7f,adaptive,individual_risk,2,0.0
33295076b558d53b86fd6e5537022af6,adaptive,individual_risk,2,-0.25000000000000006
b3d63fb06110ad7e91c9e765227c1d27,adaptive,individual_risk,2,0.0
1424e718ab72e7d0bc792bbed0f42df6,adaptive,individual_risk,2,-0.08333333333333334
9a43ac474979cb7ecf516b5a8e7849ee,adaptive,individual_risk,2,-0.08333333333333331
5f0466453acb53d17eee77ec763d9a98,adaptive,individual_risk,2,0.0
5e5f8b76df669b1a32df3074c2c551be,adaptive,individual_risk,2,-0.08333333333333331
eb68753385d270d4b17f5b370691851a,adaptive,individual_risk,2,0.0
dbab56c6c9ced463d8eb498d67c8bc9c,adaptive,individual_risk,2,0.0
f4e5e687e6185cabde6d70a4d37f729f,adaptive,individual_risk,2,-0.16666666666666663
db8d48c3fd57f4b9d317ed95b3a5b496,adaptive,individual_risk,2,-0.08333333333333331
5ce1713d9128f3759369b6274e111c33,adaptive,individual_risk,2,0.0
13d7e83488f2ab1456d31bb9ac247990,adaptive,individual_risk,2,0.0
2da56df966a1c15057d2661ce589be1c,adaptive,individual_risk,2,0.08333333333333331
3bffffb2d174ab95cfdeb3eacc9c0afb,adaptive,individual_risk,2,0.16666666666666666
ea8b291b240fab467592f64e1d073957,adaptive,individual_risk,2,-0.16666666666666666
4c831b52efd5a0200d3f85447d6437a3,adaptive,individual_risk,2,0.0
bf3bb2fe848111c6f1370b66cdd8da3e,adaptive,individual_risk,2,-0.33333333333333337
9246b58ea8656eecf7739094d072f0b8,adaptive,individual_risk,2,-0.24999999999999997
4bf6297fe4aaf51d58b160a778fadc6f,adaptive,individual_risk,2,-0.08333333333333331
7e10b02ae31ffbb6fed72213553ebe50,adaptive,individual_risk,2,0.16666666666666669
a06963067573666d15cc4484808dd226,adaptive,individual_risk,2,0.08333333333333337
36d1468e2be20ccc765f76c712ed5e1e,adaptive,individual_risk,2,0.0
6c509acf4599f1a22272abbe9a37a1ec,adaptive,individual_risk,2,-0.08333333333333334
dc9d58a4e24a74d52f719372c1a16e7f,adaptive,memory,1,0.08333333333333334
33295076b558d53b86fd6e5537022af6,adaptive,memory,1,0.33333333333333337
b3d63fb06110ad7e91c9e765227c1d27,adaptive,memory,1,0.08333333333333334
1424e718ab72e7d0bc792bbed0f42df6,adaptive,memory,1,0.0
9a43ac474979cb7ecf516b5a8e7849ee,adaptive,memory,1,-0.08333333333333334
5f0466453acb53d17eee77ec763d9a98,adaptive,memory,1,0.24999999999999997
5e5f8b76df669b1a32df3074c2c551be,adaptive,memory,1,0.16666666666666669
eb68753385d270d4b17f5b370691851a,adaptive,memory,1,0.08333333333333334
dbab56c6c9ced463d8eb498d67c8bc9c,adaptive,memory,1,0.0
f4e5e687e6185cabde6d70a4d37f729f,adaptive,memory,1,-0.08333333333333331
db8d48c3fd57f4b9d317ed95b3a5b496,adaptive,memory,1,0.0
5ce1713d9128f3759369b6274e111c33,adaptive,memory,1,0.08333333333333334
13d7e83488f2ab1456d31bb9ac247990,adaptive,memory,1,0.0
2da56df966a1c15057d2661ce589be1c,adaptive,memory,1,0.0
3bffffb2d174ab95cfdeb3eacc9c0afb,adaptive,memory,1,0.08333333333333334
ea8b291b240fab467592f64e1d073957,adaptive,memory,1,0.0
4c831b52efd5a0200d3f85447d6437a3,adaptive,memory,1,5.551115123125783e-17
bf3bb2fe848111c6f1370b66cdd8da3e,adaptive,memory,1,0.25
9246b58ea8656eecf7739094d072f0b8,adaptive,memory,1,-0.08333333333333334
4bf6297fe4aaf51d58b160a778fadc6f,adaptive,memory,1,0.08333333333333333
7e10b02ae31ffbb6fed72213553ebe50,adaptive,memory,1,-0.08333333333333331
a06963067573666d15cc4484808dd226,adaptive,memory,1,0.16666666666666663
36d1468e2be20ccc765f76c712ed5e1e,adaptive,memory,1,0.0
6c509acf4599f1a22272abbe9a37a1ec,adaptive,memory,1,-0.16666666666666669
dc9d58a4e24a74d52f719372c1a16e7f,adaptive,memory,2,-0.08333333333333331
33295076b558d53b86fd6e5537022af6,adaptive,memory,2,-0.08333333333333337
b3d63fb06110ad7e91c9e765227c1d27,adaptive,memory,2,0.08333333333333331
1424e718ab72e7d0bc792bbed0f42df6,adaptive,memory,2,-0.08333333333333334
9a43ac474979cb7ecf516b5a8e7849ee,adaptive,memory,2,-0.25
5f0466453acb53d17eee77ec763d9a98,adaptive,memory,2,0.16666666666666663
5e5f8b76df669b1a32df3074c2c551be,adaptive,memory,2,0.08333333333333334
eb68753385d270d4b17f5b370691851a,adaptive,memory,2,0.0
dbab56c6c9ced463d8eb498d67c8bc9c,adaptive,memory,2,0.0
f4e5e687e6185cabde6d70a4d37f729f,adaptive,memory,2,-0.16666666666666663
db8d48c3fd57f4b9d317ed95b3a5b496,adaptive,memory,2,-0.08333333333333331
5ce1713d9128f3759369b6274e111c33,adaptive,memory,2,0.0
13d7e83488f2ab1456d31bb9ac247990,adaptive,memory,2,0.0
2da56df966a1c15057d2661ce589be1c,adaptive,memory,2,0.08333333333333331
3bffffb2d174ab95cfdeb3eacc9c0afb,adaptive,memory,2,0.08333333333333331
ea8b291b240fab467592f64e1d073957,adaptive,memory,2,-0.08333333333333331
4c831b52efd5a0200d3f85447d6437a3,adaptive,memory,2,-0.08333333333333337
bf3bb2fe848111c6f1370b66cdd8da3e,adaptive,memory,2,-0.08333333333333331
9246b58ea8656eecf7739094d072f0b8,adaptive,memory,2,0.08333333333333334
4bf6297fe4aaf51d58b160a778fadc6f,adaptive,memory,2,-0.16666666666666663
7e10b02ae31ffbb6fed72213553ebe50,adaptive,memory,2,0.08333333333333334
a06963067573666d15cc4484808dd226,adaptive,memory,2,-0.08333333333333331
36d1468e2be20ccc765f76c712ed5e1e,adaptive,memory,2,0.0
6c509acf4599f1a22272abbe9a37a1ec,adaptive,memory,2,-0.16666666666666666
dc9d58a4e24a74d52f719372c1a16e7f,adaptive,source_rule,1,0.0
33295076b558d53b86fd6e5537022af6,adaptive,source_rule,1,0.0
b3d63fb06110ad7e91c9e765227c1d27,adaptive,source_rule,1,0.0
1424e718ab72e7d0bc792bbed0f42df6,adaptive,source_rule,1,-0.08333333333333334
9a43ac474979cb7ecf516b5a8e7849ee,adaptive,source_rule,1,-0.08333333333333331
5f0466453acb53d17eee77ec763d9a98,adaptive,source_rule,1,0.08333333333333331
5e5f8b76df669b1a32df3074c2c551be,adaptive,source_rule,1,0.0
eb68753385d270d4b17f5b370691851a,adaptive,source_rule,1,-0.08333333333333333
dbab56c6c9ced463d8eb498d67c8bc9c,adaptive,source_rule,1,0.0
f4e5e687e6185cabde6d70a4d37f729f,adaptive,source_rule,1,0.0
db8d48c3fd57f4b9d317ed95b3a5b496,adaptive,source_rule,1,0.0
5ce1713d9128f3759369b6274e111c33,adaptive,source_rule,1,0.0
13d7e83488f2ab1456d31bb9ac247990,adaptive,source_rule,1,0.0
2da56df966a1c15057d2661ce589be1c,adaptive,source_rule,1,0.08333333333333331
3bffffb2d174ab95cfdeb3eacc9c0afb,adaptive,source_rule,1,0.08333333333333333
ea8b291b240fab467592f64e1d073957,adaptive,source_rule,1,-0.08333333333333334
4c831b52efd5a0200d3f85447d6437a3,adaptive,source_rule,1,0.0
bf3bb2fe848111c6f1370b66cdd8da3e,adaptive,source_rule,1,-0.08333333333333331
9246b58ea8656eecf7739094d072f0b8,adaptive,source_rule,1,0.0
4bf6297fe4aaf51d58b160a778fadc6f,adaptive,source_rule,1,0.0
7e10b02ae31ffbb6fed72213553ebe50,adaptive,source_rule,1,0.08333333333333334
a06963067573666d15cc4484808dd226,adaptive,source_rule,1,-0.08333333333333337
36d1468e2be20ccc765f76c712ed5e1e,adaptive,source_rule,1,0.0
6c509acf4599f1a22272abbe9a37a1ec,adaptive,source_rule,1,0.0
dc9d58a4e24a74d52f719372c1a16e7f,adaptive,source_rule,2,0.0
33295076b558d53b86fd6e5537022af6,adaptive,source_rule,2,-0.16666666666666674
b3d63fb06110ad7e91c9e765227c1d27,adaptive,source_rule,2,0.0
1424e718ab72e7d0bc792bbed0f42df6,adaptive,source_rule,2,-0.08333333333333334
9a43ac474979cb7ecf516b5a8e7849ee,adaptive,source_rule,2,-0.08333333333333331
5f0466453acb53d17eee77ec763d9a98,adaptive,source_rule,2,0.0
5e5f8b76df669b1a32df3074c2c551be,adaptive,source_rule,2,0.08333333333333334
eb68753385d270d4b17f5b370691851a,adaptive,source_rule,2,0.0
dbab56c6c9ced463d8eb498d67c8bc9c,adaptive,source_rule,2,0.0
f4e5e687e6185cabde6d70a4d37f729f,adaptive,source_rule,2,-0.16666666666666663
db8d48c3fd57f4b9d317ed95b3a5b496,adaptive,source_rule,2,-0.08333333333333331
5ce1713d9128f3759369b6274e111c33,adaptive,source_rule,2,0.0
13d7e83488f2ab1456d31bb9ac247990,adaptive,source_rule,2,0.0
2da56df966a1c15057d2661ce589be1c,adaptive,source_rule,2,0.0
3bffffb2d174ab95cfdeb3eacc9c0afb,adaptive,source_rule,2,0.0
ea8b291b240fab467592f64e1d073957,adaptive,source_rule,2,-0.08333333333333331
4c831b52efd5a0200d3f85447d6437a3,adaptive,source_rule,2,0.0
bf3bb2fe848111c6f1370b66cdd8da3e,adaptive,source_rule,2,-2.7755575615628914e-17
9246b58ea8656eecf7739094d072f0b8,adaptive,source_rule,2,0.08333333333333334
4bf6297fe4aaf51d58b160a778fadc6f,adaptive,source_rule,2,0.08333333333333334
7e10b02ae31ffbb6fed72213553ebe50,adaptive,source_rule,2,0.25
a06963067573666d15cc4484808dd226,adaptive,source_rule,2,0.08333333333333337
36d1468e2be20ccc765f76c712ed5e1e,adaptive,source_rule,2,0.0
6c509acf4599f1a22272abbe9a37a1ec,adaptive,source_rule,2,-0.08333333333333334
dc9d58a4e24a74d52f719372c1a16e7f,source_rule,reattempt,1,0.0
33295076b558d53b86fd6e5537022af6,source_rule,reattempt,1,0.0
b3d63fb06110ad7e91c9e765227c1d27,source_rule,reattempt,1,0.0
1424e718ab72e7d0bc792bbed0f42df6,source_rule,reattempt,1,0.0
9a43ac474979cb7ecf516b5a8e7849ee,source_rule,reattempt,1,0.08333333333333331
5f0466453acb53d17eee77ec763d9a98,source_rule,reattempt,1,0.0
5e5f8b76df669b1a32df3074c2c551be,source_rule,reattempt,1,0.0
eb68753385d270d4b17f5b370691851a,source_rule,reattempt,1,0.0
dbab56c6c9ced463d8eb498d67c8bc9c,source_rule,reattempt,1,0.0
f4e5e687e6185cabde6d70a4d37f729f,source_rule,reattempt,1,0.0
db8d48c3fd57f4b9d317ed95b3a5b496,source_rule,reattempt,1,0.0
5ce1713d9128f3759369b6274e111c33,source_rule,reattempt,1,0.0
13d7e83488f2ab1456d31bb9ac247990,source_rule,reattempt,1,0.0
2da56df966a1c15057d2661ce589be1c,source_rule,reattempt,1,0.0
3bffffb2d174ab95cfdeb3eacc9c0afb,source_rule,reattempt,1,0.08333333333333334
ea8b291b240fab467592f64e1d073957,source_rule,reattempt,1,0.0
4c831b52efd5a0200d3f85447d6437a3,source_rule,reattempt,1,0.0
bf3bb2fe848111c6f1370b66cdd8da3e,source_rule,reattempt,1,0.0
9246b58ea8656eecf7739094d072f0b8,source_rule,reattempt,1,-0.25
4bf6297fe4aaf51d58b160a778fadc6f,source_rule,reattempt,1,-0.16666666666666669
7e10b02ae31ffbb6fed72213553ebe50,source_rule,reattempt,1,0.0
a06963067573666d15cc4484808dd226,source_rule,reattempt,1,0.0
36d1468e2be20ccc765f76c712ed5e1e,source_rule,reattempt,1,0.0
6c509acf4599f1a22272abbe9a37a1ec,source_rule,reattempt,1,0.0
dc9d58a4e24a74d52f719372c1a16e7f,source_rule,reattempt,2,0.0
33295076b558d53b86fd6e5537022af6,source_rule,reattempt,2,0.0
b3d63fb06110ad7e91c9e765227c1d27,source_rule,reattempt,2,0.0
1424e718ab72e7d0bc792bbed0f42df6,source_rule,reattempt,2,0.0
9a43ac474979cb7ecf516b5a8e7849ee,source_rule,reattempt,2,0.0
5f0466453acb53d17eee77ec763d9a98,source_rule,reattempt,2,0.0
5e5f8b76df669b1a32df3074c2c551be,source_rule,reattempt,2,-0.08333333333333334
eb68753385d270d4b17f5b370691851a,source_rule,reattempt,2,0.0
dbab56c6c9ced463d8eb498d67c8bc9c,source_rule,reattempt,2,0.0
f4e5e687e6185cabde6d70a4d37f729f,source_rule,reattempt,2,0.0
db8d48c3fd57f4b9d317ed95b3a5b496,source_rule,reattempt,2,0.0
5ce1713d9128f3759369b6274e111c33,source_rule,reattempt,2,0.0
13d7e83488f2ab1456d31bb9ac247990,source_rule,reattempt,2,0.0
2da56df966a1c15057d2661ce589be1c,source_rule,reattempt,2,0.16666666666666663
3bffffb2d174ab95cfdeb3eacc9c0afb,source_rule,reattempt,2,0.16666666666666666
ea8b291b240fab467592f64e1d073957,source_rule,reattempt,2,-0.08333333333333334
4c831b52efd5a0200d3f85447d6437a3,source_rule,reattempt,2,0.0
bf3bb2fe848111c6f1370b66cdd8da3e,source_rule,reattempt,2,-0.08333333333333334
9246b58ea8656eecf7739094d072f0b8,source_rule,reattempt,2,-0.3333333333333333
4bf6297fe4aaf51d58b160a778fadc6f,source_rule,reattempt,2,-0.16666666666666666
7e10b02ae31ffbb6fed72213553ebe50,source_rule,reattempt,2,-0.08333333333333334
a06963067573666d15cc4484808dd226,source_rule,reattempt,2,0.0
36d1468e2be20ccc765f76c712ed5e1e,source_rule,reattempt,2,0.0
6c509acf4599f1a22272abbe9a37a1ec,source_rule,reattempt,2,0.0
dc9d58a4e24a74d52f719372c1a16e7f,memory,individual,1,-0.08333333333333334
33295076b558d53b86fd6e5537022af6,memory,individual,1,-0.33333333333333337
b3d63fb06110ad7e91c9e765227c1d27,memory,individual,1,-0.08333333333333334
1424e718ab72e7d0bc792bbed0f42df6,memory,individual,1,-0.08333333333333334
9a43ac474979cb7ecf516b5a8e7849ee,memory,individual,1,2.7755575615628914e-17
5f0466453acb53d17eee77ec763d9a98,memory,individual,1,-0.16666666666666666
5e5f8b76df669b1a32df3074c2c551be,memory,individual,1,-0.25
eb68753385d270d4b17f5b370691851a,memory,individual,1,-0.25
dbab56c6c9ced463d8eb498d67c8bc9c,memory,individual,1,0.0
f4e5e687e6185cabde6d70a4d37f729f,memory,individual,1,0.08333333333333331
db8d48c3fd57f4b9d317ed95b3a5b496,memory,individual,1,0.0
5ce1713d9128f3759369b6274e111c33,memory,individual,1,-0.08333333333333334
13d7e83488f2ab1456d31bb9ac247990,memory,individual,1,0.0
2da56df966a1c15057d2661ce589be1c,memory,individual,1,0.08333333333333331
3bffffb2d174ab95cfdeb3eacc9c0afb,memory,individual,1,0.08333333333333333
ea8b291b240fab467592f64e1d073957,memory,individual,1,-0.08333333333333334
4c831b52efd5a0200d3f85447d6437a3,memory,individual,1,-5.551115123125783e-17
bf3bb2fe848111c6f1370b66cdd8da3e,memory,individual,1,-0.5833333333333334
9246b58ea8656eecf7739094d072f0b8,memory,individual,1,-0.16666666666666666
4bf6297fe4aaf51d58b160a778fadc6f,memory,individual,1,-0.25
7e10b02ae31ffbb6fed72213553ebe50,memory,individual,1,0.16666666666666666
a06963067573666d15cc4484808dd226,memory,individual,1,-0.25
36d1468e2be20ccc765f76c712ed5e1e,memory,individual,1,0.0
6c509acf4599f1a22272abbe9a37a1ec,memory,individual,1,0.16666666666666669
dc9d58a4e24a74d52f719372c1a16e7f,memory,individual,2,0.08333333333333331
33295076b558d53b86fd6e5537022af6,memory,individual,2,-0.08333333333333337
b3d63fb06110ad7e91c9e765227c1d27,memory,individual,2,-0.08333333333333331
1424e718ab72e7d0bc792bbed0f42df6,memory,individual,2,0.0
9a43ac474979cb7ecf516b5a8e7849ee,memory,individual,2,0.08333333333333331
5f0466453acb53d17eee77ec763d9a98,memory,individual,2,-0.16666666666666663
5e5f8b76df669b1a32df3074c2c551be,memory,individual,2,-0.08333333333333334
eb68753385d270d4b17f5b370691851a,memory,individual,2,0.0
dbab56c6c9ced463d8eb498d67c8bc9c,memory,individual,2,0.0
f4e5e687e6185cabde6d70a4d37f729f,memory,individual,2,0.0
db8d48c3fd57f4b9d317ed95b3a5b496,memory,individual,2,0.0
5ce1713d9128f3759369b6274e111c33,memory,individual,2,0.0
13d7e83488f2ab1456d31bb9ac247990,memory,individual,2,0.0
2da56df966a1c15057d2661ce589be1c,memory,individual,2,0.0
3bffffb2d174ab95cfdeb3eacc9c0afb,memory,individual,2,0.08333333333333334
ea8b291b240fab467592f64e1d073957,memory,individual,2,-0.08333333333333334
4c831b52efd5a0200d3f85447d6437a3,memory,individual,2,0.08333333333333337
bf3bb2fe848111c6f1370b66cdd8da3e,memory,individual,2,-0.16666666666666669
9246b58ea8656eecf7739094d072f0b8,memory,individual,2,-0.3333333333333333
4bf6297fe4aaf51d58b160a778fadc6f,memory,individual,2,0.08333333333333331
7e10b02ae31ffbb6fed72213553ebe50,memory,individual,2,0.08333333333333334
a06963067573666d15cc4484808dd226,memory,individual,2,0.16666666666666669
36d1468e2be20ccc765f76c712ed5e1e,memory,individual,2,0.0
6c509acf4599f1a22272abbe9a37a1ec,memory,individual,2,0.16666666666666666
dc9d58a4e24a74d52f719372c1a16e7f,adaptive,frozen_model,1,0.0
33295076b558d53b86fd6e5537022af6,adaptive,frozen_model,1,0.0
b3d63fb06110ad7e91c9e765227c1d27,adaptive,frozen_model,1,0.0
