context,rep,method,budget,answers,em,f1,scale,joint,project_correct,unfinished,inspections,inspected_correct,never_inspected,never_correct,sibling_net,sibling_fixed,sibling_damaged,calls,tokens,inference_seconds,failed_repairs,reused_corrections,local_gain,controller_total_seconds,accuracy
b3d63fb06110ad7e91c9e765227c1d27,0,frozen_model,1,6,3.0,3.64,5,3,0,1,1,1.0,5,2.0,0.0,0,0,2,2305,3.9246241860091686,1,1,1.0,6.859703554073349,0.5
b3d63fb06110ad7e91c9e765227c1d27,0,frozen_model,2,6,4.0,4.0,5,4,0,1,2,2.0,4,2.0,0.0,0,0,3,3515,5.6249327949481085,1,2,2.0,6.859703554073349,0.6666666666666666
b3d63fb06110ad7e91c9e765227c1d27,0,adaptive,3,6,4.0,4.0,5,4,0,1,3,3.0,3,1.0,0.0,0,0,3,3514,5.081945696030743,1,2,2.0,0.006316086044535041,0.6666666666666666
b3d63fb06110ad7e91c9e765227c1d27,0,fixed_audit,3,6,5.0,5.64,6,5,0,0,3,3.0,3,2.0,0.0,0,0,2,2304,3.9810293440241367,1,1,3.0,0.0052253479370847344,0.8333333333333334
1424e718ab72e7d0bc792bbed0f42df6,0,individual,0,6,2.0,4.529999999999999,5,2,0,0,0,0,6,2.0,0.0,0,0,0,0,0,0,0,0,0.004236362059600651,0.3333333333333333
1424e718ab72e7d0bc792bbed0f42df6,0,individual,1,6,3.0,4.5600000000000005,5,3,0,0,1,1.0,5,2.0,0.0,0,0,0,0,0,0,0,1.0,0.004236362059600651,0.5
1424e718ab72e7d0bc792bbed0f42df6,0,individual,2,6,3.0,4.5600000000000005,5,3,0,0,2,2.0,4,1.0,0.0,0,0,0,0,0,0,0,1.0,0.004236362059600651,0.5
1424e718ab72e7d0bc792bbed0f42df6,0,memory,0,6,2.0,4.529999999999999,5,2,0,0,0,0,6,2.0,0.0,0,0,0,0,0,0,0,0,23.847900067921728,0.3333333333333333
1424e718ab72e7d0bc792bbed0f42df6,0,memory,1,6,2.0,3.29,4,2,0,0,1,1.0,5,1.0,-1.0,0,1,5,6665,10.607868205755949,1,1,1.0,23.847900067921728,0.3333333333333333
1424e718ab72e7d0bc792bbed0f42df6,0,memory,2,6,3.0,4.55,6,3,0,0,2,2.0,4,1.0,0.0,0,0,9,12444,20.877409095643088,1,2,2.0,23.847900067921728,0.5
1424e718ab72e7d0bc792bbed0f42df6,0,source_rule,0,6,2.0,4.529999999999999,5,2,0,0,0,0,6,2.0,0.0,0,0,0,0,0,0,0,0,5.314721534028649,0.3333333333333333
1424e718ab72e7d0bc792bbed0f42df6,0,source_rule,1,6,3.0,4.29,4,3,0,0,1,1.0,5,2.0,0.0,0,0,2,2702,4.730152134899981,0,1,1.0,5.314721534028649,0.5
1424e718ab72e7d0bc792bbed0f42df6,0,source_rule,2,6,3.0,4.29,4,3,0,0,2,2.0,4,1.0,0.0,0,0,2,2702,4.730152134899981,0,1,1.0,5.314721534028649,0.5
1424e718ab72e7d0bc792bbed0f42df6,0,fixed_audit,0,6,2.0,4.529999999999999,5,2,0,0,0,0,6,2.0,0.0,0,0,0,0,0,0,0,0,18.331195235950872,0.3333333333333333
1424e718ab72e7d0bc792bbed0f42df6,0,fixed_audit,1,6,2.0,3.29,4,2,0,0,1,1.0,5,1.0,-1.0,0,1,3,4040,7.772858210024424,0,1,1.0,18.331195235950872,0.3333333333333333
1424e718ab72e7d0bc792bbed0f42df6,0,fixed_audit,2,6,3.0,4.55,6,3,0,0,2,2.0,4,1.0,0.0,0,0,6,8363,16.00723539397586,0,2,2.0,18.331195235950872,0.5
1424e718ab72e7d0bc792bbed0f42df6,0,adaptive,0,6,2.0,4.529999999999999,5,2,0,0,0,0,6,2.0,0.0,0,0,0,0,0,0,0,0,17.56585020700004,0.3333333333333333
1424e718ab72e7d0bc792bbed0f42df6,0,adaptive,1,6,2.0,3.29,4,2,0,0,1,1.0,5,1.0,-1.0,0,1,3,4023,7.125472606043331,0,1,1.0,17.56585020700004,0.3333333333333333
1424e718ab72e7d0bc792bbed0f42df6,0,adaptive,2,6,2.0,3.5,3,2,0,0,2,2.0,4,0.0,-1.0,0,1,6,8318,15.153082302073017,0,2,1.0,17.56585020700004,0.3333333333333333
1424e718ab72e7d0bc792bbed0f42df6,0,reattempt,0,6,2.0,4.529999999999999,5,2,0,0,0,0,6,2.0,0.0,0,0,0,0,0,0,0,0,4.196616661036387,0.3333333333333333
1424e718ab72e7d0bc792bbed0f42df6,0,reattempt,1,6,3.0,4.640000000000001,5,3,0,0,1,1.0,5,2.0,0.0,0,0,2,2385,3.6379396159900352,0,1,1.0,4.196616661036387,0.5
1424e718ab72e7d0bc792bbed0f42df6,0,reattempt,2,6,3.0,4.640000000000001,5,3,0,0,2,2.0,4,1.0,0.0,0,0,2,2385,3.6379396159900352,0,1,1.0,4.196616661036387,0.5
1424e718ab72e7d0bc792bbed0f42df6,0,individual_risk,0,6,2.0,4.529999999999999,5,2,0,0,0,0,6,2.0,0.0,0,0,0,0,0,0,0,0,0.0033768329303711653,0.3333333333333333
1424e718ab72e7d0bc792bbed0f42df6,0,individual_risk,1,6,2.0,4.529999999999999,5,2,0,0,1,1.0,5,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0033768329303711653,0.3333333333333333
1424e718ab72e7d0bc792bbed0f42df6,0,individual_risk,2,6,3.0,5.529999999999999,5,3,0,0,2,2.0,4,1.0,0.0,0,0,0,0,0,0,0,1.0,0.0033768329303711653,0.5
1424e718ab72e7d0bc792bbed0f42df6,1,individual,0,6,1.0,3.54,5,1,0,0,0,0,6,1.0,0.0,0,0,0,0,0,0,0,0,0.004441511002369225,0.16666666666666666
1424e718ab72e7d0bc792bbed0f42df6,1,individual,1,6,2.0,3.5700000000000003,5,2,0,0,1,1.0,5,1.0,0.0,0,0,0,0,0,0,0,1.0,0.004441511002369225,0.3333333333333333
1424e718ab72e7d0bc792bbed0f42df6,1,individual,2,6,3.0,4.57,5,3,0,0,2,2.0,4,1.0,0.0,0,0,0,0,0,0,0,2.0,0.004441511002369225,0.5
1424e718ab72e7d0bc792bbed0f42df6,1,memory,0,6,1.0,3.54,5,1,0,0,0,0,6,1.0,0.0,0,0,0,0,0,0,0,0,26.58580473694019,0.16666666666666666
1424e718ab72e7d0bc792bbed0f42df6,1,memory,1,6,2.0,3.22,4,2,0,0,1,1.0,5,1.0,0.0,0,0,5,6724,11.87269154295791,1,1,1.0,26.58580473694019,0.3333333333333333
1424e718ab72e7d0bc792bbed0f42df6,1,memory,2,6,3.0,4.2,5,3,0,0,2,2.0,4,1.0,0.0,0,0,9,12462,21.732852138811722,2,2,2.0,26.58580473694019,0.5
1424e718ab72e7d0bc792bbed0f42df6,1,source_rule,0,6,1.0,3.54,5,1,0,0,0,0,6,1.0,0.0,0,0,0,0,0,0,0,0,5.216097004013136,0.16666666666666666
1424e718ab72e7d0bc792bbed0f42df6,1,source_rule,1,6,2.0,3.22,4,2,0,0,1,1.0,5,1.0,0.0,0,0,2,2695,4.561200016876683,0,1,1.0,5.216097004013136,0.3333333333333333
1424e718ab72e7d0bc792bbed0f42df6,1,source_rule,2,6,3.0,4.220000000000001,4,3,0,0,2,2.0,4,1.0,0.0,0,0,2,2695,4.561200016876683,0,1,2.0,5.216097004013136,0.5
1424e718ab72e7d0bc792bbed0f42df6,1,fixed_audit,0,6,1.0,3.54,5,1,0,0,0,0,6,1.0,0.0,0,0,0,0,0,0,0,0,15.986099038971588,0.16666666666666666
1424e718ab72e7d0bc792bbed0f42df6,1,fixed_audit,1,6,2.0,3.22,4,2,0,0,1,1.0,5,1.0,0.0,0,0,3,4074,7.695356574840844,0,1,1.0,15.986099038971588,0.3333333333333333
1424e718ab72e7d0bc792bbed0f42df6,1,fixed_audit,2,6,3.0,4.220000000000001,4,3,0,0,2,2.0,4,1.0,0.0,0,0,6,8299,13.467501820763573,1,2,2.0,15.986099038971588,0.5
1424e718ab72e7d0bc792bbed0f42df6,1,adaptive,0,6,1.0,3.54,5,1,0,0,0,0,6,1.0,0.0,0,0,0,0,0,0,0,0,15.497098200023174,0.16666666666666666
1424e718ab72e7d0bc792bbed0f42df6,1,adaptive,1,6,2.0,3.22,4,2,0,0,1,1.0,5,1.0,0.0,0,0,3,4074,7.635773582034744,0,1,1.0,15.497098200023174,0.3333333333333333
1424e718ab72e7d0bc792bbed0f42df6,1,adaptive,2,6,3.0,4.220000000000001,4,3,0,0,2,2.0,4,1.0,0.0,0,0,6,8299,13.549250132986344,1,2,2.0,15.497098200023174,0.5
1424e718ab72e7d0bc792bbed0f42df6,1,reattempt,0,6,1.0,3.54,5,1,0,0,0,0,6,1.0,0.0,0,0,0,0,0,0,0,0,3.926862834021449,0.16666666666666666
1424e718ab72e7d0bc792bbed0f42df6,1,reattempt,1,6,2.0,3.5700000000000003,5,2,0,0,1,1.0,5,1.0,0.0,0,0,2,2383,3.24799304199405,0,1,1.0,3.926862834021449,0.3333333333333333
1424e718ab72e7d0bc792bbed0f42df6,1,reattempt,2,6,3.0,4.57,5,3,0,0,2,2.0,4,1.0,0.0,0,0,2,2383,3.24799304199405,0,1,2.0,3.926862834021449,0.5
1424e718ab72e7d0bc792bbed0f42df6,1,individual_risk,0,6,1.0,3.54,5,1,0,0,0,0,6,1.0,0.0,0,0,0,0,0,0,0,0,0.0037064170464873314,0.16666666666666666
1424e718ab72e7d0bc792bbed0f42df6,1,individual_risk,1,6,2.0,4.54,5,2,0,0,1,1.0,5,1.0,0.0,0,0,0,0,0,0,0,1.0,0.0037064170464873314,0.3333333333333333
1424e718ab72e7d0bc792bbed0f42df6,1,individual_risk,2,6,3.0,5.54,5,3,0,0,2,2.0,4,1.0,0.0,0,0,0,0,0,0,0,2.0,0.0037064170464873314,0.5
1424e718ab72e7d0bc792bbed0f42df6,0,frozen_model,0,6,2.0,4.529999999999999,5,2,0,0,0,0,6,2.0,0.0,0,0,0,0,0,0,0,0,16.470619332045317,0.3333333333333333
1424e718ab72e7d0bc792bbed0f42df6,0,frozen_model,1,6,2.0,3.29,4,2,0,0,1,1.0,5,1.0,-1.0,0,1,3,4017,6.714465154916979,0,1,1.0,16.470619332045317,0.3333333333333333
1424e718ab72e7d0bc792bbed0f42df6,0,frozen_model,2,6,2.0,3.5,4,2,0,0,2,2.0,4,0.0,-1.0,0,1,6,8235,13.621126557816751,0,2,1.0,16.470619332045317,0.3333333333333333
1424e718ab72e7d0bc792bbed0f42df6,0,adaptive,3,6,3.0,4.5,3,3,0,0,3,3.0,3,0.0,-1.0,0,1,6,8318,15.153082302073017,0,2,2.0,0.012134311022236943,0.5
1424e718ab72e7d0bc792bbed0f42df6,0,fixed_audit,3,6,4.0,4.96,6,4,0,0,3,3.0,3,1.0,0.0,0,0,7,9871,18.39795184903778,0,3,3.0,2.749865961028263,0.6666666666666666
9a43ac474979cb7ecf516b5a8e7849ee,0,individual,0,6,3.0,3.71,6,3,0,0,0,0,6,3.0,0.0,0,0,0,0,0,0,0,0,0.0041014839662238955,0.5
9a43ac474979cb7ecf516b5a8e7849ee,0,individual,1,6,4.0,4.71,6,4,0,0,1,1.0,5,3.0,0.0,0,0,0,0,0,0,0,1.0,0.0041014839662238955,0.6666666666666666
9a43ac474979cb7ecf516b5a8e7849ee,0,individual,2,6,5.0,5.71,6,5,0,0,2,2.0,4,3.0,0.0,0,0,0,0,0,0,0,2.0,0.0041014839662238955,0.8333333333333334
9a43ac474979cb7ecf516b5a8e7849ee,0,memory,0,6,3.0,3.71,6,3,0,0,0,0,6,3.0,0.0,0,0,0,0,0,0,0,0,20.58389156102203,0.5
9a43ac474979cb7ecf516b5a8e7849ee,0,memory,1,6,3.0,3.71,5,3,0,0,1,1.0,5,2.0,-1.0,0,1,5,4791,9.47432570392266,2,1,1.0,20.58389156102203,0.5
9a43ac474979cb7ecf516b5a8e7849ee,0,memory,2,6,4.0,4.71,5,4,0,0,2,2.0,4,2.0,-1.0,0,1,9,8889,17.222392641822807,2,2,2.0,20.58389156102203,0.6666666666666666
9a43ac474979cb7ecf516b5a8e7849ee,0,source_rule,0,6,3.0,3.71,6,3,0,0,0,0,6,3.0,0.0,0,0,0,0,0,0,0,0,4.429648115066811,0.5
9a43ac474979cb7ecf516b5a8e7849ee,0,source_rule,1,6,4.0,4.71,6,4,0,0,1,1.0,5,3.0,0.0,0,0,1,945,1.9408314370084554,1,1,1.0,4.429648115066811,0.6666666666666666
9a43ac474979cb7ecf516b5a8e7849ee,0,source_rule,2,6,4.0,4.71,5,4,0,0,2,2.0,4,2.0,-1.0,0,1,2,1978,3.7628930429928005,1,2,2.0,4.429648115066811,0.6666666666666666
9a43ac474979cb7ecf516b5a8e7849ee,0,fixed_audit,0,6,3.0,3.71,6,3,0,0,0,0,6,3.0,0.0,0,0,0,0,0,0,0,0,9.006097935023718,0.5
9a43ac474979cb7ecf516b5a8e7849ee,0,fixed_audit,1,6,3.0,3.71,5,3,0,0,1,1.0,5,2.0,-1.0,0,1,3,2864,5.383425782085396,2,1,1.0,9.006097935023718,0.5
9a43ac474979cb7ecf516b5a8e7849ee,0,fixed_audit,2,6,4.0,4.71,5,4,0,0,2,2.0,4,2.0,-1.0,0,1,4,3897,7.2322622841456905,2,2,2.0,9.006097935023718,0.6666666666666666
9a43ac474979cb7ecf516b5a8e7849ee,0,adaptive,0,6,3.0,3.71,6,3,0,0,0,0,6,3.0,0.0,0,0,0,0,0,0,0,0,8.837960910983384,0.5
9a43ac474979cb7ecf516b5a8e7849ee,0,adaptive,1,6,3.0,3.71,5,3,0,0,1,1.0,5,2.0,-1.0,0,1,3,2874,5.4798560220515355,2,1,1.0,8.837960910983384,0.5
9a43ac474979cb7ecf516b5a8e7849ee,0,adaptive,2,6,3.0,3.71,5,3,0,0,2,2.0,4,1.0,-1.0,0,1,4,3926,7.381647262140177,2,2,1.0,8.837960910983384,0.5
9a43ac474979cb7ecf516b5a8e7849ee,0,reattempt,0,6,3.0,3.71,6,3,0,0,0,0,6,3.0,0.0,0,0,0,0,0,0,0,0,4.205414816970006,0.5
9a43ac474979cb7ecf516b5a8e7849ee,0,reattempt,1,6,3.0,4.46,6,3,0,0,1,1.0,5,2.0,-1.0,0,1,1,779,1.3377393159316853,0,1,1.0,4.205414816970006,0.5
9a43ac474979cb7ecf516b5a8e7849ee,0,reattempt,2,6,4.0,5.46,6,4,0,0,2,2.0,4,2.0,-1.0,0,1,2,1621,3.658794524963014,1,2,2.0,4.205414816970006,0.6666666666666666
9a43ac474979cb7ecf516b5a8e7849ee,0,individual_risk,0,6,3.0,3.71,6,3,0,0,0,0,6,3.0,0.0,0,0,0,0,0,0,0,0,0.004354048054665327,0.5
9a43ac474979cb7ecf516b5a8e7849ee,0,individual_risk,1,6,3.0,3.71,6,3,0,0,1,1.0,5,2.0,0.0,0,0,0,0,0,0,0,0.0,0.004354048054665327,0.5
9a43ac474979cb7ecf516b5a8e7849ee,0,individual_risk,2,6,4.0,4.71,6,4,0,0,2,2.0,4,2.0,0.0,0,0,0,0,0,0,0,1.0,0.004354048054665327,0.6666666666666666
9a43ac474979cb7ecf516b5a8e7849ee,1,individual,0,6,1.0,1.0,4,1,0,3,0,0,6,1.0,0.0,0,0,0,0,0,0,0,0,0.0038463909877464175,0.16666666666666666
9a43ac474979cb7ecf516b5a8e7849ee,1,individual,1,6,2.0,2.0,5,2,0,3,1,1.0,5,1.0,0.0,0,0,0,0,0,0,0,1.0,0.0038463909877464175,0.3333333333333333
9a43ac474979cb7ecf516b5a8e7849ee,1,individual,2,6,3.0,3.0,5,3,0,2,2,2.0,4,1.0,0.0,0,0,0,0,0,0,0,2.0,0.0038463909877464175,0.5
9a43ac474979cb7ecf516b5a8e7849ee,1,memory,0,6,1.0,1.0,4,1,0,3,0,0,6,1.0,0.0,0,0,0,0,0,0,0,0,20.302899294998497,0.16666666666666666
9a43ac474979cb7ecf516b5a8e7849ee,1,memory,1,6,3.0,3.59,5,3,0,0,1,1.0,5,2.0,1.0,1,0,5,4830,10.069530070060864,0,1,1.0,20.302899294998497,0.5
9a43ac474979cb7ecf516b5a8e7849ee,1,memory,2,6,5.0,5.0,5,5,0,0,2,2.0,4,3.0,2.0,2,0,9,8987,17.242530757095665,0,2,2.0,20.302899294998497,0.8333333333333334
9a43ac474979cb7ecf516b5a8e7849ee,1,source_rule,0,6,1.0,1.0,4,1,0,3,0,0,6,1.0,0.0,0,0,0,0,0,0,0,0,2.008969428949058,0.16666666666666666
9a43ac474979cb7ecf516b5a8e7849ee,1,source_rule,1,6,2.0,2.0,5,2,0,3,1,1.0,5,1.0,0.0,0,0,1,946,1.7319630690617487,0,1,1.0,2.008969428949058,0.3333333333333333
9a43ac474979cb7ecf516b5a8e7849ee,1,source_rule,2,6,3.0,3.0,5,3,0,2,2,2.0,4,1.0,0.0,0,0,1,946,1.7319630690617487,0,1,2.0,2.008969428949058,0.5
9a43ac474979cb7ecf516b5a8e7849ee,1,fixed_audit,0,6,1.0,1.0,4,1,0,3,0,0,6,1.0,0.0,0,0,0,0,0,0,0,0,6.37256437598262,0.16666666666666666
9a43ac474979cb7ecf516b5a8e7849ee,1,fixed_audit,1,6,2.0,2.0,5,2,0,2,1,1.0,5,1.0,0.0,0,0,2,1937,3.6803164349403232,0,1,1.0,6.37256437598262,0.3333333333333333
9a43ac474979cb7ecf516b5a8e7849ee,1,fixed_audit,2,6,3.0,3.0,5,3,0,2,2,2.0,4,1.0,0.0,0,0,3,2972,5.407961750868708,0,2,2.0,6.37256437598262,0.5
9a43ac474979cb7ecf516b5a8e7849ee,1,adaptive,0,6,1.0,1.0,4,1,0,3,0,0,6,1.0,0.0,0,0,0,0,0,0,0,0,7.032327630091459,0.16666666666666666
9a43ac474979cb7ecf516b5a8e7849ee,1,adaptive,1,6,2.0,2.0,5,2,0,2,1,1.0,5,1.0,0.0,0,0,2,1937,3.7976930589647964,0,1,1.0,7.032327630091459,0.3333333333333333
9a43ac474979cb7ecf516b5a8e7849ee,1,adaptive,2,6,3.0,3.0,5,3,0,1,2,2.0,4,1.0,0.0,0,0,3,2972,5.691516125923954,0,2,2.0,7.032327630091459,0.5
9a43ac474979cb7ecf516b5a8e7849ee,1,reattempt,0,6,1.0,1.0,4,1,0,3,0,0,6,1.0,0.0,0,0,0,0,0,0,0,0,2.2417692829621956,0.16666666666666666
9a43ac474979cb7ecf516b5a8e7849ee,1,reattempt,1,6,2.0,2.0,5,2,0,3,1,1.0,5,1.0,0.0,0,0,1,826,1.966150782071054,1,1,1.0,2.2417692829621956,0.3333333333333333
9a43ac474979cb7ecf516b5a8e7849ee,1,reattempt,2,6,3.0,3.0,5,3,0,2,2,2.0,4,1.0,0.0,0,0,1,826,1.966150782071054,1,1,2.0,2.2417692829621956,0.5
9a43ac474979cb7ecf516b5a8e7849ee,1,individual_risk,0,6,1.0,1.0,4,1,0,3,0,0,6,1.0,0.0,0,0,0,0,0,0,0,0,0.003361552022397518,0.16666666666666666
9a43ac474979cb7ecf516b5a8e7849ee,1,individual_risk,1,6,2.0,2.0,4,2,0,2,1,1.0,5,1.0,0.0,0,0,0,0,0,0,0,1.0,0.003361552022397518,0.3333333333333333
9a43ac474979cb7ecf516b5a8e7849ee,1,individual_risk,2,6,3.0,3.0,4,3,0,1,2,2.0,4,1.0,0.0,0,0,0,0,0,0,0,2.0,0.003361552022397518,0.5
9a43ac474979cb7ecf516b5a8e7849ee,0,frozen_model,0,6,3.0,3.71,6,3,0,0,0,0,6,3.0,0.0,0,0,0,0,0,0,0,0,8.700156901031733,0.5
9a43ac474979cb7ecf516b5a8e7849ee,0,frozen_model,1,6,3.0,3.71,5,3,0,0,1,1.0,5,2.0,-1.0,0,1,3,2864,5.501242361962795,2,1,1.0,8.700156901031733,0.5
9a43ac474979cb7ecf516b5a8e7849ee,0,frozen_model,2,6,3.0,3.71,5,3,0,0,2,2.0,4,1.0,-1.0,0,1,4,3916,7.465901487972587,2,2,1.0,8.700156901031733,0.5
9a43ac474979cb7ecf516b5a8e7849ee,0,adaptive,3,6,4.0,4.71,5,4,0,0,3,3.0,3,1.0,-1.0,0,1,5,5069,9.536168820224702,2,3,2.0,2.4399244560627267,0.6666666666666666
9a43ac474979cb7ecf516b5a8e7849ee,0,fixed_audit,3,6,5.0,5.71,6,5,0,0,3,3.0,3,2.0,0.0,0,0,6,6113,11.507068429258652,2,3,3.0,4.831433980027214,0.8333333333333334
5f0466453acb53d17eee77ec763d9a98,0,individual,0,6,2.0,2.75,6,2,0,0,0,0,6,2.0,0.0,0,0,0,0,0,0,0,0,0.0036604820052161813,0.3333333333333333
5f0466453acb53d17eee77ec763d9a98,0,individual,1,6,3.0,3.75,6,3,0,0,1,1.0,5,2.0,0.0,0,0,0,0,0,0,0,1.0,0.0036604820052161813,0.5
5f0466453acb53d17eee77ec763d9a98,0,individual,2,6,4.0,4.75,6,4,0,0,2,2.0,4,2.0,0.0,0,0,0,0,0,0,0,2.0,0.0036604820052161813,0.6666666666666666
5f0466453acb53d17eee77ec763d9a98,0,memory,0,6,2.0,2.75,6,2,0,0,0,0,6,2.0,0.0,0,0,0,0,0,0,0,0,22.064006989938207,0.3333333333333333
5f0466453acb53d17eee77ec763d9a98,0,memory,1,6,3.0,4.640000000000001,6,3,0,0,1,1.0,5,2.0,0.0,1,1,5,4610,9.99851350998506,1,1,1.0,22.064006989938207,0.5
5f0466453acb53d17eee77ec763d9a98,0,memory,2,6,3.0,4.640000000000001,6,3,0,0,2,2.0,4,1.0,-1.0,0,1,9,8594,18.048214024864137,1,2,1.0,22.064006989938207,0.5
5f0466453acb53d17eee77ec763d9a98,0,source_rule,0,6,2.0,2.75,6,2,0,0,0,0,6,2.0,0.0,0,0,0,0,0,0,0,0,3.022523384075612,0.3333333333333333
5f0466453acb53d17eee77ec763d9a98,0,source_rule,1,6,3.0,3.75,6,3,0,0,1,1.0,5,2.0,0.0,0,0,0,0,0,0,0,1.0,3.022523384075612,0.5
5f0466453acb53d17eee77ec763d9a98,0,source_rule,2,6,4.0,4.75,6,4,0,0,2,2.0,4,2.0,0.0,0,0,1,1035,2.616944984998554,0,1,2.0,3.022523384075612,0.6666666666666666
5f0466453acb53d17eee77ec763d9a98,0,fixed_audit,0,6,2.0,2.75,6,2,0,0,0,0,6,2.0,0.0,0,0,0,0,0,0,0,0,8.110846390016377,0.3333333333333333
5f0466453acb53d17eee77ec763d9a98,0,fixed_audit,1,6,4.0,4.75,6,4,0,0,1,1.0,5,3.0,1.0,1,0,2,1905,4.611677558044903,0,1,1.0,8.110846390016377,0.6666666666666666
5f0466453acb53d17eee77ec763d9a98,0,fixed_audit,2,6,4.0,4.75,6,4,0,0,2,2.0,4,2.0,0.0,0,0,3,2940,7.264909180114046,0,2,1.0,8.110846390016377,0.6666666666666666
5f0466453acb53d17eee77ec763d9a98,0,adaptive,0,6,2.0,2.75,6,2,0,0,0,0,6,2.0,0.0,0,0,0,0,0,0,0,0,9.970144685939886,0.3333333333333333
5f0466453acb53d17eee77ec763d9a98,0,adaptive,1,6,4.0,4.75,6,4,0,0,1,1.0,5,3.0,1.0,1,0,2,1905,4.737129239947535,0,1,1.0,9.970144685939886,0.6666666666666666
5f0466453acb53d17eee77ec763d9a98,0,adaptive,2,6,4.0,4.0,6,4,0,0,2,2.0,4,2.0,1.0,1,0,4,3839,8.698377984925173,0,2,1.0,9.970144685939886,0.6666666666666666
5f0466453acb53d17eee77ec763d9a98,0,reattempt,0,6,2.0,2.75,6,2,0,0,0,0,6,2.0,0.0,0,0,0,0,0,0,0,0,2.86829499702435,0.3333333333333333
5f0466453acb53d17eee77ec763d9a98,0,reattempt,1,6,3.0,3.75,6,3,0,0,1,1.0,5,2.0,0.0,0,0,0,0,0,0,0,1.0,2.86829499702435,0.5
5f0466453acb53d17eee77ec763d9a98,0,reattempt,2,6,4.0,4.75,5,4,0,0,2,2.0,4,2.0,0.0,0,0,1,818,2.314565710024908,0,1,2.0,2.86829499702435,0.6666666666666666
5f0466453acb53d17eee77ec763d9a98,0,individual_risk,0,6,2.0,2.75,6,2,0,0,0,0,6,2.0,0.0,0,0,0,0,0,0,0,0,0.0036841470282524824,0.3333333333333333
5f0466453acb53d17eee77ec763d9a98,0,individual_risk,1,6,3.0,3.75,6,3,0,0,1,1.0,5,2.0,0.0,0,0,0,0,0,0,0,1.0,0.0036841470282524824,0.5
5f0466453acb53d17eee77ec763d9a98,0,individual_risk,2,6,4.0,4.75,6,4,0,0,2,2.0,4,2.0,0.0,0,0,0,0,0,0,0,2.0,0.0036841470282524824,0.6666666666666666
5f0466453acb53d17eee77ec763d9a98,1,individual,0,6,3.0,3.75,6,3,0,0,0,0,6,3.0,0.0,0,0,0,0,0,0,0,0,0.0038651690119877458,0.5
5f0466453acb53d17eee77ec763d9a98,1,individual,1,6,4.0,4.75,6,4,0,0,1,1.0,5,3.0,0.0,0,0,0,0,0,0,0,1.0,0.0038651690119877458,0.6666666666666666
5f0466453acb53d17eee77ec763d9a98,1,individual,2,6,4.0,4.75,6,4,0,0,2,2.0,4,2.0,0.0,0,0,0,0,0,0,0,1.0,0.0038651690119877458,0.6666666666666666
5f0466453acb53d17eee77ec763d9a98,1,memory,0,6,3.0,3.75,6,3,0,0,0,0,6,3.0,0.0,0,0,0,0,0,0,0,0,20.590412992052734,0.5
5f0466453acb53d17eee77ec763d9a98,1,memory,1,6,2.0,2.89,6,2,0,0,1,1.0,5,1.0,-2.0,0,2,5,4667,10.631987222121097,0,1,1.0,20.590412992052734,0.3333333333333333
5f0466453acb53d17eee77ec763d9a98,1,memory,2,6,3.0,4.42,6,3,0,0,2,2.0,4,1.0,-1.0,0,1,9,8588,17.54274577111937,0,2,2.0,20.590412992052734,0.5
5f0466453acb53d17eee77ec763d9a98,1,source_rule,0,6,3.0,3.75,6,3,0,0,0,0,6,3.0,0.0,0,0,0,0,0,0,0,0,2.3283713129349053,0.5
5f0466453acb53d17eee77ec763d9a98,1,source_rule,1,6,4.0,4.75,6,4,0,0,1,1.0,5,3.0,0.0,0,0,0,0,0,0,0,1.0,2.3283713129349053,0.6666666666666666
5f0466453acb53d17eee77ec763d9a98,1,source_rule,2,6,4.0,4.75,6,4,0,0,2,2.0,4,2.0,0.0,0,0,1,1005,2.0430544660193846,0,1,1.0,2.3283713129349053,0.6666666666666666
5f0466453acb53d17eee77ec763d9a98,1,fixed_audit,0,6,3.0,3.75,6,3,0,0,0,0,6,3.0,0.0,0,0,0,0,0,0,0,0,12.893280570977367,0.5
5f0466453acb53d17eee77ec763d9a98,1,fixed_audit,1,6,4.0,4.75,6,4,0,0,1,1.0,5,3.0,0.0,1,1,2,1948,5.404417906887829,0,1,1.0,12.893280570977367,0.6666666666666666
5f0466453acb53d17eee77ec763d9a98,1,fixed_audit,2,6,4.0,4.75,6,4,0,0,2,2.0,4,2.0,0.0,0,0,5,4907,11.084915031096898,0,2,2.0,12.893280570977367,0.6666666666666666
5f0466453acb53d17eee77ec763d9a98,1,adaptive,0,6,3.0,3.75,6,3,0,0,0,0,6,3.0,0.0,0,0,0,0,0,0,0,0,10.324842632981017,0.5
5f0466453acb53d17eee77ec763d9a98,1,adaptive,1,6,4.0,4.75,6,4,0,0,1,1.0,5,3.0,0.0,1,1,2,1948,5.778593209921382,0,1,1.0,10.324842632981017,0.6666666666666666
5f0466453acb53d17eee77ec763d9a98,1,adaptive,2,6,4.0,4.75,6,4,0,0,2,2.0,4,2.0,0.0,1,1,4,3858,8.889996509882621,0,2,1.0,10.324842632981017,0.6666666666666666
5f0466453acb53d17eee77ec763d9a98,1,reattempt,0,6,3.0,3.75,6,3,0,0,0,0,6,3.0,0.0,0,0,0,0,0,0,0,0,2.495947982999496,0.5
