first,second,mean,low,high,wins,ties,losses,n
adaptive,fixed_audit,-0.017361111111111112,-0.04175347222222224,0.010416666666666663,4,13,7,24
adaptive,individual_risk,-0.045138888888888874,-0.09027777777777779,6.938893903907228e-18,4,9,11,24
adaptive,source_rule,-0.0034722222222222216,-0.03472222222222223,0.03125000000000001,5,13,6,24
