condition_id,comparison,loss,loss_low,loss_high,wins,ties,losses,active_time,active_time_low,active_time_high,session_offers,session_offers_low,session_offers_high,correct,correct_low,correct_high,missed_useful,missed_useful_low,missed_useful_high,harms,harms_low,harms_high
core_low_0_6_model_risk,guarded-sticky_edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_6_model_risk,guarded-greedy,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_6_model_risk,guarded-edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_6_model_risk,guarded-density,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_6_model_risk,guarded-unguarded,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_6_model_risk,guarded-no_review,1.3333333333333333,-4.666666666666667,7.333333333333333,1,3,2,6.0,6.0,6.0,6.0,6.0,6.0,-0.5,-1.3333333333333333,0.3333333333333333,-0.16666666666666666,-0.5,0.0,0.6666666666666666,0.0,1.3333333333333333
core_low_0_12_ideal,guarded-sticky_edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_12_ideal,guarded-greedy,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_12_ideal,guarded-edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_12_ideal,guarded-density,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_12_ideal,guarded-unguarded,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_12_ideal,guarded-no_review,-47.333333333333336,-67.33333333333333,-23.333333333333332,5,1,0,9.0,9.0,9.0,9.0,9.0,9.0,5.833333333333333,2.8333333333333335,8.333333333333334,-5.833333333333333,-8.333333333333334,-2.8333333333333335,0.0,0.0,0.0
core_low_0_12_model,guarded-sticky_edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_12_model,guarded-greedy,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_12_model,guarded-edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_12_model,guarded-density,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_12_model,guarded-unguarded,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_12_model,guarded-no_review,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_12_model_risk,guarded-sticky_edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_12_model_risk,guarded-greedy,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_12_model_risk,guarded-edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_12_model_risk,guarded-density,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_12_model_risk,guarded-unguarded,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_12_model_risk,guarded-no_review,4.0,-4.0,12.666666666666666,1,3,2,9.0,9.0,9.0,9.0,9.0,9.0,-0.8333333333333334,-2.0,0.3333333333333333,-0.16666666666666666,-0.5,0.0,1.0,0.0,2.0
core_low_0_24_ideal,guarded-sticky_edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_24_ideal,guarded-greedy,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_24_ideal,guarded-edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_24_ideal,guarded-density,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_24_ideal,guarded-unguarded,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_24_ideal,guarded-no_review,-47.333333333333336,-67.33333333333333,-23.333333333333332,5,1,0,9.0,9.0,9.0,9.0,9.0,9.0,5.833333333333333,2.8333333333333335,8.333333333333334,-5.833333333333333,-8.333333333333334,-2.8333333333333335,0.0,0.0,0.0
core_low_0_24_model,guarded-sticky_edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_24_model,guarded-greedy,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_24_model,guarded-edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_24_model,guarded-density,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_24_model,guarded-unguarded,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_24_model,guarded-no_review,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_24_model_risk,guarded-sticky_edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_24_model_risk,guarded-greedy,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_24_model_risk,guarded-edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_24_model_risk,guarded-density,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_24_model_risk,guarded-unguarded,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0_24_model_risk,guarded-no_review,4.0,-4.0,12.666666666666666,1,3,2,9.0,9.0,9.0,9.0,9.0,9.0,-0.8333333333333334,-2.0,0.3333333333333333,-0.16666666666666666,-0.5,0.0,1.0,0.0,2.0
core_low_0.25_6_ideal,guarded-sticky_edf,0.0,0.0,0.0,0,6,0,0.08333333333333333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_6_ideal,guarded-greedy,0.6666666666666666,-2.0,4.0,1,4,1,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_6_ideal,guarded-edf,0.0,0.0,0.0,0,6,0,0.08333333333333333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_6_ideal,guarded-density,0.6666666666666666,-2.0,4.0,1,4,1,0.25,0.08333333333333333,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_6_ideal,guarded-unguarded,0.6666666666666666,-2.0,4.0,1,4,1,0.25,0.08333333333333333,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_6_ideal,guarded-no_review,-22.0,-36.0,-9.333333333333334,5,1,0,5.666666666666667,5.5,5.75,4.0,4.0,4.0,2.5,1.1666666666666667,3.6666666666666665,-2.5,-3.6666666666666665,-1.1666666666666667,0.0,0.0,0.0
core_low_0.25_6_model,guarded-sticky_edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_6_model,guarded-greedy,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_6_model,guarded-edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_6_model,guarded-density,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_6_model,guarded-unguarded,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_6_model,guarded-no_review,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_6_model_risk,guarded-sticky_edf,0.0,0.0,0.0,0,6,0,0.08333333333333333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_6_model_risk,guarded-greedy,2.0,0.0,6.0,0,5,1,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,-0.16666666666666666,-0.5,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.0
core_low_0.25_6_model_risk,guarded-edf,0.0,0.0,0.0,0,6,0,0.08333333333333333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_6_model_risk,guarded-density,2.0,0.0,6.0,0,5,1,0.25,0.08333333333333333,0.4166666666666667,0.0,0.0,0.0,-0.16666666666666666,-0.5,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.0
core_low_0.25_6_model_risk,guarded-unguarded,2.0,0.0,6.0,0,5,1,0.25,0.08333333333333333,0.4166666666666667,0.0,0.0,0.0,-0.16666666666666666,-0.5,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.0
core_low_0.25_6_model_risk,guarded-no_review,3.3333333333333335,0.0,7.333333333333333,0,4,2,5.666666666666667,5.5,5.75,4.0,4.0,4.0,-0.6666666666666666,-1.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.3333333333333333
core_low_0.25_12_ideal,guarded-sticky_edf,0.0,0.0,0.0,0,6,0,0.16666666666666666,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_12_ideal,guarded-greedy,-1.3333333333333333,-4.0,1.3333333333333333,2,3,1,-0.16666666666666666,-0.4166666666666667,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.5,-0.16666666666666666,-0.5,0.0,0.0,0.0,0.0
core_low_0.25_12_ideal,guarded-edf,0.0,0.0,0.0,0,6,0,-0.4166666666666667,-0.8333333333333334,-0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_12_ideal,guarded-density,-1.3333333333333333,-4.0,1.3333333333333333,2,3,1,0.0,-0.25,0.25,0.0,0.0,0.0,0.16666666666666666,0.0,0.5,-0.16666666666666666,-0.5,0.0,0.0,0.0,0.0
core_low_0.25_12_ideal,guarded-unguarded,-1.3333333333333333,-4.0,1.3333333333333333,2,3,1,0.0,-0.25,0.25,0.0,0.0,0.0,0.16666666666666666,0.0,0.5,-0.16666666666666666,-0.5,0.0,0.0,0.0,0.0
core_low_0.25_12_ideal,guarded-no_review,-44.0,-62.666666666666664,-22.666666666666668,5,1,0,11.0,10.833333333333334,11.166666666666666,8.0,8.0,8.0,5.333333333333333,2.6666666666666665,7.5,-5.333333333333333,-7.5,-2.6666666666666665,0.0,0.0,0.0
core_low_0.25_12_model,guarded-sticky_edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_12_model,guarded-greedy,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_12_model,guarded-edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_12_model,guarded-density,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_12_model,guarded-unguarded,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_12_model,guarded-no_review,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_12_model_risk,guarded-sticky_edf,0.0,0.0,0.0,0,6,0,0.16666666666666666,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_12_model_risk,guarded-greedy,0.0,0.0,0.0,0,6,0,-0.16666666666666666,-0.4166666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_12_model_risk,guarded-edf,0.0,0.0,0.0,0,6,0,-0.4166666666666667,-0.8333333333333334,-0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_12_model_risk,guarded-density,0.0,0.0,0.0,0,6,0,0.0,-0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_12_model_risk,guarded-unguarded,0.0,0.0,0.0,0,6,0,0.0,-0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_12_model_risk,guarded-no_review,2.6666666666666665,-4.666666666666667,11.333333333333334,1,3,2,11.0,10.833333333333334,11.166666666666666,8.0,8.0,8.0,-0.6666666666666666,-1.8333333333333333,0.3333333333333333,-0.16666666666666666,-0.5,0.0,0.8333333333333334,0.0,1.8333333333333333
core_low_0.25_24_ideal,guarded-sticky_edf,0.0,0.0,0.0,0,6,0,0.16666666666666666,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_24_ideal,guarded-greedy,-3.3333333333333335,-7.333333333333333,0.0,2,4,0,0.25,-0.16666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,-0.3333333333333333,-0.6666666666666666,0.0,0.0,0.0,0.0
core_low_0.25_24_ideal,guarded-edf,0.0,0.0,0.0,0,6,0,-0.5,-0.8333333333333334,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_24_ideal,guarded-density,-3.3333333333333335,-7.333333333333333,0.0,2,4,0,0.4166666666666667,0.0,0.9166666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,-0.3333333333333333,-0.6666666666666666,0.0,0.0,0.0,0.0
core_low_0.25_24_ideal,guarded-unguarded,-3.3333333333333335,-7.333333333333333,0.0,2,4,0,0.4166666666666667,0.0,0.9166666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,-0.3333333333333333,-0.6666666666666666,0.0,0.0,0.0,0.0
core_low_0.25_24_ideal,guarded-no_review,-47.333333333333336,-67.33333333333333,-23.333333333333332,5,1,0,12.416666666666666,12.25,12.666666666666666,9.0,9.0,9.0,5.833333333333333,2.8333333333333335,8.333333333333334,-5.833333333333333,-8.333333333333334,-2.8333333333333335,0.0,0.0,0.0
core_low_0.25_24_model,guarded-sticky_edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_24_model,guarded-greedy,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_24_model,guarded-edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_24_model,guarded-density,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_24_model,guarded-unguarded,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_24_model,guarded-no_review,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_24_model_risk,guarded-sticky_edf,0.0,0.0,0.0,0,6,0,0.16666666666666666,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_24_model_risk,guarded-greedy,0.0,0.0,0.0,0,6,0,0.25,-0.16666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_24_model_risk,guarded-edf,0.0,0.0,0.0,0,6,0,-0.5,-0.8333333333333334,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_24_model_risk,guarded-density,0.0,0.0,0.0,0,6,0,0.4166666666666667,0.0,0.9166666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_24_model_risk,guarded-unguarded,0.0,0.0,0.0,0,6,0,0.4166666666666667,0.0,0.9166666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_0.25_24_model_risk,guarded-no_review,4.0,-4.0,12.666666666666666,1,3,2,12.416666666666666,12.25,12.666666666666666,9.0,9.0,9.0,-0.8333333333333334,-2.0,0.3333333333333333,-0.16666666666666666,-0.5,0.0,1.0,0.0,2.0
core_low_1_6_ideal,guarded-sticky_edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_1_6_ideal,guarded-greedy,-0.6666666666666666,-4.0,2.0,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.5,-0.16666666666666666,-0.5,0.0,0.0,0.0,0.0
core_low_1_6_ideal,guarded-edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_1_6_ideal,guarded-density,-0.6666666666666666,-4.0,2.0,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.5,-0.16666666666666666,-0.5,0.0,0.0,0.0,0.0
core_low_1_6_ideal,guarded-unguarded,-0.6666666666666666,-4.0,2.0,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.5,-0.16666666666666666,-0.5,0.0,0.0,0.0,0.0
core_low_1_6_ideal,guarded-no_review,-19.333333333333332,-28.666666666666668,-9.333333333333334,5,1,0,5.25,5.25,5.25,3.0,3.0,3.0,2.1666666666666665,1.1666666666666667,3.0,-2.1666666666666665,-3.0,-1.1666666666666667,0.0,0.0,0.0
core_low_1_6_model,guarded-sticky_edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_1_6_model,guarded-greedy,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_1_6_model,guarded-edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_1_6_model,guarded-density,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_1_6_model,guarded-unguarded,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_1_6_model,guarded-no_review,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_1_6_model_risk,guarded-sticky_edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_1_6_model_risk,guarded-greedy,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_1_6_model_risk,guarded-edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_1_6_model_risk,guarded-density,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_1_6_model_risk,guarded-unguarded,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_low_1_6_model_risk,guarded-no_review,-0.6666666666666666,-5.333333333333333,2.6666666666666665,1,3,2,5.25,5.25,5.25,3.0,3.0,3.0,-0.16666666666666666,-0.6666666666666666,0.3333333333333333,-0.16666666666666666,-0.5,0.0,0.3333333333333333,0.0,0.6666666666666666
core_low_1_12_ideal,guarded-sticky_edf,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
