id,db,domain,kind,rep,condition,method,budget,questions,correct,wrong,unfinished,project_correct,loss,recovered,suppressed,incorrect_suppression,covered_references,references,intended_covered,reference_equal,reference_failure,verification_failures,executions,controller_seconds,reason,trace_hash,repeated_questions,incorrect_scope_transfers
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,recovery_completion,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,4,0.0021962060127407312,verification_failed,12ace48f690f5b51e6c6f63a5b444dc644002b43c70a8a0b72adab29ec638059,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,recovery_completion,1,1,0,1,0,0,4,0,0,0,0,2,0,0,0,4,5,0.006708904053084552,user_answer,7b8ab0993069ea9be8c5f987322875a716912ccaf1261f8d001eed4987ab096d,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,recovery_completion,2,1,0,1,0,0,4,0,0,0,0,2,0,0,0,4,5,0.002643425017595291,user_answer,2b18848dfec27c6e767ab1971f37469f81d3fb132b50ab38379b4aa087e1696e,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,recovery_depth2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,4,0.001882015960291028,verification_failed,12ace48f690f5b51e6c6f63a5b444dc644002b43c70a8a0b72adab29ec638059,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,recovery_depth2,1,1,0,1,0,0,4,0,0,0,0,2,0,0,0,4,5,0.002733951900154352,user_answer,7b8ab0993069ea9be8c5f987322875a716912ccaf1261f8d001eed4987ab096d,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,recovery_depth2,2,1,0,1,0,0,4,0,0,0,0,2,0,0,0,4,5,0.003296109032817185,user_answer,2b18848dfec27c6e767ab1971f37469f81d3fb132b50ab38379b4aa087e1696e,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,verification,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,4,0.0019517530454322696,verification_failed,12ace48f690f5b51e6c6f63a5b444dc644002b43c70a8a0b72adab29ec638059,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,verification,1,1,0,1,0,0,4,0,0,0,0,2,0,0,0,4,5,0.002417206997051835,user_answer,7b8ab0993069ea9be8c5f987322875a716912ccaf1261f8d001eed4987ab096d,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,verification,2,1,0,1,0,0,4,0,0,0,0,2,0,0,0,4,5,0.0026135959196835756,user_answer,2b18848dfec27c6e767ab1971f37469f81d3fb132b50ab38379b4aa087e1696e,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,full_context,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,4,0.0019018360180780292,verification_failed,12ace48f690f5b51e6c6f63a5b444dc644002b43c70a8a0b72adab29ec638059,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,full_context,1,1,0,1,0,0,4,0,0,0,0,2,0,0,0,4,5,0.003752527991309762,user_answer,7b8ab0993069ea9be8c5f987322875a716912ccaf1261f8d001eed4987ab096d,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,full_context,2,1,0,1,0,0,4,0,0,0,0,2,0,0,0,4,5,0.002577916020527482,user_answer,2b18848dfec27c6e767ab1971f37469f81d3fb132b50ab38379b4aa087e1696e,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,matched_checking,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,4,0.0018299899529665709,verification_failed,12ace48f690f5b51e6c6f63a5b444dc644002b43c70a8a0b72adab29ec638059,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,matched_checking,1,1,0,1,0,0,4,0,0,0,0,2,0,0,0,4,5,0.0024354280903935432,user_answer,7b8ab0993069ea9be8c5f987322875a716912ccaf1261f8d001eed4987ab096d,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,matched_checking,2,1,0,1,0,0,4,0,0,0,0,2,0,0,0,4,5,0.0033628250239416957,user_answer,2b18848dfec27c6e767ab1971f37469f81d3fb132b50ab38379b4aa087e1696e,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,no_recovery,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,4,0.0018486779881641269,verification_failed,12ace48f690f5b51e6c6f63a5b444dc644002b43c70a8a0b72adab29ec638059,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,no_recovery,1,1,0,1,0,0,4,0,0,0,0,2,0,0,0,4,5,0.0026987040182575583,user_answer,7b8ab0993069ea9be8c5f987322875a716912ccaf1261f8d001eed4987ab096d,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,no_recovery,2,1,0,1,0,0,4,0,0,0,0,2,0,0,0,4,5,0.002494921092875302,user_answer,2b18848dfec27c6e767ab1971f37469f81d3fb132b50ab38379b4aa087e1696e,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,no_verification,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,4,0.001807546941563487,verification_failed,12ace48f690f5b51e6c6f63a5b444dc644002b43c70a8a0b72adab29ec638059,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,no_verification,1,1,0,1,0,0,4,0,0,0,0,2,0,0,0,4,5,0.0034809220815077424,user_answer,7b8ab0993069ea9be8c5f987322875a716912ccaf1261f8d001eed4987ab096d,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,no_verification,2,1,0,1,0,0,4,0,0,0,0,2,0,0,0,4,5,0.002510829013772309,user_answer,2b18848dfec27c6e767ab1971f37469f81d3fb132b50ab38379b4aa087e1696e,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,no_coverage_guard,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,4,0.0018717769999057055,verification_failed,12ace48f690f5b51e6c6f63a5b444dc644002b43c70a8a0b72adab29ec638059,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,no_coverage_guard,1,1,0,1,0,0,4,0,0,0,0,2,0,0,0,4,5,0.002438943018205464,user_answer,7b8ab0993069ea9be8c5f987322875a716912ccaf1261f8d001eed4987ab096d,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,no_coverage_guard,2,1,0,1,0,0,4,0,0,0,0,2,0,0,0,4,5,0.0027840810362249613,user_answer,2b18848dfec27c6e767ab1971f37469f81d3fb132b50ab38379b4aa087e1696e,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,no_sharing,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,4,0.001991113997064531,verification_failed,12ace48f690f5b51e6c6f63a5b444dc644002b43c70a8a0b72adab29ec638059,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,no_sharing,1,1,0,1,0,0,4,0,0,0,0,2,0,0,0,4,5,0.0024455529637634754,user_answer,7b8ab0993069ea9be8c5f987322875a716912ccaf1261f8d001eed4987ab096d,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,no_sharing,2,1,0,1,0,0,4,0,0,0,0,2,0,0,0,4,5,0.0024634910514578223,user_answer,2b18848dfec27c6e767ab1971f37469f81d3fb132b50ab38379b4aa087e1696e,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,all_wait,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,4,0.001986891031265259,verification_failed,12ace48f690f5b51e6c6f63a5b444dc644002b43c70a8a0b72adab29ec638059,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,all_wait,1,1,0,1,0,0,4,0,0,0,0,2,0,0,0,4,5,0.0028589169960469007,user_answer,7b8ab0993069ea9be8c5f987322875a716912ccaf1261f8d001eed4987ab096d,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,generated,all_wait,2,1,0,1,0,0,4,0,0,0,0,2,0,0,0,4,5,0.0030396649381145835,user_answer,2b18848dfec27c6e767ab1971f37469f81d3fb132b50ab38379b4aa087e1696e,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,reference_candidates,recovery_completion,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,0,4,0.002596777048893273,unresolved_interpretation,0340582bbc7cc9dae4247ff3e07974e296074c2fa7c3c309dacb1b054952cf0e,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,reference_candidates,recovery_completion,1,1,1,0,0,1,0,0,0,0,2,2,1,0,0,0,5,0.0033606159267947078,user_answer,023bb1ed3b4457c6c12bc6cbdfb500eb25e9b36ed3e01977884bf69c87bfb031,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,reference_candidates,recovery_completion,2,1,1,0,0,1,0,0,0,0,2,2,1,0,0,0,5,0.003559423959814012,user_answer,c522d795fcdd94c2305b1f26efa121fe63b6ad46ddbb73e9a1d24a68bd08d557,0,0
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0,reference_candidates,recovery_depth2,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,0,4,0.0026313610142096877,unresolved_interpretation,0340582bbc7cc9dae4247ff3e07974e296074c2fa7c3c309dacb1b054952cf0e,0,0
