id,replicate,method,budget,error_weight,episode_seconds,planning_seconds,planning_calls,max_nodes
MUL0099.json,0,semantic_memory,0,2.0,0.00017735804431140423,0,0,0
MUL0099.json,0,semantic_memory,1,2.0,0.0005224000196903944,0,0,0
MUL0099.json,0,semantic_memory,2,2.0,0.0005725639639422297,0,0,0
MUL0099.json,0,semantic_memory,4,2.0,0.0005755199817940593,0,0,0
MUL0099.json,0,semantic_memory,6,2.0,0.0005190999945625663,0,0,0
MUL0099.json,0,semantic_memory,unlimited,2.0,0.0007022320060059428,0,0,0
MUL0099.json,0,full_history,0,2.0,0.0004365709610283375,0,0,0
MUL0099.json,0,full_history,1,2.0,0.000432576984167099,0,0,0
MUL0099.json,0,full_history,2,2.0,0.00043391098733991385,0,0,0
MUL0099.json,0,full_history,4,2.0,0.00042718101758509874,0,0,0
MUL0099.json,0,full_history,6,2.0,0.00042910606134682894,0,0,0
MUL0099.json,0,full_history,unlimited,2.0,0.0004477349575608969,0,0,0
MUL0099.json,0,one_step,0,2.0,0.0001696049002930522,2.3542088456451893e-05,1,1
MUL0099.json,0,one_step,1,2.0,0.0006704940460622311,0.0001672541256994009,2,6
MUL0099.json,0,one_step,2,2.0,0.0008457360090687871,0.00026523403357714415,3,6
MUL0099.json,0,one_step,4,2.0,0.0009504829067736864,0.0003800321137532592,4,6
MUL0099.json,0,one_step,6,2.0,0.0008733089780434966,0.00032317801378667355,4,6
MUL0099.json,0,one_step,unlimited,2.0,0.0008778099436312914,0.00031370995566248894,4,6
MUL0099.json,0,completion,0,2.0,0.00014104810543358326,0,0,0
MUL0099.json,0,completion,1,2.0,0.00034695304930210114,0,0,0
MUL0099.json,0,completion,2,2.0,0.0002807009732350707,0,0,0
MUL0099.json,0,completion,4,2.0,0.0006272291066125035,0,0,0
MUL0099.json,0,completion,6,2.0,0.0006268139695748687,0,0,0
MUL0099.json,0,completion,unlimited,2.0,0.000632213894277811,0,0,0
MUL0099.json,0,depth2,0,2.0,0.00015236693434417248,1.1096009984612465e-05,1,1
MUL0099.json,0,depth2,1,2.0,0.0006193409208208323,0.00014857400674372911,2,6
MUL0099.json,0,depth2,2,2.0,0.0009559179889038205,0.00043544196523725986,3,14
MUL0099.json,0,depth2,4,2.0,0.0011617050040513277,0.0006095778662711382,4,14
MUL0099.json,0,depth2,6,2.0,0.0012821810087189078,0.0006810398772358894,4,14
MUL0099.json,0,depth2,unlimited,2.0,0.001080643036402762,0.0005286388332024217,4,14
MUL0099.json,0,depth3,0,2.0,0.00014332402497529984,8.725910447537899e-06,1,1
MUL0099.json,0,depth3,1,2.0,0.0006145979277789593,0.00014187698252499104,2,6
MUL0099.json,0,depth3,2,2.0,0.0010352659737691283,0.00051997194532305,3,14
MUL0099.json,0,depth3,4,2.0,0.0012475349940359592,0.0006826019380241632,4,18
MUL0099.json,0,depth3,6,2.0,0.0012887190096080303,0.0007373449625447392,4,18
MUL0099.json,0,depth3,unlimited,2.0,0.001295893918722868,0.0007431028643622994,4,18
MUL0099.json,0,generic2,0,2.0,0.0001423920039087534,8.851056918501854e-06,1,1
MUL0099.json,0,generic2,1,2.0,0.0006586100207641721,0.00015267205890268087,2,6
MUL0099.json,0,generic2,2,2.0,0.0010894329752773046,0.0004293670644983649,3,14
MUL0099.json,0,generic2,4,2.0,0.0010976330377161503,0.0005465828580781817,4,14
MUL0099.json,0,generic2,6,2.0,0.0016806629719212651,0.0011239779414609075,4,14
MUL0099.json,0,generic2,unlimited,2.0,0.0010414880234748125,0.0005025699501857162,4,14
MUL0099.json,0,no_scope,0,2.0,0.0001398900058120489,8.511007763445377e-06,1,1
MUL0099.json,0,no_scope,1,2.0,0.000607970985583961,0.00014171504881232977,2,6
MUL0099.json,0,no_scope,2,2.0,0.000935327960178256,0.0004264980088919401,3,14
MUL0099.json,0,no_scope,4,2.0,0.0011941749835386872,0.0006402450380846858,4,14
MUL0099.json,0,no_scope,6,2.0,0.0010753200622275472,0.0005270299734547734,4,14
MUL0099.json,0,no_scope,unlimited,2.0,0.0010721500730141997,0.0005280671175569296,4,14
MUL0099.json,0,request_specific,0,2.0,0.00014571601059287786,9.19110607355833e-06,1,1
MUL0099.json,0,request_specific,1,2.0,0.0006155240116640925,0.00014689203817397356,2,6
MUL0099.json,0,request_specific,2,2.0,0.0010922530200332403,0.0005512440111488104,3,14
MUL0099.json,0,request_specific,4,2.0,0.0011377079645171762,0.0005489060422405601,4,14
MUL0099.json,0,request_specific,6,2.0,0.0011741949710994959,0.0005514860386028886,4,14
MUL0099.json,0,request_specific,unlimited,2.0,0.0011918230447918177,0.0006103269988670945,4,14
MUL0099.json,0,ideal_depth2,0,2.0,0.00043335906229913235,8.733011782169342e-06,1,1
MUL0099.json,0,ideal_depth2,1,2.0,0.00055475695990026,0.00012918398715555668,1,1
MUL0099.json,0,ideal_depth2,2,2.0,0.00044794194400310516,1.919199712574482e-05,1,1
MUL0099.json,0,ideal_depth2,4,2.0,0.00043758307583630085,1.8774066120386124e-05,1,1
MUL0099.json,0,ideal_depth2,6,2.0,0.0004394149873405695,1.841108314692974e-05,1,1
MUL0099.json,0,ideal_depth2,unlimited,2.0,0.0004422400379553437,1.822004560381174e-05,1,1
MUL0099.json,0,semantic_memory,0,4.0,0.000136647024191916,0,0,0
MUL0099.json,0,semantic_memory,1,4.0,0.0005262029590085149,0,0,0
MUL0099.json,0,semantic_memory,2,4.0,0.0005028219893574715,0,0,0
MUL0099.json,0,semantic_memory,4,4.0,0.0004988959990441799,0,0,0
MUL0099.json,0,semantic_memory,6,4.0,0.0005028429441154003,0,0,0
MUL0099.json,0,semantic_memory,unlimited,4.0,0.0005033770576119423,0,0,0
MUL0099.json,0,full_history,0,4.0,0.0005415950436145067,0,0,0
MUL0099.json,0,full_history,1,4.0,0.0004391410620883107,0,0,0
MUL0099.json,0,full_history,2,4.0,0.0004444679943844676,0,0,0
MUL0099.json,0,full_history,4,4.0,0.00046747294254601,0,0,0
MUL0099.json,0,full_history,6,4.0,0.0004288370255380869,0,0,0
MUL0099.json,0,full_history,unlimited,4.0,0.0004307660274207592,0,0,0
MUL0099.json,0,one_step,0,4.0,0.0002242010086774826,1.931004226207733e-05,1,1
MUL0099.json,0,one_step,1,4.0,0.00040820101276040077,0.00022846309002488852,2,6
MUL0099.json,0,one_step,2,4.0,0.0007389149395748973,0.00022861093748360872,3,6
MUL0099.json,0,one_step,4,4.0,0.0008468310115858912,0.00029462086968123913,4,6
MUL0099.json,0,one_step,6,4.0,0.0008370020659640431,0.0002997900592163205,4,6
MUL0099.json,0,one_step,unlimited,4.0,0.0008235529530793428,0.0002833318430930376,4,6
MUL0099.json,0,completion,0,4.0,0.00013742398004978895,0,0,0
MUL0099.json,0,completion,1,4.0,0.00035002094227820635,0,0,0
MUL0099.json,0,completion,2,4.0,0.000272811041213572,0,0,0
MUL0099.json,0,completion,4,4.0,0.0006348199676722288,0,0,0
MUL0099.json,0,completion,6,4.0,0.0006224199896678329,0,0,0
MUL0099.json,0,completion,unlimited,4.0,0.0006318580126389861,0,0,0
MUL0099.json,0,depth2,0,4.0,0.0001453410368412733,1.249008346349001e-05,1,1
MUL0099.json,0,depth2,1,4.0,0.0003003199817612767,0.00012956990394741297,2,6
MUL0099.json,0,depth2,2,4.0,0.001027924008667469,0.00046635884791612625,3,14
MUL0099.json,0,depth2,4,4.0,0.0012567569501698017,0.0006817139219492674,4,14
MUL0099.json,0,depth2,6,4.0,0.001118315034545958,0.0005476099904626608,4,14
MUL0099.json,0,depth2,unlimited,4.0,0.0011188900098204613,0.0005390108563005924,4,14
MUL0099.json,0,depth3,0,4.0,0.0001427240204066038,8.899951353669167e-06,1,1
MUL0099.json,0,depth3,1,4.0,0.00030332594178617,0.00012873299419879913,2,6
MUL0099.json,0,depth3,2,4.0,0.001067762030288577,0.0005476769292727113,3,14
MUL0099.json,0,depth3,4,4.0,0.001226118067279458,0.000671384041197598,4,18
MUL0099.json,0,depth3,6,4.0,0.0013002419145777822,0.0007112140301615,4,18
MUL0099.json,0,depth3,unlimited,4.0,0.0013159180525690317,0.0007580410456284881,4,18
MUL0099.json,0,generic2,0,4.0,0.0001418089959770441,8.850009180605412e-06,1,1
MUL0099.json,0,generic2,1,4.0,0.00029499095398932695,0.00012740399688482285,2,6
MUL0099.json,0,generic2,2,4.0,0.0009422911098226905,0.00042495003435760736,3,14
