blocked_unresolved,bundle_id,completed_reviews,corrections,expired_useful_opportunities,greedy_search_different_heads,multi_eligible_dispatches,operational_loss,policy,replicate,review_busy_ticks,review_duration,review_utilization,service_failure_loss,status,task_completed,total_waiting_ticks,unstaged_failures,variant,wrong_transaction_loss,wrong_transactions,planning_seconds,max_planning_seconds
0,evaluation_06,3,0,0,2,2,0,search,1,3,1,0.6,0,completed,3,2,0,complexity_time,0,0,0.00012161594349890947,4.3032923713326454e-05
0,evaluation_06,0,0,0,1,3,0,no_review,2,0,2,0.0,0,completed,3,0,0,reference,0,0,0.0001954390900209546,6.460200529545546e-05
0,evaluation_06,2,0,0,1,1,0,fcfs,2,4,2,0.8,0,completed,3,2,0,reference,0,0,7.509707938879728e-05,4.036200698465109e-05
0,evaluation_06,2,0,0,1,1,0,edf,2,4,2,0.8,0,completed,3,2,0,reference,0,0,9.434996172785759e-05,5.646201316267252e-05
0,evaluation_06,2,0,0,1,1,0,uncertainty,2,4,2,0.8,0,completed,3,2,0,reference,0,0,7.826299406588078e-05,4.136504139751196e-05
0,evaluation_06,2,0,0,1,1,0,greedy,2,4,2,0.8,0,completed,3,2,0,reference,0,0,7.84299336373806e-05,4.064594395458698e-05
0,evaluation_06,2,0,0,1,1,0,search,2,4,2,0.8,0,completed,3,2,0,reference,0,0,0.00010288495104759932,5.224102642387152e-05
0,evaluation_06,0,0,0,2,4,0,no_review,2,0,1,0.0,0,completed,3,0,0,reference,0,0,0.0001760880695655942,4.5113032683730125e-05
0,evaluation_06,3,0,0,2,2,0,fcfs,2,3,1,0.6,0,completed,3,2,0,reference,0,0,0.00010439101606607437,3.5386066883802414e-05
0,evaluation_06,3,0,0,2,2,0,edf,2,3,1,0.6,0,completed,3,2,0,reference,0,0,9.249907452613115e-05,3.485800698399544e-05
0,evaluation_06,3,0,0,2,2,0,uncertainty,2,3,1,0.6,0,completed,3,2,0,reference,0,0,0.0001147659495472908,3.8319965824484825e-05
0,evaluation_06,3,0,0,2,2,0,greedy,2,3,1,0.6,0,completed,3,2,0,reference,0,0,0.00011135474778711796,4.067993722856045e-05
0,evaluation_06,3,0,0,2,2,0,search,2,3,1,0.6,0,completed,3,2,0,reference,0,0,0.00012832682114094496,4.3122912757098675e-05
0,evaluation_06,0,0,0,1,3,0,no_review,2,0,2,0.0,0,completed,3,0,0,approve_block,0,0,0.00016985391266644,4.896102473139763e-05
0,evaluation_06,2,0,0,1,1,0,fcfs,2,4,2,0.8,0,completed,3,2,0,approve_block,0,0,7.904891390353441e-05,4.3603009544312954e-05
0,evaluation_06,2,0,0,1,1,0,edf,2,4,2,0.8,0,completed,3,2,0,approve_block,0,0,8.859112858772278e-05,4.7525973059237e-05
0,evaluation_06,2,0,0,1,1,0,uncertainty,2,4,2,0.8,0,completed,3,2,0,approve_block,0,0,8.378899656236172e-05,4.663399886339903e-05
0,evaluation_06,2,0,0,1,1,0,greedy,2,4,2,0.8,0,completed,3,2,0,approve_block,0,0,9.47748776525259e-05,5.47849340364337e-05
0,evaluation_06,2,0,0,1,1,0,search,2,4,2,0.8,0,completed,3,2,0,approve_block,0,0,0.0001068370183929801,5.270005203783512e-05
0,evaluation_06,0,0,0,3,4,0,no_review,2,0,1,0.0,0,completed,3,0,0,approve_block,0,0,0.00016686005983501673,4.0427083149552345e-05
0,evaluation_06,3,0,0,1,2,0,fcfs,2,3,1,0.6,0,completed,3,2,0,approve_block,0,0,9.187113028019667e-05,3.170908894389868e-05
0,evaluation_06,3,0,0,2,2,0,edf,2,3,1,0.6,0,completed,3,2,0,approve_block,0,0,9.227695409208536e-05,3.554299473762512e-05
0,evaluation_06,3,0,0,2,2,0,uncertainty,2,3,1,0.6,0,completed,3,2,0,approve_block,0,0,0.00011705618817359209,4.0868064388632774e-05
0,evaluation_06,3,0,0,2,2,0,greedy,2,3,1,0.6,0,completed,3,2,0,approve_block,0,0,0.00011112203355878592,3.9831968024373055e-05
0,evaluation_06,3,0,0,1,2,0,search,2,3,1,0.6,0,completed,3,2,0,approve_block,0,0,0.0001434721052646637,4.685798194259405e-05
0,evaluation_06,0,0,0,1,3,0,no_review,2,0,2,0.0,0,completed,3,0,0,complexity_time,0,0,0.0001718420535326004,3.9789010770618916e-05
0,evaluation_06,2,0,0,1,1,0,fcfs,2,4,2,0.8,0,completed,3,2,0,complexity_time,0,0,8.297001477330923e-05,4.598405212163925e-05
0,evaluation_06,2,0,0,1,1,0,edf,2,4,2,0.8,0,completed,3,2,0,complexity_time,0,0,7.935403846204281e-05,4.26220940425992e-05
0,evaluation_06,2,0,0,1,1,0,uncertainty,2,4,2,0.8,0,completed,3,2,0,complexity_time,0,0,8.692604023963213e-05,4.853401333093643e-05
0,evaluation_06,2,0,0,1,1,0,greedy,2,4,2,0.8,0,completed,3,2,0,complexity_time,0,0,9.217613842338324e-05,5.3255935199558735e-05
0,evaluation_06,2,0,0,1,1,0,search,2,4,2,0.8,0,completed,3,2,0,complexity_time,0,0,9.533797856420279e-05,5.036394577473402e-05
0,evaluation_06,0,0,0,2,4,0,no_review,2,0,1,0.0,0,completed,3,0,0,complexity_time,0,0,0.00016957602929323912,4.0297978557646275e-05
0,evaluation_06,3,0,0,2,2,0,fcfs,2,3,1,0.6,0,completed,3,2,0,complexity_time,0,0,9.21530881896615e-05,3.069406375288963e-05
0,evaluation_06,3,0,0,2,2,0,edf,2,3,1,0.6,0,completed,3,2,0,complexity_time,0,0,0.00012065109331160784,4.252407234162092e-05
0,evaluation_06,3,0,0,2,2,0,uncertainty,2,3,1,0.6,0,completed,3,2,0,complexity_time,0,0,0.00010635517537593842,3.4566037356853485e-05
0,evaluation_06,3,0,0,2,2,0,greedy,2,3,1,0.6,0,completed,3,2,0,complexity_time,0,0,0.00011446315329521894,3.467302303761244e-05
0,evaluation_06,3,0,0,2,2,0,search,2,3,1,0.6,0,completed,3,2,0,complexity_time,0,0,0.00012872600927948952,4.3553998693823814e-05
0,evaluation_07,2,0,0,0,0,4,fcfs,0,2,1,0.4,4,completed,2,0,1,reference,0,0,4.4007087126374245e-05,1.91050348803401e-05
0,evaluation_07,2,0,0,0,0,4,edf,0,2,1,0.4,4,completed,2,0,1,reference,0,0,5.0146016292274e-05,2.3088068701326847e-05
0,evaluation_07,2,0,0,0,0,4,uncertainty,0,2,1,0.4,4,completed,2,0,1,reference,0,0,4.979514051228762e-05,2.353498712182045e-05
0,evaluation_07,2,0,0,0,0,4,greedy,0,2,1,0.4,4,completed,2,0,1,reference,0,0,4.8392219468951225e-05,2.247805241495371e-05
0,evaluation_07,2,0,0,0,0,4,search,0,2,1,0.4,4,completed,2,0,1,reference,0,0,7.608893793076277e-05,4.416296724230051e-05
0,evaluation_07,0,0,0,1,2,4,no_review,0,0,1,0.0,4,completed,2,0,1,reference,0,0,9.692681487649679e-05,2.5565968826413155e-05
0,evaluation_07,1,0,0,0,0,4,fcfs,0,2,2,0.4,4,completed,2,0,1,reference,0,0,5.935004446655512e-05,3.429397474974394e-05
0,evaluation_07,1,0,0,0,0,4,edf,0,2,2,0.4,4,completed,2,0,1,reference,0,0,6.718083750456572e-05,3.9319973438978195e-05
0,evaluation_07,1,0,0,0,0,4,uncertainty,0,2,2,0.4,4,completed,2,0,1,reference,0,0,5.495385266840458e-05,2.6025925762951374e-05
0,evaluation_07,1,0,0,0,0,4,greedy,0,2,2,0.4,4,completed,2,0,1,reference,0,0,6.960704922676086e-05,3.6073033697903156e-05
0,evaluation_07,1,0,0,0,0,4,search,0,2,2,0.4,4,completed,2,0,1,reference,0,0,6.218801718205214e-05,3.009301144629717e-05
0,evaluation_07,0,0,0,0,1,4,no_review,0,0,2,0.0,4,completed,2,0,1,reference,0,0,0.00010228774044662714,3.366195596754551e-05
0,evaluation_07,2,0,0,0,0,4,fcfs,0,2,1,0.4,4,completed,2,0,1,approve_block,0,0,4.513177555054426e-05,2.1484913304448128e-05
0,evaluation_07,2,0,0,0,0,4,edf,0,2,1,0.4,4,completed,2,0,1,approve_block,0,0,9.875907562673092e-05,5.17719890922308e-05
0,evaluation_07,2,0,0,0,0,4,uncertainty,0,2,1,0.4,4,completed,2,0,1,approve_block,0,0,4.8129004426300526e-05,2.215895801782608e-05
0,evaluation_07,2,0,0,0,0,4,greedy,0,2,1,0.4,4,completed,2,0,1,approve_block,0,0,7.244991138577461e-05,4.209799226373434e-05
0,evaluation_07,2,0,0,0,0,4,search,0,2,1,0.4,4,completed,2,0,1,approve_block,0,0,6.410002242773771e-05,2.8654001653194427e-05
0,evaluation_07,0,0,0,1,2,4,no_review,0,0,1,0.0,4,completed,2,0,1,approve_block,0,0,8.734606672078371e-05,2.298504114151001e-05
0,evaluation_07,1,0,0,0,0,4,fcfs,0,2,2,0.4,4,completed,2,0,1,approve_block,0,0,5.246198270469904e-05,2.5831046514213085e-05
0,evaluation_07,1,0,0,0,0,4,edf,0,2,2,0.4,4,completed,2,0,1,approve_block,0,0,5.5156066082417965e-05,2.6255962438881397e-05
0,evaluation_07,1,0,0,0,0,4,uncertainty,0,2,2,0.4,4,completed,2,0,1,approve_block,0,0,6.273691542446613e-05,3.66260064765811e-05
0,evaluation_07,1,0,0,0,0,4,greedy,0,2,2,0.4,4,completed,2,0,1,approve_block,0,0,6.848201155662537e-05,3.42389103025198e-05
0,evaluation_07,1,0,0,0,0,4,search,0,2,2,0.4,4,completed,2,0,1,approve_block,0,0,6.0298945754766464e-05,2.8218957595527172e-05
0,evaluation_07,0,0,0,0,1,4,no_review,0,0,2,0.0,4,completed,2,0,1,approve_block,0,0,8.7380176410079e-05,2.3381086066365242e-05
0,evaluation_07,2,0,0,0,0,4,fcfs,0,3,1,0.6,4,completed,2,0,1,complexity_time,0,0,4.626403097063303e-05,2.1739047951996326e-05
0,evaluation_07,2,0,0,0,0,4,edf,0,3,1,0.6,4,completed,2,0,1,complexity_time,0,0,4.7756009735167027e-05,2.3750937543809414e-05
0,evaluation_07,2,0,0,0,0,4,uncertainty,0,3,1,0.6,4,completed,2,0,1,complexity_time,0,0,5.172204691916704e-05,2.5144079700112343e-05
0,evaluation_07,2,0,0,0,0,4,greedy,0,3,1,0.6,4,completed,2,0,1,complexity_time,0,0,5.9745158068835735e-05,2.256303559988737e-05
0,evaluation_07,2,0,0,0,0,4,search,0,3,1,0.6,4,completed,2,0,1,complexity_time,0,0,6.069103255867958e-05,2.6916037313640118e-05
0,evaluation_07,0,0,0,0,1,4,no_review,0,0,1,0.0,4,completed,2,0,1,complexity_time,0,0,0.00017977412790060043,5.5051990784704685e-05
0,evaluation_07,1,0,0,0,0,4,fcfs,0,2,2,0.4,4,completed,2,0,1,complexity_time,0,0,5.5094948038458824e-05,2.7772970497608185e-05
0,evaluation_07,1,0,0,0,0,4,edf,0,2,2,0.4,4,completed,2,0,1,complexity_time,0,0,5.033786874264479e-05,2.2879918105900288e-05
0,evaluation_07,1,0,0,0,0,4,uncertainty,0,2,2,0.4,4,completed,2,0,1,complexity_time,0,0,6.18170015513897e-05,3.283005207777023e-05
0,evaluation_07,1,0,0,0,0,4,greedy,0,2,2,0.4,4,completed,2,0,1,complexity_time,0,0,8.2006910815835e-05,5.272694397717714e-05
0,evaluation_07,1,0,0,0,0,4,search,0,2,2,0.4,4,completed,2,0,1,complexity_time,0,0,4.8563932068645954e-05,2.396001946181059e-05
0,evaluation_07,0,0,0,0,0,4,no_review,0,0,2,0.0,4,completed,2,0,1,complexity_time,0,0,0.00012093398254364729,5.298294126987457e-05
0,evaluation_07,1,0,0,0,0,8,fcfs,1,1,1,0.2,8,completed,1,0,2,reference,0,0,2.8347130864858627e-05,2.053799107670784e-05
0,evaluation_07,1,0,0,0,0,8,edf,1,1,1,0.2,8,completed,1,0,2,reference,0,0,2.8247828595340252e-05,2.2709951736032963e-05
0,evaluation_07,1,0,0,0,0,8,uncertainty,1,1,1,0.2,8,completed,1,0,2,reference,0,0,2.9292074032127857e-05,2.3051048628985882e-05
0,evaluation_07,1,0,0,0,0,8,greedy,1,1,1,0.2,8,completed,1,0,2,reference,0,0,2.863793633878231e-05,2.3112050257623196e-05
0,evaluation_07,1,0,0,0,0,8,search,1,1,1,0.2,8,completed,1,0,2,reference,0,0,3.258208744227886e-05,2.596306148916483e-05
0,evaluation_07,0,0,0,0,0,8,no_review,1,0,1,0.0,8,completed,1,0,2,reference,0,0,5.9484969824552536e-05,1.9723083823919296e-05
0,evaluation_07,1,0,0,0,0,8,fcfs,1,2,2,0.4,8,completed,1,0,2,reference,0,0,2.7386005967855453e-05,2.0802021026611328e-05
0,evaluation_07,1,0,0,0,0,8,edf,1,2,2,0.4,8,completed,1,0,2,reference,0,0,2.8268899768590927e-05,2.2790045477449894e-05
0,evaluation_07,1,0,0,0,0,8,uncertainty,1,2,2,0.4,8,completed,1,0,2,reference,0,0,2.8247828595340252e-05,2.1565938368439674e-05
0,evaluation_07,1,0,0,0,0,8,greedy,1,2,2,0.4,8,completed,1,0,2,reference,0,0,2.9271934181451797e-05,2.385291736572981e-05
0,evaluation_07,1,0,0,0,0,8,search,1,2,2,0.4,8,completed,1,0,2,reference,0,0,3.476906567811966e-05,2.7145957574248314e-05
0,evaluation_07,0,0,0,0,0,8,no_review,1,0,2,0.0,8,completed,1,0,2,reference,0,0,6.04019733145833e-05,1.97939807549119e-05
0,evaluation_07,1,0,0,0,0,8,fcfs,1,1,1,0.2,8,completed,1,0,2,approve_block,0,0,2.8404057957232e-05,2.0961975678801537e-05
0,evaluation_07,1,0,0,0,0,8,edf,1,1,1,0.2,8,completed,1,0,2,approve_block,0,0,2.9743998311460018e-05,2.302299253642559e-05
0,evaluation_07,1,0,0,0,0,8,uncertainty,1,1,1,0.2,8,completed,1,0,2,approve_block,0,0,2.7314992621541023e-05,2.1104002371430397e-05
0,evaluation_07,1,0,0,0,0,8,greedy,1,1,1,0.2,8,completed,1,0,2,approve_block,0,0,2.896797377616167e-05,2.2524967789649963e-05
0,evaluation_07,1,0,0,0,0,8,search,1,1,1,0.2,8,completed,1,0,2,approve_block,0,0,3.55640659108758e-05,2.711603883653879e-05
0,evaluation_07,0,0,0,0,0,8,no_review,1,0,1,0.0,8,completed,1,0,2,approve_block,0,0,5.7361903600394726e-05,1.879397314041853e-05
0,evaluation_07,1,0,0,0,0,8,fcfs,1,2,2,0.4,8,completed,1,0,2,approve_block,0,0,2.5470973923802376e-05,1.9822968170046806e-05
0,evaluation_07,1,0,0,0,0,8,edf,1,2,2,0.4,8,completed,1,0,2,approve_block,0,0,2.940709237009287e-05,2.397701609879732e-05
0,evaluation_07,1,0,0,0,0,8,uncertainty,1,2,2,0.4,8,completed,1,0,2,approve_block,0,0,2.7036992833018303e-05,2.1297018975019455e-05
0,evaluation_07,1,0,0,0,0,8,greedy,1,2,2,0.4,8,completed,1,0,2,approve_block,0,0,2.678600139915943e-05,2.1881074644625187e-05
0,evaluation_07,1,0,0,0,0,8,search,1,2,2,0.4,8,completed,1,0,2,approve_block,0,0,3.317615482956171e-05,2.7064001187682152e-05
0,evaluation_07,0,0,0,0,0,8,no_review,1,0,2,0.0,8,completed,1,0,2,approve_block,0,0,5.881686229258776e-05,1.8835999071598053e-05
0,evaluation_07,1,0,0,0,0,8,fcfs,1,1,1,0.2,8,completed,1,0,2,complexity_time,0,0,2.5267829187214375e-05,1.983798574656248e-05
0,evaluation_07,1,0,0,0,0,8,edf,1,1,1,0.2,8,completed,1,0,2,complexity_time,0,0,3.0353199690580368e-05,2.2766063921153545e-05
0,evaluation_07,1,0,0,0,0,8,uncertainty,1,1,1,0.2,8,completed,1,0,2,complexity_time,0,0,2.9332004487514496e-05,2.33169412240386e-05
0,evaluation_07,1,0,0,0,0,8,greedy,1,1,1,0.2,8,completed,1,0,2,complexity_time,0,0,2.9478687793016434e-05,2.1811923943459988e-05
0,evaluation_07,1,0,0,0,0,8,search,1,1,1,0.2,8,completed,1,0,2,complexity_time,0,0,3.51971248164773e-05,2.8807087801396847e-05
0,evaluation_07,0,0,0,0,0,8,no_review,1,0,1,0.0,8,completed,1,0,2,complexity_time,0,0,6.236287299543619e-05,2.163101453334093e-05
0,evaluation_07,1,0,0,0,0,8,fcfs,1,2,2,0.4,8,completed,1,0,2,complexity_time,0,0,2.8160051442682743e-05,2.1509011276066303e-05
0,evaluation_07,1,0,0,0,0,8,edf,1,2,2,0.4,8,completed,1,0,2,complexity_time,0,0,2.774200402200222e-05,2.1314015612006187e-05
0,evaluation_07,1,0,0,0,0,8,uncertainty,1,2,2,0.4,8,completed,1,0,2,complexity_time,0,0,2.7744914405047894e-05,2.2285967133939266e-05
0,evaluation_07,1,0,0,0,0,8,greedy,1,2,2,0.4,8,completed,1,0,2,complexity_time,0,0,2.6098103262484074e-05,2.1566986106336117e-05
0,evaluation_07,1,0,0,0,0,8,search,1,2,2,0.4,8,completed,1,0,2,complexity_time,0,0,3.5932986065745354e-05,2.9518036171793938e-05
0,evaluation_07,0,0,0,0,0,8,no_review,1,0,2,0.0,8,completed,1,0,2,complexity_time,0,0,5.844410043209791e-05,1.8961960449814796e-05
0,evaluation_07,2,0,0,0,0,4,fcfs,2,2,1,0.4,4,completed,2,0,1,reference,0,0,4.365493077784777e-05,1.9113998860120773e-05
0,evaluation_07,2,0,0,0,0,4,edf,2,2,1,0.4,4,completed,2,0,1,reference,0,0,4.630314651876688e-05,2.1065003238618374e-05
0,evaluation_07,2,0,0,0,0,4,uncertainty,2,2,1,0.4,4,completed,2,0,1,reference,0,0,5.014112684875727e-05,2.2798078134655952e-05
0,evaluation_07,2,0,0,0,0,4,greedy,2,2,1,0.4,4,completed,2,0,1,reference,0,0,4.961015656590462e-05,2.298003528267145e-05
0,evaluation_07,2,0,0,0,0,4,search,2,2,1,0.4,4,completed,2,0,1,reference,0,0,5.197396967560053e-05,2.6388908736407757e-05
0,evaluation_07,0,0,0,1,2,4,no_review,2,0,1,0.0,4,completed,2,0,1,reference,0,0,0.00010483397636562586,2.9884977266192436e-05
0,evaluation_07,1,0,0,0,0,4,fcfs,2,2,2,0.4,4,completed,2,0,1,reference,0,0,5.9167854487895966e-05,3.090302925556898e-05
0,evaluation_07,1,0,0,0,0,4,edf,2,2,2,0.4,4,completed,2,0,1,reference,0,0,6.275414489209652e-05,3.4195021726191044e-05
0,evaluation_07,1,0,0,0,0,4,uncertainty,2,2,2,0.4,4,completed,2,0,1,reference,0,0,6.115203723311424e-05,2.896797377616167e-05
0,evaluation_07,1,0,0,0,0,4,greedy,2,2,2,0.4,4,completed,2,0,1,reference,0,0,5.304685328155756e-05,2.6060035452246666e-05
0,evaluation_07,1,0,0,0,0,4,search,2,2,2,0.4,4,completed,2,0,1,reference,0,0,9.908981155604124e-05,6.629095878452063e-05
0,evaluation_07,0,0,0,0,1,4,no_review,2,0,2,0.0,4,completed,2,0,1,reference,0,0,0.00011223391629755497,4.1967956349253654e-05
0,evaluation_07,2,0,0,0,0,4,fcfs,2,2,1,0.4,4,completed,2,0,1,approve_block,0,0,4.100997466593981e-05,1.9956030882894993e-05
0,evaluation_07,2,0,0,0,0,4,edf,2,2,1,0.4,4,completed,2,0,1,approve_block,0,0,4.796881694346666e-05,2.1731946617364883e-05
0,evaluation_07,2,0,0,0,0,4,uncertainty,2,2,1,0.4,4,completed,2,0,1,approve_block,0,0,4.825112409889698e-05,2.1987012587487698e-05
0,evaluation_07,2,0,0,0,0,4,greedy,2,2,1,0.4,4,completed,2,0,1,approve_block,0,0,5.1506911404430866e-05,2.295698504894972e-05
0,evaluation_07,2,0,0,0,0,4,search,2,2,1,0.4,4,completed,2,0,1,approve_block,0,0,6.074493285268545e-05,2.8698937967419624e-05
0,evaluation_07,0,0,0,1,2,4,no_review,2,0,1,0.0,4,completed,2,0,1,approve_block,0,0,0.00010291789658367634,3.409001510590315e-05
0,evaluation_07,1,0,0,0,0,4,fcfs,2,2,2,0.4,4,completed,2,0,1,approve_block,0,0,5.640194285660982e-05,3.215402830392122e-05
0,evaluation_07,1,0,0,0,0,4,edf,2,2,2,0.4,4,completed,2,0,1,approve_block,0,0,5.809601861983538e-05,3.0269031412899494e-05
0,evaluation_07,1,0,0,0,0,4,uncertainty,2,2,2,0.4,4,completed,2,0,1,approve_block,0,0,6.155914161354303e-05,3.416405525058508e-05
0,evaluation_07,1,0,0,0,0,4,greedy,2,2,2,0.4,4,completed,2,0,1,approve_block,0,0,5.6355027481913567e-05,2.860603854060173e-05
0,evaluation_07,1,0,0,0,0,4,search,2,2,2,0.4,4,completed,2,0,1,approve_block,0,0,6.583204958587885e-05,3.394600935280323e-05
0,evaluation_07,0,0,0,0,1,4,no_review,2,0,2,0.0,4,completed,2,0,1,approve_block,0,0,0.00010991503950208426,4.019704647362232e-05
0,evaluation_07,2,0,0,0,0,4,fcfs,2,3,1,0.6,4,completed,2,0,1,complexity_time,0,0,4.9949041567742825e-05,2.3851986043155193e-05
0,evaluation_07,2,0,0,0,0,4,edf,2,3,1,0.6,4,completed,2,0,1,complexity_time,0,0,4.637218080461025e-05,2.2385036572813988e-05
0,evaluation_07,2,0,0,0,0,4,uncertainty,2,3,1,0.6,4,completed,2,0,1,complexity_time,0,0,4.374515265226364e-05,2.2065010853111744e-05
0,evaluation_07,2,0,0,0,0,4,greedy,2,3,1,0.6,4,completed,2,0,1,complexity_time,0,0,4.727893974632025e-05,2.349703572690487e-05
0,evaluation_07,2,0,0,0,0,4,search,2,3,1,0.6,4,completed,2,0,1,complexity_time,0,0,6.504403427243233e-05,3.5217031836509705e-05
0,evaluation_07,0,0,0,0,1,4,no_review,2,0,1,0.0,4,completed,2,0,1,complexity_time,0,0,0.00010134675540030003,2.9647955670952797e-05
0,evaluation_07,1,0,0,0,0,4,fcfs,2,2,2,0.4,4,completed,2,0,1,complexity_time,0,0,6.033701356500387e-05,2.806901466101408e-05
0,evaluation_07,1,0,0,0,0,4,edf,2,2,2,0.4,4,completed,2,0,1,complexity_time,0,0,5.5607990361750126e-05,2.8259004466235638e-05
0,evaluation_07,1,0,0,0,0,4,uncertainty,2,2,2,0.4,4,completed,2,0,1,complexity_time,0,0,5.8273784816265106e-05,3.0327937565743923e-05
0,evaluation_07,1,0,0,0,0,4,greedy,2,2,2,0.4,4,completed,2,0,1,complexity_time,0,0,6.295798812061548e-05,3.437104169279337e-05
0,evaluation_07,1,0,0,0,0,4,search,2,2,2,0.4,4,completed,2,0,1,complexity_time,0,0,5.834817420691252e-05,2.776703331619501e-05
0,evaluation_07,0,0,0,0,0,4,no_review,2,0,2,0.0,4,completed,2,0,1,complexity_time,0,0,9.241374209523201e-05,2.5533954612910748e-05
0,evaluation_08,2,0,0,1,1,4,edf,0,4,2,0.8,4,completed,2,2,1,reference,0,0,7.967709098011255e-05,3.933801781386137e-05
0,evaluation_08,2,0,0,1,1,4,uncertainty,0,4,2,0.8,4,completed,2,2,1,reference,0,0,6.134295836091042e-05,3.29919857904315e-05
0,evaluation_08,2,0,0,1,1,4,greedy,0,4,2,0.8,4,completed,2,2,1,reference,0,0,7.236399687826633e-05,3.4985016100108624e-05
0,evaluation_08,2,0,0,1,1,4,search,0,4,2,0.8,4,completed,2,2,1,reference,0,0,0.0001071857986971736,6.052595563232899e-05
0,evaluation_08,0,0,0,1,3,4,no_review,0,0,2,0.0,4,completed,2,0,1,reference,0,0,0.0001334210392087698,3.205204848200083e-05
0,evaluation_08,2,0,0,1,1,4,fcfs,0,4,2,0.8,4,completed,2,2,1,reference,0,0,7.154198829084635e-05,3.4427037462592125e-05
0,evaluation_08,2,0,0,1,1,4,edf,0,2,1,0.4,4,completed,2,1,1,reference,0,0,7.243209984153509e-05,3.420398570597172e-05
0,evaluation_08,2,0,0,1,1,4,uncertainty,0,2,1,0.4,4,completed,2,1,1,reference,0,0,7.64819560572505e-05,3.715197090059519e-05
0,evaluation_08,2,0,0,1,1,4,greedy,0,2,1,0.4,4,completed,2,1,1,reference,0,0,7.474899757653475e-05,3.500597085803747e-05
0,evaluation_08,2,0,0,1,1,4,search,0,2,1,0.4,4,completed,2,1,1,reference,0,0,0.00010049168486148119,4.824891220778227e-05
0,evaluation_08,0,0,0,3,4,4,no_review,0,0,1,0.0,4,completed,2,0,1,reference,0,0,0.00012365099973976612,3.0633993446826935e-05
0,evaluation_08,2,0,0,1,1,4,fcfs,0,2,1,0.4,4,completed,2,1,1,reference,0,0,5.493627395480871e-05,2.949510235339403e-05
0,evaluation_08,2,0,0,1,1,4,edf,0,4,2,0.8,4,completed,2,2,1,approve_block,0,0,7.119588553905487e-05,3.1924922950565815e-05
0,evaluation_08,2,0,0,1,1,4,uncertainty,0,4,2,0.8,4,completed,2,2,1,approve_block,0,0,5.61749329790473e-05,3.230501897633076e-05
0,evaluation_08,2,0,0,1,1,4,greedy,0,4,2,0.8,4,completed,2,2,1,approve_block,0,0,8.053891360759735e-05,4.274595994502306e-05
0,evaluation_08,2,0,0,1,1,4,search,0,4,2,0.8,4,completed,2,2,1,approve_block,0,0,9.326799772679806e-05,4.4782995246350765e-05
0,evaluation_08,0,0,0,1,3,4,no_review,0,0,2,0.0,4,completed,2,0,1,approve_block,0,0,0.00013434502761811018,3.5261036828160286e-05
0,evaluation_08,2,0,0,1,1,4,fcfs,0,4,2,0.8,4,completed,2,2,1,approve_block,0,0,6.704207044094801e-05,3.0577066354453564e-05
0,evaluation_08,2,0,0,1,1,4,edf,0,2,1,0.4,4,completed,2,1,1,approve_block,0,0,6.669200956821442e-05,3.3073010854423046e-05
0,evaluation_08,2,0,0,1,1,4,uncertainty,0,2,1,0.4,4,completed,2,1,1,approve_block,0,0,7.632502820342779e-05,3.877398557960987e-05
0,evaluation_08,2,0,0,1,1,4,greedy,0,2,1,0.4,4,completed,2,1,1,approve_block,0,0,7.411977276206017e-05,3.351294435560703e-05
0,evaluation_08,2,0,0,1,1,4,search,0,2,1,0.4,4,completed,2,1,1,approve_block,0,0,9.518407750874758e-05,4.592107143253088e-05
0,evaluation_08,0,0,0,3,4,4,no_review,0,0,1,0.0,4,completed,2,0,1,approve_block,0,0,0.00012992694973945618,3.013096284121275e-05
0,evaluation_08,2,0,0,1,1,4,fcfs,0,2,1,0.4,4,completed,2,1,1,approve_block,0,0,9.079196024686098e-05,5.3092953749001026e-05
0,evaluation_08,2,0,0,1,1,4,edf,0,4,2,0.8,4,completed,2,2,1,complexity_time,0,0,5.950103513896465e-05,3.226799890398979e-05
0,evaluation_08,2,0,0,1,1,4,uncertainty,0,4,2,0.8,4,completed,2,2,1,complexity_time,0,0,5.890592001378536e-05,3.179104533046484e-05
0,evaluation_08,2,0,0,1,1,4,greedy,0,4,2,0.8,4,completed,2,2,1,complexity_time,0,0,6.880098953843117e-05,3.347999881953001e-05
0,evaluation_08,2,0,0,1,1,4,search,0,4,2,0.8,4,completed,2,2,1,complexity_time,0,0,0.00010010600090026855,5.778903141617775e-05
0,evaluation_08,0,0,0,1,3,4,no_review,0,0,2,0.0,4,completed,2,0,1,complexity_time,0,0,0.00018624879885464907,4.226691089570522e-05
0,evaluation_08,2,0,0,1,1,4,fcfs,0,4,2,0.8,4,completed,2,2,1,complexity_time,0,0,7.606996223330498e-05,3.912299871444702e-05
0,evaluation_08,2,0,0,1,1,4,edf,0,2,1,0.4,4,completed,2,1,1,complexity_time,0,0,7.593701593577862e-05,3.8602971471846104e-05
0,evaluation_08,2,0,0,1,1,4,uncertainty,0,2,1,0.4,4,completed,2,1,1,complexity_time,0,0,7.336412090808153e-05,3.533798735588789e-05
0,evaluation_08,2,0,0,1,1,4,greedy,0,2,1,0.4,4,completed,2,1,1,complexity_time,0,0,7.403094787150621e-05,3.420491702854633e-05
0,evaluation_08,2,0,0,1,1,4,search,0,2,1,0.4,4,completed,2,1,1,complexity_time,0,0,7.216306403279305e-05,4.155898932367563e-05
