blocked_unresolved,bundle_id,completed_reviews,corrections,expired_useful_opportunities,greedy_search_different_heads,multi_eligible_dispatches,operational_loss,policy,replicate,review_busy_ticks,review_duration,review_utilization,service_failure_loss,status,task_completed,total_waiting_ticks,unstaged_failures,variant,wrong_transaction_loss,wrong_transactions,planning_seconds,max_planning_seconds
0,evaluation_14,2,2,0,0,0,4,uncertainty,1,2,1,0.4,4,completed,2,0,1,complexity_time,0,0,4.3989275582134724e-05,2.12440500035882e-05
0,evaluation_14,2,2,0,0,0,4,greedy,1,2,1,0.4,4,completed,2,0,1,complexity_time,0,0,5.394802428781986e-05,2.467399463057518e-05
0,evaluation_14,2,2,0,0,0,4,search,1,2,1,0.4,4,completed,2,0,1,complexity_time,0,0,5.830405279994011e-05,2.8893002308905125e-05
0,evaluation_14,0,0,2,1,1,32,no_review,1,0,1,0.0,12,completed,0,0,1,complexity_time,20,2,8.983409497886896e-05,2.2872001864016056e-05
0,evaluation_14,2,2,0,0,0,4,fcfs,1,2,1,0.4,4,completed,2,0,1,complexity_time,0,0,4.7053094021975994e-05,2.1091080270707607e-05
0,evaluation_14,2,2,0,0,0,4,edf,2,4,2,0.8,4,completed,2,1,1,reference,0,0,7.484701927751303e-05,4.4508022256195545e-05
0,evaluation_14,2,2,0,0,0,4,uncertainty,2,4,2,0.8,4,completed,2,1,1,reference,0,0,4.6397093683481216e-05,2.1831016056239605e-05
0,evaluation_14,2,2,0,0,0,4,greedy,2,4,2,0.8,4,completed,2,1,1,reference,0,0,7.638696115463972e-05,3.528897650539875e-05
0,evaluation_14,2,2,0,0,0,4,search,2,4,2,0.8,4,completed,2,1,1,reference,0,0,7.188715972006321e-05,3.994000144302845e-05
0,evaluation_14,0,0,2,0,0,32,no_review,2,0,2,0.0,12,completed,0,0,1,reference,20,2,0.00012185692321509123,4.574703052639961e-05
0,evaluation_14,2,2,0,0,0,4,fcfs,2,4,2,0.8,4,completed,2,1,1,reference,0,0,5.782593507319689e-05,3.260199446231127e-05
0,evaluation_14,2,2,0,0,0,4,edf,2,2,1,0.4,4,completed,2,0,1,reference,0,0,4.328787326812744e-05,2.114300150424242e-05
0,evaluation_14,2,2,0,0,0,4,uncertainty,2,2,1,0.4,4,completed,2,0,1,reference,0,0,5.288282409310341e-05,2.338795457035303e-05
0,evaluation_14,2,2,0,0,0,4,greedy,2,2,1,0.4,4,completed,2,0,1,reference,0,0,5.093298386782408e-05,2.4840934202075005e-05
0,evaluation_14,2,2,0,0,0,4,search,2,2,1,0.4,4,completed,2,0,1,reference,0,0,5.7665049098432064e-05,2.6067020371556282e-05
0,evaluation_14,0,0,2,1,1,32,no_review,2,0,1,0.0,12,completed,0,0,1,reference,20,2,0.00010286492761224508,3.1278934329748154e-05
0,evaluation_14,2,2,0,0,0,4,fcfs,2,2,1,0.4,4,completed,2,0,1,reference,0,0,4.600093234330416e-05,2.0403997041285038e-05
2,evaluation_14,2,0,0,0,0,12,edf,2,4,2,0.8,12,completed,0,1,1,approve_block,0,0,4.7347042709589005e-05,2.3226020857691765e-05
2,evaluation_14,2,0,0,0,0,12,uncertainty,2,4,2,0.8,12,completed,0,1,1,approve_block,0,0,6.733590271323919e-05,3.709201700985432e-05
2,evaluation_14,2,0,0,0,0,12,greedy,2,4,2,0.8,12,completed,0,1,1,approve_block,0,0,6.44470565021038e-05,3.677105996757746e-05
2,evaluation_14,2,0,0,0,0,12,search,2,4,2,0.8,12,completed,0,1,1,approve_block,0,0,6.910006050020456e-05,3.85199673473835e-05
0,evaluation_14,0,0,2,0,0,32,no_review,2,0,2,0.0,12,completed,0,0,1,approve_block,20,2,9.166600648313761e-05,2.3141037672758102e-05
2,evaluation_14,2,0,0,0,0,12,fcfs,2,4,2,0.8,12,completed,0,1,1,approve_block,0,0,5.653116386383772e-05,3.209896385669708e-05
2,evaluation_14,2,0,0,0,0,12,edf,2,2,1,0.4,12,completed,0,0,1,approve_block,0,0,5.242007318884134e-05,2.618099097162485e-05
2,evaluation_14,2,0,0,0,0,12,uncertainty,2,2,1,0.4,12,completed,0,0,1,approve_block,0,0,4.827289376407862e-05,2.2222986444830894e-05
2,evaluation_14,2,0,0,0,0,12,greedy,2,2,1,0.4,12,completed,0,0,1,approve_block,0,0,4.029588308185339e-05,1.8423073925077915e-05
2,evaluation_14,2,0,0,0,0,12,search,2,2,1,0.4,12,completed,0,0,1,approve_block,0,0,6.257416680455208e-05,2.8648064471781254e-05
0,evaluation_14,0,0,2,1,1,32,no_review,2,0,1,0.0,12,completed,0,0,1,approve_block,20,2,0.00010422698687762022,3.4110969863832e-05
2,evaluation_14,2,0,0,0,0,12,fcfs,2,2,1,0.4,12,completed,0,0,1,approve_block,0,0,4.3711974285542965e-05,2.0480016246438026e-05
0,evaluation_14,2,2,0,0,0,4,edf,2,4,2,0.8,4,completed,2,1,1,complexity_time,0,0,5.4968055337667465e-05,2.939300611615181e-05
0,evaluation_14,2,2,0,0,0,4,uncertainty,2,4,2,0.8,4,completed,2,1,1,complexity_time,0,0,6.27022236585617e-05,3.437604755163193e-05
0,evaluation_14,2,2,0,0,0,4,greedy,2,4,2,0.8,4,completed,2,1,1,complexity_time,0,0,5.97190810367465e-05,3.2032025046646595e-05
0,evaluation_14,2,2,0,0,0,4,search,2,4,2,0.8,4,completed,2,1,1,complexity_time,0,0,7.629988249391317e-05,4.4996035285294056e-05
0,evaluation_14,0,0,2,0,0,32,no_review,2,0,2,0.0,12,completed,0,0,1,complexity_time,20,2,0.00010964099783450365,3.919098526239395e-05
0,evaluation_14,2,2,0,0,0,4,fcfs,2,4,2,0.8,4,completed,2,1,1,complexity_time,0,0,5.991291254758835e-05,3.4741940908133984e-05
0,evaluation_14,2,2,0,0,0,4,edf,2,2,1,0.4,4,completed,2,0,1,complexity_time,0,0,5.006592255085707e-05,2.256198786199093e-05
0,evaluation_14,2,2,0,0,0,4,uncertainty,2,2,1,0.4,4,completed,2,0,1,complexity_time,0,0,4.86808130517602e-05,2.4023931473493576e-05
0,evaluation_14,2,2,0,0,0,4,greedy,2,2,1,0.4,4,completed,2,0,1,complexity_time,0,0,4.9649039283394814e-05,2.5714049115777016e-05
0,evaluation_14,2,2,0,0,0,4,search,2,2,1,0.4,4,completed,2,0,1,complexity_time,0,0,4.8728310503065586e-05,2.5348039343953133e-05
0,evaluation_14,0,0,2,1,1,32,no_review,2,0,1,0.0,12,completed,0,0,1,complexity_time,20,2,0.00010334479156881571,3.1817005947232246e-05
0,evaluation_14,2,2,0,0,0,4,fcfs,2,2,1,0.4,4,completed,2,0,1,complexity_time,0,0,4.486017860472202e-05,2.037396188825369e-05
0,evaluation_15,3,1,0,1,2,0,uncertainty,0,3,1,0.5,0,completed,3,2,0,reference,0,0,0.0001143510453402996,3.97759722545743e-05
0,evaluation_15,3,1,0,1,2,0,greedy,0,3,1,0.5,0,completed,3,2,0,reference,0,0,0.00010828417725861073,3.653508611023426e-05
0,evaluation_15,3,1,0,1,2,0,search,0,3,1,0.5,0,completed,3,2,0,reference,0,0,0.00014917098451405764,5.216000135987997e-05
0,evaluation_15,0,0,1,2,4,8,no_review,0,0,1,0.0,4,completed,2,0,0,reference,4,1,0.00017572706565260887,4.369101952761412e-05
0,evaluation_15,3,1,0,1,2,0,fcfs,0,3,1,0.5,0,completed,3,2,0,reference,0,0,0.00010313501115888357,3.410701174288988e-05
0,evaluation_15,3,1,0,1,2,0,edf,0,3,1,0.5,0,completed,3,2,0,reference,0,0,8.9236069470644e-05,3.36869852617383e-05
0,evaluation_15,2,1,0,1,2,0,uncertainty,0,4,2,0.6666666666666666,0,completed,3,1,0,reference,0,0,8.882198017090559e-05,4.795799031853676e-05
0,evaluation_15,2,1,0,1,2,0,greedy,0,4,2,0.6666666666666666,0,completed,3,1,0,reference,0,0,7.63890566304326e-05,3.883405588567257e-05
0,evaluation_15,3,1,0,1,2,0,search,0,6,2,1.0,0,completed,3,5,0,reference,0,0,0.000149425002746284,6.151199340820312e-05
0,evaluation_15,0,0,1,2,3,8,no_review,0,0,2,0.0,4,completed,2,0,0,reference,4,1,0.000189337064512074,4.944892134517431e-05
0,evaluation_15,3,1,0,1,2,0,fcfs,0,6,2,1.0,0,completed,3,5,0,reference,0,0,0.00013713003136217594,6.156403105705976e-05
0,evaluation_15,3,1,0,1,2,0,edf,0,6,2,1.0,0,completed,3,5,0,reference,0,0,0.00011641194578260183,4.974298644810915e-05
1,evaluation_15,3,0,0,1,2,4,uncertainty,0,3,1,0.5,4,completed,2,2,0,approve_block,0,0,0.0001167139271274209,3.977201413363218e-05
1,evaluation_15,3,0,0,1,2,4,greedy,0,3,1,0.5,4,completed,2,2,0,approve_block,0,0,0.000110041000880301,3.6224955692887306e-05
1,evaluation_15,3,0,0,1,2,4,search,0,3,1,0.5,4,completed,2,2,0,approve_block,0,0,0.00012894300743937492,4.601804539561272e-05
0,evaluation_15,0,0,1,2,4,8,no_review,0,0,1,0.0,4,completed,2,0,0,approve_block,4,1,0.0001728668576106429,3.8482947275042534e-05
1,evaluation_15,3,0,0,1,2,4,fcfs,0,3,1,0.5,4,completed,2,2,0,approve_block,0,0,9.268021676689386e-05,3.1760078854858875e-05
1,evaluation_15,3,0,0,1,2,4,edf,0,3,1,0.5,4,completed,2,2,0,approve_block,0,0,0.0001035371096804738,3.530806861817837e-05
1,evaluation_15,2,0,0,1,2,4,uncertainty,0,4,2,0.6666666666666666,4,completed,2,1,0,approve_block,0,0,8.348911069333553e-05,4.3606036342680454e-05
1,evaluation_15,2,0,0,1,2,4,greedy,0,4,2,0.6666666666666666,4,completed,2,1,0,approve_block,0,0,9.246997069567442e-05,5.2326940931379795e-05
1,evaluation_15,3,0,0,1,2,4,search,0,6,2,1.0,4,completed,2,5,0,approve_block,0,0,0.00013160810340195894,4.9069058150053024e-05
0,evaluation_15,0,0,1,2,3,8,no_review,0,0,2,0.0,4,completed,2,0,0,approve_block,4,1,0.00017890578601509333,3.95909883081913e-05
1,evaluation_15,3,0,0,1,2,4,fcfs,0,6,2,1.0,4,completed,2,5,0,approve_block,0,0,0.0001167450100183487,4.914903547614813e-05
1,evaluation_15,3,0,0,1,2,4,edf,0,6,2,1.0,4,completed,2,5,0,approve_block,0,0,0.00011428806465119123,4.919909406453371e-05
0,evaluation_15,3,1,0,1,2,0,uncertainty,0,3,1,0.5,0,completed,3,2,0,complexity_time,0,0,0.0001042260555550456,3.441097214818001e-05
0,evaluation_15,3,1,0,1,2,0,greedy,0,3,1,0.5,0,completed,3,2,0,complexity_time,0,0,0.00010785192716866732,3.410899080336094e-05
0,evaluation_15,3,1,0,1,2,0,search,0,3,1,0.5,0,completed,3,2,0,complexity_time,0,0,0.00011827098205685616,4.4444925151765347e-05
0,evaluation_15,0,0,1,2,4,8,no_review,0,0,1,0.0,4,completed,2,0,0,complexity_time,4,1,0.0001783199841156602,4.3113017454743385e-05
0,evaluation_15,3,1,0,1,2,0,fcfs,0,3,1,0.5,0,completed,3,2,0,complexity_time,0,0,9.899120777845383e-05,3.240408841520548e-05
0,evaluation_15,3,1,0,1,2,0,edf,0,3,1,0.5,0,completed,3,2,0,complexity_time,0,0,0.00013182300608605146,4.864006768912077e-05
0,evaluation_15,2,1,0,1,2,0,uncertainty,0,4,2,0.6666666666666666,0,completed,3,1,0,complexity_time,0,0,8.223892655223608e-05,4.3967971578240395e-05
0,evaluation_15,2,1,0,1,2,0,greedy,0,4,2,0.6666666666666666,0,completed,3,1,0,complexity_time,0,0,8.746283128857613e-05,4.8425979912281036e-05
0,evaluation_15,3,1,0,1,2,0,search,0,6,2,1.0,0,completed,3,5,0,complexity_time,0,0,0.000147244893014431,6.499991286545992e-05
0,evaluation_15,0,0,1,2,3,8,no_review,0,0,2,0.0,4,completed,2,0,0,complexity_time,4,1,0.0001966829877346754,5.065405275672674e-05
0,evaluation_15,3,1,0,1,2,0,fcfs,0,6,2,1.0,0,completed,3,5,0,complexity_time,0,0,0.00010531186126172543,4.421093035489321e-05
0,evaluation_15,3,1,0,1,2,0,edf,0,6,2,1.0,0,completed,3,5,0,complexity_time,0,0,0.0001232160720974207,4.2343977838754654e-05
0,evaluation_15,2,0,0,0,1,4,uncertainty,1,2,1,0.3333333333333333,4,completed,2,1,1,reference,0,0,7.467076648026705e-05,3.680400550365448e-05
0,evaluation_15,2,0,0,0,1,4,greedy,1,2,1,0.3333333333333333,4,completed,2,1,1,reference,0,0,6.008415948599577e-05,3.2621086575090885e-05
0,evaluation_15,2,0,0,0,1,4,search,1,2,1,0.3333333333333333,4,completed,2,1,1,reference,0,0,9.464111644774675e-05,4.3652020394802094e-05
0,evaluation_15,0,0,0,0,2,4,no_review,1,0,1,0.0,4,completed,2,0,1,reference,0,0,0.00010697497054934502,3.1454022973775864e-05
0,evaluation_15,2,0,0,0,1,4,fcfs,1,2,1,0.3333333333333333,4,completed,2,1,1,reference,0,0,8.175789844244719e-05,4.603690467774868e-05
0,evaluation_15,2,0,0,0,1,4,edf,1,2,1,0.3333333333333333,4,completed,2,1,1,reference,0,0,7.6700234785676e-05,3.54499788954854e-05
0,evaluation_15,2,0,0,0,1,4,uncertainty,1,4,2,0.6666666666666666,4,completed,2,2,1,reference,0,0,7.463409565389156e-05,3.362505231052637e-05
0,evaluation_15,2,0,0,0,1,4,greedy,1,4,2,0.6666666666666666,4,completed,2,2,1,reference,0,0,0.00013198400847613811,7.099995855242014e-05
0,evaluation_15,2,0,0,0,1,4,search,1,4,2,0.6666666666666666,4,completed,2,2,1,reference,0,0,9.501900058239698e-05,4.664796870201826e-05
0,evaluation_15,0,0,0,0,1,4,no_review,1,0,2,0.0,4,completed,2,0,1,reference,0,0,9.546498768031597e-05,2.962700091302395e-05
0,evaluation_15,2,0,0,0,1,4,fcfs,1,4,2,0.6666666666666666,4,completed,2,2,1,reference,0,0,6.234587635844946e-05,3.354903310537338e-05
0,evaluation_15,2,0,0,0,1,4,edf,1,4,2,0.6666666666666666,4,completed,2,2,1,reference,0,0,8.326605893671513e-05,4.0448037907481194e-05
0,evaluation_15,2,0,0,0,1,4,uncertainty,1,2,1,0.3333333333333333,4,completed,2,1,1,approve_block,0,0,6.440491415560246e-05,3.4454045817255974e-05
0,evaluation_15,2,0,0,0,1,4,greedy,1,2,1,0.3333333333333333,4,completed,2,1,1,approve_block,0,0,0.00010071287397295237,5.448400042951107e-05
0,evaluation_15,2,0,0,0,1,4,search,1,2,1,0.3333333333333333,4,completed,2,1,1,approve_block,0,0,8.895713835954666e-05,4.294200334697962e-05
0,evaluation_15,0,0,0,0,2,4,no_review,1,0,1,0.0,4,completed,2,0,1,approve_block,0,0,9.999796748161316e-05,3.143795765936375e-05
0,evaluation_15,2,0,0,0,1,4,fcfs,1,2,1,0.3333333333333333,4,completed,2,1,1,approve_block,0,0,6.978109013289213e-05,3.272294998168945e-05
0,evaluation_15,2,0,0,0,1,4,edf,1,2,1,0.3333333333333333,4,completed,2,1,1,approve_block,0,0,7.360498420894146e-05,3.378302790224552e-05
0,evaluation_15,2,0,0,0,1,4,uncertainty,1,4,2,0.6666666666666666,4,completed,2,2,1,approve_block,0,0,7.987790741026402e-05,4.028307739645243e-05
0,evaluation_15,2,0,0,0,1,4,greedy,1,4,2,0.6666666666666666,4,completed,2,2,1,approve_block,0,0,7.712992373853922e-05,3.697001375257969e-05
0,evaluation_15,2,0,0,0,1,4,search,1,4,2,0.6666666666666666,4,completed,2,2,1,approve_block,0,0,8.949404582381248e-05,4.239799454808235e-05
0,evaluation_15,0,0,0,0,1,4,no_review,1,0,2,0.0,4,completed,2,0,1,approve_block,0,0,8.841697126626968e-05,2.9379036277532578e-05
0,evaluation_15,2,0,0,0,1,4,fcfs,1,4,2,0.6666666666666666,4,completed,2,2,1,approve_block,0,0,8.948903996497393e-05,5.21800247952342e-05
0,evaluation_15,2,0,0,0,1,4,edf,1,4,2,0.6666666666666666,4,completed,2,2,1,approve_block,0,0,8.270388934761286e-05,4.402501508593559e-05
0,evaluation_15,2,0,0,0,1,4,uncertainty,1,2,1,0.3333333333333333,4,completed,2,1,1,complexity_time,0,0,7.084093522280455e-05,3.403995651751757e-05
0,evaluation_15,2,0,0,0,1,4,greedy,1,2,1,0.3333333333333333,4,completed,2,1,1,complexity_time,0,0,7.225596345961094e-05,3.338593523949385e-05
0,evaluation_15,2,0,0,0,1,4,search,1,2,1,0.3333333333333333,4,completed,2,1,1,complexity_time,0,0,8.728797547519207e-05,4.282000008970499e-05
0,evaluation_15,0,0,0,0,2,4,no_review,1,0,1,0.0,4,completed,2,0,1,complexity_time,0,0,0.00012308184523135424,4.497996997088194e-05
0,evaluation_15,2,0,0,0,1,4,fcfs,1,2,1,0.3333333333333333,4,completed,2,1,1,complexity_time,0,0,7.19260424375534e-05,3.313703928142786e-05
0,evaluation_15,2,0,0,0,1,4,edf,1,2,1,0.3333333333333333,4,completed,2,1,1,complexity_time,0,0,6.860413122922182e-05,3.716105129569769e-05
0,evaluation_15,2,0,0,0,1,4,uncertainty,1,4,2,0.6666666666666666,4,completed,2,2,1,complexity_time,0,0,7.955403998494148e-05,4.1602994315326214e-05
0,evaluation_15,2,0,0,0,1,4,greedy,1,4,2,0.6666666666666666,4,completed,2,2,1,complexity_time,0,0,7.763993926346302e-05,3.738899249583483e-05
0,evaluation_15,2,0,0,0,1,4,search,1,4,2,0.6666666666666666,4,completed,2,2,1,complexity_time,0,0,7.032405119389296e-05,4.124501720070839e-05
0,evaluation_15,0,0,0,0,1,4,no_review,1,0,2,0.0,4,completed,2,0,1,complexity_time,0,0,0.00010420707985758781,3.4213997423648834e-05
0,evaluation_15,2,0,0,0,1,4,fcfs,1,4,2,0.6666666666666666,4,completed,2,2,1,complexity_time,0,0,5.595304537564516e-05,2.943701110780239e-05
0,evaluation_15,2,0,0,0,1,4,edf,1,4,2,0.6666666666666666,4,completed,2,2,1,complexity_time,0,0,7.930316496640444e-05,4.066305700689554e-05
0,evaluation_15,3,1,0,1,2,0,uncertainty,2,3,1,0.5,0,completed,3,2,0,reference,0,0,0.00011009001173079014,3.743893466889858e-05
0,evaluation_15,3,1,0,1,2,0,greedy,2,3,1,0.5,0,completed,3,2,0,reference,0,0,0.00012208172120153904,4.572898615151644e-05
0,evaluation_15,3,1,0,1,2,0,search,2,3,1,0.5,0,completed,3,2,0,reference,0,0,0.00017264008056372404,7.130403537303209e-05
0,evaluation_15,0,0,1,2,4,8,no_review,2,0,1,0.0,4,completed,2,0,0,reference,4,1,0.0001712879166007042,3.6205979995429516e-05
0,evaluation_15,3,1,0,1,2,0,fcfs,2,3,1,0.5,0,completed,3,2,0,reference,0,0,0.00011215801350772381,4.0811020880937576e-05
0,evaluation_15,3,1,0,1,2,0,edf,2,3,1,0.5,0,completed,3,2,0,reference,0,0,0.00010787718929350376,3.6519020795822144e-05
0,evaluation_15,2,1,0,1,2,0,uncertainty,2,4,2,0.6666666666666666,0,completed,3,1,0,reference,0,0,8.299900218844414e-05,4.423398058861494e-05
0,evaluation_15,2,1,0,1,2,0,greedy,2,4,2,0.6666666666666666,0,completed,3,1,0,reference,0,0,9.413296356797218e-05,5.5882963351905346e-05
0,evaluation_15,3,1,0,1,2,0,search,2,6,2,1.0,0,completed,3,5,0,reference,0,0,0.00012675090692937374,4.3779960833489895e-05
0,evaluation_15,0,0,1,2,3,8,no_review,2,0,2,0.0,4,completed,2,0,0,reference,4,1,0.00017418095376342535,3.971101250499487e-05
0,evaluation_15,3,1,0,1,2,0,fcfs,2,6,2,1.0,0,completed,3,5,0,reference,0,0,0.00010949803981930017,4.692899528890848e-05
0,evaluation_15,3,1,0,1,2,0,edf,2,6,2,1.0,0,completed,3,5,0,reference,0,0,0.0001285128528252244,5.771499127149582e-05
1,evaluation_15,3,0,0,1,2,4,uncertainty,2,3,1,0.5,4,completed,2,2,0,approve_block,0,0,0.00010107201524078846,3.4804921597242355e-05
1,evaluation_15,3,0,0,1,2,4,greedy,2,3,1,0.5,4,completed,2,2,0,approve_block,0,0,0.00012437393888831139,4.123593680560589e-05
1,evaluation_15,3,0,0,1,2,4,search,2,3,1,0.5,4,completed,2,2,0,approve_block,0,0,0.0001231209607794881,4.4665997847914696e-05
0,evaluation_15,0,0,1,2,4,8,no_review,2,0,1,0.0,4,completed,2,0,0,approve_block,4,1,0.0001886490499600768,4.4621992856264114e-05
1,evaluation_15,3,0,0,1,2,4,fcfs,2,3,1,0.5,4,completed,2,2,0,approve_block,0,0,8.693907875567675e-05,2.984993625432253e-05
1,evaluation_15,3,0,0,1,2,4,edf,2,3,1,0.5,4,completed,2,2,0,approve_block,0,0,9.366904851049185e-05,3.255903720855713e-05
1,evaluation_15,2,0,0,1,2,4,uncertainty,2,4,2,0.6666666666666666,4,completed,2,1,0,approve_block,0,0,0.00010457576718181372,5.266594234853983e-05
1,evaluation_15,2,0,0,1,2,4,greedy,2,4,2,0.6666666666666666,4,completed,2,1,0,approve_block,0,0,9.121792390942574e-05,5.094090010970831e-05
1,evaluation_15,3,0,0,1,2,4,search,2,6,2,1.0,4,completed,2,5,0,approve_block,0,0,0.00015274109318852425,5.697202868759632e-05
0,evaluation_15,0,0,1,2,3,8,no_review,2,0,2,0.0,4,completed,2,0,0,approve_block,4,1,0.00017445895355194807,4.652608186006546e-05
1,evaluation_15,3,0,0,1,2,4,fcfs,2,6,2,1.0,4,completed,2,5,0,approve_block,0,0,0.00011828087735921144,5.2473973482847214e-05
1,evaluation_15,3,0,0,1,2,4,edf,2,6,2,1.0,4,completed,2,5,0,approve_block,0,0,0.00010684400331228971,4.85200434923172e-05
0,evaluation_15,3,1,0,1,2,0,uncertainty,2,3,1,0.5,0,completed,3,2,0,complexity_time,0,0,0.00010400894097983837,3.472797106951475e-05
0,evaluation_15,3,1,0,1,2,0,greedy,2,3,1,0.5,0,completed,3,2,0,complexity_time,0,0,0.0001348642399534583,5.916703958064318e-05
0,evaluation_15,3,1,0,1,2,0,search,2,3,1,0.5,0,completed,3,2,0,complexity_time,0,0,0.00012655521277338266,4.3470063246786594e-05
0,evaluation_15,0,0,1,2,4,8,no_review,2,0,1,0.0,4,completed,2,0,0,complexity_time,4,1,0.00020319304894655943,6.354798097163439e-05
0,evaluation_15,3,1,0,1,2,0,fcfs,2,3,1,0.5,0,completed,3,2,0,complexity_time,0,0,8.437212090939283e-05,3.0655995942652225e-05
0,evaluation_15,3,1,0,1,2,0,edf,2,3,1,0.5,0,completed,3,2,0,complexity_time,0,0,0.00011087115854024887,3.7699006497859955e-05
0,evaluation_15,2,1,0,1,2,0,uncertainty,2,4,2,0.6666666666666666,0,completed,3,1,0,complexity_time,0,0,7.224793080240488e-05,3.4226919524371624e-05
0,evaluation_15,2,1,0,1,2,0,greedy,2,4,2,0.6666666666666666,0,completed,3,1,0,complexity_time,0,0,8.532893843948841e-05,4.564295522868633e-05
0,evaluation_15,3,1,0,1,2,0,search,2,6,2,1.0,0,completed,3,5,0,complexity_time,0,0,0.0001244280720129609,4.3399049900472164e-05
0,evaluation_15,0,0,1,2,3,8,no_review,2,0,2,0.0,4,completed,2,0,0,complexity_time,4,1,0.00018628500401973724,4.903401713818312e-05
0,evaluation_15,3,1,0,1,2,0,fcfs,2,6,2,1.0,0,completed,3,5,0,complexity_time,0,0,0.00010737206321209669,4.43760072812438e-05
0,evaluation_15,3,1,0,1,2,0,edf,2,6,2,1.0,0,completed,3,5,0,complexity_time,0,0,0.00012651400174945593,5.012506153434515e-05
0,evaluation_16,2,1,0,1,1,0,greedy,0,4,2,0.8,0,completed,3,2,0,reference,0,0,9.124004282057285e-05,4.724704194813967e-05
0,evaluation_16,2,1,0,1,1,0,search,0,4,2,0.8,0,completed,3,2,0,reference,0,0,0.0001046180259436369,5.145103204995394e-05
0,evaluation_16,0,0,1,2,3,12,no_review,0,0,2,0.0,4,completed,2,0,0,reference,8,1,0.00017670891247689724,4.34808898717165e-05
0,evaluation_16,2,1,0,1,1,0,fcfs,0,4,2,0.8,0,completed,3,2,0,reference,0,0,8.245301432907581e-05,4.415493458509445e-05
0,evaluation_16,2,1,0,1,1,0,edf,0,4,2,0.8,0,completed,3,2,0,reference,0,0,8.711603004485369e-05,4.674901720136404e-05
0,evaluation_16,2,1,0,1,1,0,uncertainty,0,4,2,0.8,0,completed,3,2,0,reference,0,0,8.405209518969059e-05,4.5238062739372253e-05
0,evaluation_16,3,1,0,1,2,0,greedy,0,3,1,0.6,0,completed,3,2,0,reference,0,0,0.000117730931378901,3.843905869871378e-05
0,evaluation_16,3,1,0,1,2,0,search,0,3,1,0.6,0,completed,3,2,0,reference,0,0,0.00011795596219599247,4.5757973566651344e-05
0,evaluation_16,0,0,1,4,4,12,no_review,0,0,1,0.0,4,completed,2,0,0,reference,8,1,0.00018920691218227148,5.1509938202798367e-05
0,evaluation_16,3,1,0,1,2,0,fcfs,0,3,1,0.6,0,completed,3,2,0,reference,0,0,0.00010137190110981464,3.764196299016476e-05
0,evaluation_16,3,1,0,1,2,0,edf,0,3,1,0.6,0,completed,3,2,0,reference,0,0,0.00012022990267723799,4.097307100892067e-05
0,evaluation_16,3,1,0,1,2,0,uncertainty,0,3,1,0.6,0,completed,3,2,0,reference,0,0,0.00011538004036992788,3.7819030694663525e-05
1,evaluation_16,2,0,0,1,1,4,greedy,0,4,2,0.8,4,completed,2,2,0,approve_block,0,0,0.0001131140161305666,5.7443976402282715e-05
1,evaluation_16,2,0,0,1,1,4,search,0,4,2,0.8,4,completed,2,2,0,approve_block,0,0,8.422904647886753e-05,4.3655047193169594e-05
0,evaluation_16,0,0,1,2,3,12,no_review,0,0,2,0.0,4,completed,2,0,0,approve_block,8,1,0.00018752086907625198,4.786404315382242e-05
1,evaluation_16,2,0,0,1,1,4,fcfs,0,4,2,0.8,4,completed,2,2,0,approve_block,0,0,7.5165880843997e-05,3.9017992094159126e-05
1,evaluation_16,2,0,0,1,1,4,edf,0,4,2,0.8,4,completed,2,2,0,approve_block,0,0,7.596402429044247e-05,3.884593024849892e-05
1,evaluation_16,2,0,0,1,1,4,uncertainty,0,4,2,0.8,4,completed,2,2,0,approve_block,0,0,9.087601210922003e-05,5.237502045929432e-05
1,evaluation_16,3,0,0,1,2,4,greedy,0,3,1,0.6,4,completed,2,2,0,approve_block,0,0,0.00013258494436740875,5.6190998293459415e-05
1,evaluation_16,3,0,0,1,2,4,search,0,3,1,0.6,4,completed,2,2,0,approve_block,0,0,0.00014511682093143463,4.998000804334879e-05
0,evaluation_16,0,0,1,4,4,12,no_review,0,0,1,0.0,4,completed,2,0,0,approve_block,8,1,0.00019556807819753885,5.6367949582636356e-05
1,evaluation_16,3,0,0,1,2,4,fcfs,0,3,1,0.6,4,completed,2,2,0,approve_block,0,0,0.00010401394683867693,3.810401540249586e-05
1,evaluation_16,3,0,0,1,2,4,edf,0,3,1,0.6,4,completed,2,2,0,approve_block,0,0,0.00010606797877699137,3.4893047995865345e-05
1,evaluation_16,3,0,0,1,2,4,uncertainty,0,3,1,0.6,4,completed,2,2,0,approve_block,0,0,8.921499829739332e-05,3.346300218254328e-05
0,evaluation_16,1,1,0,1,1,0,greedy,0,3,2,0.6,0,completed,3,0,0,complexity_time,0,0,7.32701737433672e-05,3.439909778535366e-05
0,evaluation_16,2,1,0,1,1,0,search,0,5,2,1.0,0,completed,3,2,0,complexity_time,0,0,8.523301221430302e-05,4.3113017454743385e-05
0,evaluation_16,0,0,1,1,3,12,no_review,0,0,2,0.0,4,completed,2,0,0,complexity_time,8,1,0.00016649090684950352,4.505598917603493e-05
0,evaluation_16,2,1,0,1,1,0,fcfs,0,5,2,1.0,0,completed,3,2,0,complexity_time,0,0,8.654606062918901e-05,4.901003558188677e-05
