bundle_id,replicate,variant,review_duration,comparator,sequences_differ,search_sequence,other_sequence
evaluation_01,1,approve_block,2,edf,False,train:063,train:063
evaluation_01,1,complexity_time,1,greedy,False,train:063;train:025,train:063;train:025
evaluation_01,1,complexity_time,1,edf,False,train:063;train:025,train:063;train:025
evaluation_01,1,complexity_time,2,greedy,False,train:063,train:063
evaluation_01,1,complexity_time,2,edf,False,train:063,train:063
evaluation_01,2,reference,1,greedy,True,train:063;train:090;train:025,train:063;train:025;train:090
evaluation_01,2,reference,1,edf,True,train:063;train:090;train:025,train:090;train:025;train:063
evaluation_01,2,reference,2,greedy,False,train:063;train:090,train:063;train:090
evaluation_01,2,reference,2,edf,True,train:063;train:090,train:090;train:063
evaluation_01,2,approve_block,1,greedy,True,train:063;train:090;train:025,train:063;train:025;train:090
evaluation_01,2,approve_block,1,edf,True,train:063;train:090;train:025,train:090;train:025;train:063
evaluation_01,2,approve_block,2,greedy,False,train:063;train:090,train:063;train:090
evaluation_01,2,approve_block,2,edf,True,train:063;train:090,train:090;train:063
evaluation_01,2,complexity_time,1,greedy,True,train:063;train:090;train:025,train:063;train:025;train:090
evaluation_01,2,complexity_time,1,edf,True,train:063;train:090;train:025,train:090;train:025;train:063
evaluation_01,2,complexity_time,2,greedy,False,train:063;train:090,train:063;train:090
evaluation_01,2,complexity_time,2,edf,True,train:063;train:090,train:090;train:063
evaluation_02,0,reference,2,greedy,False,train:105;train:032,train:105;train:032
evaluation_02,0,reference,2,edf,False,train:105;train:032,train:105;train:032
evaluation_02,0,reference,1,greedy,False,train:105;train:032,train:105;train:032
evaluation_02,0,reference,1,edf,False,train:105;train:032,train:105;train:032
evaluation_02,0,approve_block,2,greedy,False,train:105;train:032,train:105;train:032
evaluation_02,0,approve_block,2,edf,False,train:105;train:032,train:105;train:032
evaluation_02,0,approve_block,1,greedy,False,train:105;train:032,train:105;train:032
evaluation_02,0,approve_block,1,edf,False,train:105;train:032,train:105;train:032
evaluation_02,0,complexity_time,2,greedy,False,train:105;train:032,train:105;train:032
evaluation_02,0,complexity_time,2,edf,False,train:105;train:032,train:105;train:032
evaluation_02,0,complexity_time,1,greedy,False,train:105;train:032,train:105;train:032
evaluation_02,0,complexity_time,1,edf,False,train:105;train:032,train:105;train:032
evaluation_02,1,reference,2,greedy,False,train:105;train:032,train:105;train:032
evaluation_02,1,reference,2,edf,False,train:105;train:032,train:105;train:032
evaluation_02,1,reference,1,greedy,False,train:105;train:032,train:105;train:032
evaluation_02,1,reference,1,edf,False,train:105;train:032,train:105;train:032
evaluation_02,1,approve_block,2,greedy,False,train:105;train:032,train:105;train:032
evaluation_02,1,approve_block,2,edf,False,train:105;train:032,train:105;train:032
evaluation_02,1,approve_block,1,greedy,False,train:105;train:032,train:105;train:032
evaluation_02,1,approve_block,1,edf,False,train:105;train:032,train:105;train:032
evaluation_02,1,complexity_time,2,greedy,False,train:105;train:032,train:105;train:032
evaluation_02,1,complexity_time,2,edf,False,train:105;train:032,train:105;train:032
evaluation_02,1,complexity_time,1,greedy,False,train:105;train:032,train:105;train:032
evaluation_02,1,complexity_time,1,edf,False,train:105;train:032,train:105;train:032
evaluation_02,2,reference,2,greedy,False,train:105;train:032,train:105;train:032
evaluation_02,2,reference,2,edf,False,train:105;train:032,train:105;train:032
evaluation_02,2,reference,1,greedy,False,train:105;train:032,train:105;train:032
evaluation_02,2,reference,1,edf,False,train:105;train:032,train:105;train:032
evaluation_02,2,approve_block,2,greedy,False,train:105;train:032,train:105;train:032
evaluation_02,2,approve_block,2,edf,False,train:105;train:032,train:105;train:032
evaluation_02,2,approve_block,1,greedy,False,train:105;train:032,train:105;train:032
evaluation_02,2,approve_block,1,edf,False,train:105;train:032,train:105;train:032
evaluation_02,2,complexity_time,2,greedy,False,train:105;train:032,train:105;train:032
evaluation_02,2,complexity_time,2,edf,False,train:105;train:032,train:105;train:032
evaluation_02,2,complexity_time,1,greedy,False,train:105;train:032,train:105;train:032
evaluation_02,2,complexity_time,1,edf,False,train:105;train:032,train:105;train:032
evaluation_03,0,reference,1,greedy,True,train:082;train:113;train:037,train:082;train:037;train:113
evaluation_03,0,reference,1,edf,False,train:082;train:113;train:037,train:082;train:113;train:037
evaluation_03,0,reference,2,greedy,False,train:082;train:037,train:082;train:037
evaluation_03,0,reference,2,edf,True,train:082;train:037,train:082;train:113
evaluation_03,0,approve_block,1,greedy,True,train:082;train:113;train:037,train:082;train:037;train:113
evaluation_03,0,approve_block,1,edf,False,train:082;train:113;train:037,train:082;train:113;train:037
evaluation_03,0,approve_block,2,greedy,False,train:082;train:037,train:082;train:037
evaluation_03,0,approve_block,2,edf,True,train:082;train:037,train:082;train:113
evaluation_03,0,complexity_time,1,greedy,True,train:082;train:113;train:037,train:082;train:037;train:113
evaluation_03,0,complexity_time,1,edf,False,train:082;train:113;train:037,train:082;train:113;train:037
evaluation_03,0,complexity_time,2,greedy,False,train:082;train:037,train:082;train:037
evaluation_03,0,complexity_time,2,edf,True,train:082;train:037,train:082;train:113
evaluation_03,1,reference,1,greedy,True,train:082;train:113;train:037,train:082;train:037;train:113
evaluation_03,1,reference,1,edf,False,train:082;train:113;train:037,train:082;train:113;train:037
evaluation_03,1,reference,2,greedy,False,train:082;train:037,train:082;train:037
evaluation_03,1,reference,2,edf,True,train:082;train:037,train:082;train:113
evaluation_03,1,approve_block,1,greedy,True,train:082;train:113;train:037,train:082;train:037;train:113
evaluation_03,1,approve_block,1,edf,False,train:082;train:113;train:037,train:082;train:113;train:037
evaluation_03,1,approve_block,2,greedy,False,train:082;train:037,train:082;train:037
evaluation_03,1,approve_block,2,edf,True,train:082;train:037,train:082;train:113
evaluation_03,1,complexity_time,1,greedy,True,train:082;train:113;train:037,train:082;train:037;train:113
evaluation_03,1,complexity_time,1,edf,False,train:082;train:113;train:037,train:082;train:113;train:037
evaluation_03,1,complexity_time,2,greedy,False,train:082;train:037,train:082;train:037
evaluation_03,1,complexity_time,2,edf,True,train:082;train:037,train:082;train:113
evaluation_03,2,reference,1,greedy,True,train:082;train:113;train:037,train:082;train:037;train:113
evaluation_03,2,reference,1,edf,False,train:082;train:113;train:037,train:082;train:113;train:037
evaluation_03,2,reference,2,greedy,False,train:082;train:037,train:082;train:037
evaluation_03,2,reference,2,edf,True,train:082;train:037,train:082;train:113
evaluation_03,2,approve_block,1,greedy,True,train:082;train:113;train:037,train:082;train:037;train:113
evaluation_03,2,approve_block,1,edf,False,train:082;train:113;train:037,train:082;train:113;train:037
evaluation_03,2,approve_block,2,greedy,False,train:082;train:037,train:082;train:037
evaluation_03,2,approve_block,2,edf,True,train:082;train:037,train:082;train:113
evaluation_03,2,complexity_time,1,greedy,True,train:082;train:113;train:037,train:082;train:037;train:113
evaluation_03,2,complexity_time,1,edf,False,train:082;train:113;train:037,train:082;train:113;train:037
evaluation_03,2,complexity_time,2,greedy,False,train:082;train:037,train:082;train:037
evaluation_03,2,complexity_time,2,edf,True,train:082;train:037,train:082;train:113
evaluation_04,0,reference,2,greedy,False,train:097;train:039,train:097;train:039
evaluation_04,0,reference,2,edf,False,train:097;train:039,train:097;train:039
evaluation_04,0,reference,1,greedy,False,train:097;train:039,train:097;train:039
evaluation_04,0,reference,1,edf,False,train:097;train:039,train:097;train:039
evaluation_04,0,approve_block,2,greedy,False,train:097;train:039,train:097;train:039
evaluation_04,0,approve_block,2,edf,False,train:097;train:039,train:097;train:039
evaluation_04,0,approve_block,1,greedy,False,train:097;train:039,train:097;train:039
evaluation_04,0,approve_block,1,edf,False,train:097;train:039,train:097;train:039
evaluation_04,0,complexity_time,2,greedy,False,train:097;train:039,train:097;train:039
evaluation_04,0,complexity_time,2,edf,False,train:097;train:039,train:097;train:039
evaluation_04,0,complexity_time,1,greedy,False,train:097;train:039,train:097;train:039
evaluation_04,0,complexity_time,1,edf,False,train:097;train:039,train:097;train:039
evaluation_04,1,reference,2,greedy,True,train:097;train:123;train:039,train:097;train:039
evaluation_04,1,reference,2,edf,False,train:097;train:123;train:039,train:097;train:123;train:039
evaluation_04,1,reference,1,greedy,True,train:097;train:123;train:039,train:097;train:039;train:123
evaluation_04,1,reference,1,edf,False,train:097;train:123;train:039,train:097;train:123;train:039
evaluation_04,1,approve_block,2,greedy,True,train:097;train:123;train:039,train:097;train:039
evaluation_04,1,approve_block,2,edf,False,train:097;train:123;train:039,train:097;train:123;train:039
evaluation_04,1,approve_block,1,greedy,True,train:097;train:123;train:039,train:097;train:039;train:123
evaluation_04,1,approve_block,1,edf,False,train:097;train:123;train:039,train:097;train:123;train:039
evaluation_04,1,complexity_time,2,greedy,True,train:097;train:123;train:039,train:097;train:039
evaluation_04,1,complexity_time,2,edf,False,train:097;train:123;train:039,train:097;train:123;train:039
evaluation_04,1,complexity_time,1,greedy,True,train:097;train:123;train:039,train:097;train:039;train:123
evaluation_04,1,complexity_time,1,edf,False,train:097;train:123;train:039,train:097;train:123;train:039
evaluation_04,2,reference,2,greedy,True,train:097;train:123;train:039,train:097;train:039
evaluation_04,2,reference,2,edf,False,train:097;train:123;train:039,train:097;train:123;train:039
evaluation_04,2,reference,1,greedy,True,train:097;train:123;train:039,train:097;train:039;train:123
evaluation_04,2,reference,1,edf,False,train:097;train:123;train:039,train:097;train:123;train:039
evaluation_04,2,approve_block,2,greedy,True,train:097;train:123;train:039,train:097;train:039
evaluation_04,2,approve_block,2,edf,False,train:097;train:123;train:039,train:097;train:123;train:039
evaluation_04,2,approve_block,1,greedy,True,train:097;train:123;train:039,train:097;train:039;train:123
evaluation_04,2,approve_block,1,edf,False,train:097;train:123;train:039,train:097;train:123;train:039
evaluation_04,2,complexity_time,2,greedy,True,train:097;train:123;train:039,train:097;train:039
evaluation_04,2,complexity_time,2,edf,False,train:097;train:123;train:039,train:097;train:123;train:039
evaluation_04,2,complexity_time,1,greedy,True,train:097;train:123;train:039,train:097;train:039;train:123
evaluation_04,2,complexity_time,1,edf,False,train:097;train:123;train:039,train:097;train:123;train:039
evaluation_05,0,reference,1,greedy,False,train:041;train:125,train:041;train:125
evaluation_05,0,reference,1,edf,False,train:041;train:125,train:041;train:125
evaluation_05,0,reference,2,greedy,False,train:041,train:041
evaluation_05,0,reference,2,edf,False,train:041,train:041
evaluation_05,0,approve_block,1,greedy,False,train:041;train:125,train:041;train:125
evaluation_05,0,approve_block,1,edf,False,train:041;train:125,train:041;train:125
evaluation_05,0,approve_block,2,greedy,False,train:041,train:041
evaluation_05,0,approve_block,2,edf,False,train:041,train:041
evaluation_05,0,complexity_time,1,greedy,False,train:041;train:125,train:041;train:125
evaluation_05,0,complexity_time,1,edf,False,train:041;train:125,train:041;train:125
evaluation_05,0,complexity_time,2,greedy,False,train:041,train:041
evaluation_05,0,complexity_time,2,edf,False,train:041,train:041
evaluation_05,1,reference,1,greedy,False,train:041;train:125,train:041;train:125
evaluation_05,1,reference,1,edf,False,train:041;train:125,train:041;train:125
evaluation_05,1,reference,2,greedy,False,train:041,train:041
evaluation_05,1,reference,2,edf,False,train:041,train:041
evaluation_05,1,approve_block,1,greedy,False,train:041;train:125,train:041;train:125
evaluation_05,1,approve_block,1,edf,False,train:041;train:125,train:041;train:125
evaluation_05,1,approve_block,2,greedy,False,train:041,train:041
evaluation_05,1,approve_block,2,edf,False,train:041,train:041
evaluation_05,1,complexity_time,1,greedy,False,train:041;train:125,train:041;train:125
evaluation_05,1,complexity_time,1,edf,False,train:041;train:125,train:041;train:125
evaluation_05,1,complexity_time,2,greedy,False,train:041,train:041
evaluation_05,1,complexity_time,2,edf,False,train:041,train:041
evaluation_05,2,reference,1,greedy,False,train:125,train:125
evaluation_05,2,reference,1,edf,False,train:125,train:125
evaluation_05,2,reference,2,greedy,False,train:125,train:125
evaluation_05,2,reference,2,edf,False,train:125,train:125
evaluation_05,2,approve_block,1,greedy,False,train:125,train:125
evaluation_05,2,approve_block,1,edf,False,train:125,train:125
evaluation_05,2,approve_block,2,greedy,False,train:125,train:125
evaluation_05,2,approve_block,2,edf,False,train:125,train:125
evaluation_05,2,complexity_time,1,greedy,False,train:125,train:125
evaluation_05,2,complexity_time,1,edf,False,train:125,train:125
evaluation_05,2,complexity_time,2,greedy,False,train:125,train:125
evaluation_05,2,complexity_time,2,edf,False,train:125,train:125
evaluation_06,0,reference,2,greedy,True,train:129;train:101,train:101;train:129
evaluation_06,0,reference,2,edf,True,train:129;train:101,train:101;train:129
evaluation_06,0,reference,1,greedy,True,train:129;train:101;train:045,train:101;train:045;train:129
evaluation_06,0,reference,1,edf,True,train:129;train:101;train:045,train:101;train:045;train:129
evaluation_06,0,approve_block,2,greedy,True,train:129;train:101,train:101;train:129
evaluation_06,0,approve_block,2,edf,True,train:129;train:101,train:101;train:129
evaluation_06,0,approve_block,1,greedy,True,train:129;train:101;train:045,train:101;train:045;train:129
evaluation_06,0,approve_block,1,edf,True,train:129;train:101;train:045,train:101;train:045;train:129
evaluation_06,0,complexity_time,2,greedy,True,train:129;train:101,train:101;train:129
evaluation_06,0,complexity_time,2,edf,True,train:129;train:101,train:101;train:129
evaluation_06,0,complexity_time,1,greedy,True,train:129;train:101;train:045,train:101;train:045;train:129
evaluation_06,0,complexity_time,1,edf,True,train:129;train:101;train:045,train:101;train:045;train:129
evaluation_06,1,reference,2,greedy,True,train:129;train:101,train:101;train:129
evaluation_06,1,reference,2,edf,True,train:129;train:101,train:101;train:129
evaluation_06,1,reference,1,greedy,True,train:129;train:101;train:045,train:101;train:045;train:129
evaluation_06,1,reference,1,edf,True,train:129;train:101;train:045,train:101;train:045;train:129
evaluation_06,1,approve_block,2,greedy,True,train:129;train:101,train:101;train:129
evaluation_06,1,approve_block,2,edf,True,train:129;train:101,train:101;train:129
evaluation_06,1,approve_block,1,greedy,True,train:129;train:101;train:045,train:101;train:045;train:129
evaluation_06,1,approve_block,1,edf,True,train:129;train:101;train:045,train:101;train:045;train:129
evaluation_06,1,complexity_time,2,greedy,True,train:129;train:101,train:101;train:129
evaluation_06,1,complexity_time,2,edf,True,train:129;train:101,train:101;train:129
evaluation_06,1,complexity_time,1,greedy,True,train:129;train:101;train:045,train:101;train:045;train:129
evaluation_06,1,complexity_time,1,edf,True,train:129;train:101;train:045,train:101;train:045;train:129
evaluation_06,2,reference,2,greedy,True,train:129;train:101,train:101;train:129
evaluation_06,2,reference,2,edf,True,train:129;train:101,train:101;train:129
evaluation_06,2,reference,1,greedy,True,train:129;train:101;train:045,train:101;train:045;train:129
evaluation_06,2,reference,1,edf,True,train:129;train:101;train:045,train:101;train:045;train:129
evaluation_06,2,approve_block,2,greedy,True,train:129;train:101,train:101;train:129
evaluation_06,2,approve_block,2,edf,True,train:129;train:101,train:101;train:129
evaluation_06,2,approve_block,1,greedy,True,train:129;train:101;train:045,train:101;train:045;train:129
evaluation_06,2,approve_block,1,edf,True,train:129;train:101;train:045,train:101;train:045;train:129
evaluation_06,2,complexity_time,2,greedy,True,train:129;train:101,train:101;train:129
evaluation_06,2,complexity_time,2,edf,True,train:129;train:101,train:101;train:129
evaluation_06,2,complexity_time,1,greedy,True,train:129;train:101;train:045,train:101;train:045;train:129
evaluation_06,2,complexity_time,1,edf,True,train:129;train:101;train:045,train:101;train:045;train:129
evaluation_07,0,reference,1,greedy,False,train:132;train:051,train:132;train:051
evaluation_07,0,reference,1,edf,False,train:132;train:051,train:132;train:051
evaluation_07,0,reference,2,greedy,False,train:132,train:132
evaluation_07,0,reference,2,edf,False,train:132,train:132
evaluation_07,0,approve_block,1,greedy,False,train:132;train:051,train:132;train:051
evaluation_07,0,approve_block,1,edf,False,train:132;train:051,train:132;train:051
evaluation_07,0,approve_block,2,greedy,False,train:132,train:132
evaluation_07,0,approve_block,2,edf,False,train:132,train:132
evaluation_07,0,complexity_time,1,greedy,False,train:132;train:051,train:132;train:051
evaluation_07,0,complexity_time,1,edf,False,train:132;train:051,train:132;train:051
evaluation_07,0,complexity_time,2,greedy,False,train:132,train:132
evaluation_07,0,complexity_time,2,edf,False,train:132,train:132
evaluation_07,1,reference,1,greedy,False,train:132,train:132
evaluation_07,1,reference,1,edf,False,train:132,train:132
evaluation_07,1,reference,2,greedy,False,train:132,train:132
evaluation_07,1,reference,2,edf,False,train:132,train:132
evaluation_07,1,approve_block,1,greedy,False,train:132,train:132
evaluation_07,1,approve_block,1,edf,False,train:132,train:132
evaluation_07,1,approve_block,2,greedy,False,train:132,train:132
evaluation_07,1,approve_block,2,edf,False,train:132,train:132
evaluation_07,1,complexity_time,1,greedy,False,train:132,train:132
evaluation_07,1,complexity_time,1,edf,False,train:132,train:132
evaluation_07,1,complexity_time,2,greedy,False,train:132,train:132
evaluation_07,1,complexity_time,2,edf,False,train:132,train:132
evaluation_07,2,reference,1,greedy,False,train:132;train:051,train:132;train:051
evaluation_07,2,reference,1,edf,False,train:132;train:051,train:132;train:051
evaluation_07,2,reference,2,greedy,False,train:132,train:132
evaluation_07,2,reference,2,edf,False,train:132,train:132
evaluation_07,2,approve_block,1,greedy,False,train:132;train:051,train:132;train:051
evaluation_07,2,approve_block,1,edf,False,train:132;train:051,train:132;train:051
evaluation_07,2,approve_block,2,greedy,False,train:132,train:132
evaluation_07,2,approve_block,2,edf,False,train:132,train:132
evaluation_07,2,complexity_time,1,greedy,False,train:132;train:051,train:132;train:051
evaluation_07,2,complexity_time,1,edf,False,train:132;train:051,train:132;train:051
evaluation_07,2,complexity_time,2,greedy,False,train:132,train:132
evaluation_07,2,complexity_time,2,edf,False,train:132,train:132
evaluation_08,0,reference,2,greedy,True,train:137;train:052,train:052;train:137
evaluation_08,0,reference,2,edf,True,train:137;train:052,train:052;train:137
evaluation_08,0,reference,1,greedy,True,train:137;train:052,train:052;train:137
evaluation_08,0,reference,1,edf,True,train:137;train:052,train:052;train:137
evaluation_08,0,approve_block,2,greedy,True,train:137;train:052,train:052;train:137
evaluation_08,0,approve_block,2,edf,True,train:137;train:052,train:052;train:137
evaluation_08,0,approve_block,1,greedy,True,train:137;train:052,train:052;train:137
evaluation_08,0,approve_block,1,edf,True,train:137;train:052,train:052;train:137
evaluation_08,0,complexity_time,2,greedy,True,train:137;train:052,train:052;train:137
evaluation_08,0,complexity_time,2,edf,True,train:137;train:052,train:052;train:137
evaluation_08,0,complexity_time,1,greedy,True,train:137;train:052,train:052;train:137
evaluation_08,0,complexity_time,1,edf,True,train:137;train:052,train:052;train:137
evaluation_08,1,reference,2,greedy,True,train:137;train:052,train:052;train:137
evaluation_08,1,reference,2,edf,True,train:137;train:052,train:052;train:137
evaluation_08,1,reference,1,greedy,True,train:137;train:052;train:118,train:052;train:118;train:137
evaluation_08,1,reference,1,edf,True,train:137;train:052;train:118,train:052;train:118;train:137
evaluation_08,1,approve_block,2,greedy,True,train:137;train:052,train:052;train:137
evaluation_08,1,approve_block,2,edf,True,train:137;train:052,train:052;train:137
evaluation_08,1,approve_block,1,greedy,True,train:137;train:052;train:118,train:052;train:118;train:137
evaluation_08,1,approve_block,1,edf,True,train:137;train:052;train:118,train:052;train:118;train:137
evaluation_08,1,complexity_time,2,greedy,True,train:137;train:052,train:052;train:137
evaluation_08,1,complexity_time,2,edf,True,train:137;train:052,train:052;train:137
evaluation_08,1,complexity_time,1,greedy,True,train:137;train:118;train:052,train:052;train:118;train:137
evaluation_08,1,complexity_time,1,edf,True,train:137;train:118;train:052,train:052;train:118;train:137
evaluation_08,2,reference,2,greedy,True,train:137;train:052,train:052;train:137
evaluation_08,2,reference,2,edf,True,train:137;train:052,train:052;train:137
evaluation_08,2,reference,1,greedy,True,train:137;train:052,train:052;train:137
evaluation_08,2,reference,1,edf,True,train:137;train:052,train:052;train:137
evaluation_08,2,approve_block,2,greedy,True,train:137;train:052,train:052;train:137
evaluation_08,2,approve_block,2,edf,True,train:137;train:052,train:052;train:137
evaluation_08,2,approve_block,1,greedy,True,train:137;train:052,train:052;train:137
evaluation_08,2,approve_block,1,edf,True,train:137;train:052,train:052;train:137
evaluation_08,2,complexity_time,2,greedy,True,train:137;train:052,train:052;train:137
evaluation_08,2,complexity_time,2,edf,True,train:137;train:052,train:052;train:137
evaluation_08,2,complexity_time,1,greedy,True,train:137;train:052,train:052;train:137
evaluation_08,2,complexity_time,1,edf,True,train:137;train:052,train:052;train:137
evaluation_09,0,reference,1,greedy,True,train:159;train:054;train:120,train:054;train:120
evaluation_09,0,reference,1,edf,False,train:159;train:054;train:120,train:159;train:054;train:120
evaluation_09,0,reference,2,greedy,True,train:159;train:054,train:054;train:120
evaluation_09,0,reference,2,edf,False,train:159;train:054,train:159;train:054
evaluation_09,0,approve_block,1,greedy,True,train:159;train:054;train:120,train:054;train:120
evaluation_09,0,approve_block,1,edf,False,train:159;train:054;train:120,train:159;train:054;train:120
evaluation_09,0,approve_block,2,greedy,True,train:159;train:120,train:054;train:120
evaluation_09,0,approve_block,2,edf,True,train:159;train:120,train:159;train:054
evaluation_09,0,complexity_time,1,greedy,True,train:159;train:054;train:120,train:054;train:120
evaluation_09,0,complexity_time,1,edf,False,train:159;train:054;train:120,train:159;train:054;train:120
evaluation_09,0,complexity_time,2,greedy,True,train:159;train:054,train:054;train:120
evaluation_09,0,complexity_time,2,edf,False,train:159;train:054,train:159;train:054
evaluation_09,1,reference,1,greedy,True,train:159;train:054,train:054;train:159
evaluation_09,1,reference,1,edf,False,train:159;train:054,train:159;train:054
evaluation_09,1,reference,2,greedy,True,train:159;train:054,train:054
evaluation_09,1,reference,2,edf,False,train:159;train:054,train:159;train:054
evaluation_09,1,approve_block,1,greedy,True,train:159;train:054,train:054;train:159
evaluation_09,1,approve_block,1,edf,False,train:159;train:054,train:159;train:054
evaluation_09,1,approve_block,2,greedy,True,train:159;train:054,train:054
evaluation_09,1,approve_block,2,edf,False,train:159;train:054,train:159;train:054
evaluation_09,1,complexity_time,1,greedy,True,train:159;train:054,train:054;train:159
evaluation_09,1,complexity_time,1,edf,False,train:159;train:054,train:159;train:054
evaluation_09,1,complexity_time,2,greedy,True,train:159;train:054,train:054
evaluation_09,1,complexity_time,2,edf,False,train:159;train:054,train:159;train:054
evaluation_09,2,reference,1,greedy,True,train:159;train:054;train:120,train:054;train:120
evaluation_09,2,reference,1,edf,False,train:159;train:054;train:120,train:159;train:054;train:120
evaluation_09,2,reference,2,greedy,True,train:159;train:054,train:054;train:120
evaluation_09,2,reference,2,edf,False,train:159;train:054,train:159;train:054
evaluation_09,2,approve_block,1,greedy,True,train:159;train:054;train:120,train:054;train:120
evaluation_09,2,approve_block,1,edf,False,train:159;train:054;train:120,train:159;train:054;train:120
evaluation_09,2,approve_block,2,greedy,True,train:159;train:120,train:054;train:120
evaluation_09,2,approve_block,2,edf,True,train:159;train:120,train:159;train:054
evaluation_09,2,complexity_time,1,greedy,True,train:159;train:054;train:120,train:054;train:120
evaluation_09,2,complexity_time,1,edf,False,train:159;train:054;train:120,train:159;train:054;train:120
evaluation_09,2,complexity_time,2,greedy,True,train:159;train:054,train:054;train:120
evaluation_09,2,complexity_time,2,edf,False,train:159;train:054,train:159;train:054
evaluation_10,0,reference,2,greedy,False,train:058;train:160,train:058;train:160
evaluation_10,0,reference,2,edf,True,train:058;train:160,train:160;train:058
evaluation_10,0,reference,1,greedy,False,train:058;train:160,train:058;train:160
evaluation_10,0,reference,1,edf,True,train:058;train:160,train:160;train:058
evaluation_10,0,approve_block,2,greedy,False,train:058;train:160,train:058;train:160
evaluation_10,0,approve_block,2,edf,True,train:058;train:160,train:160;train:058
evaluation_10,0,approve_block,1,greedy,False,train:058;train:160,train:058;train:160
evaluation_10,0,approve_block,1,edf,True,train:058;train:160,train:160;train:058
evaluation_10,0,complexity_time,2,greedy,True,train:160;train:058,train:058
evaluation_10,0,complexity_time,2,edf,False,train:160;train:058,train:160;train:058
evaluation_10,0,complexity_time,1,greedy,False,train:058;train:160,train:058;train:160
