bundle_id,variant,review_duration,comparison,metric,difference
evaluation_14,reference,2,search-fcfs,operational_loss,-4.0
evaluation_15,reference,2,search-fcfs,operational_loss,0.0
evaluation_16,reference,2,search-fcfs,operational_loss,0.0
evaluation_17,reference,2,search-fcfs,operational_loss,0.0
evaluation_18,reference,2,search-fcfs,operational_loss,0.0
evaluation_19,reference,2,search-fcfs,operational_loss,0.0
evaluation_20,reference,2,search-fcfs,operational_loss,0.0
evaluation_21,reference,2,search-fcfs,operational_loss,-12.0
evaluation_22,reference,2,search-fcfs,operational_loss,0.0
evaluation_23,reference,2,search-fcfs,operational_loss,0.0
evaluation_24,reference,2,search-fcfs,operational_loss,0.0
evaluation_25,reference,2,search-fcfs,operational_loss,-8.0
evaluation_26,reference,2,search-fcfs,operational_loss,0.0
evaluation_27,reference,2,search-fcfs,operational_loss,0.0
evaluation_28,reference,2,search-fcfs,operational_loss,-5.333333333333334
evaluation_29,reference,2,search-fcfs,operational_loss,0.0
evaluation_30,reference,2,search-fcfs,operational_loss,0.0
evaluation_31,reference,2,search-fcfs,operational_loss,0.0
evaluation_00,reference,2,search-fcfs,task_completed,0.0
evaluation_01,reference,2,search-fcfs,task_completed,0.0
evaluation_02,reference,2,search-fcfs,task_completed,0.0
evaluation_03,reference,2,search-fcfs,task_completed,1.0
evaluation_04,reference,2,search-fcfs,task_completed,0.0
evaluation_05,reference,2,search-fcfs,task_completed,0.0
evaluation_06,reference,2,search-fcfs,task_completed,0.0
evaluation_07,reference,2,search-fcfs,task_completed,0.0
evaluation_08,reference,2,search-fcfs,task_completed,0.0
evaluation_09,reference,2,search-fcfs,task_completed,0.0
evaluation_10,reference,2,search-fcfs,task_completed,0.0
evaluation_11,reference,2,search-fcfs,task_completed,0.0
evaluation_12,reference,2,search-fcfs,task_completed,0.0
evaluation_13,reference,2,search-fcfs,task_completed,0.0
evaluation_14,reference,2,search-fcfs,task_completed,0.3333333333333335
evaluation_15,reference,2,search-fcfs,task_completed,0.0
evaluation_16,reference,2,search-fcfs,task_completed,0.0
evaluation_17,reference,2,search-fcfs,task_completed,0.0
evaluation_18,reference,2,search-fcfs,task_completed,0.0
evaluation_19,reference,2,search-fcfs,task_completed,0.0
evaluation_20,reference,2,search-fcfs,task_completed,0.0
evaluation_21,reference,2,search-fcfs,task_completed,1.0
evaluation_22,reference,2,search-fcfs,task_completed,0.0
evaluation_23,reference,2,search-fcfs,task_completed,0.0
evaluation_24,reference,2,search-fcfs,task_completed,0.0
evaluation_25,reference,2,search-fcfs,task_completed,0.9999999999999998
evaluation_26,reference,2,search-fcfs,task_completed,0.0
evaluation_27,reference,2,search-fcfs,task_completed,0.0
evaluation_28,reference,2,search-fcfs,task_completed,0.6666666666666667
evaluation_29,reference,2,search-fcfs,task_completed,0.0
evaluation_30,reference,2,search-fcfs,task_completed,0.0
evaluation_31,reference,2,search-fcfs,task_completed,0.0
evaluation_00,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_01,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_02,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_03,reference,2,search-fcfs,wrong_transactions,-1.0
evaluation_04,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_05,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_06,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_07,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_08,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_09,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_10,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_11,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_12,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_13,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_14,reference,2,search-fcfs,wrong_transactions,-0.3333333333333333
evaluation_15,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_16,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_17,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_18,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_19,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_20,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_21,reference,2,search-fcfs,wrong_transactions,-1.0
evaluation_22,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_23,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_24,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_25,reference,2,search-fcfs,wrong_transactions,-1.0
evaluation_26,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_27,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_28,reference,2,search-fcfs,wrong_transactions,-0.6666666666666666
evaluation_29,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_30,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_31,reference,2,search-fcfs,wrong_transactions,0.0
evaluation_00,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_01,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_02,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_03,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_04,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_05,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_06,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_07,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_08,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_09,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_10,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_11,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_12,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_13,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_14,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_15,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_16,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_17,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_18,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_19,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_20,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_21,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_22,reference,2,search-fcfs,review_busy_ticks,1.333333333333333
evaluation_23,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_24,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_25,reference,2,search-fcfs,review_busy_ticks,1.9999999999999996
evaluation_26,reference,2,search-fcfs,review_busy_ticks,2.0
evaluation_27,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_28,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_29,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_30,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_31,reference,2,search-fcfs,review_busy_ticks,0.0
evaluation_00,reference,2,search-uncertainty,operational_loss,0.0
evaluation_01,reference,2,search-uncertainty,operational_loss,0.0
evaluation_02,reference,2,search-uncertainty,operational_loss,0.0
evaluation_03,reference,2,search-uncertainty,operational_loss,0.0
evaluation_04,reference,2,search-uncertainty,operational_loss,0.0
evaluation_05,reference,2,search-uncertainty,operational_loss,0.0
evaluation_06,reference,2,search-uncertainty,operational_loss,0.0
evaluation_07,reference,2,search-uncertainty,operational_loss,0.0
evaluation_08,reference,2,search-uncertainty,operational_loss,0.0
evaluation_09,reference,2,search-uncertainty,operational_loss,8.0
evaluation_10,reference,2,search-uncertainty,operational_loss,0.0
evaluation_11,reference,2,search-uncertainty,operational_loss,5.333333333333334
evaluation_12,reference,2,search-uncertainty,operational_loss,0.0
evaluation_13,reference,2,search-uncertainty,operational_loss,0.0
evaluation_14,reference,2,search-uncertainty,operational_loss,0.0
evaluation_15,reference,2,search-uncertainty,operational_loss,0.0
evaluation_16,reference,2,search-uncertainty,operational_loss,0.0
evaluation_17,reference,2,search-uncertainty,operational_loss,0.0
evaluation_18,reference,2,search-uncertainty,operational_loss,0.0
evaluation_19,reference,2,search-uncertainty,operational_loss,0.0
evaluation_20,reference,2,search-uncertainty,operational_loss,0.0
evaluation_21,reference,2,search-uncertainty,operational_loss,0.0
evaluation_22,reference,2,search-uncertainty,operational_loss,0.0
evaluation_23,reference,2,search-uncertainty,operational_loss,0.0
evaluation_24,reference,2,search-uncertainty,operational_loss,0.0
evaluation_25,reference,2,search-uncertainty,operational_loss,0.0
evaluation_26,reference,2,search-uncertainty,operational_loss,0.0
evaluation_27,reference,2,search-uncertainty,operational_loss,0.0
evaluation_28,reference,2,search-uncertainty,operational_loss,-5.333333333333334
evaluation_29,reference,2,search-uncertainty,operational_loss,0.0
evaluation_30,reference,2,search-uncertainty,operational_loss,0.0
evaluation_31,reference,2,search-uncertainty,operational_loss,0.0
evaluation_00,reference,2,search-uncertainty,task_completed,0.0
evaluation_01,reference,2,search-uncertainty,task_completed,0.0
evaluation_02,reference,2,search-uncertainty,task_completed,0.0
evaluation_03,reference,2,search-uncertainty,task_completed,0.0
evaluation_04,reference,2,search-uncertainty,task_completed,0.0
evaluation_05,reference,2,search-uncertainty,task_completed,0.0
evaluation_06,reference,2,search-uncertainty,task_completed,0.0
evaluation_07,reference,2,search-uncertainty,task_completed,0.0
evaluation_08,reference,2,search-uncertainty,task_completed,0.0
evaluation_09,reference,2,search-uncertainty,task_completed,-0.6666666666666665
evaluation_10,reference,2,search-uncertainty,task_completed,0.0
evaluation_11,reference,2,search-uncertainty,task_completed,-0.3333333333333335
evaluation_12,reference,2,search-uncertainty,task_completed,0.0
evaluation_13,reference,2,search-uncertainty,task_completed,0.0
evaluation_14,reference,2,search-uncertainty,task_completed,0.0
evaluation_15,reference,2,search-uncertainty,task_completed,0.0
evaluation_16,reference,2,search-uncertainty,task_completed,0.0
evaluation_17,reference,2,search-uncertainty,task_completed,0.0
evaluation_18,reference,2,search-uncertainty,task_completed,0.0
evaluation_19,reference,2,search-uncertainty,task_completed,0.0
evaluation_20,reference,2,search-uncertainty,task_completed,0.0
evaluation_21,reference,2,search-uncertainty,task_completed,0.0
evaluation_22,reference,2,search-uncertainty,task_completed,0.0
evaluation_23,reference,2,search-uncertainty,task_completed,0.0
evaluation_24,reference,2,search-uncertainty,task_completed,0.0
evaluation_25,reference,2,search-uncertainty,task_completed,0.0
evaluation_26,reference,2,search-uncertainty,task_completed,0.0
evaluation_27,reference,2,search-uncertainty,task_completed,0.0
evaluation_28,reference,2,search-uncertainty,task_completed,0.6666666666666667
evaluation_29,reference,2,search-uncertainty,task_completed,0.0
evaluation_30,reference,2,search-uncertainty,task_completed,0.0
evaluation_31,reference,2,search-uncertainty,task_completed,0.0
evaluation_00,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_01,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_02,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_03,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_04,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_05,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_06,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_07,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_08,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_09,reference,2,search-uncertainty,wrong_transactions,0.6666666666666666
evaluation_10,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_11,reference,2,search-uncertainty,wrong_transactions,0.3333333333333333
evaluation_12,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_13,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_14,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_15,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_16,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_17,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_18,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_19,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_20,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_21,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_22,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_23,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_24,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_25,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_26,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_27,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_28,reference,2,search-uncertainty,wrong_transactions,-0.6666666666666666
evaluation_29,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_30,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_31,reference,2,search-uncertainty,wrong_transactions,0.0
evaluation_00,reference,2,search-uncertainty,review_busy_ticks,0.0
evaluation_01,reference,2,search-uncertainty,review_busy_ticks,0.0
evaluation_02,reference,2,search-uncertainty,review_busy_ticks,0.0
evaluation_03,reference,2,search-uncertainty,review_busy_ticks,0.0
evaluation_04,reference,2,search-uncertainty,review_busy_ticks,1.333333333333333
evaluation_05,reference,2,search-uncertainty,review_busy_ticks,0.0
evaluation_06,reference,2,search-uncertainty,review_busy_ticks,0.0
evaluation_07,reference,2,search-uncertainty,review_busy_ticks,0.0
evaluation_08,reference,2,search-uncertainty,review_busy_ticks,0.0
evaluation_09,reference,2,search-uncertainty,review_busy_ticks,0.6666666666666665
evaluation_10,reference,2,search-uncertainty,review_busy_ticks,0.0
evaluation_11,reference,2,search-uncertainty,review_busy_ticks,1.3333333333333335
evaluation_12,reference,2,search-uncertainty,review_busy_ticks,2.0000000000000004
evaluation_13,reference,2,search-uncertainty,review_busy_ticks,0.0
evaluation_14,reference,2,search-uncertainty,review_busy_ticks,0.0
evaluation_15,reference,2,search-uncertainty,review_busy_ticks,1.333333333333333
evaluation_16,reference,2,search-uncertainty,review_busy_ticks,0.0
evaluation_17,reference,2,search-uncertainty,review_busy_ticks,0.0
evaluation_18,reference,2,search-uncertainty,review_busy_ticks,0.0
evaluation_19,reference,2,search-uncertainty,review_busy_ticks,0.0
evaluation_20,reference,2,search-uncertainty,review_busy_ticks,0.0
evaluation_21,reference,2,search-uncertainty,review_busy_ticks,0.0
evaluation_22,reference,2,search-uncertainty,review_busy_ticks,1.333333333333333
evaluation_23,reference,2,search-uncertainty,review_busy_ticks,2.0
evaluation_24,reference,2,search-uncertainty,review_busy_ticks,0.0
evaluation_25,reference,2,search-uncertainty,review_busy_ticks,1.333333333333333
evaluation_26,reference,2,search-uncertainty,review_busy_ticks,0.0
evaluation_27,reference,2,search-uncertainty,review_busy_ticks,0.0
evaluation_28,reference,2,search-uncertainty,review_busy_ticks,0.0
evaluation_29,reference,2,search-uncertainty,review_busy_ticks,0.0
evaluation_30,reference,2,search-uncertainty,review_busy_ticks,2.0
evaluation_31,reference,2,search-uncertainty,review_busy_ticks,0.6666666666666665
evaluation_00,reference,2,search-no_review,operational_loss,-5.333333333333336
evaluation_01,reference,2,search-no_review,operational_loss,-5.333333333333334
evaluation_02,reference,2,search-no_review,operational_loss,0.0
evaluation_03,reference,2,search-no_review,operational_loss,-12.0
evaluation_04,reference,2,search-no_review,operational_loss,-12.0
evaluation_05,reference,2,search-no_review,operational_loss,-5.333333333333333
evaluation_06,reference,2,search-no_review,operational_loss,0.0
evaluation_07,reference,2,search-no_review,operational_loss,0.0
evaluation_08,reference,2,search-no_review,operational_loss,0.0
evaluation_09,reference,2,search-no_review,operational_loss,-7.999999999999998
evaluation_10,reference,2,search-no_review,operational_loss,0.0
evaluation_11,reference,2,search-no_review,operational_loss,0.0
evaluation_12,reference,2,search-no_review,operational_loss,-5.333333333333334
evaluation_13,reference,2,search-no_review,operational_loss,0.0
evaluation_14,reference,2,search-no_review,operational_loss,-28.0
evaluation_15,reference,2,search-no_review,operational_loss,-5.333333333333334
evaluation_16,reference,2,search-no_review,operational_loss,-4.0
evaluation_17,reference,2,search-no_review,operational_loss,0.0
evaluation_18,reference,2,search-no_review,operational_loss,-4.0
evaluation_19,reference,2,search-no_review,operational_loss,0.0
evaluation_20,reference,2,search-no_review,operational_loss,0.0
evaluation_21,reference,2,search-no_review,operational_loss,-12.0
evaluation_22,reference,2,search-no_review,operational_loss,-15.999999999999998
evaluation_23,reference,2,search-no_review,operational_loss,0.0
evaluation_24,reference,2,search-no_review,operational_loss,0.0
evaluation_25,reference,2,search-no_review,operational_loss,-12.0
evaluation_26,reference,2,search-no_review,operational_loss,0.0
evaluation_27,reference,2,search-no_review,operational_loss,0.0
evaluation_28,reference,2,search-no_review,operational_loss,-13.333333333333334
evaluation_29,reference,2,search-no_review,operational_loss,0.0
evaluation_30,reference,2,search-no_review,operational_loss,0.0
evaluation_31,reference,2,search-no_review,operational_loss,0.0
evaluation_00,reference,2,search-no_review,task_completed,0.6666666666666667
evaluation_01,reference,2,search-no_review,task_completed,0.6666666666666667
evaluation_02,reference,2,search-no_review,task_completed,0.0
evaluation_03,reference,2,search-no_review,task_completed,1.0
evaluation_04,reference,2,search-no_review,task_completed,0.9999999999999998
evaluation_05,reference,2,search-no_review,task_completed,0.6666666666666667
evaluation_06,reference,2,search-no_review,task_completed,0.0
evaluation_07,reference,2,search-no_review,task_completed,0.0
evaluation_08,reference,2,search-no_review,task_completed,0.0
evaluation_09,reference,2,search-no_review,task_completed,1.0
evaluation_10,reference,2,search-no_review,task_completed,0.0
evaluation_11,reference,2,search-no_review,task_completed,0.0
evaluation_12,reference,2,search-no_review,task_completed,0.3333333333333335
evaluation_13,reference,2,search-no_review,task_completed,0.0
evaluation_14,reference,2,search-no_review,task_completed,2.0
evaluation_15,reference,2,search-no_review,task_completed,0.6666666666666665
evaluation_16,reference,2,search-no_review,task_completed,0.33333333333333326
evaluation_17,reference,2,search-no_review,task_completed,0.0
evaluation_18,reference,2,search-no_review,task_completed,0.3333333333333335
evaluation_19,reference,2,search-no_review,task_completed,0.0
evaluation_20,reference,2,search-no_review,task_completed,0.0
evaluation_21,reference,2,search-no_review,task_completed,1.0
evaluation_22,reference,2,search-no_review,task_completed,0.9999999999999998
evaluation_23,reference,2,search-no_review,task_completed,0.0
evaluation_24,reference,2,search-no_review,task_completed,0.0
evaluation_25,reference,2,search-no_review,task_completed,1.3333333333333333
evaluation_26,reference,2,search-no_review,task_completed,0.0
evaluation_27,reference,2,search-no_review,task_completed,0.0
evaluation_28,reference,2,search-no_review,task_completed,1.3333333333333335
evaluation_29,reference,2,search-no_review,task_completed,0.0
evaluation_30,reference,2,search-no_review,task_completed,0.0
evaluation_31,reference,2,search-no_review,task_completed,0.0
evaluation_00,reference,2,search-no_review,wrong_transactions,-0.6666666666666667
evaluation_01,reference,2,search-no_review,wrong_transactions,-0.6666666666666666
evaluation_02,reference,2,search-no_review,wrong_transactions,0.0
evaluation_03,reference,2,search-no_review,wrong_transactions,-1.0
evaluation_04,reference,2,search-no_review,wrong_transactions,-1.0
evaluation_05,reference,2,search-no_review,wrong_transactions,-0.6666666666666666
evaluation_06,reference,2,search-no_review,wrong_transactions,0.0
evaluation_07,reference,2,search-no_review,wrong_transactions,0.0
evaluation_08,reference,2,search-no_review,wrong_transactions,0.0
evaluation_09,reference,2,search-no_review,wrong_transactions,-1.0
evaluation_10,reference,2,search-no_review,wrong_transactions,0.0
evaluation_11,reference,2,search-no_review,wrong_transactions,0.0
evaluation_12,reference,2,search-no_review,wrong_transactions,-0.3333333333333333
evaluation_13,reference,2,search-no_review,wrong_transactions,0.0
evaluation_14,reference,2,search-no_review,wrong_transactions,-2.0
evaluation_15,reference,2,search-no_review,wrong_transactions,-0.6666666666666666
evaluation_16,reference,2,search-no_review,wrong_transactions,-0.3333333333333333
evaluation_17,reference,2,search-no_review,wrong_transactions,0.0
evaluation_18,reference,2,search-no_review,wrong_transactions,-0.3333333333333333
evaluation_19,reference,2,search-no_review,wrong_transactions,0.0
evaluation_20,reference,2,search-no_review,wrong_transactions,0.0
evaluation_21,reference,2,search-no_review,wrong_transactions,-1.0
evaluation_22,reference,2,search-no_review,wrong_transactions,-1.0
evaluation_23,reference,2,search-no_review,wrong_transactions,0.0
evaluation_24,reference,2,search-no_review,wrong_transactions,0.0
evaluation_25,reference,2,search-no_review,wrong_transactions,-1.3333333333333333
evaluation_26,reference,2,search-no_review,wrong_transactions,0.0
evaluation_27,reference,2,search-no_review,wrong_transactions,0.0
evaluation_28,reference,2,search-no_review,wrong_transactions,-1.3333333333333333
evaluation_29,reference,2,search-no_review,wrong_transactions,0.0
evaluation_30,reference,2,search-no_review,wrong_transactions,0.0
evaluation_31,reference,2,search-no_review,wrong_transactions,0.0
evaluation_00,reference,2,search-no_review,review_busy_ticks,3.3333333333333335
evaluation_01,reference,2,search-no_review,review_busy_ticks,2.6666666666666665
evaluation_02,reference,2,search-no_review,review_busy_ticks,4.0
evaluation_03,reference,2,search-no_review,review_busy_ticks,4.0
evaluation_04,reference,2,search-no_review,review_busy_ticks,5.333333333333333
evaluation_05,reference,2,search-no_review,review_busy_ticks,2.0
evaluation_06,reference,2,search-no_review,review_busy_ticks,4.0
evaluation_07,reference,2,search-no_review,review_busy_ticks,2.0
evaluation_08,reference,2,search-no_review,review_busy_ticks,4.0
evaluation_09,reference,2,search-no_review,review_busy_ticks,4.0
evaluation_10,reference,2,search-no_review,review_busy_ticks,4.0
evaluation_11,reference,2,search-no_review,review_busy_ticks,4.0
evaluation_12,reference,2,search-no_review,review_busy_ticks,4.666666666666667
evaluation_13,reference,2,search-no_review,review_busy_ticks,3.3333333333333335
evaluation_14,reference,2,search-no_review,review_busy_ticks,4.0
evaluation_15,reference,2,search-no_review,review_busy_ticks,5.333333333333333
evaluation_16,reference,2,search-no_review,review_busy_ticks,2.6666666666666665
evaluation_17,reference,2,search-no_review,review_busy_ticks,4.0
evaluation_18,reference,2,search-no_review,review_busy_ticks,4.0
evaluation_19,reference,2,search-no_review,review_busy_ticks,4.0
evaluation_20,reference,2,search-no_review,review_busy_ticks,4.0
evaluation_21,reference,2,search-no_review,review_busy_ticks,4.0
evaluation_22,reference,2,search-no_review,review_busy_ticks,5.333333333333333
evaluation_23,reference,2,search-no_review,review_busy_ticks,6.0
evaluation_24,reference,2,search-no_review,review_busy_ticks,4.0
evaluation_25,reference,2,search-no_review,review_busy_ticks,5.333333333333333
evaluation_26,reference,2,search-no_review,review_busy_ticks,6.0
evaluation_27,reference,2,search-no_review,review_busy_ticks,2.6666666666666665
evaluation_28,reference,2,search-no_review,review_busy_ticks,3.3333333333333335
evaluation_29,reference,2,search-no_review,review_busy_ticks,2.6666666666666665
evaluation_30,reference,2,search-no_review,review_busy_ticks,4.0
evaluation_31,reference,2,search-no_review,review_busy_ticks,4.0
evaluation_00,approve_block,1,search-greedy,operational_loss,0.0
evaluation_01,approve_block,1,search-greedy,operational_loss,0.0
evaluation_02,approve_block,1,search-greedy,operational_loss,0.0
evaluation_03,approve_block,1,search-greedy,operational_loss,0.0
evaluation_04,approve_block,1,search-greedy,operational_loss,0.0
evaluation_05,approve_block,1,search-greedy,operational_loss,0.0
evaluation_06,approve_block,1,search-greedy,operational_loss,0.0
evaluation_07,approve_block,1,search-greedy,operational_loss,0.0
evaluation_08,approve_block,1,search-greedy,operational_loss,0.0
evaluation_09,approve_block,1,search-greedy,operational_loss,0.0
evaluation_10,approve_block,1,search-greedy,operational_loss,0.0
evaluation_11,approve_block,1,search-greedy,operational_loss,0.0
evaluation_12,approve_block,1,search-greedy,operational_loss,0.0
evaluation_13,approve_block,1,search-greedy,operational_loss,0.0
evaluation_14,approve_block,1,search-greedy,operational_loss,0.0
evaluation_15,approve_block,1,search-greedy,operational_loss,0.0
evaluation_16,approve_block,1,search-greedy,operational_loss,0.0
evaluation_17,approve_block,1,search-greedy,operational_loss,0.0
evaluation_18,approve_block,1,search-greedy,operational_loss,0.0
evaluation_19,approve_block,1,search-greedy,operational_loss,0.0
evaluation_20,approve_block,1,search-greedy,operational_loss,0.0
evaluation_21,approve_block,1,search-greedy,operational_loss,0.0
evaluation_22,approve_block,1,search-greedy,operational_loss,0.0
evaluation_23,approve_block,1,search-greedy,operational_loss,0.0
evaluation_24,approve_block,1,search-greedy,operational_loss,0.0
evaluation_25,approve_block,1,search-greedy,operational_loss,0.0
evaluation_26,approve_block,1,search-greedy,operational_loss,0.0
evaluation_27,approve_block,1,search-greedy,operational_loss,0.0
evaluation_28,approve_block,1,search-greedy,operational_loss,0.0
evaluation_29,approve_block,1,search-greedy,operational_loss,0.0
evaluation_30,approve_block,1,search-greedy,operational_loss,0.0
evaluation_31,approve_block,1,search-greedy,operational_loss,0.0
evaluation_00,approve_block,1,search-greedy,task_completed,0.0
evaluation_01,approve_block,1,search-greedy,task_completed,0.0
evaluation_02,approve_block,1,search-greedy,task_completed,0.0
evaluation_03,approve_block,1,search-greedy,task_completed,0.0
evaluation_04,approve_block,1,search-greedy,task_completed,0.0
evaluation_05,approve_block,1,search-greedy,task_completed,0.0
evaluation_06,approve_block,1,search-greedy,task_completed,0.0
evaluation_07,approve_block,1,search-greedy,task_completed,0.0
evaluation_08,approve_block,1,search-greedy,task_completed,0.0
evaluation_09,approve_block,1,search-greedy,task_completed,0.0
evaluation_10,approve_block,1,search-greedy,task_completed,0.0
evaluation_11,approve_block,1,search-greedy,task_completed,0.0
evaluation_12,approve_block,1,search-greedy,task_completed,0.0
evaluation_13,approve_block,1,search-greedy,task_completed,0.0
evaluation_14,approve_block,1,search-greedy,task_completed,0.0
evaluation_15,approve_block,1,search-greedy,task_completed,0.0
evaluation_16,approve_block,1,search-greedy,task_completed,0.0
evaluation_17,approve_block,1,search-greedy,task_completed,0.0
evaluation_18,approve_block,1,search-greedy,task_completed,0.0
evaluation_19,approve_block,1,search-greedy,task_completed,0.0
evaluation_20,approve_block,1,search-greedy,task_completed,0.0
evaluation_21,approve_block,1,search-greedy,task_completed,0.0
evaluation_22,approve_block,1,search-greedy,task_completed,0.0
evaluation_23,approve_block,1,search-greedy,task_completed,0.0
evaluation_24,approve_block,1,search-greedy,task_completed,0.0
evaluation_25,approve_block,1,search-greedy,task_completed,0.0
evaluation_26,approve_block,1,search-greedy,task_completed,0.0
evaluation_27,approve_block,1,search-greedy,task_completed,0.0
evaluation_28,approve_block,1,search-greedy,task_completed,0.0
evaluation_29,approve_block,1,search-greedy,task_completed,0.0
evaluation_30,approve_block,1,search-greedy,task_completed,0.0
evaluation_31,approve_block,1,search-greedy,task_completed,0.0
evaluation_00,approve_block,1,search-greedy,wrong_transactions,0.0
evaluation_01,approve_block,1,search-greedy,wrong_transactions,0.0
evaluation_02,approve_block,1,search-greedy,wrong_transactions,0.0
evaluation_03,approve_block,1,search-greedy,wrong_transactions,0.0
evaluation_04,approve_block,1,search-greedy,wrong_transactions,0.0
evaluation_05,approve_block,1,search-greedy,wrong_transactions,0.0
evaluation_06,approve_block,1,search-greedy,wrong_transactions,0.0
evaluation_07,approve_block,1,search-greedy,wrong_transactions,0.0
evaluation_08,approve_block,1,search-greedy,wrong_transactions,0.0
evaluation_09,approve_block,1,search-greedy,wrong_transactions,0.0
evaluation_10,approve_block,1,search-greedy,wrong_transactions,0.0
evaluation_11,approve_block,1,search-greedy,wrong_transactions,0.0
evaluation_12,approve_block,1,search-greedy,wrong_transactions,0.0
evaluation_13,approve_block,1,search-greedy,wrong_transactions,0.0
evaluation_14,approve_block,1,search-greedy,wrong_transactions,0.0
evaluation_15,approve_block,1,search-greedy,wrong_transactions,0.0
evaluation_16,approve_block,1,search-greedy,wrong_transactions,0.0
evaluation_17,approve_block,1,search-greedy,wrong_transactions,0.0
evaluation_18,approve_block,1,search-greedy,wrong_transactions,0.0
