workload,agents,review_ticks,risk,policy,closure_penalty,study,scoring_risk,prediction,examples,observed_error_rate
original,3,1,frozen,edf,0,core,pooled,0.183673469388,384,0.2786458333333333
original,3,1,frozen,edf,0,core,analytical,0.142857142857,217,0.14746543778801843
original,3,1,frozen,edf,0,core,analytical,0.272727272727,103,0.27184466019417475
original,3,1,frozen,edf,0,core,analytical,0.727272727273,62,0.7419354838709677
original,3,1,frozen,edf,0,core,analytical,0.857142857143,2,0.5
original,3,1,frozen,fcfs,0,core,frozen,0.14606741573,350,0.2571428571428571
original,3,1,frozen,fcfs,0,core,frozen,0.183673469388,34,0.4411764705882353
original,3,1,frozen,fcfs,0,core,pooled,0.183673469388,384,0.2734375
original,3,1,frozen,fcfs,0,core,analytical,0.142857142857,218,0.14678899082568808
original,3,1,frozen,fcfs,0,core,analytical,0.272727272727,104,0.2692307692307692
original,3,1,frozen,fcfs,0,core,analytical,0.727272727273,61,0.7377049180327869
original,3,1,frozen,fcfs,0,core,analytical,0.857142857143,1,0.0
original,3,1,frozen,greedy,0,core,frozen,0.14606741573,348,0.2557471264367816
original,3,1,frozen,greedy,0,core,frozen,0.183673469388,36,0.4444444444444444
original,3,1,frozen,greedy,0,core,pooled,0.183673469388,384,0.2734375
original,3,1,frozen,greedy,0,core,analytical,0.142857142857,217,0.14746543778801843
original,3,1,frozen,greedy,0,core,analytical,0.272727272727,103,0.2621359223300971
original,3,1,frozen,greedy,0,core,analytical,0.727272727273,62,0.7258064516129032
original,3,1,frozen,greedy,0,core,analytical,0.857142857143,2,0.5
original,3,1,frozen,myopic,0,core,frozen,0.14606741573,350,0.2542857142857143
original,3,1,frozen,myopic,0,core,frozen,0.183673469388,34,0.4117647058823529
original,3,1,frozen,myopic,0,core,pooled,0.183673469388,384,0.2682291666666667
original,3,1,frozen,myopic,0,core,analytical,0.142857142857,218,0.14678899082568808
original,3,1,frozen,myopic,0,core,analytical,0.272727272727,102,0.2549019607843137
original,3,1,frozen,myopic,0,core,analytical,0.727272727273,63,0.7142857142857143
original,3,1,frozen,myopic,0,core,analytical,0.857142857143,1,0.0
original,3,1,frozen,uncertainty,0,core,frozen,0.14606741573,351,0.2564102564102564
original,3,1,frozen,uncertainty,0,core,frozen,0.183673469388,33,0.42424242424242425
original,3,1,frozen,uncertainty,0,core,pooled,0.183673469388,384,0.2708333333333333
original,3,1,frozen,uncertainty,0,core,analytical,0.142857142857,218,0.14678899082568808
original,3,1,frozen,uncertainty,0,core,analytical,0.272727272727,103,0.2621359223300971
original,3,1,frozen,uncertainty,0,core,analytical,0.727272727273,62,0.7258064516129032
original,3,1,frozen,uncertainty,0,core,analytical,0.857142857143,1,0.0
original,3,1,pooled,delay,0,core,frozen,0.14606741573,179,0.2569832402234637
original,3,1,pooled,delay,0,core,frozen,0.183673469388,13,0.6923076923076923
original,3,1,pooled,delay,0,core,pooled,0.183673469388,192,0.2864583333333333
original,3,1,pooled,delay,0,core,analytical,0.142857142857,110,0.14545454545454545
original,3,1,pooled,delay,0,core,analytical,0.272727272727,53,0.2830188679245283
original,3,1,pooled,delay,0,core,analytical,0.727272727273,29,0.8275862068965517
original,3,1,pooled,greedy,0,core,frozen,0.14606741573,179,0.2569832402234637
original,3,1,pooled,greedy,0,core,frozen,0.183673469388,13,0.6923076923076923
original,3,1,pooled,greedy,0,core,pooled,0.183673469388,192,0.2864583333333333
original,3,1,pooled,greedy,0,core,analytical,0.142857142857,110,0.14545454545454545
original,3,1,pooled,greedy,0,core,analytical,0.272727272727,53,0.2830188679245283
original,3,1,pooled,greedy,0,core,analytical,0.727272727273,29,0.8275862068965517
original,3,2,analytical,delay,0,core,frozen,0.14606741573,179,0.2569832402234637
original,3,2,analytical,delay,0,core,frozen,0.183673469388,13,0.7692307692307693
original,3,2,analytical,delay,0,core,pooled,0.183673469388,192,0.2916666666666667
original,3,2,analytical,delay,0,core,analytical,0.142857142857,110,0.14545454545454545
original,3,2,analytical,delay,0,core,analytical,0.272727272727,54,0.2962962962962963
original,3,2,analytical,delay,0,core,analytical,0.727272727273,28,0.8571428571428571
original,3,2,analytical,greedy,0,core,frozen,0.14606741573,179,0.2569832402234637
original,3,2,analytical,greedy,0,core,frozen,0.183673469388,13,0.7692307692307693
original,3,2,analytical,greedy,0,core,pooled,0.183673469388,192,0.2916666666666667
original,3,2,analytical,greedy,0,core,analytical,0.142857142857,110,0.14545454545454545
original,3,2,analytical,greedy,0,core,analytical,0.272727272727,54,0.2962962962962963
original,3,2,analytical,greedy,0,core,analytical,0.727272727273,28,0.8571428571428571
original,3,2,frozen,delay,0,core,frozen,0.14606741573,350,0.2571428571428571
original,3,2,frozen,delay,0,core,frozen,0.183673469388,34,0.4411764705882353
original,3,2,frozen,delay,0,core,pooled,0.183673469388,384,0.2734375
original,3,2,frozen,delay,0,core,analytical,0.142857142857,217,0.14746543778801843
original,3,2,frozen,delay,0,core,analytical,0.272727272727,105,0.26666666666666666
original,3,2,frozen,delay,0,core,analytical,0.727272727273,60,0.7333333333333333
original,3,2,frozen,delay,0,core,analytical,0.857142857143,2,0.5
original,3,2,frozen,edf,0,core,frozen,0.14606741573,350,0.2571428571428571
original,3,2,frozen,edf,0,core,frozen,0.183673469388,34,0.4411764705882353
original,3,2,frozen,edf,0,core,pooled,0.183673469388,384,0.2734375
original,3,2,frozen,edf,0,core,analytical,0.142857142857,217,0.14746543778801843
original,3,2,frozen,edf,0,core,analytical,0.272727272727,105,0.26666666666666666
original,3,2,frozen,edf,0,core,analytical,0.727272727273,60,0.7333333333333333
original,3,2,frozen,edf,0,core,analytical,0.857142857143,2,0.5
original,3,2,frozen,fcfs,0,core,frozen,0.14606741573,352,0.2585227272727273
original,3,2,frozen,fcfs,0,core,frozen,0.183673469388,32,0.4375
original,3,2,frozen,fcfs,0,core,pooled,0.183673469388,384,0.2734375
original,3,2,frozen,fcfs,0,core,analytical,0.142857142857,217,0.14746543778801843
original,3,2,frozen,fcfs,0,core,analytical,0.272727272727,103,0.2621359223300971
original,3,2,frozen,fcfs,0,core,analytical,0.727272727273,62,0.7258064516129032
original,3,2,frozen,fcfs,0,core,analytical,0.857142857143,2,0.5
original,3,2,frozen,greedy,0,core,frozen,0.14606741573,352,0.2556818181818182
original,3,2,frozen,greedy,0,core,frozen,0.183673469388,32,0.40625
original,3,2,frozen,greedy,0,core,pooled,0.183673469388,384,0.2682291666666667
original,3,2,frozen,greedy,0,core,analytical,0.142857142857,218,0.14678899082568808
original,3,2,frozen,greedy,0,core,analytical,0.272727272727,106,0.2641509433962264
original,3,2,frozen,greedy,0,core,analytical,0.727272727273,59,0.7288135593220338
original,3,2,frozen,greedy,0,core,analytical,0.857142857143,1,0.0
original,3,2,frozen,myopic,0,core,frozen,0.14606741573,351,0.2564102564102564
original,3,2,frozen,myopic,0,core,frozen,0.183673469388,33,0.42424242424242425
original,3,2,frozen,myopic,0,core,pooled,0.183673469388,384,0.2708333333333333
original,3,2,frozen,myopic,0,core,analytical,0.142857142857,217,0.14746543778801843
original,3,2,frozen,myopic,0,core,analytical,0.272727272727,104,0.25961538461538464
original,3,2,frozen,myopic,0,core,analytical,0.727272727273,61,0.7213114754098361
original,3,2,frozen,myopic,0,core,analytical,0.857142857143,2,0.5
original,3,2,frozen,uncertainty,0,core,frozen,0.14606741573,350,0.2571428571428571
original,3,2,frozen,uncertainty,0,core,frozen,0.183673469388,34,0.4411764705882353
original,3,2,frozen,uncertainty,0,core,pooled,0.183673469388,384,0.2734375
original,3,2,frozen,uncertainty,0,core,analytical,0.142857142857,217,0.14746543778801843
original,3,2,frozen,uncertainty,0,core,analytical,0.272727272727,105,0.26666666666666666
original,3,2,frozen,uncertainty,0,core,analytical,0.727272727273,60,0.7333333333333333
original,3,2,frozen,uncertainty,0,core,analytical,0.857142857143,2,0.5
original,3,2,pooled,delay,0,core,frozen,0.14606741573,179,0.2569832402234637
original,3,2,pooled,delay,0,core,frozen,0.183673469388,13,0.7692307692307693
original,3,2,pooled,delay,0,core,pooled,0.183673469388,192,0.2916666666666667
original,3,2,pooled,delay,0,core,analytical,0.142857142857,110,0.14545454545454545
original,3,2,pooled,delay,0,core,analytical,0.272727272727,54,0.2962962962962963
original,3,2,pooled,delay,0,core,analytical,0.727272727273,28,0.8571428571428571
original,3,2,pooled,greedy,0,core,frozen,0.14606741573,180,0.25555555555555554
original,3,2,pooled,greedy,0,core,frozen,0.183673469388,12,0.75
original,3,2,pooled,greedy,0,core,pooled,0.183673469388,192,0.2864583333333333
original,3,2,pooled,greedy,0,core,analytical,0.142857142857,110,0.14545454545454545
original,3,2,pooled,greedy,0,core,analytical,0.272727272727,55,0.2909090909090909
original,3,2,pooled,greedy,0,core,analytical,0.727272727273,27,0.8518518518518519
