kind,study,workload,seed,left,right,review_ticks,risk,agents,loss_difference,incorrect_difference,loss_per_job_difference,lower_bound,upper_bound,paired_jobs,primary_action_differences,secondary_action_differences,different_observations,identical_request_primary_differences
capacity,core,larger,12020,larger|a6|s1|frozen|delay|lambda0,larger|a3|s1|frozen|delay|lambda0,1,frozen,6,13.0,1,0.16666666666666652,13.0,13.0,9,0,0,4,0
capacity,core,larger,12021,larger|a6|s1|frozen|delay|lambda0,larger|a3|s1|frozen|delay|lambda0,1,frozen,6,12.0,1,0.33333333333333337,12.0,12.0,9,0,0,5,0
capacity,core,larger,12022,larger|a6|s1|frozen|delay|lambda0,larger|a3|s1|frozen|delay|lambda0,1,frozen,6,11.0,3,0.6111111111111112,11.0,11.0,9,0,0,4,0
capacity,core,larger,12023,larger|a6|s1|frozen|delay|lambda0,larger|a3|s1|frozen|delay|lambda0,1,frozen,6,13.0,0,0.38888888888888895,13.0,13.0,9,0,0,5,0
capacity,core,larger,12024,larger|a6|s1|frozen|delay|lambda0,larger|a3|s1|frozen|delay|lambda0,1,frozen,6,-1.0,0,-0.4444444444444445,-1.0,-1.0,9,1,1,5,0
capacity,core,larger,12025,larger|a6|s1|frozen|delay|lambda0,larger|a3|s1|frozen|delay|lambda0,1,frozen,6,14.0,2,0.3333333333333335,14.0,14.0,9,0,0,4,0
capacity,core,larger,12026,larger|a6|s1|frozen|delay|lambda0,larger|a3|s1|frozen|delay|lambda0,1,frozen,6,11.0,0,0.2222222222222222,11.0,11.0,9,0,0,2,0
capacity,core,larger,12027,larger|a6|s1|frozen|delay|lambda0,larger|a3|s1|frozen|delay|lambda0,1,frozen,6,6.0,0,0.16666666666666669,6.0,6.0,9,0,0,6,0
capacity,core,larger,12028,larger|a6|s1|frozen|delay|lambda0,larger|a3|s1|frozen|delay|lambda0,1,frozen,6,11.0,1,0.6111111111111112,11.0,11.0,9,0,0,4,0
capacity,core,larger,12029,larger|a6|s1|frozen|delay|lambda0,larger|a3|s1|frozen|delay|lambda0,1,frozen,6,6.0,0,-0.5,6.0,6.0,9,0,0,4,0
capacity,core,larger,12030,larger|a6|s1|frozen|delay|lambda0,larger|a3|s1|frozen|delay|lambda0,1,frozen,6,17.0,2,0.7777777777777779,17.0,17.0,9,0,0,2,0
capacity,core,larger,12031,larger|a6|s1|frozen|delay|lambda0,larger|a3|s1|frozen|delay|lambda0,1,frozen,6,2.0,0,-0.1111111111111111,2.0,2.0,9,0,0,4,0
capacity,core,larger,12000,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,23.0,1,1.222222222222222,23.0,23.0,9,0,0,3,0
capacity,core,larger,12001,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,9.0,1,0.4444444444444445,9.0,9.0,9,0,0,3,0
capacity,core,larger,12002,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,60.0,2,2.0000000000000004,60.0,60.0,9,0,0,2,0
capacity,core,larger,12003,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,21.0,0,1.1666666666666667,21.0,21.0,9,0,1,3,0
capacity,core,larger,12004,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,6.0,0,-0.16666666666666663,6.0,6.0,9,0,0,3,0
capacity,core,larger,12005,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,30.0,1,1.3888888888888888,30.0,30.0,9,0,0,3,0
capacity,core,larger,12006,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,9.0,0,0.0,9.0,9.0,9,1,0,3,1
capacity,core,larger,12007,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,14.0,1,0.44444444444444453,14.0,14.0,9,0,0,5,0
capacity,core,larger,12008,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,21.0,1,0.6111111111111112,21.0,21.0,9,0,0,4,0
capacity,core,larger,12009,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,31.0,0,1.3333333333333335,31.0,31.0,9,1,1,5,0
capacity,core,larger,12010,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,10.0,0,0.33333333333333337,10.0,10.0,9,0,0,5,0
capacity,core,larger,12011,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,0.0,0,-0.16666666666666666,0.0,0.0,9,0,0,5,0
capacity,core,larger,12012,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,21.0,0,0.8333333333333334,21.0,21.0,9,0,0,2,0
capacity,core,larger,12013,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,18.0,0,0.5,18.0,18.0,9,1,0,5,0
capacity,core,larger,12014,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,21.0,2,0.8333333333333334,21.0,21.0,9,0,0,1,0
capacity,core,larger,12015,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,0.0,0,-0.05555555555555555,0.0,0.0,9,0,0,3,0
capacity,core,larger,12016,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,31.0,1,1.4444444444444444,31.0,31.0,9,0,0,3,0
capacity,core,larger,12017,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,14.0,1,0.38888888888888895,14.0,14.0,9,0,0,4,0
capacity,core,larger,12018,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,19.0,0,0.2777777777777777,19.0,19.0,9,0,0,2,0
capacity,core,larger,12019,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,3.0,0,0.16666666666666666,3.0,3.0,9,0,0,3,0
capacity,core,larger,12020,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,23.0,0,0.7777777777777777,23.0,23.0,9,2,0,5,0
capacity,core,larger,12021,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,21.0,1,0.8333333333333334,21.0,21.0,9,0,0,4,0
capacity,core,larger,12022,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,8.0,2,0.4444444444444444,8.0,8.0,9,0,0,5,0
capacity,core,larger,12023,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,9.0,0,0.0,9.0,9.0,9,0,1,6,0
capacity,core,larger,12024,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,9.0,0,-0.11111111111111116,9.0,9.0,9,0,0,2,0
capacity,core,larger,12025,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,28.0,1,0.9444444444444442,28.0,28.0,9,0,0,5,0
capacity,core,larger,12026,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,18.0,0,0.7222222222222221,18.0,18.0,9,0,0,2,0
capacity,core,larger,12027,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,3.0,0,0.0,3.0,3.0,9,0,0,4,0
capacity,core,larger,12028,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,10.0,0,0.5555555555555556,10.0,10.0,9,0,0,5,0
capacity,core,larger,12029,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,36.0,0,0.833333333333333,36.0,36.0,9,0,0,4,0
capacity,core,larger,12030,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,12.0,0,0.5,12.0,12.0,9,0,0,1,0
capacity,core,larger,12031,larger|a6|s1|frozen|edf|lambda0,larger|a3|s1|frozen|edf|lambda0,1,frozen,6,10.0,0,0.2777777777777778,10.0,10.0,9,0,0,5,0
capacity,core,larger,12000,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,23.0,1,1.1666666666666665,23.0,23.0,9,0,0,0,0
capacity,core,larger,12001,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,8.0,1,0.3888888888888889,8.0,8.0,9,0,0,4,0
capacity,core,larger,12002,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,34.0,2,0.7222222222222219,34.0,34.0,9,0,1,5,0
capacity,core,larger,12003,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,29.0,1,1.6111111111111112,29.0,29.0,9,0,1,1,0
capacity,core,larger,12004,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,12.0,1,0.05555555555555536,12.0,12.0,9,0,0,5,0
capacity,core,larger,12005,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,31.0,1,1.2222222222222223,31.0,31.0,9,0,0,2,0
capacity,core,larger,12006,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,10.0,1,0.2222222222222222,10.0,10.0,9,0,0,0,0
capacity,core,larger,12007,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,13.0,2,0.22222222222222232,13.0,13.0,9,0,0,4,0
capacity,core,larger,12008,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,17.0,2,0.5555555555555555,17.0,17.0,9,0,0,2,0
capacity,core,larger,12009,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,23.0,1,1.0555555555555556,23.0,23.0,9,0,0,0,0
capacity,core,larger,12010,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,23.0,2,1.0,23.0,23.0,9,0,0,4,0
capacity,core,larger,12011,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,0.0,0,-0.3333333333333333,0.0,0.0,9,0,0,2,0
capacity,core,larger,12012,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,21.0,0,0.8333333333333334,21.0,21.0,9,0,0,3,0
capacity,core,larger,12013,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,15.0,1,0.5555555555555556,15.0,15.0,9,0,0,5,0
capacity,core,larger,12014,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,23.0,3,0.888888888888889,23.0,23.0,9,1,1,5,0
capacity,core,larger,12015,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,0.0,0,-0.1111111111111111,0.0,0.0,9,0,0,1,0
capacity,core,larger,12016,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,41.0,2,1.9999999999999998,41.0,41.0,9,0,0,0,0
capacity,core,larger,12017,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,14.0,2,-0.2777777777777779,14.0,14.0,9,0,0,4,0
capacity,core,larger,12018,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,22.0,2,0.4444444444444444,22.0,22.0,9,0,1,4,0
capacity,core,larger,12019,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,0.0,0,0.0,0.0,0.0,9,0,0,1,0
capacity,core,larger,12020,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,16.0,1,0.16666666666666674,16.0,16.0,9,1,0,2,0
capacity,core,larger,12021,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,23.0,1,0.9444444444444445,23.0,23.0,9,0,0,2,0
capacity,core,larger,12022,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,28.0,5,1.5555555555555556,28.0,28.0,9,1,0,2,1
capacity,core,larger,12023,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,21.0,1,0.8333333333333334,21.0,21.0,9,0,0,5,0
capacity,core,larger,12024,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,2.0,0,-0.44444444444444453,2.0,2.0,9,1,0,1,1
capacity,core,larger,12025,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,12.0,1,0.11111111111111116,12.0,12.0,9,0,0,0,0
capacity,core,larger,12026,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,16.0,2,0.6111111111111112,16.0,16.0,9,0,0,2,0
capacity,core,larger,12027,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,21.0,1,1.0,21.0,21.0,9,0,0,4,0
capacity,core,larger,12028,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,23.0,1,1.2777777777777777,23.0,23.0,9,0,0,0,0
capacity,core,larger,12029,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,12.0,0,-0.33333333333333326,12.0,12.0,9,0,0,0,0
capacity,core,larger,12030,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,14.0,2,0.6111111111111112,14.0,14.0,9,0,0,5,0
capacity,core,larger,12031,larger|a6|s1|frozen|fcfs|lambda0,larger|a3|s1|frozen|fcfs|lambda0,1,frozen,6,3.0,0,-0.11111111111111116,3.0,3.0,9,0,0,0,0
capacity,core,larger,12000,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,9.0,0,0.38888888888888895,9.0,9.0,9,0,0,3,0
capacity,core,larger,12001,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,10.0,3,0.5,10.0,10.0,9,1,1,5,0
capacity,core,larger,12002,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,36.0,2,1.1666666666666667,36.0,36.0,9,1,1,6,0
capacity,core,larger,12003,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,23.0,1,1.2777777777777777,23.0,23.0,9,0,1,3,0
capacity,core,larger,12004,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,12.0,2,-0.05555555555555558,12.0,12.0,9,0,0,3,0
capacity,core,larger,12005,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,28.0,1,1.2222222222222223,28.0,28.0,9,0,0,0,0
capacity,core,larger,12006,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,28.0,3,1.388888888888889,28.0,28.0,9,1,1,4,0
capacity,core,larger,12007,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,9.0,2,0.0,9.0,9.0,9,0,0,1,0
capacity,core,larger,12008,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,18.0,3,0.611111111111111,18.0,18.0,9,0,0,0,0
capacity,core,larger,12009,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,7.0,1,0.16666666666666674,7.0,7.0,9,0,0,0,0
capacity,core,larger,12010,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,23.0,2,1.0555555555555556,23.0,23.0,9,0,0,6,0
capacity,core,larger,12011,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,4.0,1,-0.11111111111111105,4.0,4.0,9,0,0,4,0
capacity,core,larger,12012,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,9.0,0,0.0,9.0,9.0,9,0,0,4,0
capacity,core,larger,12013,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,8.0,1,0.2222222222222222,8.0,8.0,9,0,0,3,0
capacity,core,larger,12014,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,15.0,2,0.6111111111111112,15.0,15.0,9,0,0,1,0
capacity,core,larger,12015,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,8.0,1,0.33333333333333337,8.0,8.0,9,1,0,4,0
capacity,core,larger,12016,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,48.0,4,2.3888888888888893,48.0,48.0,9,0,0,5,0
capacity,core,larger,12017,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,9.0,1,-0.7777777777777777,9.0,9.0,9,0,0,3,0
capacity,core,larger,12018,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,10.0,1,0.16666666666666663,10.0,10.0,9,0,0,2,0
capacity,core,larger,12019,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,0.0,0,0.0,0.0,0.0,9,0,0,4,0
capacity,core,larger,12020,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,18.0,3,0.3333333333333335,18.0,18.0,9,2,2,5,0
capacity,core,larger,12021,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,16.0,2,0.7222222222222223,16.0,16.0,9,0,0,5,0
capacity,core,larger,12022,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,28.0,5,1.5555555555555556,28.0,28.0,9,0,0,3,0
capacity,core,larger,12023,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,20.0,1,0.7777777777777778,20.0,20.0,9,0,0,4,0
capacity,core,larger,12024,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,5.0,0,0.05555555555555558,5.0,5.0,9,1,1,5,0
capacity,core,larger,12025,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,13.0,1,0.16666666666666652,13.0,13.0,9,0,0,4,0
capacity,core,larger,12026,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,17.0,1,0.5,17.0,17.0,9,0,0,5,0
capacity,core,larger,12027,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,18.0,1,0.4444444444444444,18.0,18.0,9,0,1,6,0
capacity,core,larger,12028,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,18.0,2,1.0,18.0,18.0,9,0,0,1,0
capacity,core,larger,12029,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,11.0,1,-0.22222222222222232,11.0,11.0,9,0,0,2,0
capacity,core,larger,12030,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,17.0,3,0.7777777777777779,17.0,17.0,9,0,0,5,0
capacity,core,larger,12031,larger|a6|s1|frozen|greedy|lambda0,larger|a3|s1|frozen|greedy|lambda0,1,frozen,6,22.0,1,1.0,22.0,22.0,9,0,0,1,0
capacity,core,larger,12000,larger|a6|s2|frozen|delay|lambda0,larger|a3|s2|frozen|delay|lambda0,2,frozen,6,38.0,3,2.0,38.0,38.0,9,0,0,0,0
capacity,core,larger,12001,larger|a6|s2|frozen|delay|lambda0,larger|a3|s2|frozen|delay|lambda0,2,frozen,6,30.0,3,1.5555555555555554,30.0,30.0,9,2,1,5,0
capacity,core,larger,12002,larger|a6|s2|frozen|delay|lambda0,larger|a3|s2|frozen|delay|lambda0,2,frozen,6,39.0,3,-0.11111111111111072,39.0,39.0,9,1,0,5,0
capacity,core,larger,12003,larger|a6|s2|frozen|delay|lambda0,larger|a3|s2|frozen|delay|lambda0,2,frozen,6,31.0,1,1.2777777777777777,31.0,31.0,9,0,0,3,0
capacity,core,larger,12004,larger|a6|s2|frozen|delay|lambda0,larger|a3|s2|frozen|delay|lambda0,2,frozen,6,8.0,0,-1.0555555555555556,8.0,8.0,9,1,1,3,0
capacity,core,larger,12005,larger|a6|s2|frozen|delay|lambda0,larger|a3|s2|frozen|delay|lambda0,2,frozen,6,35.0,3,1.0,35.0,35.0,9,0,0,4,0
capacity,core,larger,12006,larger|a6|s2|frozen|delay|lambda0,larger|a3|s2|frozen|delay|lambda0,2,frozen,6,20.0,2,-0.11111111111111116,20.0,20.0,9,0,0,1,0
capacity,core,larger,12007,larger|a6|s2|frozen|delay|lambda0,larger|a3|s2|frozen|delay|lambda0,2,frozen,6,13.0,2,0.05555555555555558,13.0,13.0,9,0,0,5,0
capacity,core,larger,12008,larger|a6|s2|frozen|delay|lambda0,larger|a3|s2|frozen|delay|lambda0,2,frozen,6,21.0,3,-0.38888888888888884,21.0,21.0,9,0,0,0,0
capacity,core,larger,12009,larger|a6|s2|frozen|delay|lambda0,larger|a3|s2|frozen|delay|lambda0,2,frozen,6,17.0,2,-0.2777777777777781,17.0,17.0,9,0,0,2,0
capacity,core,larger,12010,larger|a6|s2|frozen|delay|lambda0,larger|a3|s2|frozen|delay|lambda0,2,frozen,6,24.0,2,0.44444444444444464,24.0,24.0,9,0,0,4,0
capacity,core,larger,12011,larger|a6|s2|frozen|delay|lambda0,larger|a3|s2|frozen|delay|lambda0,2,frozen,6,0.0,0,-0.5555555555555556,0.0,0.0,9,0,0,4,0
capacity,core,larger,12012,larger|a6|s2|frozen|delay|lambda0,larger|a3|s2|frozen|delay|lambda0,2,frozen,6,22.0,1,-0.05555555555555536,22.0,22.0,9,0,0,3,0
capacity,core,larger,12013,larger|a6|s2|frozen|delay|lambda0,larger|a3|s2|frozen|delay|lambda0,2,frozen,6,23.0,1,0.6666666666666665,23.0,23.0,9,0,0,5,0
capacity,core,larger,12014,larger|a6|s2|frozen|delay|lambda0,larger|a3|s2|frozen|delay|lambda0,2,frozen,6,16.0,2,0.0,16.0,16.0,9,1,0,2,0
capacity,core,larger,12015,larger|a6|s2|frozen|delay|lambda0,larger|a3|s2|frozen|delay|lambda0,2,frozen,6,6.0,1,0.2222222222222222,6.0,6.0,9,1,0,2,0
