id,replicate,method,original_correct,recomputed_correct,recomputed_project_correct,alias_fixed,remaining_incorrect,unresolved,questions
MUL0011.json,1,confirm_records,5,5,1,0,0,0,8
MUL0018.json,0,independent,6,6,1,0,0,0,26
MUL0018.json,0,full_history,6,6,1,0,0,0,0
MUL0018.json,0,semantic_memory,6,6,1,0,0,0,1
MUL0018.json,0,records_read,6,6,1,0,0,0,1
MUL0018.json,0,global_barrier,6,6,1,0,0,0,2
MUL0018.json,0,dependency_barrier,6,6,1,0,0,0,2
MUL0018.json,0,no_source_guard,6,6,1,0,0,0,2
MUL0018.json,0,no_scope,6,6,1,0,0,0,0
MUL0018.json,0,confirm_records,6,6,1,0,0,0,9
MUL0018.json,1,independent,6,6,1,0,0,0,26
MUL0018.json,1,full_history,6,6,1,0,0,0,0
MUL0018.json,1,semantic_memory,6,6,1,0,0,0,2
MUL0018.json,1,records_read,6,6,1,0,0,0,1
MUL0018.json,1,global_barrier,6,6,1,0,0,0,2
MUL0018.json,1,dependency_barrier,6,6,1,0,0,0,2
MUL0018.json,1,no_source_guard,6,6,1,0,0,0,2
MUL0018.json,1,no_scope,6,6,1,0,0,0,0
MUL0018.json,1,confirm_records,6,6,1,0,0,0,9
MUL0034.json,0,independent,6,6,1,0,0,0,17
MUL0034.json,0,full_history,6,6,1,0,0,0,0
MUL0034.json,0,semantic_memory,6,6,1,0,0,0,1
MUL0034.json,0,records_read,6,6,1,0,0,0,0
MUL0034.json,0,global_barrier,6,6,1,0,0,0,0
MUL0034.json,0,dependency_barrier,6,6,1,0,0,0,0
MUL0034.json,0,no_source_guard,6,6,1,0,0,0,0
MUL0034.json,0,no_scope,6,6,1,0,0,0,0
MUL0034.json,0,confirm_records,6,6,1,0,0,0,6
MUL0034.json,1,independent,6,6,1,0,0,0,17
MUL0034.json,1,full_history,6,6,1,0,0,0,0
MUL0034.json,1,semantic_memory,6,6,1,0,0,0,0
MUL0034.json,1,records_read,6,6,1,0,0,0,0
MUL0034.json,1,global_barrier,6,6,1,0,0,0,0
MUL0034.json,1,dependency_barrier,6,6,1,0,0,0,0
MUL0034.json,1,no_source_guard,6,6,1,0,0,0,0
MUL0034.json,1,no_scope,6,6,1,0,0,0,0
MUL0034.json,1,confirm_records,6,6,1,0,0,0,6
MUL0071.json,0,independent,6,6,1,0,0,0,32
MUL0071.json,0,full_history,6,6,1,0,0,0,3
MUL0071.json,0,semantic_memory,6,6,1,0,0,0,1
MUL0071.json,0,records_read,2,2,0,0,4,0,0
MUL0071.json,0,global_barrier,6,6,1,0,0,0,1
MUL0071.json,0,dependency_barrier,6,6,1,0,0,0,1
MUL0071.json,0,no_source_guard,6,6,1,0,0,0,1
MUL0071.json,0,no_scope,6,6,1,0,0,0,1
MUL0071.json,0,confirm_records,6,6,1,0,0,0,10
MUL0071.json,1,independent,6,6,1,0,0,0,32
MUL0071.json,1,full_history,6,6,1,0,0,0,3
MUL0071.json,1,semantic_memory,6,6,1,0,0,0,1
MUL0071.json,1,records_read,2,2,0,0,4,0,0
MUL0071.json,1,global_barrier,6,6,1,0,0,0,2
MUL0071.json,1,dependency_barrier,6,6,1,0,0,0,2
MUL0071.json,1,no_source_guard,6,6,1,0,0,0,1
MUL0071.json,1,no_scope,6,6,1,0,0,0,1
MUL0071.json,1,confirm_records,6,6,1,0,0,0,10
MUL0072.json,0,independent,6,6,1,0,0,0,22
MUL0072.json,0,full_history,6,6,1,0,0,0,3
MUL0072.json,0,semantic_memory,6,6,1,0,0,0,5
MUL0072.json,0,records_read,4,4,0,0,2,0,5
MUL0072.json,0,global_barrier,6,6,1,0,0,0,8
MUL0072.json,0,dependency_barrier,6,6,1,0,0,0,8
MUL0072.json,0,no_source_guard,6,6,1,0,0,0,7
MUL0072.json,0,no_scope,6,6,1,0,0,0,8
MUL0072.json,0,confirm_records,6,6,1,0,0,0,10
MUL0072.json,1,independent,6,6,1,0,0,0,22
MUL0072.json,1,full_history,6,6,1,0,0,0,3
MUL0072.json,1,semantic_memory,6,6,1,0,0,0,0
MUL0072.json,1,records_read,4,4,0,0,2,0,2
MUL0072.json,1,global_barrier,6,6,1,0,0,0,5
MUL0072.json,1,dependency_barrier,6,6,1,0,0,0,5
MUL0072.json,1,no_source_guard,6,6,1,0,0,0,4
MUL0072.json,1,no_scope,6,6,1,0,0,0,5
MUL0072.json,1,confirm_records,6,6,1,0,0,0,10
MUL0089.json,0,independent,6,6,1,0,0,0,23
MUL0089.json,0,full_history,6,6,1,0,0,0,0
MUL0089.json,0,semantic_memory,2,6,1,4,0,0,0
MUL0089.json,0,records_read,3,6,1,3,0,0,0
MUL0089.json,0,global_barrier,3,6,1,3,0,0,2
MUL0089.json,0,dependency_barrier,3,6,1,3,0,0,2
MUL0089.json,0,no_source_guard,2,6,1,4,0,0,0
MUL0089.json,0,no_scope,2,6,1,4,0,0,0
MUL0089.json,0,confirm_records,6,6,1,0,0,0,8
MUL0089.json,1,independent,6,6,1,0,0,0,23
MUL0089.json,1,full_history,6,6,1,0,0,0,0
MUL0089.json,1,semantic_memory,6,6,1,0,0,0,0
MUL0089.json,1,records_read,6,6,1,0,0,0,0
MUL0089.json,1,global_barrier,6,6,1,0,0,0,1
MUL0089.json,1,dependency_barrier,6,6,1,0,0,0,1
MUL0089.json,1,no_source_guard,6,6,1,0,0,0,0
MUL0089.json,1,no_scope,6,6,1,0,0,0,0
MUL0089.json,1,confirm_records,6,6,1,0,0,0,8
MUL0113.json,0,independent,5,5,1,0,0,0,30
MUL0113.json,0,full_history,5,5,1,0,0,0,0
MUL0113.json,0,semantic_memory,5,5,1,0,0,0,0
MUL0113.json,0,records_read,5,5,1,0,0,0,6
MUL0113.json,0,global_barrier,5,5,1,0,0,0,9
MUL0113.json,0,dependency_barrier,5,5,1,0,0,0,9
MUL0113.json,0,no_source_guard,5,5,1,0,0,0,4
MUL0113.json,0,no_scope,5,5,1,0,0,0,9
MUL0113.json,0,confirm_records,5,5,1,0,0,0,12
MUL0113.json,1,independent,5,5,1,0,0,0,30
MUL0113.json,1,full_history,5,5,1,0,0,0,0
MUL0113.json,1,semantic_memory,5,5,1,0,0,0,0
MUL0113.json,1,records_read,5,5,1,0,0,0,6
MUL0113.json,1,global_barrier,5,5,1,0,0,0,9
MUL0113.json,1,dependency_barrier,5,5,1,0,0,0,9
MUL0113.json,1,no_source_guard,5,5,1,0,0,0,4
MUL0113.json,1,no_scope,5,5,1,0,0,0,9
MUL0113.json,1,confirm_records,5,5,1,0,0,0,12
MUL0116.json,0,independent,6,6,1,0,0,0,30
MUL0116.json,0,full_history,6,6,1,0,0,0,1
MUL0116.json,0,semantic_memory,6,6,1,0,0,0,2
MUL0116.json,0,records_read,6,6,1,0,0,0,2
MUL0116.json,0,global_barrier,6,6,1,0,0,0,3
MUL0116.json,0,dependency_barrier,6,6,1,0,0,0,3
MUL0116.json,0,no_source_guard,6,6,1,0,0,0,2
MUL0116.json,0,no_scope,6,6,1,0,0,0,2
MUL0116.json,0,confirm_records,6,6,1,0,0,0,10
MUL0116.json,1,independent,6,6,1,0,0,0,30
MUL0116.json,1,full_history,6,6,1,0,0,0,1
MUL0116.json,1,semantic_memory,6,6,1,0,0,0,2
MUL0116.json,1,records_read,6,6,1,0,0,0,2
MUL0116.json,1,global_barrier,6,6,1,0,0,0,3
MUL0116.json,1,dependency_barrier,6,6,1,0,0,0,3
MUL0116.json,1,no_source_guard,6,6,1,0,0,0,2
MUL0116.json,1,no_scope,6,6,1,0,0,0,2
MUL0116.json,1,confirm_records,6,6,1,0,0,0,10
MUL0144.json,0,independent,6,6,1,0,0,0,19
MUL0144.json,0,full_history,6,6,1,0,0,0,2
MUL0144.json,0,semantic_memory,3,6,1,3,0,0,0
MUL0144.json,0,records_read,6,6,1,0,0,0,2
MUL0144.json,0,global_barrier,3,6,1,3,0,0,2
MUL0144.json,0,dependency_barrier,3,6,1,3,0,0,2
MUL0144.json,0,no_source_guard,3,6,1,3,0,0,2
MUL0144.json,0,no_scope,3,6,1,3,0,0,2
MUL0144.json,0,confirm_records,6,6,1,0,0,0,7
MUL0144.json,1,independent,6,6,1,0,0,0,19
MUL0144.json,1,full_history,6,6,1,0,0,0,2
MUL0144.json,1,semantic_memory,6,6,1,0,0,0,0
MUL0144.json,1,records_read,6,6,1,0,0,0,4
MUL0144.json,1,global_barrier,6,6,1,0,0,0,4
MUL0144.json,1,dependency_barrier,6,6,1,0,0,0,4
MUL0144.json,1,no_source_guard,6,6,1,0,0,0,2
MUL0144.json,1,no_scope,6,6,1,0,0,0,4
MUL0144.json,1,confirm_records,6,6,1,0,0,0,7
MUL0197.json,0,independent,6,6,1,0,0,0,18
MUL0197.json,0,full_history,6,6,1,0,0,0,2
MUL0197.json,0,semantic_memory,6,6,1,0,0,0,0
MUL0197.json,0,records_read,6,6,1,0,0,0,0
MUL0197.json,0,global_barrier,6,6,1,0,0,0,0
MUL0197.json,0,dependency_barrier,6,6,1,0,0,0,0
MUL0197.json,0,no_source_guard,6,6,1,0,0,0,0
MUL0197.json,0,no_scope,6,6,1,0,0,0,0
MUL0197.json,0,confirm_records,6,6,1,0,0,0,6
MUL0197.json,1,independent,6,6,1,0,0,0,18
MUL0197.json,1,full_history,6,6,1,0,0,0,2
MUL0197.json,1,semantic_memory,6,6,1,0,0,0,0
MUL0197.json,1,records_read,6,6,1,0,0,0,0
MUL0197.json,1,global_barrier,6,6,1,0,0,0,0
MUL0197.json,1,dependency_barrier,6,6,1,0,0,0,0
MUL0197.json,1,no_source_guard,6,6,1,0,0,0,0
MUL0197.json,1,no_scope,6,6,1,0,0,0,0
MUL0197.json,1,confirm_records,6,6,1,0,0,0,6
MUL1202.json,0,independent,6,6,1,0,0,0,23
MUL1202.json,0,full_history,4,4,0,0,2,0,0
MUL1202.json,0,semantic_memory,6,6,1,0,0,0,1
MUL1202.json,0,records_read,4,4,0,0,2,0,5
MUL1202.json,0,global_barrier,6,6,1,0,0,0,6
MUL1202.json,0,dependency_barrier,6,6,1,0,0,0,6
MUL1202.json,0,no_source_guard,6,6,1,0,0,0,4
MUL1202.json,0,no_scope,6,6,1,0,0,0,6
MUL1202.json,0,confirm_records,6,6,1,0,0,0,9
MUL1202.json,1,independent,6,6,1,0,0,0,23
MUL1202.json,1,full_history,4,4,0,0,2,0,0
MUL1202.json,1,semantic_memory,6,6,1,0,0,0,1
MUL1202.json,1,records_read,4,4,0,0,2,0,5
MUL1202.json,1,global_barrier,6,6,1,0,0,0,6
MUL1202.json,1,dependency_barrier,6,6,1,0,0,0,6
MUL1202.json,1,no_source_guard,6,6,1,0,0,0,4
MUL1202.json,1,no_scope,6,6,1,0,0,0,6
MUL1202.json,1,confirm_records,6,6,1,0,0,0,9
MUL1211.json,0,independent,6,6,1,0,0,0,23
MUL1211.json,0,full_history,6,6,1,0,0,0,1
MUL1211.json,0,semantic_memory,6,6,1,0,0,0,2
MUL1211.json,0,records_read,4,4,0,0,2,0,1
MUL1211.json,0,global_barrier,6,6,1,0,0,0,2
MUL1211.json,0,dependency_barrier,6,6,1,0,0,0,2
MUL1211.json,0,no_source_guard,6,6,1,0,0,0,2
MUL1211.json,0,no_scope,6,6,1,0,0,0,1
MUL1211.json,0,confirm_records,6,6,1,0,0,0,8
MUL1211.json,1,independent,6,6,1,0,0,0,23
MUL1211.json,1,full_history,6,6,1,0,0,0,1
MUL1211.json,1,semantic_memory,6,6,1,0,0,0,3
MUL1211.json,1,records_read,4,4,0,0,2,0,1
MUL1211.json,1,global_barrier,6,6,1,0,0,0,2
MUL1211.json,1,dependency_barrier,6,6,1,0,0,0,2
MUL1211.json,1,no_source_guard,6,6,1,0,0,0,2
MUL1211.json,1,no_scope,6,6,1,0,0,0,1
MUL1211.json,1,confirm_records,6,6,1,0,0,0,8
MUL1248.json,0,independent,6,6,1,0,0,0,30
MUL1248.json,0,full_history,2,2,0,0,4,0,0
MUL1248.json,0,semantic_memory,6,6,1,0,0,0,1
MUL1248.json,0,records_read,4,4,0,0,2,0,2
MUL1248.json,0,global_barrier,6,6,1,0,0,0,5
MUL1248.json,0,dependency_barrier,6,6,1,0,0,0,5
MUL1248.json,0,no_source_guard,6,6,1,0,0,0,5
MUL1248.json,0,no_scope,6,6,1,0,0,0,5
MUL1248.json,0,confirm_records,6,6,1,0,0,0,12
MUL1248.json,1,independent,6,6,1,0,0,0,30
MUL1248.json,1,full_history,2,2,0,0,4,0,0
MUL1248.json,1,semantic_memory,6,6,1,0,0,0,1
MUL1248.json,1,records_read,4,4,0,0,2,0,2
MUL1248.json,1,global_barrier,6,6,1,0,0,0,5
MUL1248.json,1,dependency_barrier,6,6,1,0,0,0,5
MUL1248.json,1,no_source_guard,6,6,1,0,0,0,5
MUL1248.json,1,no_scope,6,6,1,0,0,0,5
MUL1248.json,1,confirm_records,6,6,1,0,0,0,12
MUL1268.json,0,independent,6,6,1,0,0,0,23
MUL1268.json,0,full_history,5,5,0,0,1,0,0
MUL1268.json,0,semantic_memory,6,6,1,0,0,0,1
MUL1268.json,0,records_read,4,4,0,0,2,0,2
MUL1268.json,0,global_barrier,6,6,1,0,0,0,3
MUL1268.json,0,dependency_barrier,6,6,1,0,0,0,3
MUL1268.json,0,no_source_guard,6,6,1,0,0,0,1
MUL1268.json,0,no_scope,6,6,1,0,0,0,2
MUL1268.json,0,confirm_records,6,6,1,0,0,0,8
MUL1268.json,1,independent,6,6,1,0,0,0,23
MUL1268.json,1,full_history,5,5,0,0,1,0,1
MUL1268.json,1,semantic_memory,6,6,1,0,0,0,0
MUL1268.json,1,records_read,4,4,0,0,2,0,2
MUL1268.json,1,global_barrier,6,6,1,0,0,0,2
MUL1268.json,1,dependency_barrier,6,6,1,0,0,0,2
MUL1268.json,1,no_source_guard,6,6,1,0,0,0,0
MUL1268.json,1,no_scope,6,6,1,0,0,0,0
MUL1268.json,1,confirm_records,6,6,1,0,0,0,8
MUL1276.json,0,independent,6,6,1,0,0,0,21
MUL1276.json,0,full_history,6,6,1,0,0,0,0
MUL1276.json,0,semantic_memory,6,6,1,0,0,0,0
MUL1276.json,0,records_read,6,6,1,0,0,0,2
MUL1276.json,0,global_barrier,6,6,1,0,0,0,2
MUL1276.json,0,dependency_barrier,6,6,1,0,0,0,2
MUL1276.json,0,no_source_guard,6,6,1,0,0,0,2
MUL1276.json,0,no_scope,6,6,1,0,0,0,2
MUL1276.json,0,confirm_records,6,6,1,0,0,0,8
MUL1276.json,1,independent,6,6,1,0,0,0,21
MUL1276.json,1,full_history,6,6,1,0,0,0,0
MUL1276.json,1,semantic_memory,6,6,1,0,0,0,0
MUL1276.json,1,records_read,6,6,1,0,0,0,2
MUL1276.json,1,global_barrier,6,6,1,0,0,0,2
MUL1276.json,1,dependency_barrier,6,6,1,0,0,0,2
MUL1276.json,1,no_source_guard,6,6,1,0,0,0,2
MUL1276.json,1,no_scope,6,6,1,0,0,0,2
MUL1276.json,1,confirm_records,6,6,1,0,0,0,8
MUL1278.json,0,independent,6,6,1,0,0,0,26
MUL1278.json,0,full_history,6,6,1,0,0,0,0
MUL1278.json,0,semantic_memory,6,6,1,0,0,0,3
MUL1278.json,0,records_read,6,6,1,0,0,0,0
MUL1278.json,0,global_barrier,6,6,1,0,0,0,3
MUL1278.json,0,dependency_barrier,6,6,1,0,0,0,3
MUL1278.json,0,no_source_guard,6,6,1,0,0,0,3
MUL1278.json,0,no_scope,6,6,1,0,0,0,3
MUL1278.json,0,confirm_records,6,6,1,0,0,0,9
MUL1278.json,1,independent,6,6,1,0,0,0,26
MUL1278.json,1,full_history,6,6,1,0,0,0,0
MUL1278.json,1,semantic_memory,6,6,1,0,0,0,1
MUL1278.json,1,records_read,6,6,1,0,0,0,0
MUL1278.json,1,global_barrier,6,6,1,0,0,0,1
MUL1278.json,1,dependency_barrier,6,6,1,0,0,0,1
MUL1278.json,1,no_source_guard,6,6,1,0,0,0,1
MUL1278.json,1,no_scope,6,6,1,0,0,0,0
MUL1278.json,1,confirm_records,6,6,1,0,0,0,9
MUL1342.json,0,independent,6,6,1,0,0,0,23
MUL1342.json,0,full_history,2,2,0,0,4,0,2
MUL1342.json,0,semantic_memory,6,6,1,0,0,0,4
MUL1342.json,0,records_read,4,4,0,0,2,0,2
MUL1342.json,0,global_barrier,6,6,1,0,0,0,4
MUL1342.json,0,dependency_barrier,6,6,1,0,0,0,4
MUL1342.json,0,no_source_guard,6,6,1,0,0,0,4
MUL1342.json,0,no_scope,3,3,0,0,3,0,3
MUL1342.json,0,confirm_records,6,6,1,0,0,0,8
MUL1342.json,1,independent,6,6,1,0,0,0,23
MUL1342.json,1,full_history,3,3,0,0,3,0,2
MUL1342.json,1,semantic_memory,6,6,1,0,0,0,4
MUL1342.json,1,records_read,4,4,0,0,2,0,3
MUL1342.json,1,global_barrier,6,6,1,0,0,0,5
MUL1342.json,1,dependency_barrier,6,6,1,0,0,0,5
MUL1342.json,1,no_source_guard,6,6,1,0,0,0,4
MUL1342.json,1,no_scope,6,6,1,0,0,0,5
MUL1342.json,1,confirm_records,6,6,1,0,0,0,8
MUL1350.json,0,independent,6,6,1,0,0,0,24
MUL1350.json,0,full_history,6,6,1,0,0,0,0
MUL1350.json,0,semantic_memory,6,6,1,0,0,0,0
MUL1350.json,0,records_read,6,6,1,0,0,0,1
MUL1350.json,0,global_barrier,6,6,1,0,0,0,2
MUL1350.json,0,dependency_barrier,6,6,1,0,0,0,2
MUL1350.json,0,no_source_guard,6,6,1,0,0,0,0
MUL1350.json,0,no_scope,6,6,1,0,0,0,2
MUL1350.json,0,confirm_records,6,6,1,0,0,0,8
MUL1350.json,1,independent,6,6,1,0,0,0,24
MUL1350.json,1,full_history,6,6,1,0,0,0,0
MUL1350.json,1,semantic_memory,6,6,1,0,0,0,1
MUL1350.json,1,records_read,6,6,1,0,0,0,1
MUL1350.json,1,global_barrier,6,6,1,0,0,0,1
MUL1350.json,1,dependency_barrier,6,6,1,0,0,0,1
MUL1350.json,1,no_source_guard,6,6,1,0,0,0,1
MUL1350.json,1,no_scope,6,6,1,0,0,0,0
MUL1350.json,1,confirm_records,6,6,1,0,0,0,8
MUL1351.json,0,independent,6,6,1,0,0,0,20
MUL1351.json,0,full_history,6,6,1,0,0,0,0
MUL1351.json,0,semantic_memory,6,6,1,0,0,0,1
MUL1351.json,0,records_read,4,4,0,0,2,0,0
MUL1351.json,0,global_barrier,6,6,1,0,0,0,1
MUL1351.json,0,dependency_barrier,6,6,1,0,0,0,1
MUL1351.json,0,no_source_guard,6,6,1,0,0,0,1
MUL1351.json,0,no_scope,6,6,1,0,0,0,0
MUL1351.json,0,confirm_records,6,6,1,0,0,0,7
MUL1351.json,1,independent,6,6,1,0,0,0,20
MUL1351.json,1,full_history,6,6,1,0,0,0,0
MUL1351.json,1,semantic_memory,6,6,1,0,0,0,1
MUL1351.json,1,records_read,4,4,0,0,2,0,0
MUL1351.json,1,global_barrier,6,6,1,0,0,0,1
MUL1351.json,1,dependency_barrier,6,6,1,0,0,0,1
MUL1351.json,1,no_source_guard,6,6,1,0,0,0,1
MUL1351.json,1,no_scope,6,6,1,0,0,0,0
MUL1351.json,1,confirm_records,6,6,1,0,0,0,7
MUL1376.json,0,independent,6,6,1,0,0,0,30
MUL1376.json,0,full_history,2,2,0,0,4,0,2
MUL1376.json,0,semantic_memory,2,2,0,0,4,0,4
MUL1376.json,0,records_read,1,1,0,0,5,0,4
MUL1376.json,0,global_barrier,2,2,0,0,4,0,6
MUL1376.json,0,dependency_barrier,2,2,0,0,4,0,6
MUL1376.json,0,no_source_guard,2,2,0,0,4,0,6
MUL1376.json,0,no_scope,2,2,0,0,4,0,6
MUL1376.json,0,confirm_records,6,6,1,0,0,0,12
MUL1376.json,1,independent,6,6,1,0,0,0,30
MUL1376.json,1,full_history,2,2,0,0,4,0,2
MUL1376.json,1,semantic_memory,2,2,0,0,4,0,4
MUL1376.json,1,records_read,1,1,0,0,5,0,4
MUL1376.json,1,global_barrier,2,2,0,0,4,0,6
MUL1376.json,1,dependency_barrier,2,2,0,0,4,0,6
MUL1376.json,1,no_source_guard,2,2,0,0,4,0,6
MUL1376.json,1,no_scope,2,2,0,0,4,0,6
MUL1376.json,1,confirm_records,6,6,1,0,0,0,12
PMUL0012.json,0,independent,5,5,1,0,0,0,19
PMUL0012.json,0,full_history,5,5,1,0,0,0,1
PMUL0012.json,0,semantic_memory,5,5,1,0,0,0,0
PMUL0012.json,0,records_read,2,2,0,0,3,0,1
PMUL0012.json,0,global_barrier,5,5,1,0,0,0,1
PMUL0012.json,0,dependency_barrier,5,5,1,0,0,0,1
PMUL0012.json,0,no_source_guard,5,5,1,0,0,0,0
PMUL0012.json,0,no_scope,5,5,1,0,0,0,1
PMUL0012.json,0,confirm_records,5,5,1,0,0,0,6
PMUL0012.json,1,independent,5,5,1,0,0,0,19
PMUL0012.json,1,full_history,5,5,1,0,0,0,1
PMUL0012.json,1,semantic_memory,5,5,1,0,0,0,0
PMUL0012.json,1,records_read,2,2,0,0,3,0,1
PMUL0012.json,1,global_barrier,5,5,1,0,0,0,1
PMUL0012.json,1,dependency_barrier,5,5,1,0,0,0,1
PMUL0012.json,1,no_source_guard,5,5,1,0,0,0,0
PMUL0012.json,1,no_scope,5,5,1,0,0,0,1
PMUL0012.json,1,confirm_records,5,5,1,0,0,0,6
PMUL0089.json,0,independent,6,6,1,0,0,0,19
PMUL0089.json,0,full_history,6,6,1,0,0,0,0
PMUL0089.json,0,semantic_memory,6,6,1,0,0,0,2
PMUL0089.json,0,records_read,2,2,0,0,4,0,2
PMUL0089.json,0,global_barrier,6,6,1,0,0,0,2
PMUL0089.json,0,dependency_barrier,6,6,1,0,0,0,2
PMUL0089.json,0,no_source_guard,6,6,1,0,0,0,2
PMUL0089.json,0,no_scope,6,6,1,0,0,0,2
PMUL0089.json,0,confirm_records,6,6,1,0,0,0,6
PMUL0089.json,1,independent,6,6,1,0,0,0,19
PMUL0089.json,1,full_history,6,6,1,0,0,0,0
PMUL0089.json,1,semantic_memory,6,6,1,0,0,0,2
PMUL0089.json,1,records_read,2,2,0,0,4,0,2
PMUL0089.json,1,global_barrier,6,6,1,0,0,0,2
PMUL0089.json,1,dependency_barrier,6,6,1,0,0,0,2
PMUL0089.json,1,no_source_guard,6,6,1,0,0,0,2
PMUL0089.json,1,no_scope,6,6,1,0,0,0,2
PMUL0089.json,1,confirm_records,6,6,1,0,0,0,6
PMUL0117.json,0,independent,6,6,1,0,0,0,27
PMUL0117.json,0,full_history,6,6,1,0,0,0,0
PMUL0117.json,0,semantic_memory,6,6,1,0,0,0,3
PMUL0117.json,0,records_read,4,4,0,0,2,0,2
PMUL0117.json,0,global_barrier,6,6,1,0,0,0,5
PMUL0117.json,0,dependency_barrier,6,6,1,0,0,0,5
PMUL0117.json,0,no_source_guard,6,6,1,0,0,0,3
PMUL0117.json,0,no_scope,6,6,1,0,0,0,5
PMUL0117.json,0,confirm_records,6,6,1,0,0,0,9
PMUL0117.json,1,independent,6,6,1,0,0,0,27
PMUL0117.json,1,full_history,6,6,1,0,0,0,0
PMUL0117.json,1,semantic_memory,6,6,1,0,0,0,2
PMUL0117.json,1,records_read,4,4,0,0,2,0,2
PMUL0117.json,1,global_barrier,6,6,1,0,0,0,5
PMUL0117.json,1,dependency_barrier,6,6,1,0,0,0,5
PMUL0117.json,1,no_source_guard,6,6,1,0,0,0,2
PMUL0117.json,1,no_scope,6,6,1,0,0,0,5
PMUL0117.json,1,confirm_records,6,6,1,0,0,0,9
